Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,0.1955010145902633,98.52,0.2690349519252777,92.23,0,0,LAMP,resnet50,cifar10,0.85
0,36240643200.0,0.0405334718525409,99.54,0.1052952706813812,94.24,0,0,LAMP,resnet50,cifar10,0.85
10,398647075200.0,0.02221548743546,99.86,0.1206433102488517,94.57,0,0,LAMP,resnet50,cifar10,0.85
20,761053507200.0,0.0223531629890203,99.78,0.1229735985398292,94.62,0,0,LAMP,resnet50,cifar10,0.85
30,1123459939200.0,0.0174384601414203,99.9,0.1292454302310943,94.73,0,0,LAMP,resnet50,cifar10,0.85
40,1485866371200.0,0.0183980111032724,99.86,0.1308156698942184,94.64,0,0,LAMP,resnet50,cifar10,0.85
50,1848272803200.0,0.0229956097900867,99.92,0.1301773935556411,94.67,0,0,LAMP,resnet50,cifar10,0.85
60,2210679235200.0,0.0404296740889549,99.94,0.2117484211921692,94.56,0,0,LAMP,resnet50,cifar10,0.85
70,2573085667200.0,0.0159008130431175,99.96,0.1261401772499084,94.71,0,0,LAMP,resnet50,cifar10,0.85
80,2935492099200.0,0.0249094534665346,99.94,0.1355110257863998,94.73,0,0,LAMP,resnet50,cifar10,0.85
90,3297898531200.0,0.0137053066864609,99.86,0.1271426081657409,94.7,0,0,LAMP,resnet50,cifar10,0.85
100,3660304963200.0,0.0137346442788839,99.94,0.1246573254466056,94.76,0,0,LAMP,resnet50,cifar10,0.85
101,3660304963200.0,0.0125774051994085,99.96,0.1246573328971862,94.76,0,0,LAMP,resnet50,cifar10,0.85
-1,0.0,0.230421245098114,98.06,0.2690348625183105,92.23,1,0,LAMP,resnet50,cifar10,0.85
0,36240643200.0,0.0636156648397445,99.46,0.1148778572678566,94.2,1,0,LAMP,resnet50,cifar10,0.85
10,398647075200.0,0.0339438058435916,99.76,0.128559410572052,94.51,1,0,LAMP,resnet50,cifar10,0.85
20,761053507200.0,0.0162894818931818,99.8,0.1135218068957328,94.69,1,0,LAMP,resnet50,cifar10,0.85
30,1123459939200.0,0.0321102403104305,99.92,0.1365653723478317,94.7,1,0,LAMP,resnet50,cifar10,0.85
40,1485866371200.0,0.0271342489868402,99.92,0.1309857368469238,94.72,1,0,LAMP,resnet50,cifar10,0.85
50,1848272803200.0,0.0265607796609401,99.88,0.1309505552053451,94.8,1,0,LAMP,resnet50,cifar10,0.85
60,2210679235200.0,0.030946584418416,99.92,0.1243524923920631,94.74,1,0,LAMP,resnet50,cifar10,0.85
70,2573085667200.0,0.0163576640188694,99.88,0.1355530619621276,94.75,1,0,LAMP,resnet50,cifar10,0.85
80,2935492099200.0,0.0224769636988639,99.9,0.1300674974918365,94.78,1,0,LAMP,resnet50,cifar10,0.85
90,3297898531200.0,0.0128614753484725,99.86,0.130931869149208,94.73,1,0,LAMP,resnet50,cifar10,0.85
100,3660304963200.0,0.0184565223753452,99.92,0.1396152228116989,94.77,1,0,LAMP,resnet50,cifar10,0.85
101,3660304963200.0,0.0233048629015684,99.9,0.1396151483058929,94.77,1,0,LAMP,resnet50,cifar10,0.85
-1,0.0,0.210912212729454,98.14,0.2690348625183105,92.23,2,0,LAMP,resnet50,cifar10,0.85
0,36240643200.0,0.0464543066918849,99.6,0.1204313188791275,94.22,2,0,LAMP,resnet50,cifar10,0.85
10,398647075200.0,0.0415716730058193,99.74,0.1421388089656829,94.69,2,0,LAMP,resnet50,cifar10,0.85
20,761053507200.0,0.0190681628882884,99.82,0.1360260099172592,94.79,2,0,LAMP,resnet50,cifar10,0.85
30,1123459939200.0,0.0272295381873846,99.86,0.154382899403572,94.76,2,0,LAMP,resnet50,cifar10,0.85
40,1485866371200.0,0.0244531109929084,99.86,0.1698131412267685,94.68,2,0,LAMP,resnet50,cifar10,0.85
50,1848272803200.0,0.0265994649380445,99.86,0.1402229815721511,94.7,2,0,LAMP,resnet50,cifar10,0.85
60,2210679235200.0,0.0268130060285329,99.82,0.1288083791732788,94.67,2,0,LAMP,resnet50,cifar10,0.85
70,2573085667200.0,0.0242166817188262,99.84,0.1593827456235885,94.71,2,0,LAMP,resnet50,cifar10,0.85
80,2935492099200.0,0.0167731177061796,99.84,0.1593609750270843,94.67,2,0,LAMP,resnet50,cifar10,0.85
90,3297898531200.0,0.020119197666645,99.9,0.1543364226818084,94.7,2,0,LAMP,resnet50,cifar10,0.85
100,3660304963200.0,0.0201649162918329,99.98,0.1359788924455642,94.76,2,0,LAMP,resnet50,cifar10,0.85
101,3660304963200.0,0.0139242364093661,99.94,0.135978877544403,94.76,2,0,LAMP,resnet50,cifar10,0.85
