Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma
-1,154207984.0,1.6770721673965454,25.12,1.635202169418335,26.78,0,0.005
0,4780447504.0,1.3484225273132324,35.88,1.2590978145599363,35.4,0,0.005
10,51042842704.0,0.6335269808769226,60.64,0.7021927237510681,54.78,0,0.005
20,97305237904.0,0.5794366002082825,61.44,0.684395968914032,55.67,0,0.005
30,143567633104.0,0.499295175075531,63.62,0.6633456945419312,56.91,0,0.005
40,189830028304.0,0.3141001164913177,67.96,0.6302534937858582,58.9,0,0.005
50,236092423504.0,0.2561832070350647,70.4,0.6659136414527893,60.32,0,0.005
60,282354818704.0,0.2451640963554382,70.42,0.6476492881774902,60.64,0,0.005
70,328617213904.0,0.2749901413917541,70.92,0.6936889290809631,60.92,0,0.005
80,374879609104.0,0.2827820777893066,72.46,0.6957327723503113,62.18,0,0.005
90,421142004304.0,0.2310413569211959,74.22,0.6889695525169373,62.77,0,0.005
100,467404399504.0,0.2352601587772369,75.02,0.6858012080192566,62.82,0,0.005
101,467404399504.0,0.2244710177183151,74.92,0.6858012080192566,62.82,0,0.005
-1,154640992.0,1.7062339782714844,26.72,1.6151658296585083,26.21,1,0.005
0,4793870752.0,1.342392086982727,33.84,1.2600616216659546,32.57,1,0.005
10,51186168352.0,0.5793771743774414,61.32,0.7140740752220154,54.31,1,0.005
20,97578465952.0,0.5231461524963379,62.72,0.6974442601203918,55.04,1,0.005
30,143970763552.0,0.4449000656604767,63.6,0.6850569248199463,55.79,1,0.005
40,190363061152.0,0.3175692558288574,67.58,0.7186789512634277,58.16,1,0.005
50,236755358752.0,0.261605829000473,69.66,0.7680890560150146,59.5,1,0.005
60,283147656352.0,0.2617926001548767,70.18,0.7670570015907288,59.86,1,0.005
70,329539953952.0,0.2627400159835815,70.18,0.7552298307418823,60.41,1,0.005
80,375932251552.0,0.2855017185211181,72.28,0.7752982378005981,61.54,1,0.005
90,422324549152.0,0.2355935871601104,74.4,0.7986940145492554,62.04,1,0.005
100,468716846752.0,0.2331643998622894,75.22,0.7978152632713318,62.23,1,0.005
101,468716846752.0,0.224335640668869,75.46,0.7978152632713318,62.23,1,0.005
-1,154342624.0,2.005643606185913,22.42,1.896946787834168,24.12,2,0.005
0,4784621344.0,1.0798214673995972,37.0,1.022727370262146,36.93,2,0.005
10,51087408544.0,0.5968599915504456,60.14,0.6830770373344421,53.92,2,0.005
