layer_names,pr
conv1,0.0
layer1.0.conv1,0.40405273
layer1.0.conv2,0.53526473
layer1.0.conv3,0.6342163
layer1.0.shortcut.0,0.39111328
layer1.1.conv1,0.44335938
layer1.1.conv2,0.37578666
layer1.1.conv3,0.3125
layer1.2.conv1,0.37060547
layer1.2.conv2,0.41427952
layer1.2.conv3,0.33135986
layer2.0.conv1,0.22167969
layer2.0.conv2,0.30570474
layer2.0.conv3,0.24299622
layer2.0.shortcut.0,0.2518692
layer2.1.conv1,0.27978516
layer2.1.conv2,0.23436822
layer2.1.conv3,0.20474243
layer2.2.conv1,0.24449158
layer2.2.conv2,0.2696262
layer2.2.conv3,0.24719238
layer2.3.conv1,0.19433594
layer2.3.conv2,0.19723171
layer2.3.conv3,0.20246887
layer3.0.conv1,0.15317535
layer3.0.conv2,0.28008017
layer3.0.conv3,0.30158997
layer3.0.shortcut.0,0.42147827
layer3.1.conv1,0.5872345
layer3.1.conv2,0.5817006
layer3.1.conv3,0.6172142
layer3.2.conv1,0.8540993
layer3.2.conv2,0.94362724
layer3.2.conv3,0.94587326
layer3.3.conv1,0.7447891
layer3.3.conv2,0.85834247
layer3.3.conv3,0.8277168
layer3.4.conv1,0.4752655
layer3.4.conv2,0.48927477
layer3.4.conv3,0.56837463
layer3.5.conv1,0.47946548
layer3.5.conv2,0.60982597
layer3.5.conv3,0.74111557
layer4.0.conv1,0.5727291
layer4.0.conv2,0.8464915
layer4.0.conv3,0.88086414
layer4.0.shortcut.0,0.9345932
layer4.1.conv1,0.989316
layer4.1.conv2,0.99529564
layer4.1.conv3,0.98588085
layer4.2.conv1,0.992733
layer4.2.conv2,0.9976022
layer4.2.conv3,0.9943714
linear,0.0
