Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual
0,15598208640.0,1.338770627975464,35.66,1.2723784446716309,34.61,8
10,171580295040.0,0.4090318381786346,69.38,0.6812441349029541,59.34,8
20,327562381440.0,0.3860723674297333,76.1,0.6725441217422485,63.78,8
30,483544467840.0,0.4245109558105469,80.3,0.7146023511886597,66.2,8
40,639526554240.0,0.4863965511322021,82.56,0.8701070547103882,67.45,8
50,795508640640.0,0.437570571899414,85.3,0.7833513617515564,68.22,8
60,951490727040.0,0.4304753243923187,87.0,0.8880654573440552,68.9,8
70,1107472813440.0,0.3511183261871338,88.18,0.7957679033279419,69.4,8
80,1263454899840.0,0.3403208255767822,89.54,0.9037495255470276,69.48,8
90,1419436986240.0,0.3682416081428528,91.06,0.9199844598770142,69.5,8
100,1575419072640.0,0.3455498516559601,91.68,0.8932275772094727,69.8,8
101,1575419072640.0,0.3582861423492431,92.06,0.8932275772094727,69.8,8
-1,0.0,3.339009523391724,4.72,3.3758645057678223,4.44,9
0,15598208640.0,1.3126424551010132,35.38,1.32024347782135,33.76,9
10,171580295040.0,0.4432965815067291,67.64,0.6466225981712341,59.25,9
20,327562381440.0,0.3744055032730102,74.96,0.6327351927757263,63.8,9
30,483544467840.0,0.3642621636390686,79.22,0.693572998046875,66.17,9
40,639526554240.0,0.399572342634201,82.64,0.7131236791610718,67.71,9
50,795508640640.0,0.3922585844993591,84.34,0.7778633832931519,68.62,9
60,951490727040.0,0.3497546911239624,86.96,0.84694904088974,69.19,9
70,1107472813440.0,0.4483198523521423,87.68,0.926349639892578,69.38,9
80,1263454899840.0,0.4555014967918396,88.98,0.9383766651153564,69.79,9
90,1419436986240.0,0.5130437016487122,91.02,0.908864676952362,70.09,9
100,1575419072640.0,0.448189228773117,91.66,0.8550950288772583,70.2,9
101,1575419072640.0,0.4421619474887848,91.68,0.8550950288772583,70.2,9
-1,0.0,3.320451021194458,4.44,3.3758645057678223,4.44,10
0,15598208640.0,1.3205715417861938,36.14,1.3230866193771362,33.97,10
10,171580295040.0,0.3717458546161651,68.98,0.5841537117958069,59.55,10
20,327562381440.0,0.3161660432815552,76.0,0.7057250738143921,63.72,10
30,483544467840.0,0.425573319196701,79.2,0.8181815147399902,66.49,10
40,639526554240.0,0.3994076550006866,82.42,0.8217433094978333,67.63,10
50,795508640640.0,0.3956778943538666,85.32,0.7879260182380676,68.83,10
60,951490727040.0,0.4044256806373596,86.08,0.9311747550964355,69.16,10
70,1107472813440.0,0.3298949599266052,88.58,0.8781582117080688,69.43,10
80,1263454899840.0,0.3971428275108337,89.48,0.8923441171646118,69.77,10
90,1419436986240.0,0.4620080292224884,91.02,0.9888761639595032,69.91,10
100,1575419072640.0,0.4500014781951904,91.68,0.9990189671516418,70.17,10
101,1575419072640.0,0.41704261302948,91.26,0.9990190267562866,70.17,10
-1,0.0,3.3690102100372314,4.28,3.3758645057678223,4.44,11
0,15598208640.0,1.323901891708374,35.72,1.3183600902557373,33.7,11
10,171580295040.0,0.4765210151672363,67.24,0.7090449333190918,59.41,11
20,327562381440.0,0.3209040760993957,76.34,0.6248087882995605,64.25,11
30,483544467840.0,0.3364704251289367,79.5,0.6568529605865479,66.24,11
40,639526554240.0,0.5083187222480774,82.7,0.7487542629241943,67.39,11
50,795508640640.0,0.3582503795623779,85.14,0.7769297361373901,68.54,11
60,951490727040.0,0.4258145093917846,86.54,0.7744431495666504,69.21,11
70,1107472813440.0,0.3759002685546875,88.78,0.8845428824424744,69.49,11
80,1263454899840.0,0.35153529047966,89.96,0.8753201961517334,69.81,11
90,1419436986240.0,0.4442586898803711,90.58,1.0405365228652954,69.75,11
100,1575419072640.0,0.3679629862308502,91.68,0.9107390642166138,70.35,11
101,1575419072640.0,0.3652757108211517,92.12,0.9107390642166138,70.35,11
-1,0.0,3.366882562637329,4.52,3.3758645057678223,4.44,12
0,15598208640.0,1.3267958164215088,35.12,1.338863492012024,34.27,12
10,171580295040.0,0.5149403810501099,68.82,0.7877660989761353,59.16,12
20,327562381440.0,0.343428760766983,75.56,0.6650063991546631,63.76,12
30,483544467840.0,0.3784202635288238,79.82,0.7609909176826477,66.04,12
40,639526554240.0,0.4075091183185577,83.5,0.7911825776100159,67.56,12
50,795508640640.0,0.3900289833545685,85.0,0.8119032979011536,68.46,12
60,951490727040.0,0.3569662868976593,87.64,0.8571658134460449,69.07,12
70,1107472813440.0,0.3726031184196472,88.24,0.8618521094322205,69.89,12
80,1263454899840.0,0.3950340151786804,89.56,1.0136607885360718,69.67,12
90,1419436986240.0,0.426356166601181,90.72,0.9252715110778807,70.2,12
100,1575419072640.0,0.3945578634738922,92.06,1.0682440996170044,69.96,12
101,1575419072640.0,0.3807017505168915,92.0,1.0682440996170044,69.96,12
-1,0.0,3.343878746032715,4.14,3.3758645057678223,4.44,13
0,15598208640.0,1.321516036987305,35.96,1.3345266580581665,33.93,13
10,171580295040.0,0.4272452294826507,68.16,0.7155507802963257,59.0,13
20,327562381440.0,0.3263275623321533,75.88,0.7118530869483948,63.57,13
30,483544467840.0,0.335334837436676,79.86,0.7770665884017944,65.97,13
40,639526554240.0,0.4330439865589142,82.64,0.9273509979248048,67.17,13
50,795508640640.0,0.3778441250324249,84.98,0.9251699447631836,67.69,13
60,951490727040.0,0.3397015929222107,87.56,0.8744553923606873,69.1,13
70,1107472813440.0,0.3954286873340606,88.36,0.998767077922821,69.14,13
80,1263454899840.0,0.3594421744346618,89.96,1.0010652542114258,69.6,13
90,1419436986240.0,0.4415766596794128,91.08,1.036157250404358,69.8,13
100,1575419072640.0,0.3671895265579223,92.0,1.0061885118484497,70.16,13
101,1575419072640.0,0.3432623445987701,92.2,1.0061885118484497,70.16,13
-1,0.0,3.423145532608032,3.88,3.3758645057678223,4.44,14
0,15598208640.0,1.3223387002944946,35.42,1.2930419445037842,33.86,14
10,171580295040.0,0.357227474451065,67.94,0.6667613387107849,58.93,14
20,327562381440.0,0.3432259559631347,75.36,0.7404491305351257,63.62,14
30,483544467840.0,0.356361448764801,79.96,0.7577711939811707,65.79,14
40,639526554240.0,0.4016442000865936,83.32,0.9069393277168274,66.88,14
50,795508640640.0,0.3237021267414093,85.58,0.8797635436058044,67.82,14
60,951490727040.0,0.403449535369873,86.86,0.9812644720077516,68.35,14
70,1107472813440.0,0.3593247532844543,88.82,0.9356874823570251,68.9,14
80,1263454899840.0,0.3651374876499176,90.5,1.070303201675415,69.06,14
90,1419436986240.0,0.4109042584896087,91.02,1.0793310403823853,69.1,14
100,1575419072640.0,0.4177774786949157,91.96,0.9354220032691956,69.72,14
101,1575419072640.0,0.4087824523448944,92.38,0.9354220032691956,69.72,14
-1,0.0,3.2961208820343018,4.86,3.3758645057678223,4.44,15
0,15598208640.0,1.304685354232788,35.26,1.2911731004714966,34.31,15
10,171580295040.0,0.4344032704830169,68.52,0.6594597101211548,59.27,15
20,327562381440.0,0.4023929536342621,75.98,0.6274735927581787,63.97,15
30,483544467840.0,0.38784059882164,79.98,0.7113562226295471,66.3,15
40,639526554240.0,0.3446680009365082,83.02,0.7529404163360596,67.75,15
50,795508640640.0,0.3664481341838836,85.24,0.8041155934333801,68.61,15
60,951490727040.0,0.4930256903171539,86.76,0.9338845014572144,68.97,15
70,1107472813440.0,0.377536416053772,88.48,0.8557210564613342,69.52,15
80,1263454899840.0,0.4135257303714752,90.08,0.8683034777641296,69.8,15
90,1419436986240.0,0.4396018981933594,90.6,0.8881275653839111,70.16,15
100,1575419072640.0,0.3395783007144928,92.18,0.964924156665802,69.92,15
101,1575419072640.0,0.3814567923545837,91.96,0.9649240970611572,69.92,15
-1,0.0,3.278388738632202,4.44,3.3758645057678223,4.44,16
0,15598208640.0,1.2967404127120972,34.68,1.3287943601608276,33.44,16
10,171580295040.0,0.375090628862381,66.8,0.6423298716545105,59.18,16
20,327562381440.0,0.3203037679195404,74.3,0.6587095260620117,64.15,16
30,483544467840.0,0.3077995181083679,79.56,0.7634704113006592,66.4,16
40,639526554240.0,0.39255291223526,82.9,0.8688237071037292,67.82,16
50,795508640640.0,0.4619834721088409,84.14,0.982800841331482,68.69,16
60,951490727040.0,0.4083270132541656,86.3,0.9062283039093018,69.21,16
70,1107472813440.0,0.3991354405879974,87.98,0.9655243158340454,69.62,16
80,1263454899840.0,0.3912001252174377,88.78,1.025800108909607,69.97,16
90,1419436986240.0,0.435246855020523,90.66,1.0229142904281616,70.04,16
100,1575419072640.0,0.3996358215808868,91.76,1.0156689882278442,70.34,16
101,1575419072640.0,0.3941203653812408,91.76,1.015668869018555,70.34,16
-1,0.0,3.3010618686676025,4.66,3.3758645057678223,4.44,17
0,15598208640.0,1.2871336936950684,36.84,1.2993353605270386,34.2,17
10,171580295040.0,0.4547187685966491,68.0,0.7065016627311707,58.85,17
20,327562381440.0,0.4016169011592865,75.52,0.708368182182312,63.41,17
30,483544467840.0,0.3702074587345123,80.34,0.7397870421409607,65.54,17
40,639526554240.0,0.3784249126911163,83.34,0.6816031336784363,67.24,17
50,795508640640.0,0.3901733458042145,85.8,0.8396322131156921,68.15,17
60,951490727040.0,0.4174771606922149,87.52,0.9466350078582764,68.72,17
70,1107472813440.0,0.4356460571289062,88.7,0.9010977745056152,69.24,17
80,1263454899840.0,0.4816672801971435,89.22,1.0652323961257937,69.27,17
90,1419436986240.0,0.3477031290531158,91.54,0.8773813843727112,69.88,17
100,1575419072640.0,0.3607921600341797,92.32,0.8749272227287292,70.18,17
101,1575419072640.0,0.32607302069664,91.92,0.8749272227287292,70.18,17
-1,0.0,3.3175206184387207,4.14,3.3758645057678223,4.44,18
0,15598208640.0,1.2706518173217771,35.52,1.3201197385787964,33.84,18
10,171580295040.0,0.4506834745407104,67.38,0.669878363609314,59.31,18
20,327562381440.0,0.4291859865188598,74.72,0.7838035225868225,63.7,18
30,483544467840.0,0.3314658105373382,79.64,0.6844668388366699,66.2,18
40,639526554240.0,0.3160673081874847,82.58,0.7368407845497131,67.44,18
50,795508640640.0,0.442851185798645,85.12,0.7767863869667053,68.22,18
60,951490727040.0,0.4619092047214508,86.88,0.8916794061660767,68.89,18
70,1107472813440.0,0.3519752025604248,87.98,0.8404191732406616,69.09,18
80,1263454899840.0,0.4120384156703949,89.86,0.9486948847770692,69.7,18
90,1419436986240.0,0.5160601735115051,90.7,1.1041492223739624,69.52,18
100,1575419072640.0,0.4431982636451721,91.86,0.90289968252182,70.28,18
101,1575419072640.0,0.4285786747932434,91.84,0.90289968252182,70.28,18
-1,0.0,3.373994827270508,4.24,3.3758645057678223,4.44,19
0,15598208640.0,1.348287582397461,35.32,1.372557282447815,33.84,19
10,171580295040.0,0.3935075402259826,67.32,0.6018385291099548,59.26,19
20,327562381440.0,0.3539054095745086,75.04,0.6515917778015137,63.66,19
30,483544467840.0,0.4551275074481964,79.5,0.7958753108978271,65.76,19
40,639526554240.0,0.3284533619880676,81.86,0.6487707495689392,67.7,19
50,795508640640.0,0.3983824849128723,85.1,0.7377973794937134,68.44,19
60,951490727040.0,0.3252953588962555,86.06,0.8362730741500854,68.99,19
70,1107472813440.0,0.3980178236961365,88.0,0.8405423164367676,69.36,19
80,1263454899840.0,0.3747249841690063,89.0,0.8143423199653625,69.76,19
90,1419436986240.0,0.3909811377525329,90.34,0.814595103263855,69.99,19
100,1575419072640.0,0.3692053556442261,91.2,0.9159858822822572,70.03,19
101,1575419072640.0,0.3796984553337097,90.8,0.9159858822822572,70.03,19
