Epsilon,Population,Type,Pruning Rate,sigma
0.2300000000000039,10,Stochastic LAMP,0.5,0.001
0.0500000000000113,10,Stochastic LAMP,0.5,0.001
0.1200000000000045,10,Stochastic LAMP,0.5,0.001
0.1300000000000096,10,Stochastic LAMP,0.5,0.001
0.0700000000000073,10,Stochastic LAMP,0.5,0.001
0.1600000000000108,10,Stochastic LAMP,0.5,0.001
0.1000000000000085,10,Stochastic LAMP,0.5,0.001
0.2199999999999988,10,Stochastic LAMP,0.5,0.001
0.1900000000000119,10,Stochastic LAMP,0.5,0.001
0.1400000000000005,10,Stochastic LAMP,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.1400000000000005,10,Det. mask sto. weights,0.5,0.001
0.0100000000000051,10,Det. mask sto. weights,0.5,0.001
0.0400000000000062,10,Det. mask sto. weights,0.5,0.001
0.0500000000000113,10,Det. mask sto. weights,0.5,0.001
0.1400000000000005,10,Det. mask sto. weights,0.5,0.001
0.1000000000000085,10,Det. mask sto. weights,0.5,0.001
0.1099999999999994,10,Det. mask sto. weights,0.5,0.001
0.1000000000000085,10,Det. mask sto. weights,0.5,0.001
0.0400000000000062,10,Det. mask sto. weights,0.5,0.001
0.0700000000000073,10,Det. mask sto. weights,0.5,0.001
1.3500000000000083,10,Stochastic LAMP,0.8,0.001
1.460000000000008,10,Stochastic LAMP,0.8,0.001
1.4500000000000028,10,Stochastic LAMP,0.8,0.001
1.5700000000000074,10,Stochastic LAMP,0.8,0.001
1.1800000000000068,10,Stochastic LAMP,0.8,0.001
1.4300000000000068,10,Stochastic LAMP,0.8,0.001
1.5,10,Stochastic LAMP,0.8,0.001
1.4699999999999989,10,Stochastic LAMP,0.8,0.001
1.5600000000000025,10,Stochastic LAMP,0.8,0.001
1.690000000000012,10,Stochastic LAMP,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0800000000000125,10,Det. mask sto. weights,0.8,0.001
0.0900000000000034,10,Det. mask sto. weights,0.8,0.001
0.0500000000000113,10,Det. mask sto. weights,0.8,0.001
0.0300000000000011,10,Det. mask sto. weights,0.8,0.001
0.0800000000000125,10,Det. mask sto. weights,0.8,0.001
0.0700000000000073,10,Det. mask sto. weights,0.8,0.001
0.0700000000000073,10,Det. mask sto. weights,0.8,0.001
0.0700000000000073,10,Det. mask sto. weights,0.8,0.001
0.0300000000000011,10,Det. mask sto. weights,0.8,0.001
0.1000000000000085,10,Det. mask sto. weights,0.8,0.001
21.02000000000001,10,Stochastic LAMP,0.9,0.001
19.090000000000003,10,Stochastic LAMP,0.9,0.001
16.78,10,Stochastic LAMP,0.9,0.001
20.40000000000001,10,Stochastic LAMP,0.9,0.001
15.430000000000009,10,Stochastic LAMP,0.9,0.001
20.94000000000001,10,Stochastic LAMP,0.9,0.001
17.22,10,Stochastic LAMP,0.9,0.001
19.830000000000013,10,Stochastic LAMP,0.9,0.001
18.75,10,Stochastic LAMP,0.9,0.001
19.460000000000008,10,Stochastic LAMP,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.1000000000000085,10,Det. mask sto. weights,0.9,0.001
0.0,10,Det. mask sto. weights,0.9,0.001
0.1000000000000085,10,Det. mask sto. weights,0.9,0.001
0.0500000000000113,10,Det. mask sto. weights,0.9,0.001
-0.0099999999999909,10,Det. mask sto. weights,0.9,0.001
0.0,10,Det. mask sto. weights,0.9,0.001
0.0600000000000022,10,Det. mask sto. weights,0.9,0.001
0.1099999999999994,10,Det. mask sto. weights,0.9,0.001
0.0700000000000073,10,Det. mask sto. weights,0.9,0.001
-0.0799999999999983,10,Det. mask sto. weights,0.9,0.001
0.4900000000000091,10,Stochastic LAMP,0.5,0.003
0.4400000000000119,10,Stochastic LAMP,0.5,0.003
0.3300000000000125,10,Stochastic LAMP,0.5,0.003
0.5500000000000114,10,Stochastic LAMP,0.5,0.003
0.4400000000000119,10,Stochastic LAMP,0.5,0.003
0.4699999999999988,10,Stochastic LAMP,0.5,0.003
0.3000000000000113,10,Stochastic LAMP,0.5,0.003
0.3800000000000096,10,Stochastic LAMP,0.5,0.003
0.3400000000000034,10,Stochastic LAMP,0.5,0.003
0.6400000000000006,10,Stochastic LAMP,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.3599999999999994,10,Det. mask sto. weights,0.5,0.003
0.3500000000000085,10,Det. mask sto. weights,0.5,0.003
0.2800000000000011,10,Det. mask sto. weights,0.5,0.003
0.5100000000000051,10,Det. mask sto. weights,0.5,0.003
0.3100000000000023,10,Det. mask sto. weights,0.5,0.003
0.3500000000000085,10,Det. mask sto. weights,0.5,0.003
0.2700000000000102,10,Det. mask sto. weights,0.5,0.003
0.4000000000000057,10,Det. mask sto. weights,0.5,0.003
0.3400000000000034,10,Det. mask sto. weights,0.5,0.003
0.5200000000000102,10,Det. mask sto. weights,0.5,0.003
1.5700000000000074,10,Stochastic LAMP,0.8,0.003
1.5900000000000034,10,Stochastic LAMP,0.8,0.003
2.0600000000000023,10,Stochastic LAMP,0.8,0.003
1.5600000000000025,10,Stochastic LAMP,0.8,0.003
1.460000000000008,10,Stochastic LAMP,0.8,0.003
1.3200000000000074,10,Stochastic LAMP,0.8,0.003
2.6099999999999994,10,Stochastic LAMP,0.8,0.003
1.4300000000000068,10,Stochastic LAMP,0.8,0.003
1.0,10,Stochastic LAMP,0.8,0.003
1.6200000000000043,10,Stochastic LAMP,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.5700000000000074,10,Det. mask sto. weights,0.8,0.003
0.5,10,Det. mask sto. weights,0.8,0.003
0.4600000000000079,10,Det. mask sto. weights,0.8,0.003
0.5300000000000011,10,Det. mask sto. weights,0.8,0.003
0.3599999999999994,10,Det. mask sto. weights,0.8,0.003
0.2700000000000102,10,Det. mask sto. weights,0.8,0.003
0.4300000000000068,10,Det. mask sto. weights,0.8,0.003
0.3700000000000045,10,Det. mask sto. weights,0.8,0.003
0.3300000000000125,10,Det. mask sto. weights,0.8,0.003
0.3800000000000096,10,Det. mask sto. weights,0.8,0.003
18.97,10,Stochastic LAMP,0.9,0.003
16.690000000000012,10,Stochastic LAMP,0.9,0.003
15.11,10,Stochastic LAMP,0.9,0.003
17.450000000000003,10,Stochastic LAMP,0.9,0.003
27.19000000000001,10,Stochastic LAMP,0.9,0.003
21.680000000000007,10,Stochastic LAMP,0.9,0.003
17.67,10,Stochastic LAMP,0.9,0.003
23.120000000000005,10,Stochastic LAMP,0.9,0.003
19.19000000000001,10,Stochastic LAMP,0.9,0.003
26.830000000000013,10,Stochastic LAMP,0.9,0.003
