layer_names,pr
conv1,0.0
layer1.0.conv1,0.80897355
layer1.0.conv2,0.74769425
layer1.1.conv1,0.75859916
layer1.1.conv2,0.7886827
layer2.0.conv1,0.7451443
layer2.0.conv2,0.8104655
layer2.0.shortcut.0,0.6723633
layer2.1.conv1,0.9007026
layer2.1.conv2,0.9034288
layer3.0.conv1,0.80686444
layer3.0.conv2,0.8550483
layer3.0.shortcut.0,0.66030884
layer3.1.conv1,0.9064348
layer3.1.conv2,0.9098731
layer4.0.conv1,0.84857684
layer4.0.conv2,0.8882781
layer4.0.shortcut.0,0.76560974
layer4.1.conv1,0.8995845
layer4.1.conv2,0.98616534
linear,0.0
