Epoch,test accuracy,training accuracy
0,10.0,10.117777777777778
1,10.0,10.035555555555556
2,10.0,10.033333333333333
3,10.0,10.033333333333333
4,10.0,10.033333333333333
5,10.0,10.033333333333333
6,10.0,9.96888888888889
7,10.0,10.035555555555556
8,10.0,10.011111111111111
9,10.0,9.997777777777777
10,10.0,9.96888888888889
11,10.0,9.986666666666666
12,10.0,9.96888888888889
13,10.0,10.033333333333333
14,10.0,10.011111111111111
15,10.0,9.964444444444444
16,10.0,10.035555555555556
17,10.0,9.986666666666666
18,10.0,9.986666666666666
19,10.0,9.986666666666666
20,10.0,9.96888888888889
21,10.0,9.964444444444444
22,10.0,10.0
23,10.0,10.004444444444445
24,10.0,10.033333333333333
25,10.0,10.035555555555556
26,10.0,10.0
27,10.0,10.0
28,10.0,10.011111111111111
29,10.0,10.0
30,10.0,9.986666666666666
31,10.0,9.96888888888889
32,10.0,10.0
33,10.0,9.997777777777777
34,10.0,9.986666666666666
35,10.0,10.0
36,10.0,9.964444444444444
37,10.0,9.964444444444444
38,10.0,9.997777777777777
39,10.0,10.011111111111111
40,10.0,10.011111111111111
41,10.0,9.964444444444444
42,10.0,10.033333333333333
43,10.0,9.964444444444444
44,10.0,10.011111111111111
45,10.0,10.011111111111111
46,10.0,9.964444444444444
47,10.0,9.964444444444444
48,10.0,10.011111111111111
49,10.0,9.964444444444444
50,10.0,10.004444444444445
51,10.0,10.035555555555556
52,10.0,9.997777777777777
53,10.0,10.004444444444445
54,10.0,9.964444444444444
55,10.0,9.997777777777777
56,10.0,10.033333333333333
57,10.0,9.986666666666666
58,10.0,10.011111111111111
59,10.0,9.997777777777777
60,10.0,9.997777777777777
61,10.0,9.997777777777777
62,10.0,10.033333333333333
63,10.0,10.033333333333333
64,10.0,9.986666666666666
65,10.0,10.033333333333333
66,10.0,10.033333333333333
67,10.0,10.035555555555556
68,10.0,9.997777777777777
69,10.0,9.997777777777777
70,10.0,9.997777777777777
71,10.0,9.986666666666666
72,10.0,9.964444444444444
73,10.0,10.004444444444445
74,10.0,10.035555555555556
75,10.0,10.004444444444445
76,10.0,10.035555555555556
77,10.0,9.986666666666666
78,10.0,9.986666666666666
79,10.0,10.011111111111111
80,10.0,9.964444444444444
81,10.0,9.964444444444444
82,10.0,10.033333333333333
83,10.0,10.035555555555556
84,10.0,10.033333333333333
85,10.0,10.0
86,10.0,10.0
87,10.0,9.964444444444444
88,10.0,9.96888888888889
89,10.0,9.997777777777777
90,10.0,9.997777777777777
91,10.0,9.964444444444444
92,10.0,10.011111111111111
93,10.0,9.997777777777777
94,10.0,10.004444444444445
95,10.0,9.997777777777777
96,10.0,10.035555555555556
97,10.0,10.035555555555556
98,10.0,10.035555555555556
99,10.0,10.035555555555556
