Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual
20,46577588400.0,0.7422742247581482,58.06,0.7905580401420593,49.34,3
30,68757392400.0,0.6564471125602722,61.04,0.7025232315063477,51.95,3
40,90937196400.0,0.415132462978363,68.32,0.5264597535133362,56.35,3
50,113117000400.0,0.319708377122879,71.12,0.4610017538070678,58.39,3
60,135296804400.0,0.3134414851665497,72.14,0.4539269804954529,58.62,3
70,157476608400.0,0.3030622005462646,72.56,0.4435927271842956,58.94,3
80,179656412400.0,0.2365617752075195,75.3,0.4221628904342651,60.23,3
90,201836216400.0,0.2174856960773468,76.04,0.4165789484977722,61.19,3
100,224016020400.0,0.20765420794487,76.98,0.415208488702774,61.31,3
101,224016020400.0,0.2189332842826843,76.5,0.415208488702774,61.31,3
-1,0.0,4.422780513763428,12.32,4.2729268074035645,11.99,4
0,2217980400.0,2.669189691543579,20.4,2.597454786300659,19.45,4
10,24397784400.0,0.8375467658042908,56.24,0.8307198882102966,47.83,4
20,46577588400.0,0.7622977495193481,58.02,0.7632805109024048,49.58,4
30,68757392400.0,0.6625952124595642,61.84,0.6744941473007202,52.11,4
40,90937196400.0,0.4266801476478576,68.36,0.502561628818512,56.26,4
50,113117000400.0,0.3303491175174713,71.62,0.4575884044170379,58.32,4
60,135296804400.0,0.3100339770317077,72.38,0.4558281600475311,58.71,4
70,157476608400.0,0.2977593541145324,72.12,0.4519231617450714,59.17,4
80,179656412400.0,0.2421784102916717,73.94,0.4330598711967468,60.36,4
90,201836216400.0,0.2356253564357757,76.82,0.4396097064018249,61.19,4
100,224016020400.0,0.2180332988500595,75.54,0.4347968697547912,61.27,4
101,224016020400.0,0.2241086661815643,76.2,0.4347968697547912,61.27,4
-1,0.0,4.391606330871582,12.06,4.2729268074035645,11.99,5
0,2217980400.0,2.651968717575073,21.08,2.608876466751098,19.32,5
10,24397784400.0,0.8201051950454712,55.62,0.8480939865112305,47.43,5
20,46577588400.0,0.7692898511886597,58.8,0.7780052423477173,49.32,5
30,68757392400.0,0.6573222279548645,61.12,0.6961886286735535,51.77,5
40,90937196400.0,0.4200051724910736,67.42,0.5416176915168762,56.31,5
50,113117000400.0,0.3405601978302002,71.04,0.4985778629779815,58.11,5
60,135296804400.0,0.3059305250644684,72.26,0.4837208390235901,58.26,5
70,157476608400.0,0.2981988787651062,72.24,0.477311372756958,58.8,5
80,179656412400.0,0.2324865013360977,74.46,0.4762598574161529,60.13,5
90,201836216400.0,0.2414338737726211,76.58,0.4653858840465545,60.87,5
100,224016020400.0,0.2177991867065429,76.34,0.4579854905605316,61.06,5
101,224016020400.0,0.2290676832199096,76.16,0.4579854905605316,61.06,5
-1,0.0,4.318637371063232,12.46,4.2729268074035645,11.99,1
0,2217980400.0,2.620821475982666,20.78,2.616701126098633,19.41,1
10,24397784400.0,0.8572804927825928,56.24,0.8461011648178101,47.81,1
20,46577588400.0,0.7761883735656738,58.8,0.7719058990478516,49.74,1
30,68757392400.0,0.6661108136177063,61.44,0.6785692572593689,51.91,1
40,90937196400.0,0.4335344433784485,68.88,0.4996131360530853,56.4,1
50,113117000400.0,0.3124130368232727,71.58,0.4533665478229522,58.11,1
60,135296804400.0,0.3038476109504699,71.26,0.4471410810947418,58.52,1
70,157476608400.0,0.3190456330776214,72.58,0.4365189373493194,58.92,1
80,179656412400.0,0.2446372061967849,75.06,0.4427476525306701,60.18,1
90,201836216400.0,0.223708838224411,76.86,0.4402293860912323,61.17,1
100,224016020400.0,0.2045011967420578,76.84,0.4323400855064392,61.4,1
101,224016020400.0,0.2205884903669357,76.44,0.4323400855064392,61.4,1
-1,0.0,4.316991806030273,12.16,4.2729268074035645,11.99,6
0,2217980400.0,2.627882719039917,20.54,2.6011276245117188,19.42,6
10,24397784400.0,0.8406123518943787,55.96,0.8247707486152649,47.89,6
20,46577588400.0,0.760252833366394,57.54,0.757284939289093,49.57,6
30,68757392400.0,0.6663224101066589,60.86,0.6727635860443115,52.01,6
40,90937196400.0,0.4425733089447021,68.36,0.4951255321502685,56.25,6
50,113117000400.0,0.3144228756427765,71.64,0.4444860816001892,58.3,6
60,135296804400.0,0.3074354827404022,71.74,0.4402818381786346,58.6,6
70,157476608400.0,0.2975839972496032,72.88,0.4317401051521301,59.13,6
80,179656412400.0,0.244413137435913,75.46,0.4293849170207977,60.28,6
90,201836216400.0,0.219384878873825,76.74,0.4224537014961242,61.17,6
100,224016020400.0,0.2054645121097564,76.38,0.4221225380897522,61.15,6
101,224016020400.0,0.2074664384126663,77.16,0.4221225380897522,61.15,6
-1,0.0,4.378859519958496,12.26,4.2729268074035645,11.99,7
0,2217980400.0,2.653167486190796,20.44,2.61908221244812,19.25,7
10,24397784400.0,0.8450549840927124,55.32,0.8169078230857849,48.13,7
20,46577588400.0,0.7776285409927368,58.04,0.7462567687034607,50.09,7
30,68757392400.0,0.6775752305984497,61.5,0.6572654843330383,52.36,7
40,90937196400.0,0.4422311782836914,68.42,0.4966676235198974,56.66,7
50,113117000400.0,0.3289512097835541,72.42,0.4620710015296936,58.44,7
60,135296804400.0,0.3161055147647857,72.36,0.4557046592235565,58.69,7
70,157476608400.0,0.2894342541694641,73.54,0.4477429687976837,59.15,7
80,179656412400.0,0.2561502158641815,75.7,0.4272188544273376,60.68,7
90,201836216400.0,0.22410549223423,76.84,0.4333378970623016,61.4,7
100,224016020400.0,0.2208549827337265,77.38,0.433273583650589,61.66,7
101,224016020400.0,0.2141118496656417,77.86,0.433273583650589,61.66,7
-1,0.0,4.3479084968566895,12.18,4.2729268074035645,11.99,8
0,2217980400.0,2.6308751106262207,20.34,2.59217381477356,19.46,8
10,24397784400.0,0.8502107262611389,55.86,0.8142502307891846,47.94,8
20,46577588400.0,0.7721591591835022,58.58,0.7469635605812073,49.89,8
30,68757392400.0,0.6650804877281189,62.12,0.6630980968475342,52.14,8
40,90937196400.0,0.4456171989440918,68.24,0.5058609247207642,56.54,8
50,113117000400.0,0.3268052339553833,72.4,0.4573280215263366,58.66,8
60,135296804400.0,0.314029186964035,72.48,0.4542818665504455,58.97,8
70,157476608400.0,0.307915985584259,72.96,0.4543052911758423,59.33,8
80,179656412400.0,0.2455916553735733,74.66,0.4462260007858276,60.61,8
90,201836216400.0,0.2123505175113678,77.08,0.4342669546604156,61.48,8
100,224016020400.0,0.211951196193695,77.34,0.4363400638103485,61.42,8
101,224016020400.0,0.2303446680307388,76.92,0.4363400638103485,61.42,8
-1,0.0,4.348629474639893,12.2,4.2729268074035645,11.99,9
0,2217980400.0,2.62800931930542,21.26,2.612771987915039,19.41,9
10,24397784400.0,0.8436192274093628,55.62,0.8621337413787842,47.44,9
20,46577588400.0,0.7582191228866577,58.4,0.790738582611084,49.31,9
30,68757392400.0,0.6503122448921204,61.32,0.6976575255393982,51.52,9
40,90937196400.0,0.4367395639419555,69.26,0.5229520797729492,56.54,9
50,113117000400.0,0.3391955196857452,71.46,0.4673615097999573,58.7,9
60,135296804400.0,0.3208529949188232,71.38,0.4651232659816742,59.01,9
70,157476608400.0,0.2856636047363281,73.48,0.4631827175617218,59.39,9
80,179656412400.0,0.262753814458847,74.9,0.4502882063388824,60.62,9
90,201836216400.0,0.231210857629776,76.92,0.4393896460533142,61.37,9
100,224016020400.0,0.2326539605855941,77.12,0.4348808228969574,61.46,9
101,224016020400.0,0.2232373058795929,76.52,0.4348808228969574,61.46,9
