Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual
30,79195206480.0,0.0774730592966079,98.66,0.1604236364364624,92.51,9
40,104742047280.0,0.0644862651824951,98.74,0.1632172763347625,92.59,9
50,130288888080.0,0.0851490423083305,98.64,0.1721086800098419,92.65,9
60,155835728880.0,0.0538361296057701,98.98,0.1741371750831604,92.68,9
70,181382569680.0,0.0553775876760482,98.78,0.1756159216165542,92.74,9
80,206929410480.0,0.0596142411231994,98.88,0.1877445131540298,92.79,9
90,232476251280.0,0.0760852769017219,98.94,0.1824356615543365,92.86,9
100,258023092080.0,0.0695683881640434,98.84,0.1768890619277954,92.86,9
101,258023092080.0,0.0660561323165893,99.02,0.1768890768289566,92.86,9
-1,0.0,0.2474007457494735,96.72,0.2717334628105163,91.07,10
0,2554684080.0,0.1600115448236465,97.38,0.191915675997734,91.67,10
10,28101524880.0,0.0897002592682838,98.1,0.1693298667669296,92.42,10
20,53648365680.0,0.0759319141507148,98.44,0.1620187312364578,92.49,10
30,79195206480.0,0.107872188091278,98.44,0.171677365899086,92.49,10
40,104742047280.0,0.0636366233229637,98.46,0.151781678199768,92.58,10
50,130288888080.0,0.0760726556181907,98.62,0.167816162109375,92.68,10
60,155835728880.0,0.0810326039791107,98.98,0.1710927635431289,92.67,10
70,181382569680.0,0.0686419308185577,99.24,0.161565899848938,92.72,10
80,206929410480.0,0.0601245313882827,98.74,0.1684479266405105,92.79,10
90,232476251280.0,0.0519528575241565,99.02,0.1715009659528732,92.81,10
100,258023092080.0,0.0640397146344184,99.2,0.1834432780742645,92.74,10
101,258023092080.0,0.0559788644313812,98.86,0.1834432780742645,92.74,10
