Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,0.0550457239151001,99.62,0.2059595286846161,93.56,0,0,LAMP,VGG19,cifar10,0.8
0,22417574880.0,0.0509642697870731,99.62,0.2249092161655426,93.51,0,0,LAMP,VGG19,cifar10,0.8
10,246593323680.0,0.0563510507345199,99.6,0.2372766882181167,93.57,0,0,LAMP,VGG19,cifar10,0.8
20,470769072480.0,0.0566076599061489,99.82,0.2785968482494354,93.42,0,0,LAMP,VGG19,cifar10,0.8
30,694944821280.0,0.0751262903213501,99.76,0.2348372787237167,93.46,0,0,LAMP,VGG19,cifar10,0.8
40,919120570080.0,0.0499330163002014,99.82,0.238849475979805,93.41,0,0,LAMP,VGG19,cifar10,0.8
50,1143296318880.0,0.0381026901304721,99.72,0.2169273793697357,93.49,0,0,LAMP,VGG19,cifar10,0.8
60,1367472067680.0,0.0327798649668693,99.7,0.223647266626358,93.41,0,0,LAMP,VGG19,cifar10,0.8
70,1591647816480.0,0.0334791876375675,99.7,0.2219297885894775,93.38,0,0,LAMP,VGG19,cifar10,0.8
80,1815823565280.0,0.0488139316439628,99.82,0.2481395155191421,93.45,0,0,LAMP,VGG19,cifar10,0.8
90,2039999314080.0,0.0486382395029068,99.76,0.2609744668006897,93.4,0,0,LAMP,VGG19,cifar10,0.8
100,2264175062880.0,0.0358530767261981,99.86,0.252255231142044,93.4,0,0,LAMP,VGG19,cifar10,0.8
101,2264175062880.0,0.0543018467724323,99.82,0.2522552013397217,93.4,0,0,LAMP,VGG19,cifar10,0.8
-1,0.0,0.0540042147040367,99.6,0.2059595286846161,93.56,1,0,LAMP,VGG19,cifar10,0.8
0,22417574880.0,0.0427541360259056,99.7,0.1873181164264679,93.55,1,0,LAMP,VGG19,cifar10,0.8
10,246593323680.0,0.0541182458400726,99.62,0.1842771172523498,93.6,1,0,LAMP,VGG19,cifar10,0.8
20,470769072480.0,0.0685584247112274,99.76,0.1914782226085662,93.54,1,0,LAMP,VGG19,cifar10,0.8
30,694944821280.0,0.0513565205037593,99.78,0.1975438892841339,93.53,1,0,LAMP,VGG19,cifar10,0.8
40,919120570080.0,0.040465235710144,99.84,0.2230048030614853,93.47,1,0,LAMP,VGG19,cifar10,0.8
50,1143296318880.0,0.0399535223841667,99.82,0.2239688485860824,93.5,1,0,LAMP,VGG19,cifar10,0.8
60,1367472067680.0,0.0505023077130317,99.76,0.214701235294342,93.49,1,0,LAMP,VGG19,cifar10,0.8
70,1591647816480.0,0.0516702756285667,99.86,0.2415038645267486,93.55,1,0,LAMP,VGG19,cifar10,0.8
80,1815823565280.0,0.0562603548169136,99.76,0.2194612026214599,93.6,1,0,LAMP,VGG19,cifar10,0.8
90,2039999314080.0,0.0542364791035652,99.9,0.2355998158454895,93.54,1,0,LAMP,VGG19,cifar10,0.8
100,2264175062880.0,0.0540981478989124,99.72,0.2270565778017044,93.53,1,0,LAMP,VGG19,cifar10,0.8
101,2264175062880.0,0.0250033494085073,99.84,0.2270565927028656,93.53,1,0,LAMP,VGG19,cifar10,0.8
-1,0.0,0.0916851758956909,99.68,0.2059595286846161,93.56,2,0,LAMP,VGG19,cifar10,0.8
0,22417574880.0,0.039758626371622,99.68,0.2011920809745788,93.52,2,0,LAMP,VGG19,cifar10,0.8
10,246593323680.0,0.0560329966247081,99.66,0.2560411095619201,93.54,2,0,LAMP,VGG19,cifar10,0.8
20,470769072480.0,0.0307932719588279,99.74,0.2444885522127151,93.54,2,0,LAMP,VGG19,cifar10,0.8
30,694944821280.0,0.0279835853725671,99.7,0.1979960948228836,93.5,2,0,LAMP,VGG19,cifar10,0.8
40,919120570080.0,0.053371388465166,99.72,0.2174084484577179,93.45,2,0,LAMP,VGG19,cifar10,0.8
50,1143296318880.0,0.024849435314536,99.76,0.2479597181081771,93.56,2,0,LAMP,VGG19,cifar10,0.8
60,1367472067680.0,0.0405564978718757,99.88,0.2277387827634811,93.47,2,0,LAMP,VGG19,cifar10,0.8
70,1591647816480.0,0.0685744509100914,99.8,0.2639026045799255,93.52,2,0,LAMP,VGG19,cifar10,0.8
80,1815823565280.0,0.0418648570775985,99.82,0.2580462694168091,93.47,2,0,LAMP,VGG19,cifar10,0.8
90,2039999314080.0,0.0259617548435926,99.88,0.2453438937664032,93.49,2,0,LAMP,VGG19,cifar10,0.8
100,2264175062880.0,0.0436798296868801,99.94,0.276897519826889,93.48,2,0,LAMP,VGG19,cifar10,0.8
101,2264175062880.0,0.0327372103929519,99.78,0.2768974900245666,93.48,2,0,LAMP,VGG19,cifar10,0.8
