Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
-1,109869072.0,1.5716441869735718,17.64,1.5530043840408323,18.81,0,0.001,resnet50,GMP,cifar10,0.95
0,13294157712.0,0.4294112622737884,75.76,0.4439308941364288,72.73,0,0.001,resnet50,GMP,cifar10,0.95
10,145137044112.0,0.2367496192455291,84.58,0.2545713186264038,81.3,0,0.001,resnet50,GMP,cifar10,0.95
20,276979930512.0,0.2199545800685882,89.22,0.2680203318595886,84.82,0,0.001,resnet50,GMP,cifar10,0.95
30,408822816912.0,0.125786155462265,92.18,0.2107557505369186,87.55,0,0.001,resnet50,GMP,cifar10,0.95
40,540665703312.0,0.112039029598236,93.94,0.2529267072677612,88.85,0,0.001,resnet50,GMP,cifar10,0.95
50,672508589712.0,0.1658527106046676,95.42,0.2805452942848205,89.87,0,0.001,resnet50,GMP,cifar10,0.95
60,804351476112.0,0.1450888067483902,96.36,0.2885521948337555,90.16,0,0.001,resnet50,GMP,cifar10,0.95
70,936194362512.0,0.1046316102147102,96.66,0.2218526303768158,90.8,0,0.001,resnet50,GMP,cifar10,0.95
80,1068037248912.0,0.1348664164543151,97.36,0.2335990369319915,90.92,0,0.001,resnet50,GMP,cifar10,0.95
90,1199880135312.0,0.1785154342651367,97.52,0.3233569860458374,90.91,0,0.001,resnet50,GMP,cifar10,0.95
100,1331723021712.0,0.1247278749942779,98.18,0.2333222031593322,91.31,0,0.001,resnet50,GMP,cifar10,0.95
101,1331723021712.0,0.1022268533706665,98.22,0.2333222329616546,91.31,0,0.001,resnet50,GMP,cifar10,0.95
-1,109855344.0,1.402412176132202,21.38,1.4213178157806396,23.56,1,0.001,resnet50,GMP,cifar10,0.95
0,13292496624.0,0.3859222829341888,74.74,0.3827883601188659,73.13,1,0.001,resnet50,GMP,cifar10,0.95
10,145118909424.0,0.2099133431911468,84.58,0.2247207015752792,81.82,1,0.001,resnet50,GMP,cifar10,0.95
20,276945322224.0,0.2293693870306015,88.86,0.2523843348026275,85.2,1,0.001,resnet50,GMP,cifar10,0.95
30,408771735024.0,0.1856751888990402,91.88,0.2213683426380157,87.73,1,0.001,resnet50,GMP,cifar10,0.95
40,540598147824.0,0.1606354415416717,93.54,0.2410109937191009,89.08,1,0.001,resnet50,GMP,cifar10,0.95
50,672424560624.0,0.1403769701719284,95.1,0.2337611615657806,89.85,1,0.001,resnet50,GMP,cifar10,0.95
60,804250973424.0,0.1373755037784576,95.92,0.2723859548568725,90.44,1,0.001,resnet50,GMP,cifar10,0.95
70,936077386224.0,0.1091080456972122,96.36,0.2263051122426986,90.53,1,0.001,resnet50,GMP,cifar10,0.95
80,1067903799024.0,0.1120088323950767,97.18,0.2190712541341781,91.0,1,0.001,resnet50,GMP,cifar10,0.95
90,1199730211824.0,0.1207135692238807,97.4,0.1642783880233764,91.32,1,0.001,resnet50,GMP,cifar10,0.95
100,1331556624624.0,0.1464102119207382,97.78,0.2510665655136108,91.35,1,0.001,resnet50,GMP,cifar10,0.95
101,1331556624624.0,0.1334491372108459,97.86,0.2510665357112884,91.35,1,0.001,resnet50,GMP,cifar10,0.95
-1,109903104.0,1.5004465579986572,15.68,1.4664479494094849,18.04,2,0.001,resnet50,GMP,cifar10,0.95
0,13298275584.0,0.3839520514011383,75.98,0.3897050321102142,73.43,2,0.001,resnet50,GMP,cifar10,0.95
10,145182000384.0,0.2360002994537353,84.38,0.2978463470935821,81.44,2,0.001,resnet50,GMP,cifar10,0.95
20,277065725184.0,0.1765626668930053,89.26,0.3136782348155975,85.03,2,0.001,resnet50,GMP,cifar10,0.95
30,408949449984.0,0.1504423171281814,92.32,0.301352858543396,87.52,2,0.001,resnet50,GMP,cifar10,0.95
40,540833174784.0,0.1871845424175262,93.78,0.3152861595153808,89.07,2,0.001,resnet50,GMP,cifar10,0.95
