Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
-1,186525580.0,0.0771517977118492,99.62,0.2315256744623184,93.23,0,0.001,VGG19,GMP,cifar10,0.85
0,22569595180.0,0.054316371679306,99.64,0.1423821449279785,93.61,0,0.001,VGG19,GMP,cifar10,0.85
10,246400291180.0,0.0382859520614147,99.7,0.16981802880764,93.57,0,0.001,VGG19,GMP,cifar10,0.85
20,470230987180.0,0.0404975302517414,99.6,0.1650912910699844,93.64,0,0.001,VGG19,GMP,cifar10,0.85
30,694061683180.0,0.0426392741501331,99.78,0.1767090857028961,93.61,0,0.001,VGG19,GMP,cifar10,0.85
40,917892379180.0,0.0272407904267311,99.88,0.1891630589962005,93.59,0,0.001,VGG19,GMP,cifar10,0.85
50,1141723075180.0,0.0281439665704965,99.78,0.1729407906532287,93.48,0,0.001,VGG19,GMP,cifar10,0.85
60,1365553771180.0,0.0341667309403419,99.82,0.1850335597991943,93.51,0,0.001,VGG19,GMP,cifar10,0.85
70,1589384467180.0,0.0552760325372219,99.76,0.190222218632698,93.59,0,0.001,VGG19,GMP,cifar10,0.85
80,1813215163180.0,0.0367406420409679,99.74,0.1948095560073852,93.59,0,0.001,VGG19,GMP,cifar10,0.85
90,2037045859180.0,0.0575113296508789,99.86,0.2063825130462646,93.47,0,0.001,VGG19,GMP,cifar10,0.85
100,2260876555180.0,0.0404762774705886,99.78,0.2277790457010269,93.52,0,0.001,VGG19,GMP,cifar10,0.85
101,2260876555180.0,0.0436228476464748,99.88,0.2277790457010269,93.52,0,0.001,VGG19,GMP,cifar10,0.85
-1,186487468.0,0.091898575425148,99.56,0.2320653945207595,93.19,1,0.001,VGG19,GMP,cifar10,0.85
0,22564983628.0,0.0366993136703968,99.72,0.1522546708583831,93.42,1,0.001,VGG19,GMP,cifar10,0.85
10,246349945228.0,0.0352971628308296,99.6,0.1614028811454773,93.58,1,0.001,VGG19,GMP,cifar10,0.85
20,470134906828.0,0.0353137701749801,99.86,0.1585514992475509,93.52,1,0.001,VGG19,GMP,cifar10,0.85
30,693919868428.0,0.0286978837102651,99.7,0.170284628868103,93.54,1,0.001,VGG19,GMP,cifar10,0.85
40,917704830028.0,0.0406527817249298,99.78,0.1718476563692093,93.54,1,0.001,VGG19,GMP,cifar10,0.85
50,1141489791628.0,0.0526413917541503,99.86,0.1802636831998825,93.58,1,0.001,VGG19,GMP,cifar10,0.85
60,1365274753228.0,0.0283549558371305,99.8,0.1827096343040466,93.45,1,0.001,VGG19,GMP,cifar10,0.85
70,1589059714828.0,0.0321406163275241,99.9,0.1874259114265442,93.55,1,0.001,VGG19,GMP,cifar10,0.85
80,1812844676428.0,0.0354748405516147,99.86,0.2101093083620071,93.45,1,0.001,VGG19,GMP,cifar10,0.85
90,2036629638028.0,0.0300613287836313,99.88,0.1963371336460113,93.48,1,0.001,VGG19,GMP,cifar10,0.85
100,2260414599628.0,0.0468943938612937,99.84,0.211729034781456,93.49,1,0.001,VGG19,GMP,cifar10,0.85
101,2260414599628.0,0.0268017444759607,99.84,0.211729034781456,93.49,1,0.001,VGG19,GMP,cifar10,0.85
-1,186489592.0,0.0761103853583335,99.48,0.2088789641857147,93.23,2,0.001,VGG19,GMP,cifar10,0.85
0,22565240632.0,0.0501880906522274,99.68,0.1495247036218643,93.6,2,0.001,VGG19,GMP,cifar10,0.85
10,246352751032.0,0.0545255430042743,99.74,0.1523590832948684,93.52,2,0.001,VGG19,GMP,cifar10,0.85
20,470140261432.0,0.0485669486224651,99.7,0.159766748547554,93.49,2,0.001,VGG19,GMP,cifar10,0.85
30,693927771832.0,0.039426214993,99.76,0.1694445610046386,93.59,2,0.001,VGG19,GMP,cifar10,0.85
40,917715282232.0,0.0383400432765483,99.74,0.1936267614364624,93.57,2,0.001,VGG19,GMP,cifar10,0.85
50,1141502792632.0,0.0421987436711788,99.8,0.1815152764320373,93.65,2,0.001,VGG19,GMP,cifar10,0.85
60,1365290303032.0,0.0566940419375896,99.86,0.1805388778448104,93.63,2,0.001,VGG19,GMP,cifar10,0.85
70,1589077813432.0,0.0343496017158031,99.78,0.1811368614435196,93.62,2,0.001,VGG19,GMP,cifar10,0.85
80,1812865323832.0,0.035589300096035,99.86,0.1792763620615005,93.63,2,0.001,VGG19,GMP,cifar10,0.85
90,2036652834232.0,0.0258301626890897,99.9,0.1843430697917938,93.7,2,0.001,VGG19,GMP,cifar10,0.85
100,2260440344632.0,0.0287962555885314,99.82,0.189152643084526,93.65,2,0.001,VGG19,GMP,cifar10,0.85
101,2260440344632.0,0.0239295959472656,99.88,0.189152643084526,93.65,2,0.001,VGG19,GMP,cifar10,0.85
-1,186560320.0,0.0870932042598724,99.66,0.2088103592395782,93.25,3,0.001,VGG19,GMP,cifar10,0.85
0,22573798720.0,0.0501103959977626,99.82,0.1509811729192733,93.55,3,0.001,VGG19,GMP,cifar10,0.85
10,246446182720.0,0.0598689056932926,99.72,0.1661279797554016,93.43,3,0.001,VGG19,GMP,cifar10,0.85
20,470318566720.0,0.0431682728230953,99.66,0.1817922443151474,93.47,3,0.001,VGG19,GMP,cifar10,0.85
30,694190950720.0,0.030316911637783,99.78,0.1942318975925445,93.56,3,0.001,VGG19,GMP,cifar10,0.85
40,918063334720.0,0.037685040384531,99.8,0.2049002945423126,93.43,3,0.001,VGG19,GMP,cifar10,0.85
50,1141935718720.0,0.0443850867450237,99.8,0.2047074139118194,93.51,3,0.001,VGG19,GMP,cifar10,0.85
60,1365808102720.0,0.0455762855708599,99.82,0.2047853320837021,93.48,3,0.001,VGG19,GMP,cifar10,0.85
70,1589680486720.0,0.0368326939642429,99.72,0.1939390897750854,93.45,3,0.001,VGG19,GMP,cifar10,0.85
80,1813552870720.0,0.0351754091680049,99.74,0.2070802748203277,93.49,3,0.001,VGG19,GMP,cifar10,0.85
90,2037425254720.0,0.0420162416994571,99.84,0.2027592062950134,93.46,3,0.001,VGG19,GMP,cifar10,0.85
100,2261297638720.0,0.0214128773659467,99.9,0.2022414952516555,93.55,3,0.001,VGG19,GMP,cifar10,0.85
101,2261297638720.0,0.0331207700073719,99.84,0.2022414952516555,93.55,3,0.001,VGG19,GMP,cifar10,0.85
-1,186574552.0,0.0658427327871322,99.56,0.2332047820091247,93.22,4,0.001,VGG19,GMP,cifar10,0.85
0,22575520792.0,0.0439869537949562,99.66,0.1726849973201751,93.55,4,0.001,VGG19,GMP,cifar10,0.85
10,246464983192.0,0.0439663939177989,99.68,0.1590127050876617,93.61,4,0.001,VGG19,GMP,cifar10,0.85
20,470354445592.0,0.0465268269181251,99.78,0.1645936518907547,93.59,4,0.001,VGG19,GMP,cifar10,0.85
30,694243907992.0,0.0348790027201175,99.66,0.1768951714038849,93.55,4,0.001,VGG19,GMP,cifar10,0.85
40,918133370392.0,0.0476854629814624,99.64,0.2084345668554306,93.49,4,0.001,VGG19,GMP,cifar10,0.85
50,1142022832792.0,0.0443459898233413,99.78,0.2230224311351776,93.52,4,0.001,VGG19,GMP,cifar10,0.85
60,1365912295192.0,0.0333376377820968,99.76,0.1824906021356582,93.59,4,0.001,VGG19,GMP,cifar10,0.85
70,1589801757592.0,0.0384164787828922,99.78,0.2096361666917801,93.51,4,0.001,VGG19,GMP,cifar10,0.85
80,1813691219992.0,0.0421353317797184,99.82,0.2131442874670028,93.62,4,0.001,VGG19,GMP,cifar10,0.85
90,2037580682392.0,0.0477304272353649,99.92,0.2220091521739959,93.53,4,0.001,VGG19,GMP,cifar10,0.85
100,2261470144792.0,0.040294274687767,99.84,0.2120953649282455,93.5,4,0.001,VGG19,GMP,cifar10,0.85
101,2261470144792.0,0.0446194037795066,99.78,0.2120953649282455,93.5,4,0.001,VGG19,GMP,cifar10,0.85
-1,186548308.0,0.0798383131623268,99.4,0.2049622386693954,93.27,5,0.001,VGG19,GMP,cifar10,0.85
0,22572345268.0,0.0410641729831695,99.66,0.1395534425973892,93.59,5,0.001,VGG19,GMP,cifar10,0.85
10,246430314868.0,0.0468817874789238,99.86,0.1792574375867843,93.55,5,0.001,VGG19,GMP,cifar10,0.85
20,470288284468.0,0.0457844622433185,99.76,0.2013492882251739,93.54,5,0.001,VGG19,GMP,cifar10,0.85
30,694146254068.0,0.0433820374310016,99.84,0.1965342611074447,93.46,5,0.001,VGG19,GMP,cifar10,0.85
40,918004223668.0,0.0484455339610576,99.86,0.2008019834756851,93.53,5,0.001,VGG19,GMP,cifar10,0.85
50,1141862193268.0,0.0357660949230194,99.94,0.1888661682605743,93.54,5,0.001,VGG19,GMP,cifar10,0.85
60,1365720162868.0,0.0371748097240924,99.86,0.1936977058649063,93.5,5,0.001,VGG19,GMP,cifar10,0.85
70,1589578132468.0,0.0245598182082176,99.84,0.1932427436113357,93.46,5,0.001,VGG19,GMP,cifar10,0.85
80,1813436102068.0,0.0362085327506065,99.82,0.2226579636335373,93.41,5,0.001,VGG19,GMP,cifar10,0.85
90,2037294071668.0,0.040445614606142,99.88,0.2032305151224136,93.37,5,0.001,VGG19,GMP,cifar10,0.85
100,2261152041268.0,0.0258200820535421,99.92,0.2221115380525589,93.44,5,0.001,VGG19,GMP,cifar10,0.85
101,2261152041268.0,0.0241560079157352,99.86,0.2221115380525589,93.44,5,0.001,VGG19,GMP,cifar10,0.85
-1,186589960.0,0.0797710493206977,99.5,0.2337966412305832,93.22,6,0.001,VGG19,GMP,cifar10,0.85
0,22577385160.0,0.0571119412779808,99.6,0.1677253544330597,93.57,6,0.001,VGG19,GMP,cifar10,0.85
10,246485337160.0,0.0412001498043537,99.62,0.1688032746315002,93.58,6,0.001,VGG19,GMP,cifar10,0.85
20,470393289160.0,0.046800211071968,99.82,0.1751519292593002,93.62,6,0.001,VGG19,GMP,cifar10,0.85
30,694301241160.0,0.0382949337363243,99.82,0.1929514408111572,93.63,6,0.001,VGG19,GMP,cifar10,0.85
40,918209193160.0,0.0340967364609241,99.72,0.1884558796882629,93.55,6,0.001,VGG19,GMP,cifar10,0.85
50,1142117145160.0,0.0432863533496856,99.9,0.1844816952943802,93.64,6,0.001,VGG19,GMP,cifar10,0.85
60,1366025097160.0,0.0330033488571643,99.8,0.190161719918251,93.6,6,0.001,VGG19,GMP,cifar10,0.85
70,1589933049160.0,0.0501264706254005,99.82,0.2057158648967743,93.57,6,0.001,VGG19,GMP,cifar10,0.85
80,1813841001160.0,0.0404800102114677,99.94,0.1938430964946746,93.65,6,0.001,VGG19,GMP,cifar10,0.85
90,2037748953160.0,0.0250358860939741,99.88,0.203237771987915,93.72,6,0.001,VGG19,GMP,cifar10,0.85
100,2261656905160.0,0.0340552181005477,99.76,0.1971976459026336,93.67,6,0.001,VGG19,GMP,cifar10,0.85
101,2261656905160.0,0.0305169131606817,99.96,0.1971976459026336,93.67,6,0.001,VGG19,GMP,cifar10,0.85
-1,186547552.0,0.0778283327817916,99.46,0.2172257006168365,93.25,7,0.001,VGG19,GMP,cifar10,0.85
0,22572253792.0,0.0370830111205577,99.72,0.1403062492609024,93.63,7,0.001,VGG19,GMP,cifar10,0.85
10,246429316192.0,0.0437162220478057,99.7,0.1779782474040985,93.55,7,0.001,VGG19,GMP,cifar10,0.85
