layer_names,pr
conv1,0.0
layer1.0.conv1,0.68066406
layer1.0.conv2,0.7242296
layer1.0.conv3,0.767334
layer1.0.shortcut.0,0.68377686
layer1.1.conv1,1.0
layer1.1.conv2,1.0
layer1.1.conv3,1.0
layer1.2.conv1,1.0
layer1.2.conv2,1.0
layer1.2.conv3,1.0
layer2.0.conv1,0.8420105
layer2.0.conv2,0.84831405
layer2.0.conv3,0.8192749
layer2.0.shortcut.0,0.8963394
layer2.1.conv1,0.92311096
layer2.1.conv2,0.9273207
layer2.1.conv3,0.9289093
layer2.2.conv1,0.9637146
layer2.2.conv2,0.9705268
layer2.2.conv3,0.98143005
layer2.3.conv1,0.8521118
layer2.3.conv2,0.81349015
layer2.3.conv3,0.83758545
layer3.0.conv1,0.80192566
layer3.0.conv2,0.9023624
layer3.0.conv3,0.842823
layer3.0.shortcut.0,0.9146614
layer3.1.conv1,0.98683167
layer3.1.conv2,0.98735213
layer3.1.conv3,0.9675369
layer3.2.conv1,0.9694748
layer3.2.conv2,0.9745009
layer3.2.conv3,0.9389725
layer3.3.conv1,0.9505577
layer3.3.conv2,0.9400923
layer3.3.conv3,0.89743805
layer3.4.conv1,0.88256454
layer3.4.conv2,0.9024624
layer3.4.conv3,0.8644676
layer3.5.conv1,0.8485832
layer3.5.conv2,0.90598893
layer3.5.conv3,0.8667679
layer4.0.conv1,0.6635666
layer4.0.conv2,0.8791347
layer4.0.conv3,0.89346313
layer4.0.shortcut.0,0.9753928
layer4.1.conv1,0.8845749
layer4.1.conv2,0.85596126
layer4.1.conv3,0.89250565
layer4.2.conv1,0.8521681
layer4.2.conv2,0.9122522
layer4.2.conv3,0.9261999
linear,0.0
