Name,Dense Accuracy,Pruned Fine Tuned Accuracy
/nobackup/sclaam/checkpoints/pruned/0.9/resnet50_normal_cifar10_seed_0_3_rf_level_3.pth_test_acc_92.04.pth,92.27,92.04
/nobackup/sclaam/checkpoints/pruned/0.9/resnet50_normal_cifar10_seed_0_5_rf_level_3.pth_test_acc_92.22.pth,92.43,92.22
/nobackup/sclaam/checkpoints/pruned/0.9/resnet50_normal_cifar10_seed_0_4_rf_level_3.pth_test_acc_91.82.pth,91.95,91.82
