Pruning rate,Stochastic performance,Fitness,Sigma,Difference with deterministic,F2
0.8471384125273503,98.88,-0.2600000000000051,0.0005841063232874354,-0.2600000000000051,0.8471384125273503
0.862179560848759,97.92,-0.009999999999990905,0.00044077142552088384,-0.009999999999990905,0.862179560848759
0.8940813260109604,90.5,0.16987545194208042,0.0001335362824378852,0.18999999999999773,0.8940813260109604
0.9157441698891031,75.04,-1.6200000000000045,0.00030669750263037345,-1.6200000000000045,0.9157441698891031
0.901126381889249,86.82,0.22528159547231225,0.00021889249061946982,0.25,0.901126381889249
0.8295648042854274,99.26,0.11613907259996031,0.00034270514168550546,0.14000000000000057,0.8295648042854274
0.7575947628190977,99.88,-0.01999999999999602,0.00042509623458247836,-0.01999999999999602,0.7575947628190977
0.8667969561705432,97.04,0.15602345211070368,0.0009132354711719415,0.18000000000000682,0.8667969561705432
0.8293696407862885,99.28,0.2985730706830634,0.0007869413778516157,0.35999999999999943,0.8293696407862885
0.8748066590243186,96.3,-0.07000000000000739,0.0010154840232555942,-0.07000000000000739,0.8748066590243186
0.6900346437826677,99.96,0.0,0.00038762802918405957,0.0,0.6900346437826677
0.8501550204365091,98.34,-0.06999999999999318,0.0001895552828207397,-0.06999999999999318,0.8501550204365091
0.8923881475202423,90.96,-0.12000000000000455,0.00018679164890334009,-0.12000000000000455,0.8923881475202423
0.9464023447287975,18.9,-1.7300000000000004,0.00013685624995784224,-1.7300000000000004,0.9464023447287975
0.890263391928489,92.14,0.24037111582070114,0.0003185186683910829,0.27000000000001023,0.890263391928489
0.7955080657634646,99.82,-0.010000000000005116,0.0001104825991932514,-0.010000000000005116,0.7955080657634646
0.9051464588625437,84.62,-0.4299999999999926,0.0006113115141725954,-0.4299999999999926,0.9051464588625437
0.9070625363089182,83.5,-0.36999999999999034,0.0003220199902165625,-0.36999999999999034,0.9070625363089182
0.8554906979406585,98.08,-0.21999999999999886,0.00021933230663411483,-0.21999999999999886,0.8554906979406585
0.8946789239922736,90.04,-0.480000000000004,0.0005066280953468858,-0.480000000000004,0.8946789239922736
0.7708559630499965,99.84,0.015417119260996863,0.00020255968647757397,0.01999999999999602,0.7708559630499965
0.8480033871905502,98.52,0.05088020323143494,0.00013281274331696847,0.060000000000002274,0.8480033871905502
0.8711448871774927,96.92,-0.14000000000000057,0.0001189814207440265,-0.14000000000000057,0.8711448871774927
0.8858038695895736,93.44,-0.21000000000000796,0.0007971618901622047,-0.21000000000000796,0.8858038695895736
0.8630251209548456,97.68,0.18986552661006506,0.0006521526459122059,0.21999999999999886,0.8630251209548456
0.9032649492112154,85.78,-0.10999999999999943,0.00021399794134215232,-0.10999999999999943,0.9032649492112154
0.5127062783248759,99.98,-0.01999999999999602,0.00030021400563772,-0.01999999999999602,0.5127062783248759
0.9285948857701063,58.04,-1.7000000000000028,0.0005654412200645323,-1.7000000000000028,0.9285948857701063
0.9079835277602072,81.9,1.3074962799746963,0.0009549359040341926,1.4399999999999977,0.9079835277602072
0.9522322337435943,13.72,-0.8000000000000007,0.0030806174594718437,-0.8000000000000007,0.9522322337435943
0.9292907025873292,56.82,2.1838331510802247,0.0012524173436885154,2.3500000000000014,0.9292907025873292
0.8560097783961906,97.98,-0.4399999999999977,0.0014605624924943492,-0.4399999999999977,0.8560097783961906
0.8999572556564053,89.3,1.0259512714483026,0.0011330362712223614,1.1400000000000006,0.8999572556564053
0.9122782073426545,81.76,0.31929737256993684,0.0013686847763399355,0.3500000000000085,0.9122782073426545
0.9133266610115393,78.5,0.05479959966068145,0.0010131880795380254,0.05999999999998806,0.9133266610115393
0.9476342627978956,18.84,-1.3299999999999983,0.001171376535524696,-1.3299999999999983,0.9476342627978956
0.8644418396442656,97.18,-0.04999999999999716,0.0012109495404966943,-0.04999999999999716,0.8644418396442656
0.9270071769716097,62.34,3.3372258370977965,0.0017170729783711237,3.6000000000000014,0.9270071769716097
0.9233655065970451,65.08,2.2899464563606755,0.00198428213805429,2.480000000000004,0.9233655065970451
0.8961761499425343,89.86,0.31366165247989464,0.00023625987516962652,0.3500000000000085,0.8961761499425343
0.919619060707553,71.34,-0.12999999999999545,0.0012183688220433174,-0.12999999999999545,0.919619060707553
0.8499050731761646,98.4,-0.22999999999998977,0.0011497990452104649,-0.22999999999998977,0.8499050731761646
0.9049625312753965,85.64,-0.09999999999999432,0.0012938304817431507,-0.09999999999999432,0.9049625312753965
0.9231910461113001,66.02,0.4246678812112054,0.0019291701270791957,0.46000000000000796,0.9231910461113001
0.9139730655297246,76.36,-0.4200000000000017,0.0016148568845459,-0.4200000000000017,0.9139730655297246
0.8877703701939413,93.16,0.3462304443756376,0.00020131779004528208,0.39000000000000057,0.8877703701939413
0.9247808027090536,62.62,1.0819935391695943,0.00017627940447428956,1.1700000000000017,0.9247808027090536
0.8791308516890063,96.18,0.42198280881072653,0.0015277148556192763,0.480000000000004,0.8791308516890063
0.8476239609607172,98.58,-0.04000000000000625,0.0012904050262495896,-0.04000000000000625,0.8476239609607172
0.9048939320974465,85.66,-1.230000000000004,0.0013861575527548604,-1.230000000000004,0.9048939320974465
0.8242753583613112,99.44,0.14836956450502992,0.0010974494214649163,0.1799999999999926,0.8242753583613112
0.9386395350226256,46.1,3.369715930731229,0.0012500281708152945,3.5900000000000034,0.9386395350226256
0.8079690341838723,99.66,0.12119535512757396,0.0004275824731162053,0.14999999999999147,0.8079690341838723
0.8289723693193516,99.38,0.041448618465965224,0.0010939650310439269,0.04999999999999716,0.8289723693193516
0.9454366373913818,36.02,-4.639999999999997,0.0036938648781440846,-4.639999999999997,0.9454366373913818
0.8545597860596703,98.3,0.14527516363014542,0.00037220988698452584,0.1700000000000017,0.8545597860596703
0.8835258408433567,93.56,0.38875136997107496,0.00023610182235911473,0.4399999999999977,0.8835258408433567
0.8378120477429616,99.18,0.041890602387145696,0.00014663473359161983,0.04999999999999716,0.8378120477429616
0.9015347859055172,86.26,0.10818417430866616,0.00011827483755385742,0.12000000000000455,0.9015347859055172
0.9323374288686684,54.06,-2.519999999999996,0.0019996417012183624,-2.519999999999996,0.9323374288686684
0.9896088626663697,10.72,0.0,0.0019988098820721907,0.0,0.9896088626663697
0.9629660629250586,12.92,0.0,0.005636381484614786,0.0,0.9629660629250586
0.9412005578379337,39.6,-0.5199999999999996,0.003033714390612526,-0.5199999999999996,0.9412005578379337
0.9060009014873533,83.68,0.8335208293683666,0.0003766360326765966,0.9200000000000017,0.9060009014873533
0.8830601559229492,94.76,-0.23000000000000398,0.0008513287603804144,-0.23000000000000398,0.8830601559229492
0.9218486455120615,70.66,4.738302037931996,0.002377920894561417,5.140000000000001,0.9218486455120615
0.9357833400304357,48.02,-0.21999999999999886,0.002025671848746712,-0.21999999999999886,0.9357833400304357
0.9082627755611581,81.88,-0.6400000000000006,0.0023136385011100257,-0.6400000000000006,0.9082627755611581
0.989625983633649,10.1,0.0,0.0006731275408426334,0.0,0.989625983633649
0.9180832910086445,72.06,-1.490000000000009,0.0001576787970718067,-1.490000000000009,0.9180832910086445
0.9482270167450906,16.62,0.2560212945211757,0.0003342913405474675,0.27000000000000135,0.9482270167450906
0.8208395743236124,99.64,0.09850074891883723,0.0007829297546064052,0.12000000000000455,0.8208395743236124
0.7504167330679004,99.94,0.05252917131475857,0.0006022271895975524,0.07000000000000739,0.7504167330679004
0.8802215792879897,95.42,0.07041772634303768,0.00025078918126284253,0.0799999999999983,0.8802215792879897
