Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,14.6727933883667,1.32,14.884604454040527,1.02,0,0,LAMP,resnet50,cifar100,0.95
0,16272967680.0,1.3813828229904177,8.38,1.3846073150634766,7.95,0,0,LAMP,resnet50,cifar100,0.95
10,179002644480.0,0.3273988962173462,16.58,0.5905202031135559,16.44,0,0,LAMP,resnet50,cifar100,0.95
20,341732321280.0,0.3608484864234924,19.78,0.7206909656524658,19.93,0,0,LAMP,resnet50,cifar100,0.95
30,504461998080.0,0.6692851185798645,22.02,1.0432301759719849,22.56,0,0,LAMP,resnet50,cifar100,0.95
40,667191674880.0,1.19934344291687,23.78,1.651142716407776,23.86,0,0,LAMP,resnet50,cifar100,0.95
50,829921351680.0,1.9273505210876465,26.3,2.2723844051361084,25.84,0,0,LAMP,resnet50,cifar100,0.95
60,992651028480.0,2.088101863861084,29.34,2.502347946166992,28.15,0,0,LAMP,resnet50,cifar100,0.95
70,1155380705280.0,2.793931007385254,30.14,3.3472700119018555,28.98,0,0,LAMP,resnet50,cifar100,0.95
80,1318110382080.0,3.37218976020813,32.48,3.688594102859497,30.8,0,0,LAMP,resnet50,cifar100,0.95
90,1480840058880.0,3.1450016498565674,35.76,3.622833013534546,33.46,0,0,LAMP,resnet50,cifar100,0.95
100,1643569735680.0,3.344401597976685,38.32,3.792128086090088,34.69,0,0,LAMP,resnet50,cifar100,0.95
101,1643569735680.0,3.3228600025177,37.9,3.792128086090088,34.69,0,0,LAMP,resnet50,cifar100,0.95
-1,0.0,14.66403865814209,1.28,14.884604454040527,1.02,1,0,LAMP,resnet50,cifar100,0.95
0,16272967680.0,1.3605625629425049,8.52,1.3989300727844238,7.99,1,0,LAMP,resnet50,cifar100,0.95
10,179002644480.0,0.327020913362503,16.5,0.6178545355796814,16.42,1,0,LAMP,resnet50,cifar100,0.95
20,341732321280.0,0.3730231821537018,19.5,0.6841340661048889,18.84,1,0,LAMP,resnet50,cifar100,0.95
30,504461998080.0,0.6902633309364319,21.92,0.9080389142036438,22.36,1,0,LAMP,resnet50,cifar100,0.95
40,667191674880.0,1.263506531715393,23.12,1.69851815700531,23.59,1,0,LAMP,resnet50,cifar100,0.95
50,829921351680.0,1.866650104522705,26.7,2.254410982131958,26.06,1,0,LAMP,resnet50,cifar100,0.95
60,992651028480.0,2.487989664077759,28.68,2.924546003341675,27.95,1,0,LAMP,resnet50,cifar100,0.95
70,1155380705280.0,2.567567825317383,31.44,2.790014743804932,29.95,1,0,LAMP,resnet50,cifar100,0.95
80,1318110382080.0,2.5222413539886475,34.52,3.042745351791382,31.66,1,0,LAMP,resnet50,cifar100,0.95
90,1480840058880.0,3.431842803955078,35.4,3.766489744186402,33.45,1,0,LAMP,resnet50,cifar100,0.95
100,1643569735680.0,3.124241352081299,37.8,3.5080533027648926,35.7,1,0,LAMP,resnet50,cifar100,0.95
101,1643569735680.0,3.140277862548828,37.98,3.5080533027648926,35.7,1,0,LAMP,resnet50,cifar100,0.95
-1,0.0,14.654809951782228,1.18,14.884604454040527,1.02,2,0,LAMP,resnet50,cifar100,0.95
0,16272967680.0,1.361196517944336,8.3,1.3757569789886477,7.92,2,0,LAMP,resnet50,cifar100,0.95
10,179002644480.0,0.3181384205818176,16.64,0.6057143807411194,15.95,2,0,LAMP,resnet50,cifar100,0.95
20,341732321280.0,0.3846757709980011,19.74,0.7930028438568115,19.08,2,0,LAMP,resnet50,cifar100,0.95
30,504461998080.0,0.6550358533859253,21.48,1.1219912767410278,21.45,2,0,LAMP,resnet50,cifar100,0.95
40,667191674880.0,1.3267877101898191,23.58,1.7197741270065308,23.64,2,0,LAMP,resnet50,cifar100,0.95
50,829921351680.0,1.7768166065216064,26.06,2.125726222991944,25.78,2,0,LAMP,resnet50,cifar100,0.95
60,992651028480.0,2.2167069911956787,28.54,2.825236797332764,28.02,2,0,LAMP,resnet50,cifar100,0.95
70,1155380705280.0,2.704996109008789,29.9,3.0952463150024414,29.56,2,0,LAMP,resnet50,cifar100,0.95
80,1318110382080.0,2.834302425384521,34.34,3.556082248687744,31.56,2,0,LAMP,resnet50,cifar100,0.95
90,1480840058880.0,2.771597623825073,36.16,2.8726203441619877,34.07,2,0,LAMP,resnet50,cifar100,0.95
100,1643569735680.0,4.026818752288818,37.0,4.066657066345215,33.99,2,0,LAMP,resnet50,cifar100,0.95
101,1643569735680.0,4.015757083892822,36.64,4.066657066345215,33.99,2,0,LAMP,resnet50,cifar100,0.95
