Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,119567320.0,2.3861005306243896,48.0,2.3827896118164062,38.47,0,0.005,LAMP,VGG19,cifar100,0.85
0,14467645720.0,0.5578196048736572,85.18,0.4716529250144958,64.24,0,0.005,LAMP,VGG19,cifar100,0.85
10,157948429720.0,0.2146966755390167,92.74,0.2755763530731201,68.83,0,0.005,LAMP,VGG19,cifar100,0.85
20,301429213720.0,0.1546622812747955,93.82,0.3010779917240143,69.3,0,0.005,LAMP,VGG19,cifar100,0.85
30,444909997720.0,0.1316817849874496,94.96,0.3170734047889709,69.52,0,0.005,LAMP,VGG19,cifar100,0.85
40,588390781720.0,0.1188521906733512,95.1,0.3290648758411407,69.81,0,0.005,LAMP,VGG19,cifar100,0.85
50,731871565720.0,0.1146016344428062,95.46,0.3351658582687378,69.9,0,0.005,LAMP,VGG19,cifar100,0.85
60,875352349720.0,0.1123652309179306,95.68,0.3488284647464752,70.27,0,0.005,LAMP,VGG19,cifar100,0.85
70,1018833133720.0,0.0962454676628112,96.34,0.3451043963432312,70.13,0,0.005,LAMP,VGG19,cifar100,0.85
80,1162313917720.0,0.1113589257001876,96.68,0.3777692317962646,70.24,0,0.005,LAMP,VGG19,cifar100,0.85
90,1305794701720.0,0.112708181142807,96.58,0.3751061260700226,70.19,0,0.005,LAMP,VGG19,cifar100,0.85
100,1449275485720.0,0.1532835066318512,96.76,0.3820703327655792,70.48,0,0.005,LAMP,VGG19,cifar100,0.85
101,1449275485720.0,0.1110516265034675,96.84,0.3820703327655792,70.48,0,0.005,LAMP,VGG19,cifar100,0.85
-1,119478700.0,2.13345718383789,50.56,2.1083812713623047,41.3,1,0.005,LAMP,VGG19,cifar100,0.85
0,14456922700.0,0.5351196527481079,84.5,0.4571688175201416,64.25,1,0.005,LAMP,VGG19,cifar100,0.85
10,157831362700.0,0.1982109546661377,91.56,0.2925575375556946,68.74,1,0.005,LAMP,VGG19,cifar100,0.85
20,301205802700.0,0.1450878828763961,93.34,0.2680427432060241,69.35,1,0.005,LAMP,VGG19,cifar100,0.85
30,444580242700.0,0.1439310312271118,94.24,0.2991487085819244,69.76,1,0.005,LAMP,VGG19,cifar100,0.85
40,587954682700.0,0.1005733087658882,95.06,0.3149058222770691,69.89,1,0.005,LAMP,VGG19,cifar100,0.85
50,731329122700.0,0.1189453676342964,95.34,0.3230660855770111,70.0,1,0.005,LAMP,VGG19,cifar100,0.85
