Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma
-1,316948144.0,1.1431835889816284,52.18,1.127967119216919,52.89,0,0.005
0,38350725424.0,0.2886276841163635,85.68,0.3030783236026764,82.36,0,0.005
10,418688498224.0,0.1597281396389007,92.52,0.1765075773000717,88.28,0,0.005
20,799026271024.0,0.1031193807721138,94.52,0.1381822973489761,90.24,0,0.005
30,1179364043824.0,0.1071211323142051,96.12,0.1490251123905182,91.12,0,0.005
40,1559701816624.0,0.1005188375711441,97.02,0.1888061314821243,91.5,0,0.005
50,1940039589424.0,0.0719744861125946,97.62,0.1574339419603347,91.85,0,0.005
60,2320377362224.0,0.0684782415628433,97.78,0.1304341852664947,92.1,0,0.005
70,2700715135024.0,0.056387536227703,98.26,0.1654930561780929,92.36,0,0.005
80,3081052907824.0,0.0783710703253746,98.38,0.1941175907850265,92.38,0,0.005
90,3461390680624.0,0.0983353331685066,98.9,0.2441826909780502,92.45,0,0.005
100,3841728453424.0,0.0440233834087848,98.92,0.157251238822937,92.72,0,0.005
101,3841728453424.0,0.0679490566253662,99.0,0.1572512686252594,92.72,0,0.005
-1,317110816.0,0.9424315690994264,57.22,0.9149662852287292,58.04,1,0.005
0,38370408736.0,0.3260123431682586,85.36,0.327646255493164,82.39,1,0.005
10,418903387936.0,0.1526695489883422,91.64,0.1855222731828689,88.22,1,0.005
20,799436367136.0,0.0982005596160888,94.92,0.1722923219203949,89.74,1,0.005
30,1179969346336.0,0.0956621542572975,95.9,0.1591801345348358,90.73,1,0.005
40,1560502325536.0,0.121920108795166,96.94,0.1631625890731811,91.28,1,0.005
50,1941035304736.0,0.0646349936723709,97.36,0.1237078011035919,91.7,1,0.005
60,2321568283936.0,0.0904985666275024,97.96,0.1760980486869812,91.75,1,0.005
70,2702101263136.0,0.0685634538531303,98.16,0.172906219959259,92.0,1,0.005
80,3082634242336.0,0.0544581897556781,98.42,0.1451254934072494,92.16,1,0.005
90,3463167221536.0,0.111742228269577,98.58,0.2025383412837982,92.24,1,0.005
100,3843700200736.0,0.0760926455259323,98.74,0.1285438388586044,92.41,1,0.005
101,3843700200736.0,0.0762888640165329,99.04,0.1285438388586044,92.41,1,0.005
-1,316589216.0,1.3394862413406372,42.94,1.2954251766204834,45.28,2,0.005
0,38307295136.0,0.2894672453403473,86.6,0.3038729727268219,83.52,2,0.005
10,418214354336.0,0.1241781786084175,92.34,0.1538506150245666,88.24,2,0.005
20,798121413536.0,0.0998647660017013,94.62,0.1576488465070724,89.91,2,0.005
30,1178028472736.0,0.1215215474367141,96.46,0.1398670971393585,90.57,2,0.005
40,1557935531936.0,0.1022195070981979,97.14,0.2232976853847503,91.12,2,0.005
50,1937842591136.0,0.0940315201878547,97.3,0.1707715988159179,91.37,2,0.005
60,2317749650336.0,0.0782639533281326,97.96,0.1877197474241256,91.6,2,0.005
70,2697656709536.0,0.0984217599034309,97.96,0.2258800715208053,91.68,2,0.005
80,3077563768736.0,0.0636158883571624,98.52,0.2498244941234588,91.94,2,0.005
