Epoch,test accuracy,training accuracy
0,34.43,"(20.014, 10007, 50000)"
1,42.37,"(37.896, 18948, 50000)"
2,53.56,"(48.724, 24362, 50000)"
3,57.86,"(55.234, 27617, 50000)"
4,60.37,"(60.752, 30376, 50000)"
5,65.43,"(64.044, 32022, 50000)"
6,65.34,"(66.578, 33289, 50000)"
7,67.37,"(68.34, 34170, 50000)"
8,66.5,"(69.95, 34975, 50000)"
9,70.31,"(71.748, 35874, 50000)"
10,70.94,"(73.478, 36739, 50000)"
11,72.96,"(74.716, 37358, 50000)"
12,73.84,"(75.96, 37980, 50000)"
13,59.01,"(76.886, 38443, 50000)"
14,67.38,"(77.506, 38753, 50000)"
15,72.19,"(78.204, 39102, 50000)"
16,67.64,"(78.434, 39217, 50000)"
17,74.64,"(78.768, 39384, 50000)"
18,76.38,"(79.262, 39631, 50000)"
19,75.43,"(79.218, 39609, 50000)"
20,71.79,"(79.718, 39859, 50000)"
21,60.58,"(79.87, 39935, 50000)"
22,78.42,"(80.432, 40216, 50000)"
23,77.08,"(80.92, 40460, 50000)"
24,74.18,"(80.528, 40264, 50000)"
25,76.58,"(81.108, 40554, 50000)"
26,78.11,"(81.146, 40573, 50000)"
27,79.49,"(81.268, 40634, 50000)"
28,73.5,"(81.528, 40764, 50000)"
29,77.28,"(81.644, 40822, 50000)"
30,77.98,"(82.128, 41064, 50000)"
31,76.04,"(81.924, 40962, 50000)"
32,78.0,"(81.958, 40979, 50000)"
33,79.45,"(82.42, 41210, 50000)"
34,80.1,"(82.446, 41223, 50000)"
35,75.02,"(82.528, 41264, 50000)"
36,79.97,"(82.61, 41305, 50000)"
37,72.3,"(82.678, 41339, 50000)"
38,78.89,"(82.802, 41401, 50000)"
39,76.79,"(83.184, 41592, 50000)"
40,80.48,"(83.196, 41598, 50000)"
41,81.32,"(83.182, 41591, 50000)"
42,80.63,"(83.282, 41641, 50000)"
43,80.3,"(83.408, 41704, 50000)"
44,79.36,"(83.644, 41822, 50000)"
45,80.14,"(83.75, 41875, 50000)"
46,77.88,"(83.576, 41788, 50000)"
47,78.03,"(83.952, 41976, 50000)"
48,79.17,"(83.778, 41889, 50000)"
49,76.11,"(83.994, 41997, 50000)"
50,75.98,"(84.27, 42135, 50000)"
51,83.41,"(84.238, 42119, 50000)"
52,77.12,"(84.2, 42100, 50000)"
53,77.1,"(84.434, 42217, 50000)"
54,81.86,"(84.438, 42219, 50000)"
55,80.88,"(84.708, 42354, 50000)"
56,78.5,"(84.522, 42261, 50000)"
57,77.5,"(84.88, 42440, 50000)"
58,82.88,"(84.834, 42417, 50000)"
59,81.48,"(84.782, 42391, 50000)"
60,82.12,"(84.978, 42489, 50000)"
61,82.1,"(85.204, 42602, 50000)"
62,83.12,"(85.292, 42646, 50000)"
63,79.82,"(85.534, 42767, 50000)"
64,83.2,"(85.54, 42770, 50000)"
65,81.06,"(85.406, 42703, 50000)"
66,80.79,"(85.716, 42858, 50000)"
67,80.72,"(85.696, 42848, 50000)"
68,81.53,"(86.066, 43033, 50000)"
69,83.92,"(85.732, 42866, 50000)"
70,80.52,"(85.764, 42882, 50000)"
71,82.09,"(86.318, 43159, 50000)"
72,79.2,"(86.01, 43005, 50000)"
73,82.03,"(86.07, 43035, 50000)"
74,81.81,"(86.466, 43233, 50000)"
75,83.8,"(86.752, 43376, 50000)"
76,81.13,"(86.406, 43203, 50000)"
77,82.88,"(86.428, 43214, 50000)"
78,83.12,"(86.708, 43354, 50000)"
79,83.48,"(86.708, 43354, 50000)"
80,83.04,"(87.066, 43533, 50000)"
81,83.96,"(87.004, 43502, 50000)"
82,80.49,"(87.064, 43532, 50000)"
83,84.0,"(86.952, 43476, 50000)"
84,81.58,"(87.13, 43565, 50000)"
85,80.12,"(87.382, 43691, 50000)"
86,84.72,"(87.48, 43740, 50000)"
87,84.51,"(87.638, 43819, 50000)"
88,81.87,"(87.74, 43870, 50000)"
89,83.85,"(87.926, 43963, 50000)"
90,83.08,"(87.72, 43860, 50000)"
91,84.35,"(88.132, 44066, 50000)"
92,84.17,"(88.006, 44003, 50000)"
93,81.26,"(88.254, 44127, 50000)"
94,82.73,"(88.116, 44058, 50000)"
95,86.11,"(88.616, 44308, 50000)"
96,83.02,"(88.85, 44425, 50000)"
97,81.61,"(88.842, 44421, 50000)"
98,84.07,"(88.73, 44365, 50000)"
99,84.11,"(88.758, 44379, 50000)"
100,83.85,"(89.144, 44572, 50000)"
101,84.63,"(89.324, 44662, 50000)"
102,84.24,"(89.094, 44547, 50000)"
103,85.89,"(89.512, 44756, 50000)"
104,86.52,"(89.602, 44801, 50000)"
105,87.11,"(89.464, 44732, 50000)"
106,86.02,"(89.678, 44839, 50000)"
107,84.74,"(89.7, 44850, 50000)"
108,86.95,"(89.756, 44878, 50000)"
109,86.71,"(90.004, 45002, 50000)"
110,85.4,"(89.886, 44943, 50000)"
111,85.01,"(90.384, 45192, 50000)"
112,84.09,"(90.628, 45314, 50000)"
113,83.75,"(90.6, 45300, 50000)"
114,84.44,"(90.686, 45343, 50000)"
115,86.6,"(90.98, 45490, 50000)"
116,85.74,"(91.298, 45649, 50000)"
117,87.66,"(91.32, 45660, 50000)"
118,87.86,"(91.246, 45623, 50000)"
119,87.49,"(91.49, 45745, 50000)"
120,86.05,"(91.474, 45737, 50000)"
121,87.01,"(91.852, 45926, 50000)"
122,86.38,"(91.832, 45916, 50000)"
123,87.69,"(91.844, 45922, 50000)"
124,85.4,"(92.168, 46084, 50000)"
125,87.11,"(92.03, 46015, 50000)"
126,86.06,"(92.358, 46179, 50000)"
127,87.12,"(92.32, 46160, 50000)"
128,89.13,"(92.836, 46418, 50000)"
129,87.87,"(92.718, 46359, 50000)"
130,88.31,"(92.98, 46490, 50000)"
131,87.0,"(93.034, 46517, 50000)"
132,89.01,"(93.224, 46612, 50000)"
133,88.43,"(93.386, 46693, 50000)"
134,88.55,"(93.494, 46747, 50000)"
135,90.04,"(93.804, 46902, 50000)"
136,89.68,"(93.844, 46922, 50000)"
137,88.77,"(94.014, 47007, 50000)"
138,89.2,"(94.4, 47200, 50000)"
139,89.26,"(94.136, 47068, 50000)"
140,88.95,"(94.596, 47298, 50000)"
141,89.25,"(94.48, 47240, 50000)"
142,89.93,"(94.72, 47360, 50000)"
143,90.54,"(95.088, 47544, 50000)"
144,89.79,"(95.192, 47596, 50000)"
145,89.81,"(95.422, 47711, 50000)"
146,89.58,"(95.41, 47705, 50000)"
147,90.68,"(95.516, 47758, 50000)"
148,90.5,"(95.748, 47874, 50000)"
149,89.82,"(95.814, 47907, 50000)"
150,90.7,"(96.012, 48006, 50000)"
151,91.45,"(96.418, 48209, 50000)"
152,90.73,"(96.324, 48162, 50000)"
153,89.7,"(96.67, 48335, 50000)"
154,91.26,"(96.75, 48375, 50000)"
155,91.13,"(96.948, 48474, 50000)"
156,91.16,"(97.21, 48605, 50000)"
157,91.14,"(97.186, 48593, 50000)"
158,91.0,"(97.496, 48748, 50000)"
159,91.32,"(97.534, 48767, 50000)"
160,91.71,"(97.748, 48874, 50000)"
161,91.28,"(97.766, 48883, 50000)"
162,91.78,"(98.014, 49007, 50000)"
163,91.65,"(98.176, 49088, 50000)"
164,92.1,"(98.41, 49205, 50000)"
165,92.25,"(98.568, 49284, 50000)"
166,92.79,"(98.6, 49300, 50000)"
167,92.18,"(98.786, 49393, 50000)"
168,92.58,"(98.926, 49463, 50000)"
169,92.37,"(98.886, 49443, 50000)"
170,92.72,"(99.194, 49597, 50000)"
171,92.89,"(99.164, 49582, 50000)"
172,92.73,"(99.282, 49641, 50000)"
173,93.16,"(99.412, 49706, 50000)"
174,93.06,"(99.326, 49663, 50000)"
175,93.32,"(99.566, 49783, 50000)"
176,93.21,"(99.596, 49798, 50000)"
177,93.21,"(99.664, 49832, 50000)"
178,93.39,"(99.722, 49861, 50000)"
179,93.34,"(99.75, 49875, 50000)"
180,93.5,"(99.754, 49877, 50000)"
181,93.42,"(99.81, 49905, 50000)"
182,93.6,"(99.85, 49925, 50000)"
183,93.68,"(99.886, 49943, 50000)"
184,93.67,"(99.864, 49932, 50000)"
185,93.81,"(99.902, 49951, 50000)"
186,93.69,"(99.904, 49952, 50000)"
187,93.91,"(99.916, 49958, 50000)"
188,93.96,"(99.922, 49961, 50000)"
189,93.99,"(99.942, 49971, 50000)"
190,93.84,"(99.938, 49969, 50000)"
191,93.97,"(99.956, 49978, 50000)"
192,93.93,"(99.94, 49970, 50000)"
193,93.93,"(99.928, 49964, 50000)"
194,93.95,"(99.946, 49973, 50000)"
195,94.01,"(99.952, 49976, 50000)"
196,94.03,"(99.956, 49978, 50000)"
197,93.94,"(99.938, 49969, 50000)"
198,94.01,"(99.96, 49980, 50000)"
199,93.93,"(99.952, 49976, 50000)"
