Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,0.3765161633491516,93.32,0.367154985666275,88.87,0,0,LAMP,VGG19,cifar10,0.95
0,8947575360.0,0.1193800121545791,96.88,0.1659288853406906,91.38,0,0,LAMP,VGG19,cifar10,0.95
10,98423328960.0,0.0751550644636154,97.84,0.1693277508020401,92.36,0,0,LAMP,VGG19,cifar10,0.95
20,187899082560.0,0.1011335328221321,98.26,0.1474948674440384,92.5,0,0,LAMP,VGG19,cifar10,0.95
30,277374836160.0,0.0758015140891075,98.66,0.2130054533481598,92.51,0,0,LAMP,VGG19,cifar10,0.95
40,366850589760.0,0.0683044046163559,98.88,0.2083791494369506,92.57,0,0,LAMP,VGG19,cifar10,0.95
50,456326343360.0,0.0670065954327583,98.88,0.1943490654230117,92.77,0,0,LAMP,VGG19,cifar10,0.95
60,545802096960.0,0.0682256072759628,99.18,0.1994560360908508,92.87,0,0,LAMP,VGG19,cifar10,0.95
70,635277850560.0,0.0618745945394039,99.0,0.2080900222063064,92.84,0,0,LAMP,VGG19,cifar10,0.95
80,724753604160.0,0.065211683511734,99.14,0.2123083025217056,92.92,0,0,LAMP,VGG19,cifar10,0.95
90,814229357760.0,0.0705826953053474,99.28,0.2131953835487365,92.92,0,0,LAMP,VGG19,cifar10,0.95
100,903705111360.0,0.0508841387927532,99.32,0.2366076111793518,92.77,0,0,LAMP,VGG19,cifar10,0.95
101,903705111360.0,0.0608829967677593,99.34,0.2366076111793518,92.77,0,0,LAMP,VGG19,cifar10,0.95
-1,0.0,0.3915456235408783,93.92,0.367154985666275,88.87,1,0,LAMP,VGG19,cifar10,0.95
0,8947575360.0,0.110241025686264,97.02,0.1483969390392303,91.49,1,0,LAMP,VGG19,cifar10,0.95
10,98423328960.0,0.0839427337050437,98.08,0.185468316078186,92.23,1,0,LAMP,VGG19,cifar10,0.95
20,187899082560.0,0.0749109238386154,98.36,0.196819007396698,92.5,1,0,LAMP,VGG19,cifar10,0.95
30,277374836160.0,0.0605636984109878,98.72,0.1879830062389373,92.61,1,0,LAMP,VGG19,cifar10,0.95
40,366850589760.0,0.0806780532002449,98.62,0.1963148713111877,92.63,1,0,LAMP,VGG19,cifar10,0.95
50,456326343360.0,0.054288413375616,98.98,0.1806995272636413,92.68,1,0,LAMP,VGG19,cifar10,0.95
60,545802096960.0,0.0723393112421035,98.96,0.1794035881757736,92.8,1,0,LAMP,VGG19,cifar10,0.95
70,635277850560.0,0.0729118213057518,99.14,0.1750474125146865,92.96,1,0,LAMP,VGG19,cifar10,0.95
80,724753604160.0,0.0814761817455291,99.0,0.2244479656219482,93.03,1,0,LAMP,VGG19,cifar10,0.95
90,814229357760.0,0.0802402272820472,99.34,0.1958178728818893,92.94,1,0,LAMP,VGG19,cifar10,0.95
100,903705111360.0,0.062004879117012,99.3,0.2004904747009277,92.95,1,0,LAMP,VGG19,cifar10,0.95
101,903705111360.0,0.0513380728662014,99.34,0.2004904747009277,92.95,1,0,LAMP,VGG19,cifar10,0.95
-1,0.0,0.3683885037899017,93.46,0.367154985666275,88.87,2,0,LAMP,VGG19,cifar10,0.95
0,8947575360.0,0.1263374984264373,96.24,0.1710879355669021,91.41,2,0,LAMP,VGG19,cifar10,0.95
10,98423328960.0,0.0710133761167526,97.98,0.1680351495742797,92.21,2,0,LAMP,VGG19,cifar10,0.95
20,187899082560.0,0.0647802725434303,98.16,0.1589430421590805,92.45,2,0,LAMP,VGG19,cifar10,0.95
30,277374836160.0,0.0717024654150009,98.66,0.1772401183843612,92.55,2,0,LAMP,VGG19,cifar10,0.95
40,366850589760.0,0.0703574642539024,98.74,0.2029587179422378,92.75,2,0,LAMP,VGG19,cifar10,0.95
50,456326343360.0,0.0765907317399978,98.88,0.1988165080547332,92.72,2,0,LAMP,VGG19,cifar10,0.95
60,545802096960.0,0.103005863726139,98.98,0.1951910406351089,92.74,2,0,LAMP,VGG19,cifar10,0.95
70,635277850560.0,0.0711501017212867,99.1,0.2264393866062164,92.69,2,0,LAMP,VGG19,cifar10,0.95
80,724753604160.0,0.0826006606221199,99.34,0.1832003891468048,92.82,2,0,LAMP,VGG19,cifar10,0.95
90,814229357760.0,0.0637643113732338,99.2,0.1628551334142685,92.94,2,0,LAMP,VGG19,cifar10,0.95
100,903705111360.0,0.0809015855193138,99.06,0.1499771922826767,92.99,2,0,LAMP,VGG19,cifar10,0.95
101,903705111360.0,0.0923076570034027,99.22,0.1499771922826767,92.99,2,0,LAMP,VGG19,cifar10,0.95
