Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual
40,590982055680.0,0.2643740475177765,94.98,0.3093308210372925,89.72,4
50,735124020480.0,0.1498841792345047,96.28,0.1741727441549301,90.17,4
60,879265985280.0,0.1134606376290321,97.14,0.1950833052396774,90.54,4
70,1023407950080.0,0.1404465138912201,97.5,0.204858660697937,90.82,4
80,1167549914880.0,0.1138701289892196,97.52,0.1941753029823303,90.69,4
90,1311691879680.0,0.1565975248813629,98.16,0.2464534342288971,90.98,4
100,1455833844480.0,0.1515478789806366,98.2,0.2917737364768982,90.98,4
101,1455833844480.0,0.1420467644929886,98.32,0.2917737066745758,90.98,4
-1,0.0,3.5889909267425537,21.5,3.655826568603516,21.02,5
0,14414196480.0,0.4904002249240875,75.22,0.4533276259899139,75.96,5
10,158556161280.0,0.2176775485277176,89.5,0.159835010766983,87.03,5
20,302698126080.0,0.3132102191448211,93.02,0.2618813812732696,88.88,5
30,446840090880.0,0.2240552306175232,94.2,0.2255691140890121,89.64,5
40,590982055680.0,0.1919971257448196,95.5,0.2822783589363098,90.2,5
50,735124020480.0,0.2026305794715881,95.94,0.2344034612178802,90.51,5
60,879265985280.0,0.1297455877065658,96.98,0.1524501144886016,90.99,5
70,1023407950080.0,0.104811206459999,97.56,0.2050099819898605,91.21,5
80,1167549914880.0,0.187152087688446,97.58,0.271852046251297,90.98,5
90,1311691879680.0,0.124822624027729,97.74,0.225001186132431,91.19,5
100,1455833844480.0,0.134155735373497,98.24,0.3091402649879455,91.18,5
101,1455833844480.0,0.1455693244934082,98.16,0.3091402053833008,91.18,5
-1,0.0,3.596238851547241,21.08,3.655826568603516,21.02,6
0,14414196480.0,0.3631818890571594,77.52,0.3566149771213531,76.46,6
10,158556161280.0,0.2664049565792084,90.54,0.2285556346178054,86.61,6
20,302698126080.0,0.2049744725227356,93.32,0.2317559719085693,88.39,6
30,446840090880.0,0.2445208132266998,94.86,0.2135588675737381,89.56,6
40,590982055680.0,0.1535742729902267,95.64,0.2448227554559707,90.08,6
50,735124020480.0,0.124990627169609,96.5,0.2044293135404586,90.15,6
60,879265985280.0,0.2192985713481903,97.46,0.3462667167186737,90.41,6
70,1023407950080.0,0.1179541647434234,97.3,0.2374684810638427,90.76,6
80,1167549914880.0,0.1481855064630508,97.96,0.2591937780380249,90.96,6
90,1311691879680.0,0.0926490053534507,98.2,0.247462660074234,91.33,6
100,1455833844480.0,0.0582703836262226,98.5,0.1820835024118423,91.35,6
101,1455833844480.0,0.0699423849582672,98.54,0.1820834577083587,91.35,6
-1,0.0,3.514974594116211,21.62,3.655826330184937,21.02,7
0,14414196480.0,0.3815025985240936,76.54,0.3719245493412018,75.99,7
10,158556161280.0,0.234518751502037,89.88,0.2368745803833007,86.79,7
20,302698126080.0,0.2200245112180709,93.42,0.2312840074300766,88.72,7
30,446840090880.0,0.130456656217575,95.06,0.1696719974279403,89.61,7
40,590982055680.0,0.0894517973065376,95.98,0.1708587706089019,90.28,7
50,735124020480.0,0.126997634768486,96.96,0.2122869938611984,90.6,7
60,879265985280.0,0.1579343676567077,97.36,0.2464425414800644,90.82,7
70,1023407950080.0,0.0821444243192672,97.74,0.1445395797491073,91.21,7
80,1167549914880.0,0.1296010613441467,97.96,0.2319610267877578,91.02,7
90,1311691879680.0,0.1180481687188148,98.2,0.2007505148649215,91.29,7
100,1455833844480.0,0.1203948855400085,98.42,0.2389697581529617,91.13,7
101,1455833844480.0,0.1632204949855804,98.48,0.2389697581529617,91.13,7
-1,0.0,3.565185308456421,21.08,3.655826568603516,21.02,8
0,14414196480.0,0.4140746295452118,76.92,0.3769185245037079,76.73,8
10,158556161280.0,0.2305880188941955,90.02,0.2590992748737335,86.81,8
20,302698126080.0,0.3020192086696625,93.02,0.3181161880493164,88.3,8
30,446840090880.0,0.2207361310720443,94.66,0.223577007651329,89.54,8
40,590982055680.0,0.1891777068376541,95.44,0.1910782307386398,90.16,8
50,735124020480.0,0.1602153927087783,96.4,0.2392105013132095,90.34,8
60,879265985280.0,0.1267958283424377,96.86,0.1682346016168594,90.72,8
70,1023407950080.0,0.1689066886901855,96.86,0.2107246816158294,90.8,8
80,1167549914880.0,0.1733674257993698,97.5,0.2616358697414398,90.71,8
90,1311691879680.0,0.1015463769435882,97.86,0.1621775031089782,91.19,8
100,1455833844480.0,0.0958553627133369,98.1,0.1751472502946853,91.25,8
101,1455833844480.0,0.097523882985115,97.88,0.1751471906900406,91.25,8
-1,0.0,3.575915813446045,20.98,3.655826568603516,21.02,9
0,14414196480.0,0.3838106393814087,77.46,0.3969517350196838,77.04,9
10,158556161280.0,0.1225968822836875,89.78,0.1459683030843734,86.92,9
20,302698126080.0,0.3702697157859802,92.4,0.4002301096916199,88.44,9
30,446840090880.0,0.1188243106007576,94.64,0.1598090678453445,89.77,9
40,590982055680.0,0.1394378095865249,95.56,0.1476614326238632,90.33,9
50,735124020480.0,0.1577243506908416,96.3,0.2074013501405716,90.7,9
60,879265985280.0,0.1195769906044006,96.54,0.196303442120552,90.6,9
70,1023407950080.0,0.1592982411384582,97.54,0.2222470641136169,90.77,9
80,1167549914880.0,0.1770946383476257,97.52,0.2541920840740204,90.99,9
90,1311691879680.0,0.0685923993587493,98.28,0.1517559289932251,91.45,9
100,1455833844480.0,0.1199706420302391,98.52,0.2410778403282165,91.36,9
101,1455833844480.0,0.1571908742189407,97.92,0.2410778403282165,91.36,9
-1,0.0,3.513150215148926,21.04,3.655826568603516,21.02,10
0,14414196480.0,0.4422976970672607,76.4,0.4179167747497558,77.11,10
10,158556161280.0,0.2444393783807754,89.68,0.3124450743198395,86.45,10
20,302698126080.0,0.1361613124608993,93.38,0.1877665966749191,88.83,10
30,446840090880.0,0.1478620320558548,94.86,0.2382527887821197,89.69,10
40,590982055680.0,0.1165891587734222,95.74,0.1401683688163757,90.53,10
50,735124020480.0,0.1233300417661666,96.66,0.1524954885244369,90.95,10
60,879265985280.0,0.1411794126033783,97.14,0.2295285165309906,90.81,10
70,1023407950080.0,0.1449774503707885,97.7,0.2130829244852066,91.13,10
80,1167549914880.0,0.1363864541053772,98.2,0.1852583438158035,91.24,10
90,1311691879680.0,0.1389814615249633,98.18,0.2311029881238937,91.43,10
100,1455833844480.0,0.1033005714416503,98.22,0.1536424160003662,91.61,10
101,1455833844480.0,0.1089391410350799,98.1,0.153642401099205,91.61,10
-1,0.0,3.6004624366760254,20.92,3.655826568603516,21.02,11
0,14414196480.0,0.3626531064510345,76.7,0.4155101180076599,76.36,11
10,158556161280.0,0.1657779514789581,90.02,0.2017177641391754,86.74,11
20,302698126080.0,0.2070221304893493,92.46,0.2856899499893188,88.76,11
30,446840090880.0,0.2029509842395782,94.34,0.3191412687301636,89.6,11
40,590982055680.0,0.1684261411428451,95.64,0.2556180357933044,90.21,11
50,735124020480.0,0.1554693728685379,96.1,0.2439795732498169,90.36,11
60,879265985280.0,0.123096764087677,96.84,0.1857237368822097,90.91,11
70,1023407950080.0,0.1158367618918418,96.9,0.2490965723991394,91.0,11
80,1167549914880.0,0.1205308437347412,97.74,0.2555690705776214,91.19,11
90,1311691879680.0,0.2134547680616378,98.06,0.2755324840545654,91.47,11
100,1455833844480.0,0.0898053795099258,98.26,0.1876443922519683,91.52,11
101,1455833844480.0,0.0934918522834777,98.12,0.1876444369554519,91.52,11
-1,0.0,3.560001373291016,21.24,3.655826568603516,21.02,12
0,14414196480.0,0.3488766551017761,77.78,0.3874363005161285,76.79,12
10,158556161280.0,0.2433506697416305,89.52,0.320208191871643,86.5,12
20,302698126080.0,0.1792525947093963,93.42,0.1585119515657425,88.55,12
30,446840090880.0,0.1229028105735778,94.52,0.2288704067468643,89.41,12
40,590982055680.0,0.1138816028833389,95.62,0.2121677249670028,89.77,12
50,735124020480.0,0.1613047569990158,96.52,0.2222699224948883,90.4,12
60,879265985280.0,0.0975579470396041,97.36,0.1911212354898452,90.72,12
70,1023407950080.0,0.0926411300897598,97.36,0.200696513056755,90.84,12
80,1167549914880.0,0.130095437169075,98.24,0.1969360262155532,90.96,12
90,1311691879680.0,0.0632239878177642,98.46,0.1988311856985092,91.09,12
100,1455833844480.0,0.0990843847393989,98.2,0.1834955662488937,91.4,12
101,1455833844480.0,0.1610852479934692,98.22,0.1834955513477325,91.4,12
-1,0.0,3.526445150375366,21.84,3.655826568603516,21.02,13
0,14414196480.0,0.4963592290878296,76.12,0.4553562998771667,76.37,13
10,158556161280.0,0.2500287592411041,89.9,0.3128955066204071,86.94,13
20,302698126080.0,0.266169399023056,92.78,0.3722869455814361,88.82,13
30,446840090880.0,0.1738708913326263,94.94,0.215564027428627,89.7,13
40,590982055680.0,0.2096933722496032,95.34,0.3124699890613556,90.11,13
50,735124020480.0,0.177812710404396,96.38,0.1695150583982467,90.56,13
60,879265985280.0,0.1364079266786575,97.12,0.1898826211690902,90.96,13
70,1023407950080.0,0.0772567614912986,97.84,0.2089168131351471,91.21,13
80,1167549914880.0,0.1032325625419616,97.94,0.2202675640583038,91.33,13
90,1311691879680.0,0.1362319141626358,98.34,0.3033729791641235,91.11,13
100,1455833844480.0,0.1717922985553741,98.14,0.2715422213077545,91.37,13
101,1455833844480.0,0.1669234931468963,98.34,0.2715422213077545,91.37,13
-1,0.0,3.6050312519073486,20.66,3.655826330184937,21.02,14
0,14414196480.0,0.5500819683074951,75.66,0.4759575426578522,76.87,14
10,158556161280.0,0.2156788110733032,89.5,0.2750228345394134,86.81,14
20,302698126080.0,0.2003273516893386,92.3,0.257931649684906,88.3,14
30,446840090880.0,0.2406993061304092,93.64,0.2376581281423568,89.39,14
40,590982055680.0,0.2347742319107055,95.04,0.294434905052185,90.18,14
50,735124020480.0,0.1684709340333938,95.96,0.190620020031929,90.32,14
60,879265985280.0,0.1356838494539261,96.76,0.1367596387863159,90.85,14
70,1023407950080.0,0.1757835298776626,97.22,0.1812997162342071,91.08,14
80,1167549914880.0,0.1424901336431503,97.42,0.1621996760368347,91.11,14
90,1311691879680.0,0.1073882728815078,98.2,0.1731308847665786,91.21,14
100,1455833844480.0,0.0909085422754287,98.1,0.2056966125965118,91.12,14
101,1455833844480.0,0.0992403849959373,98.3,0.2056966572999954,91.12,14
-1,0.0,3.486039638519287,21.12,3.655826330184937,21.02,15
0,14414196480.0,0.5654642581939697,75.96,0.5144608020782471,76.25,15
10,158556161280.0,0.3575774431228637,89.74,0.3696611225605011,86.58,15
20,302698126080.0,0.2419869154691696,92.7,0.3449703454971313,88.24,15
30,446840090880.0,0.2745208740234375,94.8,0.2432403713464737,89.36,15
40,590982055680.0,0.1547392755746841,95.44,0.1539260596036911,89.85,15
50,735124020480.0,0.144950658082962,96.56,0.1983349025249481,90.13,15
60,879265985280.0,0.0912556797266006,97.08,0.2140956073999405,90.55,15
70,1023407950080.0,0.1402525454759597,97.16,0.245300754904747,90.46,15
80,1167549914880.0,0.144609585404396,97.64,0.205938845872879,91.0,15
90,1311691879680.0,0.0988669693470001,97.7,0.2516601979732513,90.92,15
100,1455833844480.0,0.1591678261756897,98.26,0.1831932812929153,91.14,15
101,1455833844480.0,0.1172163262963295,98.28,0.1831932812929153,91.14,15
-1,0.0,3.589491367340088,20.82,3.655826568603516,21.02,16
0,14414196480.0,0.554443895816803,75.08,0.4652526974678039,76.15,16
10,158556161280.0,0.3160744309425354,89.68,0.3014530539512634,86.78,16
20,302698126080.0,0.2202080488204956,92.52,0.1720677465200424,88.8,16
30,446840090880.0,0.1193251237273216,94.66,0.1440344601869583,89.84,16
40,590982055680.0,0.2733402252197265,94.94,0.2528275549411773,90.17,16
50,735124020480.0,0.2219545096158981,96.2,0.2257813662290573,90.98,16
60,879265985280.0,0.1091267690062522,96.96,0.2001289576292038,91.0,16
70,1023407950080.0,0.1348796337842941,97.22,0.242084339261055,91.15,16
80,1167549914880.0,0.1136848255991935,97.6,0.1779761016368866,91.34,16
90,1311691879680.0,0.0738565251231193,97.88,0.1381424069404602,91.67,16
100,1455833844480.0,0.1426517218351364,98.1,0.2551631331443786,91.26,16
101,1455833844480.0,0.1390160769224167,98.08,0.2551630735397339,91.26,16
-1,0.0,3.5764522552490234,22.02,3.655826568603516,21.02,17
0,14414196480.0,0.4332171082496643,76.4,0.447895348072052,76.42,17
10,158556161280.0,0.2222376316785812,90.4,0.2642570436000824,86.68,17
20,302698126080.0,0.2349289506673813,92.84,0.2799828350543976,88.5,17
30,446840090880.0,0.2033109962940216,94.86,0.3074191808700561,89.36,17
40,590982055680.0,0.3602410554885864,95.2,0.4576062858104706,89.54,17
50,735124020480.0,0.2233858257532119,96.26,0.2276646494865417,90.41,17
60,879265985280.0,0.1838618069887161,97.04,0.2873857021331787,90.68,17
70,1023407950080.0,0.1049770191311836,97.48,0.190843403339386,90.77,17
80,1167549914880.0,0.1239620074629783,98.0,0.1785970628261566,90.8,17
90,1311691879680.0,0.1127165183424949,98.16,0.2468285262584686,90.81,17
100,1455833844480.0,0.1049486547708511,98.22,0.1828725785017013,91.02,17
101,1455833844480.0,0.1002374291419982,98.34,0.1828725934028625,91.02,17
-1,0.0,3.5935842990875244,20.94,3.655826568603516,21.02,18
0,14414196480.0,0.4182367324829101,76.46,0.3762997090816498,76.79,18
10,158556161280.0,0.23771932721138,89.04,0.2952059507369995,86.7,18
20,302698126080.0,0.2403806895017624,92.82,0.289002001285553,88.59,18
30,446840090880.0,0.1182487979531288,94.26,0.1472039967775344,89.92,18
40,590982055680.0,0.2323835492134094,95.58,0.2357823699712753,90.51,18
50,735124020480.0,0.1664420962333679,96.16,0.2088800221681594,90.53,18
60,879265985280.0,0.0877809822559356,97.18,0.1855547428131103,90.97,18
70,1023407950080.0,0.1470836549997329,97.4,0.1451116502285003,91.15,18
80,1167549914880.0,0.1289667785167694,98.1,0.1928059458732605,91.31,18
90,1311691879680.0,0.1439416855573654,97.7,0.2594330310821533,91.26,18
100,1455833844480.0,0.1590927392244339,98.1,0.2664087414741516,91.37,18
101,1455833844480.0,0.1114584580063819,98.02,0.266408771276474,91.37,18
