Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual
-1,0.0,3.5119516849517822,20.76,3.655826568603516,21.02,0
0,14414196480.0,0.5449485182762146,74.7,0.4931876063346863,74.73,0
10,158556161280.0,0.3073863685131073,89.28,0.3948429822921753,86.37,0
20,302698126080.0,0.1544723659753799,92.74,0.1675226986408233,88.7,0
30,446840090880.0,0.2232140153646469,94.4,0.2509135603904724,89.73,0
40,590982055680.0,0.0980312377214431,95.26,0.1998354643583297,90.19,0
50,735124020480.0,0.1204785034060478,95.96,0.1448591947555542,90.83,0
60,879265985280.0,0.1671000570058822,96.86,0.1754993200302124,91.11,0
70,1023407950080.0,0.099908672273159,97.3,0.2019843012094497,91.09,0
80,1167549914880.0,0.1557165682315826,97.66,0.2362917512655258,91.15,0
90,1311691879680.0,0.1375599652528762,97.96,0.2368349730968475,91.44,0
100,1455833844480.0,0.0789934322237968,98.38,0.1656232923269271,91.57,0
101,1455833844480.0,0.0759179145097732,98.42,0.1656232923269271,91.57,0
-1,0.0,3.648812055587769,20.74,3.655826568603516,21.02,1
0,14414196480.0,0.5851846933364868,75.68,0.5667240619659424,75.77,1
10,158556161280.0,0.2700565457344055,89.6,0.3528100848197937,86.31,1
20,302698126080.0,0.1230139583349227,92.36,0.185686856508255,88.86,1
30,446840090880.0,0.1242947801947593,94.44,0.2374326288700103,89.53,1
40,590982055680.0,0.1270332783460617,95.38,0.2712892293930053,90.22,1
50,735124020480.0,0.2988995611667633,95.28,0.3572160005569458,90.19,1
60,879265985280.0,0.1525761783123016,96.76,0.1839543282985687,90.7,1
70,1023407950080.0,0.1411723643541336,97.12,0.2203907072544098,90.88,1
80,1167549914880.0,0.1565573960542678,97.42,0.2271706014871597,91.1,1
90,1311691879680.0,0.1126319020986557,98.0,0.2399719953536987,91.15,1
100,1455833844480.0,0.1508380770683288,98.04,0.2328600734472274,91.11,1
101,1455833844480.0,0.1518645137548446,98.26,0.2328600436449051,91.11,1
-1,0.0,3.626165151596069,20.78,3.655826330184937,21.02,2
0,14414196480.0,0.3215365409851074,77.9,0.3326859176158905,77.32,2
10,158556161280.0,0.2229989767074585,90.32,0.2492343932390213,86.91,2
20,302698126080.0,0.2284857183694839,92.68,0.2000121772289276,88.85,2
30,446840090880.0,0.2592567801475525,94.42,0.2401765882968902,89.71,2
40,590982055680.0,0.1505887508392334,95.76,0.1728391945362091,90.34,2
50,735124020480.0,0.0964633598923683,96.78,0.147454634308815,90.6,2
60,879265985280.0,0.1088239103555679,97.22,0.1135153025388717,90.86,2
70,1023407950080.0,0.1308503746986389,97.44,0.1812189668416977,90.99,2
80,1167549914880.0,0.1031863465905189,97.8,0.2200621217489242,91.21,2
90,1311691879680.0,0.1164700239896774,97.96,0.1544579863548278,91.19,2
100,1455833844480.0,0.0970261543989181,98.48,0.1829741597175598,91.39,2
101,1455833844480.0,0.0942588672041893,98.58,0.1829741150140762,91.39,2
-1,0.0,3.643133640289306,20.98,3.655826568603516,21.02,3
0,14414196480.0,0.5493475198745728,74.7,0.5544649958610535,75.69,3
10,158556161280.0,0.174572616815567,90.06,0.1929699182510376,87.02,3
20,302698126080.0,0.2017410397529602,92.9,0.2656787633895874,88.57,3
30,446840090880.0,0.1711939573287964,94.66,0.2159068435430526,89.63,3
40,590982055680.0,0.1583344042301178,95.7,0.2062644213438034,90.16,3
50,735124020480.0,0.1218812018632888,96.34,0.1719085872173309,90.63,3
60,879265985280.0,0.0859852209687233,97.0,0.1761206984519958,90.83,3
70,1023407950080.0,0.107775792479515,97.68,0.1703909188508987,91.04,3
80,1167549914880.0,0.1084727719426155,98.02,0.1709959954023361,91.06,3
90,1311691879680.0,0.1266445815563202,98.22,0.2333687841892242,90.94,3
100,1455833844480.0,0.0855777040123939,98.2,0.1992845684289932,91.53,3
101,1455833844480.0,0.1317650824785232,98.68,0.1992845088243484,91.53,3
-1,0.0,3.514200448989868,22.4,3.655826330184937,21.02,4
0,14414196480.0,0.4391376078128814,77.46,0.4030653834342956,76.52,4
10,158556161280.0,0.2189912796020507,90.48,0.2212707996368408,86.81,4
20,302698126080.0,0.2342682927846908,93.44,0.237639382481575,88.66,4
30,446840090880.0,0.1605692505836486,94.98,0.2259745746850967,89.31,4
