Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma
90,1933376781424.0,0.0392292812466621,99.2,0.1114496514201164,93.05,5,0.005
100,2145816314224.0,0.045006189495325,99.5,0.1244932189583778,93.15,5,0.005
101,2145816314224.0,0.0407647192478179,99.4,0.1244932413101196,93.15,5,0.005
-1,177104848.0,1.0984152555465698,64.42,1.0379823446273804,64.86,6,0.005
0,21429686608.0,0.3550119996070862,91.74,0.3426545262336731,87.08,6,0.005
10,233955504208.0,0.1160468682646751,96.14,0.1287376284599304,90.66,6,0.005
20,446481321808.0,0.0955990478396415,97.42,0.1563269942998886,91.32,6,0.005
30,659007139408.0,0.0651405602693557,97.86,0.1402332335710525,91.86,6,0.005
40,871532957008.0,0.06019913777709,98.06,0.1399982422590255,92.04,6,0.005
50,1084058774608.0,0.0491046123206615,98.5,0.1476752460002899,92.23,6,0.005
60,1296584592208.0,0.051070537418127,98.94,0.1374891400337219,92.32,6,0.005
70,1509110409808.0,0.0413002409040927,99.14,0.1498209685087204,92.5,6,0.005
80,1721636227408.0,0.0445195585489273,99.26,0.1678517758846283,92.46,6,0.005
90,1934162045008.0,0.0488485619425773,99.48,0.1585137546062469,92.57,6,0.005
100,2146687862608.0,0.0510843731462955,99.12,0.1745105981826782,92.72,6,0.005
101,2146687862608.0,0.0561369284987449,99.4,0.1745105981826782,92.72,6,0.005
-1,177049792.0,1.2509695291519165,58.74,1.186357498168945,60.47,7,0.005
0,21423024832.0,0.3210352063179016,91.9,0.3102767169475555,87.3,7,0.005
10,233882775232.0,0.1049478277564048,94.8,0.0985077321529388,90.45,7,0.005
20,446342525632.0,0.0757024362683296,96.86,0.0903757289052009,91.48,7,0.005
30,658802276032.0,0.0740583688020706,97.62,0.133149579167366,91.79,7,0.005
40,871262026432.0,0.0718953013420105,98.2,0.1309614777565002,92.23,7,0.005
50,1083721776832.0,0.0657160207629203,98.26,0.1358551084995269,92.47,7,0.005
60,1296181527232.0,0.0468517281115055,98.72,0.144191101193428,92.57,7,0.005
70,1508641277632.0,0.0593003444373607,99.04,0.1381933838129043,92.66,7,0.005
80,1721101028032.0,0.0365263596177101,99.14,0.1417765915393829,92.92,7,0.005
90,1933560778432.0,0.0493096299469471,99.1,0.1272981613874435,92.94,7,0.005
100,2146020528832.0,0.0476804375648498,99.08,0.1544705331325531,92.96,7,0.005
101,2146020528832.0,0.0428881309926509,99.44,0.1544705331325531,92.96,7,0.005
-1,176938816.0,1.437350153923035,57.58,1.4096883535385132,58.67,8,0.005
0,21409596736.0,0.3969399333000183,90.12,0.4158308207988739,86.79,8,0.005
10,233736175936.0,0.1048941314220428,95.34,0.1343839019536972,90.35,8,0.005
20,446062755136.0,0.1190970987081527,96.68,0.1102577596902847,91.67,8,0.005
30,658389334336.0,0.0646658688783645,97.64,0.1291324496269226,92.03,8,0.005
40,870715913536.0,0.0587007850408554,98.24,0.1200900077819824,92.25,8,0.005
50,1083042492736.0,0.0679357722401619,98.6,0.1354349553585052,92.52,8,0.005
60,1295369071936.0,0.0535919070243835,98.62,0.1218281760811805,92.64,8,0.005
70,1507695651136.0,0.060166522860527,98.88,0.1192476749420166,92.84,8,0.005
80,1720022230336.0,0.0474346540868282,99.16,0.178117573261261,92.97,8,0.005
90,1932348809536.0,0.0361595824360847,99.28,0.1277035474777221,92.99,8,0.005
100,2144675388736.0,0.0484919734299182,99.42,0.1258356124162674,93.14,8,0.005
101,2144675388736.0,0.0376864038407802,99.08,0.1258356124162674,93.14,8,0.005
-1,177119344.0,1.3567134141921997,62.58,1.3338814973831177,64.22,9,0.005
0,21431440624.0,0.33598592877388,90.92,0.3382914066314697,86.75,9,0.005
10,233974653424.0,0.0956485867500305,95.26,0.1487499624490738,90.21,9,0.005
20,446517866224.0,0.0696219503879547,97.14,0.118978813290596,91.3,9,0.005
30,659061079024.0,0.1334900856018066,97.7,0.166488230228424,91.82,9,0.005
40,871604291824.0,0.0714461505413055,98.26,0.1137577965855598,92.22,9,0.005
50,1084147504624.0,0.0547116547822952,98.52,0.1332644075155258,92.35,9,0.005
60,1296690717424.0,0.0597821325063705,98.9,0.1207238957285881,92.52,9,0.005
70,1509233930224.0,0.052126545459032,99.06,0.1287530958652496,92.63,9,0.005
80,1721777143024.0,0.0564702041447162,99.16,0.1173638477921485,92.74,9,0.005
90,1934320355824.0,0.0516882687807083,99.3,0.1114499941468238,92.77,9,0.005
100,2146863568624.0,0.0609108619391918,99.48,0.1299508213996887,92.8,9,0.005
101,2146863568624.0,0.0459038205444812,99.58,0.1299508363008499,92.8,9,0.005
-1,177134560.0,1.046299934387207,65.84,1.0530097484588623,65.99,10,0.005
0,21433281760.0,0.3596596717834472,91.5,0.3185042142868042,87.16,10,0.005
10,233994753760.0,0.1244466602802276,95.84,0.1583292335271835,90.14,10,0.005
20,446556225760.0,0.0965758562088012,96.82,0.1725260764360427,91.06,10,0.005
30,659117697760.0,0.0667834803462028,97.58,0.1339830309152603,91.52,10,0.005
40,871679169760.0,0.0679150968790054,98.24,0.144287109375,92.03,10,0.005
50,1084240641760.0,0.0529517531394958,98.68,0.1575768887996673,92.19,10,0.005
60,1296802113760.0,0.0773345902562141,98.98,0.1709076464176178,92.31,10,0.005
70,1509363585760.0,0.0653821527957916,98.88,0.212176114320755,92.48,10,0.005
80,1721925057760.0,0.0628256052732467,99.22,0.1827988624572754,92.51,10,0.005
90,1934486529760.0,0.0545057579874992,99.24,0.1765884310007095,92.74,10,0.005
100,2147048001760.0,0.0525194145739078,99.44,0.2124442905187606,92.65,10,0.005
101,2147048001760.0,0.0654990822076797,99.48,0.2124443054199218,92.65,10,0.005
-1,177218704.0,1.2691965103149414,65.02,1.2267707586288452,65.82,11,0.005
0,21443463184.0,0.3423636853694916,90.96,0.3131122291088104,87.07,11,0.005
10,234105907984.0,0.1130734235048294,95.58,0.1328134387731552,90.49,11,0.005
20,446768352784.0,0.0848817974328994,97.0,0.112313263118267,91.45,11,0.005
30,659430797584.0,0.1048513427376747,97.98,0.1193730682134628,91.99,11,0.005
40,872093242384.0,0.0643466934561729,98.14,0.1028797924518585,92.28,11,0.005
50,1084755687184.0,0.0536127649247646,98.66,0.1093725338578224,92.52,11,0.005
60,1297418131984.0,0.0564124919474124,98.88,0.1182460412383079,92.59,11,0.005
70,1510080576784.0,0.0386234261095523,99.04,0.1131156980991363,92.62,11,0.005
80,1722743021584.0,0.0497696548700332,99.24,0.1128029823303222,92.73,11,0.005
90,1935405466384.0,0.0389969572424888,99.32,0.1155578717589378,92.86,11,0.005
100,2148067911184.0,0.0405301675200462,99.38,0.1397489458322525,92.93,11,0.005
101,2148067911184.0,0.043616734445095,99.34,0.139748990535736,92.93,11,0.005
-1,176894416.0,1.3816901445388794,61.5,1.3323771953582764,62.96,12,0.005
0,21404224336.0,0.3382185697555542,90.88,0.3592015504837036,86.5,12,0.005
10,233677523536.0,0.1146780177950859,95.42,0.1706117838621139,90.07,12,0.005
20,445950822736.0,0.0809047669172287,96.74,0.1741211712360382,91.01,12,0.005
30,658224121936.0,0.1110416129231453,97.68,0.1338141411542892,91.77,12,0.005
40,870497421136.0,0.0608791075646877,98.3,0.1399442106485366,92.1,12,0.005
50,1082770720336.0,0.0572483241558074,98.72,0.147053524851799,92.19,12,0.005
60,1295044019536.0,0.0691908374428749,99.02,0.20170758664608,92.46,12,0.005
70,1507317318736.0,0.052601795643568,99.14,0.1511053144931793,92.55,12,0.005
80,1719590617936.0,0.0557849332690238,99.24,0.1754515618085861,92.7,12,0.005
90,1931863917136.0,0.0562136843800544,99.18,0.1519761383533477,92.55,12,0.005
100,2144137216336.0,0.0312074180692434,99.28,0.1642140001058578,92.69,12,0.005
101,2144137216336.0,0.0517833903431892,99.54,0.1642140001058578,92.69,12,0.005
-1,177005632.0,1.067813277244568,65.2,1.0477343797683716,66.77,13,0.005
0,21417681472.0,0.3629491329193115,90.94,0.346718966960907,86.94,13,0.005
10,233824439872.0,0.1436842828989029,95.04,0.148240715265274,90.55,13,0.005
20,446231198272.0,0.0691069066524505,96.76,0.1576594561338424,91.35,13,0.005
30,658637956672.0,0.0655380114912986,97.96,0.1294503509998321,92.02,13,0.005
40,871044715072.0,0.0699342563748359,98.02,0.1626635491847992,92.19,13,0.005
50,1083451473472.0,0.0599285811185836,98.32,0.1472819745540619,92.4,13,0.005
60,1295858231872.0,0.0588224604725837,98.8,0.1473298221826553,92.6,13,0.005
70,1508264990272.0,0.055992666631937,98.74,0.1367680430412292,92.67,13,0.005
80,1720671748672.0,0.0488407723605632,99.06,0.1437738090753555,92.63,13,0.005
90,1933078507072.0,0.0436608903110027,99.28,0.1426901072263717,92.74,13,0.005
100,2145485265472.0,0.0419838689267635,99.3,0.1822909712791443,92.7,13,0.005
101,2145485265472.0,0.0385119095444679,99.16,0.1822909563779831,92.7,13,0.005
-1,177127360.0,1.217952013015747,64.18,1.199526309967041,64.09,14,0.005
0,21432410560.0,0.3417320549488067,91.94,0.3276023864746094,87.56,14,0.005
10,233985242560.0,0.1150085926055908,95.36,0.129471868276596,90.54,14,0.005
20,446538074560.0,0.082194872200489,96.64,0.128212958574295,91.47,14,0.005
30,659090906560.0,0.0579367466270923,97.82,0.1412662267684936,92.05,14,0.005
40,871643738560.0,0.0462239384651184,98.28,0.1369891613721847,92.36,14,0.005
50,1084196570560.0,0.0509680733084678,98.7,0.1194397956132888,92.47,14,0.005
60,1296749402560.0,0.071197472512722,98.62,0.1442912071943283,92.67,14,0.005
70,1509302234560.0,0.0663563758134841,98.9,0.1317410320043563,92.78,14,0.005
80,1721855066560.0,0.0526768639683723,99.06,0.1307159811258316,92.74,14,0.005
90,1934407898560.0,0.0512983277440071,99.06,0.1361847668886184,92.98,14,0.005
100,2146960730560.0,0.0395933426916599,99.4,0.1296014785766601,92.82,14,0.005
101,2146960730560.0,0.0376035571098327,99.18,0.1296015083789825,92.82,14,0.005
-1,177404512.0,1.2968592643737793,57.34,1.289270520210266,58.37,15,0.005
0,21465945952.0,0.3759956955909729,91.02,0.3520531356334686,87.15,15,0.005
10,234351360352.0,0.1206206232309341,95.4,0.1519727557897567,90.31,15,0.005
20,447236774752.0,0.07163055986166,96.76,0.1580162048339843,91.24,15,0.005
30,660122189152.0,0.0676551237702369,97.6,0.1150317564606666,91.95,15,0.005
40,873007603552.0,0.0762617066502571,98.08,0.186327651143074,91.94,15,0.005
50,1085893017952.0,0.0719117373228073,98.2,0.169326826930046,92.28,15,0.005
60,1298778432352.0,0.0566648319363594,99.08,0.1643903702497482,92.48,15,0.005
70,1511663846752.0,0.0452366806566715,99.2,0.1834108233451843,92.54,15,0.005
80,1724549261152.0,0.0469460450112819,99.22,0.1643383800983429,92.64,15,0.005
90,1937434675552.0,0.0428460873663425,99.14,0.1664071381092071,92.76,15,0.005
100,2150320089952.0,0.0309198424220085,99.24,0.1687691658735275,92.75,15,0.005
101,2150320089952.0,0.0376203842461109,99.32,0.1687691658735275,92.75,15,0.005
-1,176780224.0,1.252475619316101,65.02,1.221160650253296,66.45,16,0.005
0,21390407104.0,0.354654848575592,90.38,0.329095721244812,86.86,16,0.005
10,233526675904.0,0.1391151398420334,95.58,0.1867959052324295,90.51,16,0.005
20,445662944704.0,0.0802994295954704,97.08,0.1364394873380661,91.64,16,0.005
30,657799213504.0,0.0984002649784088,97.88,0.1096229255199432,92.16,16,0.005
40,869935482304.0,0.0583445616066455,98.28,0.1330812275409698,92.49,16,0.005
50,1082071751104.0,0.0511271394789218,98.48,0.1358674168586731,92.7,16,0.005
60,1294208019904.0,0.0475205518305301,98.78,0.1223805695772171,92.92,16,0.005
70,1506344288704.0,0.0419373363256454,99.12,0.1396640092134475,92.99,16,0.005
80,1718480557504.0,0.039131049066782,98.92,0.1592583656311035,93.13,16,0.005
90,1930616826304.0,0.0497001446783542,99.3,0.1096824035048484,93.1,16,0.005
100,2142753095104.0,0.0379809476435184,99.48,0.1508447974920272,93.22,16,0.005
101,2142753095104.0,0.0356447957456111,99.52,0.1508447825908661,93.22,16,0.005
-1,177039568.0,1.0808374881744385,67.52,1.09881591796875,66.5,17,0.005
0,21421787728.0,0.3345580995082855,90.3,0.3152506351470947,87.07,17,0.005
10,233869269328.0,0.1076433509588241,95.68,0.1217203140258789,90.73,17,0.005
20,446316750928.0,0.0996178984642028,97.14,0.1272594481706619,91.78,17,0.005
30,658764232528.0,0.0777236223220825,97.9,0.119289793074131,92.38,17,0.005
40,871211714128.0,0.0817156657576561,98.46,0.1318015605211258,92.42,17,0.005
50,1083659195728.0,0.0476088896393775,98.7,0.1285977363586425,92.61,17,0.005
60,1296106677328.0,0.0483100526034832,98.76,0.1386377513408661,92.67,17,0.005
70,1508554158928.0,0.0665447860956192,98.96,0.1374070048332214,92.76,17,0.005
80,1721001640528.0,0.0547001846134662,99.06,0.1627884805202484,92.85,17,0.005
90,1933449122128.0,0.0541995465755462,99.1,0.1356610357761383,92.75,17,0.005
100,2145896603728.0,0.0444550476968288,99.44,0.1315899938344955,93.05,17,0.005
101,2145896603728.0,0.0425077155232429,99.54,0.1315900236368179,93.05,17,0.005
-1,176955904.0,1.1633394956588743,63.18,1.1263196468353271,63.81,18,0.005
0,21411664384.0,0.3806023895740509,90.96,0.3645925223827362,86.68,18,0.005
10,233758749184.0,0.1271614730358123,95.32,0.1879650801420211,90.23,18,0.005
20,446105833984.0,0.0934969186782836,96.96,0.1656330972909927,91.24,18,0.005
30,658452918784.0,0.0652229636907577,97.44,0.1723842918872833,91.79,18,0.005
40,870800003584.0,0.0595674104988575,97.98,0.1472895890474319,92.22,18,0.005
50,1083147088384.0,0.0454576574265956,98.64,0.1818655282258987,92.54,18,0.005
60,1295494173184.0,0.0679993331432342,98.7,0.1714836061000824,92.75,18,0.005
70,1507841257984.0,0.0632301643490791,99.0,0.1621289998292923,92.81,18,0.005
80,1720188342784.0,0.045199017971754,99.2,0.2143373936414718,92.77,18,0.005
90,1932535427584.0,0.0493251979351043,99.32,0.2097366601228714,92.75,18,0.005
100,2144882512384.0,0.0530536100268363,99.42,0.2474671751260757,92.93,18,0.005
101,2144882512384.0,0.0517142564058303,99.4,0.2474672198295593,92.93,18,0.005
-1,177021088.0,1.188667893409729,64.38,1.198251247406006,63.91,19,0.005
0,21419551648.0,0.3465068936347961,89.84,0.3557758331298828,86.19,19,0.005
10,233844857248.0,0.1104219108819961,95.26,0.1378390938043594,90.27,19,0.005
20,446270162848.0,0.0801626816391944,96.32,0.1186978742480278,91.23,19,0.005
30,658695468448.0,0.0612855404615402,97.72,0.1003860905766487,91.93,19,0.005
40,871120774048.0,0.0665893927216529,98.02,0.0954134687781333,92.33,19,0.005
50,1083546079648.0,0.0496441945433616,98.66,0.1372268348932266,92.37,19,0.005
60,1295971385248.0,0.0485410131514072,98.66,0.1058141365647316,92.63,19,0.005
70,1508396690848.0,0.0705666169524192,98.74,0.1271248608827591,92.78,19,0.005
80,1720821996448.0,0.0528810396790504,98.9,0.150629237294197,92.74,19,0.005
90,1933247302048.0,0.039800327271223,99.3,0.1395708173513412,92.86,19,0.005
100,2145672607648.0,0.0552668012678623,99.3,0.1295333206653595,92.88,19,0.005
101,2145672607648.0,0.0398946925997734,99.38,0.1295333206653595,92.88,19,0.005
-1,203674480.0,0.8129092454910278,89.72,0.7276906967163086,86.5,0,0.001
0,24644612080.0,0.2319535911083221,98.7,0.2324210554361343,92.96,0,0.001
10,269053988080.0,0.065414622426033,99.12,0.0989216268062591,93.54,0,0.001
20,513463364080.0,0.05341038107872,99.34,0.095813974738121,93.57,0,0.001
30,757872740080.0,0.0442450642585754,99.4,0.1028807237744331,93.74,0,0.001
40,1002282116080.0,0.0424101985991001,99.56,0.1203009039163589,93.84,0,0.001
50,1246691492080.0,0.0299718976020813,99.76,0.112801544368267,93.9,0,0.001
60,1491100868080.0,0.0299524832516908,99.72,0.1064833626151084,93.94,0,0.001
70,1735510244080.0,0.0358542129397392,99.68,0.1294342428445816,94.08,0,0.001
80,1979919620080.0,0.0222848821431398,99.76,0.1237124502658844,94.04,0,0.001
90,2224328996080.0,0.0294283106923103,99.92,0.1304778009653091,94.0,0,0.001
100,2468738372080.0,0.0268019363284111,99.8,0.1075940206646919,94.03,0,0.001
101,2468738372080.0,0.0257154013961553,99.86,0.1075940057635307,94.03,0,0.001
-1,203762560.0,0.7953692078590393,89.1,0.7599868774414062,85.36,1,0.001
0,24655269760.0,0.2497026920318603,98.68,0.2374504208564758,93.12,1,0.001
10,269170341760.0,0.0709176361560821,99.08,0.1101399734616279,93.51,1,0.001
20,513685413760.0,0.0448948703706264,99.1,0.1041308790445327,93.66,1,0.001
30,758200485760.0,0.0388063080608844,99.44,0.0874845087528228,93.88,1,0.001
40,1002715557760.0,0.0385144986212253,99.64,0.1053766012191772,93.86,1,0.001
50,1247230629760.0,0.0300978161394596,99.66,0.1014055237174034,93.76,1,0.001
60,1491745701760.0,0.0299006011337041,99.68,0.1019464060664177,93.83,1,0.001
70,1736260773760.0,0.0320301577448844,99.7,0.1043660044670105,93.86,1,0.001
80,1980775845760.0,0.0259732902050018,99.74,0.111732617020607,93.89,1,0.001
90,2225290917760.0,0.0226424783468246,99.9,0.142675831913948,93.9,1,0.001
100,2469805989760.0,0.026684446260333,99.74,0.1056352034211158,93.98,1,0.001
101,2469805989760.0,0.0378850735723972,99.92,0.1056352257728576,93.98,1,0.001
-1,203754352.0,0.8146042227745056,89.82,0.7560921907424927,85.87,2,0.001
0,24654276592.0,0.2245562523603439,98.18,0.2214759141206741,92.93,2,0.001
10,269159498992.0,0.0673485174775123,99.12,0.0980510711669921,93.35,2,0.001
20,513664721392.0,0.0588368587195873,99.16,0.0854578390717506,93.48,2,0.001
30,758169943792.0,0.0432780385017395,99.56,0.0953823924064636,93.65,2,0.001
40,1002675166192.0,0.0395861789584159,99.64,0.0998913124203682,93.78,2,0.001
50,1247180388592.0,0.0400605723261833,99.72,0.100906915962696,93.78,2,0.001
60,1491685610992.0,0.0247935634106397,99.78,0.106656827032566,93.88,2,0.001
70,1736190833392.0,0.0329069346189498,99.68,0.0992073789238929,93.96,2,0.001
80,1980696055792.0,0.0317897461354732,99.72,0.0998069792985916,93.88,2,0.001
90,2225201278192.0,0.0238617230206727,99.68,0.1043173968791961,93.92,2,0.001
100,2469706500592.0,0.0320757217705249,99.86,0.1125038191676139,94.0,2,0.001
101,2469706500592.0,0.0214432850480079,99.84,0.1125038340687751,94.0,2,0.001
-1,203727424.0,0.7308809757232666,91.36,0.648097574710846,87.07,3,0.001
0,24651018304.0,0.2297652512788772,98.76,0.2144223898649215,93.12,3,0.001
10,269123927104.0,0.0787002295255661,99.12,0.0844372883439064,93.37,3,0.001
20,513596835904.0,0.0446771793067455,99.42,0.0873484760522842,93.52,3,0.001
30,758069744704.0,0.0328581742942333,99.5,0.0886113047599792,93.75,3,0.001
40,1002542653504.0,0.0569392070174217,99.6,0.1169268786907196,93.73,3,0.001
50,1247015562304.0,0.0358457677066326,99.64,0.0957904234528541,93.88,3,0.001
60,1491488471104.0,0.0339624062180519,99.62,0.1035252138972282,93.79,3,0.001
70,1735961379904.0,0.0284517481923103,99.76,0.0981256142258644,93.93,3,0.001
80,1980434288704.0,0.0246799178421497,99.68,0.1224906146526336,93.9,3,0.001
90,2224907197504.0,0.0278258845210075,99.86,0.1185279935598373,93.99,3,0.001
100,2469380106304.0,0.0292035061866045,99.82,0.1217470690608024,93.85,3,0.001
101,2469380106304.0,0.0291275084018707,99.84,0.1217470318078994,93.85,3,0.001
-1,203714464.0,0.7989608645439148,92.04,0.6921030282974243,87.44,4,0.001
0,24649450144.0,0.2481883615255355,98.92,0.2269890755414962,93.15,4,0.001
10,269106806944.0,0.0694978460669517,99.28,0.0986412465572357,93.34,4,0.001
20,513564163744.0,0.0624747797846794,99.56,0.0998613461852073,93.62,4,0.001
30,758021520544.0,0.0339363850653171,99.56,0.1062473654747009,93.64,4,0.001
40,1002478877344.0,0.0403367392718791,99.5,0.0973451361060142,93.8,4,0.001
50,1246936234144.0,0.0463585965335369,99.64,0.132368266582489,93.79,4,0.001
60,1491393590944.0,0.0265582669526338,99.74,0.1115361824631691,93.8,4,0.001
70,1735850947744.0,0.0261497385799884,99.76,0.0985138639807701,93.84,4,0.001
80,1980308304544.0,0.0249322894960641,99.86,0.1104229986667633,93.85,4,0.001
90,2224765661344.0,0.0184031520038843,99.8,0.1030133739113807,93.99,4,0.001
100,2469223018144.0,0.0259088929742574,99.8,0.1086611896753311,93.99,4,0.001
101,2469223018144.0,0.0305622164160013,99.78,0.1086612045764923,93.99,4,0.001
-1,203663056.0,0.779641330242157,91.04,0.7064777612686157,86.94,5,0.001
0,24643229776.0,0.2367311716079712,98.46,0.2257421314716339,93.06,5,0.001
10,269038896976.0,0.0657463818788528,99.0,0.1082931235432624,93.43,5,0.001
20,513434564176.0,0.0453086607158184,99.5,0.0901381447911262,93.58,5,0.001
30,757830231376.0,0.0334421135485172,99.5,0.0899744033813476,93.72,5,0.001
40,1002225898576.0,0.0439647957682609,99.62,0.0900917574763298,93.72,5,0.001
50,1246621565776.0,0.0270579792559146,99.62,0.0869968235492706,93.9,5,0.001
60,1491017232976.0,0.020260315388441,99.68,0.0926409214735031,93.95,5,0.001
70,1735412900176.0,0.0261179190129041,99.78,0.0987910628318786,93.95,5,0.001
