Name,Dense Accuracy,Pruned Accuracy
resnet50_normal_cifar10_seed_0_4_rf_level_1.pth,94.92,59.44
resnet50_normal_cifar10_seed_0_3_rf_level_1.pth,94.65,61.39
resnet50_normal_cifar10_seed_0_5_rf_level_1.pth,94.5,24.855
