Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma
-1,69351344.0,1.567466139793396,1.54,1.554044485092163,1.84,0,0.005
0,8391512624.0,0.7879596948623657,3.82,0.7841151356697083,4.04,0,0.005
10,91613125424.0,0.4181922078132629,12.7,0.503074586391449,12.78,0,0.005
20,174834738224.0,0.3696476221084595,18.96,0.5651304721832275,19.22,0,0.005
30,258056351024.0,0.3650325834751129,23.58,0.6323846578598022,23.15,0,0.005
40,341277963824.0,0.3746918439865112,28.04,0.6856378316879272,26.61,0,0.005
50,424499576624.0,0.445798397064209,31.14,0.8605589270591736,29.5,0,0.005
60,507721189424.0,0.6065201759338379,33.4,1.044228434562683,31.81,0,0.005
70,590942802224.0,0.5934171080589294,36.5,0.9363275170326232,34.4,0,0.005
80,674164415024.0,0.8049068450927734,39.02,1.3619433641433716,35.84,0,0.005
90,757386027824.0,0.8715800642967224,41.7,1.3995132446289062,37.38,0,0.005
100,840607640624.0,0.7858617901802063,43.64,1.1885559558868408,40.08,0,0.005
101,840607640624.0,0.7976934909820557,43.54,1.1885559558868408,40.08,0,0.005
-1,69373760.0,1.7958621978759766,1.42,1.795007586479187,1.49,1,0.005
0,8394224960.0,0.8356953263282776,3.6,0.853305995464325,3.95,1,0.005
10,91642736960.0,0.409909039735794,12.28,0.4967252016067505,12.02,1,0.005
20,174891248960.0,0.3168867528438568,17.68,0.5333709716796875,17.41,1,0.005
30,258139760960.0,0.3450345396995544,22.74,0.6200754642486572,21.94,1,0.005
40,341388272960.0,0.36165252327919,26.86,0.639685869216919,26.41,1,0.005
50,424636784960.0,0.433435320854187,31.0,0.7556949257850647,29.73,1,0.005
60,507885296960.0,0.4756391942501068,33.52,0.6714264750480652,32.66,1,0.005
70,591133808960.0,0.6219564080238342,35.92,0.956505298614502,34.22,1,0.005
80,674382320960.0,0.697213888168335,39.62,0.8668534755706787,36.75,1,0.005
90,757630832960.0,0.6181789636611938,41.66,0.9585186243057252,38.67,1,0.005
100,840879344960.0,0.8916444182395935,44.76,1.106351017951965,40.53,1,0.005
101,840879344960.0,0.8988016843795776,44.12,1.106351017951965,40.53,1,0.005
-1,69473120.0,1.838938474655152,1.78,1.8665200471878047,1.77,2,0.005
0,8406247520.0,0.8878800272941589,3.14,0.9290961027145386,3.45,2,0.005
10,91773991520.0,0.3821672201156616,13.62,0.4968556761741638,12.53,2,0.005
20,175141735520.0,0.3585096299648285,20.42,0.5241037011146545,19.12,2,0.005
30,258509479520.0,0.3761220574378967,25.44,0.5822436213493347,24.11,2,0.005
40,341877223520.0,0.3504596054553985,30.08,0.6679311394691467,27.64,2,0.005
50,425244967520.0,0.4722231924533844,32.14,0.7870889902114868,30.07,2,0.005
60,508612711520.0,0.5190714001655579,34.56,0.9359551668167114,32.51,2,0.005
70,591980455520.0,0.6625252366065979,37.72,1.0799514055252075,34.68,2,0.005
80,675348199520.0,0.6919351816177368,40.06,1.2654370069503784,36.91,2,0.005
90,758715943520.0,0.6678532958030701,43.14,1.1195530891418457,39.17,2,0.005
100,842083687520.0,0.9225752353668212,43.92,1.4187554121017456,39.98,2,0.005
101,842083687520.0,0.9182461500167848,44.02,1.4187554121017456,39.98,2,0.005
-1,69341552.0,1.647166132926941,3.34,1.7076098918914795,2.83,3,0.005
0,8390327792.0,0.833375096321106,5.1,0.8667582273483276,4.65,3,0.005
10,91600190192.0,0.4225688576698303,13.3,0.5430309772491455,12.61,3,0.005
20,174810052592.0,0.3515388071537018,19.06,0.5682417750358582,18.88,3,0.005
30,258019914992.0,0.3293241560459137,24.28,0.567549467086792,23.64,3,0.005
40,341229777392.0,0.4911291599273681,28.74,0.6366559267044067,27.01,3,0.005
50,424439639792.0,0.4158313572406769,32.0,0.6958808898925781,30.18,3,0.005
60,507649502192.0,0.4386180937290191,35.12,0.7966475486755371,32.61,3,0.005
