Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,5.583207607269287,1.02,5.575282096862793,1.0,0,0,GMP,VGG19,cifar100,0.95
0,10835979840.0,2.3768398761749268,1.02,2.340593814849853,1.0,0,0,GMP,VGG19,cifar100,0.95
10,119195778240.0,0.4329728186130523,1.14,0.4605953395366668,1.0,0,0,GMP,VGG19,cifar100,0.95
20,227555576640.0,0.1654456108808517,1.4,0.2837560772895813,1.0,0,0,GMP,VGG19,cifar100,0.95
30,335915375040.0,0.0771529674530029,1.4,0.2703038156032562,1.0,0,0,GMP,VGG19,cifar100,0.95
40,444275173440.0,0.0405912213027477,1.4,0.2726102769374847,1.0,0,0,GMP,VGG19,cifar100,0.95
50,552634971840.0,0.0402479581534862,1.4,0.2759412825107574,1.0,0,0,GMP,VGG19,cifar100,0.95
60,660994770240.0,0.0375765115022659,1.4,0.2726207077503204,1.0,0,0,GMP,VGG19,cifar100,0.95
70,769354568640.0,0.0291559305042028,1.4,0.2785834968090057,1.0,0,0,GMP,VGG19,cifar100,0.95
80,877714367040.0,0.0355381965637207,1.4,0.2737666964530945,1.0,0,0,GMP,VGG19,cifar100,0.95
90,986074165440.0,0.025098294019699,1.4,0.2744806706905365,1.0,0,0,GMP,VGG19,cifar100,0.95
100,1094433963840.0,0.0257750619202852,1.4,0.2775457501411438,1.0,0,0,GMP,VGG19,cifar100,0.95
101,1094433963840.0,0.0257760509848594,1.4,0.2775457501411438,1.0,0,0,GMP,VGG19,cifar100,0.95
-1,0.0,5.532714366912842,1.14,5.575282096862793,1.0,1,0,GMP,VGG19,cifar100,0.95
0,10835979840.0,2.3365278244018555,1.14,2.352058172225952,1.0,1,0,GMP,VGG19,cifar100,0.95
10,119195778240.0,0.421284943819046,1.16,0.4623694717884063,1.0,1,0,GMP,VGG19,cifar100,0.95
20,227555576640.0,0.1588204354047775,1.2,0.2901431918144226,1.0,1,0,GMP,VGG19,cifar100,0.95
30,335915375040.0,0.0829139053821563,1.2,0.2705496549606323,1.0,1,0,GMP,VGG19,cifar100,0.95
40,444275173440.0,0.0513057857751846,2.0,0.2637799084186554,1.54,1,0,GMP,VGG19,cifar100,0.95
50,552634971840.0,0.0366139523684978,1.24,0.2614130079746246,1.0,1,0,GMP,VGG19,cifar100,0.95
60,660994770240.0,0.0298784654587507,1.24,0.2639475762844085,1.0,1,0,GMP,VGG19,cifar100,0.95
70,769354568640.0,0.0339023545384407,1.22,0.2665087878704071,1.0,1,0,GMP,VGG19,cifar100,0.95
80,877714367040.0,0.0314345322549343,1.24,0.2613058388233185,1.0,1,0,GMP,VGG19,cifar100,0.95
90,986074165440.0,0.0325422920286655,1.22,0.2585133910179138,1.0,1,0,GMP,VGG19,cifar100,0.95
100,1094433963840.0,0.0331740640103817,1.24,0.2543818056583404,1.0,1,0,GMP,VGG19,cifar100,0.95
101,1094433963840.0,0.033174343407154,1.24,0.2543818056583404,1.0,1,0,GMP,VGG19,cifar100,0.95
-1,0.0,5.577301979064941,0.9,5.575282096862793,1.0,2,0,GMP,VGG19,cifar100,0.95
0,10835979840.0,2.343640089035034,0.9,2.3455045223236084,1.0,2,0,GMP,VGG19,cifar100,0.95
10,119195778240.0,0.4300670921802521,0.96,0.4549202919006347,1.0,2,0,GMP,VGG19,cifar100,0.95
20,227555576640.0,0.1690859794616699,1.38,0.2810974717140198,1.0,2,0,GMP,VGG19,cifar100,0.95
30,335915375040.0,0.0797883495688438,1.38,0.2627852261066437,1.0,2,0,GMP,VGG19,cifar100,0.95
40,444275173440.0,0.0485537946224212,1.38,0.2687248289585113,1.0,2,0,GMP,VGG19,cifar100,0.95
50,552634971840.0,0.0396827533841133,1.38,0.267834335565567,1.0,2,0,GMP,VGG19,cifar100,0.95
60,660994770240.0,0.036409106105566,1.38,0.270956814289093,1.0,2,0,GMP,VGG19,cifar100,0.95
70,769354568640.0,0.0368055365979671,1.38,0.270336389541626,1.0,2,0,GMP,VGG19,cifar100,0.95
80,877714367040.0,0.0323416739702224,1.38,0.2685184478759765,1.0,2,0,GMP,VGG19,cifar100,0.95
90,986074165440.0,0.0279193222522735,1.38,0.2702986299991607,1.0,2,0,GMP,VGG19,cifar100,0.95
100,1094433963840.0,0.0356763526797294,1.38,0.2632131278514862,1.0,2,0,GMP,VGG19,cifar100,0.95
101,1094433963840.0,0.0356784351170063,1.38,0.2632131278514862,1.0,2,0,GMP,VGG19,cifar100,0.95
