layer_names,pr
conv1,0.0
layer1.0.conv1,0.5493164
layer1.0.conv2,0.44856772
layer1.0.conv3,0.31970215
layer1.0.shortcut.0,0.45812988
layer1.1.conv1,0.49578857
layer1.1.conv2,0.53930664
layer1.1.conv3,0.3665161
layer1.2.conv1,0.2998047
layer1.2.conv2,0.3617893
layer1.2.conv3,0.2701416
layer2.0.conv1,0.26101685
layer2.0.conv2,0.4470486
layer2.0.conv3,0.34194946
layer2.0.shortcut.0,0.20540619
layer2.1.conv1,0.25787354
layer2.1.conv2,0.33187526
layer2.1.conv3,0.3012085
layer2.2.conv1,0.32995605
layer2.2.conv2,0.4275106
layer2.2.conv3,0.33258057
layer2.3.conv1,0.18687439
layer2.3.conv2,0.35828316
layer2.3.conv3,0.41596985
layer3.0.conv1,0.23455048
layer3.0.conv2,0.32558864
layer3.0.conv3,0.40613937
layer3.0.shortcut.0,0.53375435
layer3.1.conv1,0.90548706
layer3.1.conv2,0.99019027
layer3.1.conv3,0.9919739
layer3.2.conv1,0.8880501
layer3.2.conv2,0.9883287
layer3.2.conv3,0.993309
layer3.3.conv1,0.833786
layer3.3.conv2,0.98424447
layer3.3.conv3,0.98690414
layer3.4.conv1,0.8494072
layer3.4.conv2,0.98369855
layer3.4.conv3,0.99129105
layer3.5.conv1,0.8821869
layer3.5.conv2,0.98991734
layer3.5.conv3,0.99653244
layer4.0.conv1,0.80934525
layer4.0.conv2,0.97196877
layer4.0.conv3,0.95164204
layer4.0.shortcut.0,0.9597373
layer4.1.conv1,1.0
layer4.1.conv2,1.0
layer4.1.conv3,1.0
layer4.2.conv1,1.0
layer4.2.conv2,1.0
layer4.2.conv3,1.0
linear,0.0
