Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,2.552722215652466,54.7,2.3158249855041504,48.34,0,0,GMP,resnet50,cifar100,0.8
0,28157998080.0,0.7490687966346741,91.42,0.708478569984436,71.38,0,0,GMP,resnet50,cifar100,0.8
10,309737978880.0,0.1651450842618942,97.24,0.4605193734169006,74.75,0,0,GMP,resnet50,cifar100,0.8
20,591317959680.0,0.1248056590557098,98.02,0.4648425281047821,75.27,0,0,GMP,resnet50,cifar100,0.8
30,872897940480.0,0.1024283096194267,98.58,0.5019909739494324,75.59,0,0,GMP,resnet50,cifar100,0.8
40,1154477921280.0,0.096276581287384,98.66,0.5014292597770691,75.78,0,0,GMP,resnet50,cifar100,0.8
50,1436057902080.0,0.0800921320915222,99.06,0.4944203197956085,76.08,0,0,GMP,resnet50,cifar100,0.8
60,1717637882880.0,0.0764562338590622,99.06,0.5242465734481812,76.17,0,0,GMP,resnet50,cifar100,0.8
70,1999217863680.0,0.0703614801168441,99.38,0.5232231020927429,76.37,0,0,GMP,resnet50,cifar100,0.8
80,2280797844480.0,0.0716577619314193,99.44,0.5401772260665894,76.35,0,0,GMP,resnet50,cifar100,0.8
90,2562377825280.0,0.0638781860470771,99.52,0.5405188798904419,76.29,0,0,GMP,resnet50,cifar100,0.8
100,2843957806080.0,0.0638462081551551,99.6,0.5471572279930115,76.45,0,0,GMP,resnet50,cifar100,0.8
101,2843957806080.0,0.066794641315937,99.62,0.5471572279930115,76.45,0,0,GMP,resnet50,cifar100,0.8
-1,0.0,2.6165366172790527,54.22,2.315825223922729,48.34,1,0,GMP,resnet50,cifar100,0.8
0,28157998080.0,0.7421154379844666,92.48,0.7107159495353699,71.22,1,0,GMP,resnet50,cifar100,0.8
10,309737978880.0,0.1571216881275177,97.38,0.4398640096187591,74.75,1,0,GMP,resnet50,cifar100,0.8
20,591317959680.0,0.1315199136734008,97.96,0.4504532516002655,75.46,1,0,GMP,resnet50,cifar100,0.8
30,872897940480.0,0.0991682559251785,98.6,0.4974540472030639,75.77,1,0,GMP,resnet50,cifar100,0.8
40,1154477921280.0,0.0963205620646476,98.68,0.4914202392101288,76.09,1,0,GMP,resnet50,cifar100,0.8
50,1436057902080.0,0.0937793999910354,99.06,0.4625840783119201,76.33,1,0,GMP,resnet50,cifar100,0.8
60,1717637882880.0,0.0723377913236618,99.16,0.491346925497055,76.49,1,0,GMP,resnet50,cifar100,0.8
70,1999217863680.0,0.0716942846775055,99.28,0.5210176706314087,76.44,1,0,GMP,resnet50,cifar100,0.8
80,2280797844480.0,0.0757610723376274,99.4,0.5422068238258362,76.62,1,0,GMP,resnet50,cifar100,0.8
90,2562377825280.0,0.0741146951913833,99.42,0.5325904488563538,76.51,1,0,GMP,resnet50,cifar100,0.8
100,2843957806080.0,0.0701639503240585,99.56,0.530596137046814,76.62,1,0,GMP,resnet50,cifar100,0.8
101,2843957806080.0,0.0712499544024467,99.6,0.530596137046814,76.62,1,0,GMP,resnet50,cifar100,0.8
-1,0.0,2.5851194858551025,53.88,2.315825223922729,48.34,2,0,GMP,resnet50,cifar100,0.8
0,28157998080.0,0.7229933738708496,91.82,0.7004739046096802,71.28,2,0,GMP,resnet50,cifar100,0.8
10,309737978880.0,0.1572856605052948,96.76,0.4324989318847656,74.61,2,0,GMP,resnet50,cifar100,0.8
20,591317959680.0,0.1409875899553299,97.94,0.4310462176799774,75.34,2,0,GMP,resnet50,cifar100,0.8
30,872897940480.0,0.0915339142084121,98.48,0.4282788634300232,75.93,2,0,GMP,resnet50,cifar100,0.8
40,1154477921280.0,0.0836116820573806,99.02,0.4290181696414947,75.98,2,0,GMP,resnet50,cifar100,0.8
50,1436057902080.0,0.0950253754854202,99.08,0.4474637508392334,76.14,2,0,GMP,resnet50,cifar100,0.8
60,1717637882880.0,0.073828101158142,99.04,0.4420890212059021,76.12,2,0,GMP,resnet50,cifar100,0.8
70,1999217863680.0,0.0797294974327087,99.2,0.4686246812343597,76.33,2,0,GMP,resnet50,cifar100,0.8
80,2280797844480.0,0.0618253611028194,99.52,0.4671883881092071,76.43,2,0,GMP,resnet50,cifar100,0.8
90,2562377825280.0,0.0638482123613357,99.4,0.4869096875190735,76.5,2,0,GMP,resnet50,cifar100,0.8
100,2843957806080.0,0.0672048032283783,99.52,0.4866886734962463,76.59,2,0,GMP,resnet50,cifar100,0.8
101,2843957806080.0,0.0574445165693759,99.58,0.4866887032985687,76.59,2,0,GMP,resnet50,cifar100,0.8
