layer_names,pr
conv1,0.0
layer1.0.conv1,0.9102919
layer1.0.conv2,0.87972003
layer1.1.conv1,0.8203125
layer1.1.conv2,0.8132324
layer2.0.conv1,0.67770725
layer2.0.conv2,0.70528156
layer2.0.shortcut.0,0.5246582
layer2.1.conv1,0.7580227
layer2.1.conv2,0.7643636
layer3.0.conv1,0.5672133
layer3.0.conv2,0.6604394
layer3.0.shortcut.0,0.4772339
layer3.1.conv1,0.7092658
layer3.1.conv2,0.72195435
layer4.0.conv1,0.54728615
layer4.0.conv2,0.61041427
layer4.0.shortcut.0,0.60987854
layer4.1.conv1,0.6338336
layer4.1.conv2,0.9424765
linear,0.0
