Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual
-1,0.0,5.6294684410095215,2.28,5.689358234405518,2.3,0
0,8668919040.0,1.06349515914917,7.9,1.0815898180007937,7.53,0
10,95358109440.0,0.5024685263633728,20.64,0.7957088351249695,19.97,0
20,182047299840.0,0.6839499473571777,26.68,1.0994538068771362,26.05,0
30,268736490240.0,0.7615472078323364,31.88,1.1822452545166016,30.47,0
40,355425680640.0,1.046027421951294,35.12,1.5820339918136597,33.17,0
50,442114871040.0,1.3940222263336182,38.36,1.60359787940979,35.48,0
60,528804061440.0,1.463992714881897,40.94,1.579926371574402,37.78,0
70,615493251840.0,1.4665493965148926,44.12,1.7772939205169678,39.71,0
80,702182442240.0,1.319521427154541,47.26,2.073380947113037,41.73,0
90,788871632640.0,1.5501707792282104,47.9,2.032752513885498,43.59,0
100,875560823040.0,1.9650663137435915,50.0,2.220400094985962,44.34,0
101,875560823040.0,1.9578686952590945,49.96,2.220400094985962,44.34,0
-1,0.0,5.6577253341674805,1.92,5.689358234405518,2.3,1
0,8668919040.0,1.0699032545089722,8.28,1.079067587852478,7.77,1
10,95358109440.0,0.4514500498771667,20.32,0.8426197171211243,19.02,1
20,182047299840.0,0.6478813886642456,26.36,0.9928587675094604,26.12,1
30,268736490240.0,0.7308100461959839,31.8,1.2137054204940796,29.23,1
40,355425680640.0,1.0683627128601074,35.48,1.5199105739593506,32.39,1
50,442114871040.0,1.204574704170227,38.54,1.6725597381591797,35.67,1
60,528804061440.0,1.3226345777511597,41.68,1.8363770246505735,37.81,1
70,615493251840.0,1.3869158029556274,43.96,1.912574887275696,39.63,1
80,702182442240.0,1.1329866647720337,46.96,1.5754019021987915,42.4,1
90,788871632640.0,1.309801459312439,48.62,1.8044891357421875,43.88,1
100,875560823040.0,1.4476077556610107,50.02,1.9012662172317505,45.1,1
101,875560823040.0,1.4260289669036863,50.58,1.9012662172317505,45.1,1
-1,0.0,5.6118011474609375,2.24,5.689358234405518,2.3,2
0,8668919040.0,1.0616509914398191,8.0,1.0294109582901,8.14,2
10,95358109440.0,0.5789089202880859,20.86,0.7891328930854797,19.27,2
20,182047299840.0,0.5916947722434998,28.42,0.8915007710456848,25.79,2
30,268736490240.0,0.8744000792503357,33.4,1.1297712326049805,30.31,2
40,355425680640.0,0.9769903421401978,36.3,1.6278046369552612,32.45,2
50,442114871040.0,1.2538613080978394,39.14,1.863753080368042,35.19,2
60,528804061440.0,1.341544508934021,42.62,1.7628811597824097,38.27,2
70,615493251840.0,1.2366631031036377,45.42,1.9837682247161863,39.64,2
80,702182442240.0,1.41661536693573,47.22,1.846169352531433,42.05,2
90,788871632640.0,1.2600749731063845,50.28,1.850224733352661,43.92,2
100,875560823040.0,1.6334872245788574,51.34,2.0900399684906006,45.29,2
101,875560823040.0,1.6190917491912842,50.78,2.0900399684906006,45.29,2
-1,0.0,5.738317012786865,1.86,5.689358234405518,2.3,3
0,8668919040.0,1.1263483762741089,7.62,1.059675931930542,7.64,3
10,95358109440.0,0.4968174397945404,20.68,0.7845100164413452,20.16,3
20,182047299840.0,0.6488590240478516,26.24,1.1099742650985718,24.8,3
30,268736490240.0,0.9623904228210448,31.62,1.4229110479354858,28.94,3
40,355425680640.0,0.9833545088768004,35.14,1.4305498600006104,32.99,3
50,442114871040.0,1.065359592437744,38.08,1.6533055305480957,35.14,3
60,528804061440.0,1.248544692993164,41.3,1.7344319820404053,37.04,3
70,615493251840.0,1.543155312538147,42.8,1.9701555967330933,38.91,3
80,702182442240.0,1.587456226348877,45.38,1.890026569366455,41.49,3
90,788871632640.0,1.603867530822754,48.24,2.119382381439209,43.39,3
100,875560823040.0,1.6492751836776731,50.32,2.139232635498047,44.59,3
101,875560823040.0,1.6470640897750854,50.1,2.139232635498047,44.59,3
-1,0.0,5.6852192878723145,2.24,5.689358234405518,2.3,4
0,8668919040.0,1.0368430614471436,9.26,1.0664745569229126,8.09,4
10,95358109440.0,0.5953890085220337,20.5,0.9143372774124146,19.23,4
20,182047299840.0,0.7479967474937439,27.04,1.1536399126052856,25.54,4
30,268736490240.0,1.0402299165725708,32.06,1.3408479690551758,29.68,4
40,355425680640.0,1.0187004804611206,35.82,1.3744968175888062,33.02,4
50,442114871040.0,1.1681599617004397,38.72,1.5871957540512085,35.49,4
60,528804061440.0,1.1698702573776243,42.18,1.6716902256011963,38.01,4
70,615493251840.0,1.3228851556777954,43.92,1.7852320671081543,39.7,4
80,702182442240.0,1.343548059463501,45.78,1.7546782493591309,41.55,4
90,788871632640.0,1.3204551935195925,48.94,1.811767816543579,43.16,4
100,875560823040.0,1.7061539888381958,50.96,2.0385091304779053,44.49,4
101,875560823040.0,1.7197344303131104,50.66,2.0385091304779053,44.49,4
-1,0.0,5.603641986846924,2.4,5.689358234405518,2.3,5
0,8668919040.0,1.0711750984191897,8.24,1.0796462297439575,7.52,5
10,95358109440.0,0.531875729560852,19.9,0.846500039100647,19.14,5
20,182047299840.0,0.7620446085929871,26.32,1.1825450658798218,25.3,5
30,268736490240.0,0.7688813805580139,31.62,1.325822353363037,29.73,5
40,355425680640.0,1.1177804470062256,34.88,1.6891456842422483,33.01,5
50,442114871040.0,1.259859919548035,37.86,1.9504272937774656,35.35,5
60,528804061440.0,1.3150373697280884,41.74,1.8538711071014404,37.64,5
70,615493251840.0,1.4677090644836426,43.36,1.7584248781204224,40.43,5
80,702182442240.0,1.5855345726013184,45.94,2.119300127029419,41.72,5
90,788871632640.0,1.4645249843597412,49.2,1.9009414911270144,44.25,5
100,875560823040.0,1.666609525680542,50.62,2.1059811115264893,45.51,5
101,875560823040.0,1.6871086359024048,50.04,2.1059811115264893,45.51,5
-1,0.0,5.624511241912842,2.16,5.689358234405518,2.3,6
0,8668919040.0,1.0691441297531128,8.84,1.0479727983474731,8.05,6
10,95358109440.0,0.5015254020690918,20.42,0.8556491732597351,19.66,6
20,182047299840.0,0.6724074482917786,26.82,1.1156984567642212,25.29,6
30,268736490240.0,0.8727982044219971,31.58,1.4241383075714111,29.31,6
40,355425680640.0,1.1139274835586548,35.82,1.5376018285751345,33.09,6
50,442114871040.0,1.2304397821426392,39.22,1.726899266242981,36.07,6
60,528804061440.0,1.3574411869049072,42.98,1.8961607217788696,37.95,6
70,615493251840.0,1.409196376800537,44.88,1.785945177078247,40.45,6
80,702182442240.0,1.4742273092269895,47.38,2.058863878250122,41.86,6
90,788871632640.0,1.5881696939468384,48.86,2.12917160987854,43.33,6
100,875560823040.0,1.2835267782211304,52.48,2.0415563583374023,45.27,6
101,875560823040.0,1.2735675573349,51.5,2.0415563583374023,45.27,6
-1,0.0,5.678816318511963,2.26,5.689358234405518,2.3,7
0,8668919040.0,1.109915852546692,7.7,1.0330580472946167,7.33,7
10,95358109440.0,0.5933908820152283,20.58,0.8250067234039307,19.74,7
20,182047299840.0,0.5676220059394836,26.54,1.0436478853225708,25.52,7
30,268736490240.0,0.8244324326515198,30.64,1.2678637504577637,29.49,7
40,355425680640.0,0.8326311111450195,35.46,1.3262232542037964,33.87,7
50,442114871040.0,0.9883471727371216,38.38,1.5705190896987915,35.63,7
