Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma
101,194586477932.0,0.3164543509483337,51.04,0.4596293568611145,44.87,10,0.005
-1,64296260.0,4.135409355163574,2.86,4.165047645568848,2.55,11,0.005
0,1993184060.0,3.279088258743286,3.92,3.299899816513061,3.55,11,0.005
10,21282062060.0,0.5660101175308228,20.9,0.5502345561981201,20.23,11,0.005
20,40570940060.0,0.5159547924995422,22.36,0.4973342418670654,22.72,11,0.005
30,59859818060.0,0.4562582671642303,27.72,0.4377723038196563,26.51,11,0.005
40,79148696060.0,0.3684444725513458,37.22,0.3685577511787414,34.71,11,0.005
50,98437574060.0,0.3443801999092102,41.46,0.38087859749794,38.14,11,0.005
60,117726452060.0,0.3446090817451477,42.16,0.3835721313953399,38.64,11,0.005
70,137015330060.0,0.3425915837287903,43.28,0.3900990486145019,39.58,11,0.005
80,156304208060.0,0.3328165411949157,47.54,0.4191725254058838,42.72,11,0.005
90,175593086060.0,0.320005863904953,49.02,0.4385730326175689,44.61,11,0.005
100,194881964060.0,0.3197434842586517,49.92,0.4424917101860046,44.95,11,0.005
101,194881964060.0,0.3255064785480499,49.9,0.4424917101860046,44.95,11,0.005
-1,64246424.0,4.023473262786865,3.2,3.93517804145813,3.39,12,0.005
0,1991639144.0,3.190911054611206,3.66,3.1224112510681152,3.97,12,0.005
10,21265566344.0,0.5435693860054016,20.34,0.5343077778816223,20.73,12,0.005
20,40539493544.0,0.4961894452571869,22.98,0.4916864037513733,23.03,12,0.005
30,59813420744.0,0.4378455579280853,27.28,0.4417785704135895,26.3,12,0.005
40,79087347944.0,0.3445531725883484,37.68,0.3798448443412781,34.23,12,0.005
50,98361275144.0,0.3293161690235138,41.54,0.384797602891922,38.37,12,0.005
60,117635202344.0,0.3264458775520324,43.0,0.3883106708526611,38.81,12,0.005
70,136909129544.0,0.3193522989749908,43.62,0.3938608467578888,39.94,12,0.005
80,156183056744.0,0.3234907388687134,47.54,0.4140237867832184,42.58,12,0.005
90,175456983944.0,0.3217153549194336,50.36,0.4299781918525696,44.82,12,0.005
100,194730911144.0,0.3264906406402588,50.3,0.4322729408740997,45.03,12,0.005
101,194730911144.0,0.3183677196502685,50.72,0.4322729408740997,45.03,12,0.005
-1,64241696.0,4.454659461975098,1.48,4.47770881652832,1.47,13,0.005
0,1991492576.0,3.158874034881592,2.78,3.151816129684448,2.86,13,0.005
10,21264001376.0,0.5424898862838745,19.86,0.5296443700790405,20.0,13,0.005
20,40536510176.0,0.5043954849243164,22.9,0.4907796680927276,22.71,13,0.005
30,59809018976.0,0.4533694386482239,27.18,0.4426155388355255,26.64,13,0.005
40,79081527776.0,0.366284042596817,38.8,0.3726482093334198,35.46,13,0.005
50,98354036576.0,0.3491806387901306,43.06,0.3608239889144897,39.74,13,0.005
60,117626545376.0,0.3452544808387756,43.98,0.3625487089157104,40.31,13,0.005
70,136899054176.0,0.3418833613395691,45.06,0.3633620738983154,41.22,13,0.005
80,156171562976.0,0.333436369895935,48.24,0.3830234706401825,43.67,13,0.005
90,175444071776.0,0.3178261220455169,51.56,0.3918730020523071,45.63,13,0.005
100,194716580576.0,0.3206285536289215,52.24,0.395570158958435,45.88,13,0.005
101,194716580576.0,0.3219367563724518,52.24,0.395570158958435,45.88,13,0.005
-1,64280672.0,4.119822502136231,2.26,4.131009101867676,2.37,14,0.005
0,1992700832.0,3.2950477600097656,3.46,3.3040544986724854,3.23,14,0.005
10,21276902432.0,0.5196405053138733,20.4,0.4989483654499054,20.51,14,0.005
20,40561104032.0,0.4762867987155914,23.9,0.4599663019180298,22.6,14,0.005
30,59845305632.0,0.430036187171936,27.9,0.4192396700382232,26.48,14,0.005
40,79129507232.0,0.3587333261966705,36.62,0.378951758146286,34.07,14,0.005
50,98413708832.0,0.3401934802532196,41.22,0.3797689378261566,37.79,14,0.005
60,117697910432.0,0.3421269953250885,41.7,0.3814616203308105,38.43,14,0.005
70,136982112032.0,0.3408603072166443,44.14,0.3859234750270843,39.52,14,0.005
80,156266313632.0,0.3348797261714935,47.24,0.3979202210903168,42.48,14,0.005
90,175550515232.0,0.317449152469635,50.26,0.413149893283844,44.97,14,0.005
100,194834716832.0,0.3159601092338562,51.06,0.4129966795444488,45.41,14,0.005
101,194834716832.0,0.3228700757026672,51.26,0.4129966795444488,45.41,14,0.005
-1,64282700.0,4.074486255645752,2.7,4.104757785797119,2.57,15,0.005
0,1992763700.0,3.1852214336395264,3.52,3.202269554138184,3.39,15,0.005
10,21277573700.0,0.5355521440505981,19.28,0.551551342010498,18.08,15,0.005
20,40562383700.0,0.4867767989635467,21.88,0.5041910409927368,20.46,15,0.005
30,59847193700.0,0.4282382428646087,25.98,0.4521001875400543,24.24,15,0.005
40,79132003700.0,0.3479305207729339,35.9,0.3914419710636139,32.57,15,0.005
50,98416813700.0,0.3269836902618408,41.2,0.3923922479152679,37.13,15,0.005
60,117701623700.0,0.3234622776508331,41.86,0.3943654000759125,37.66,15,0.005
70,136986433700.0,0.3275192379951477,42.36,0.3962266445159912,38.64,15,0.005
80,156271243700.0,0.3250419795513153,46.42,0.4178391098976135,41.87,15,0.005
90,175556053700.0,0.3173303604125976,49.34,0.4274598062038421,44.3,15,0.005
100,194840863700.0,0.3110111355781555,49.88,0.4293828010559082,44.79,15,0.005
101,194840863700.0,0.3082012832164764,50.22,0.4293828010559082,44.79,15,0.005
-1,64237184.0,4.435654640197754,2.34,4.43085241317749,2.42,16,0.005
0,1991352704.0,3.4939560890197754,3.28,3.4971706867218018,3.18,16,0.005
10,21262507904.0,0.5691727995872498,21.62,0.5361614227294922,21.05,16,0.005
20,40533663104.0,0.5166523456573486,24.74,0.4853211939334869,23.92,16,0.005
30,59804818304.0,0.4562289416790008,29.18,0.4280741214752197,28.42,16,0.005
40,79075973504.0,0.3684694766998291,38.52,0.3669582307338714,35.82,16,0.005
50,98347128704.0,0.3476148843765259,43.52,0.3704741597175598,39.39,16,0.005
60,117618283904.0,0.348631739616394,43.1,0.3720741868019104,40.07,16,0.005
70,136889439104.0,0.3455457091331482,44.12,0.3749562799930572,41.05,16,0.005
80,156160594304.0,0.3327241539955139,48.5,0.3933091163635254,43.9,16,0.005
90,175431749504.0,0.3225468099117279,51.74,0.3996231257915497,45.96,16,0.005
100,194702904704.0,0.3222359716892242,52.44,0.4017812609672546,46.17,16,0.005
101,194702904704.0,0.3232441246509552,52.36,0.4017812609672546,46.17,16,0.005
-1,64304444.0,4.002450466156006,2.94,3.995074510574341,3.04,17,0.005
0,1993437764.0,3.159712553024292,4.3,3.1512439250946045,4.32,17,0.005
10,21284770964.0,0.5918862819671631,19.24,0.5565773844718933,19.13,17,0.005
20,40576104164.0,0.5400193333625793,21.68,0.5039409399032593,21.73,17,0.005
30,59867437364.0,0.4721228778362274,25.84,0.443984717130661,25.83,17,0.005
40,79158770564.0,0.3737945258617401,38.06,0.3821951448917389,34.63,17,0.005
50,98450103764.0,0.341382771730423,42.6,0.3828597664833069,38.55,17,0.005
60,117741436964.0,0.3398134112358093,43.42,0.3862674832344055,39.07,17,0.005
70,137032770164.0,0.336352676153183,44.78,0.3920931816101074,40.17,17,0.005
80,156324103364.0,0.3316075503826141,47.98,0.4141563773155212,43.33,17,0.005
90,175615436564.0,0.3148370087146759,50.24,0.4292647242546081,45.72,17,0.005
100,194906769764.0,0.3155522644519806,50.62,0.4324156641960144,46.14,17,0.005
101,194906769764.0,0.3139635622501373,51.98,0.4324156641960144,46.14,17,0.005
-1,64220768.0,4.702569961547852,2.26,4.668264389038086,2.69,18,0.005
0,1990843808.0,3.735875368118286,3.24,3.7127685546875,3.25,18,0.005
10,21257074208.0,0.604500949382782,19.84,0.5765053629875183,18.93,18,0.005
20,40523304608.0,0.5470855236053467,22.54,0.517819344997406,21.49,18,0.005
30,59789535008.0,0.4776857793331146,25.8,0.4515454173088074,25.42,18,0.005
40,79055765408.0,0.3697677552700043,38.44,0.3648516237735748,34.84,18,0.005
50,98321995808.0,0.3477312326431274,43.46,0.3590575754642486,38.81,18,0.005
60,117588226208.0,0.347817599773407,43.7,0.3601990938186645,39.54,18,0.005
70,136854456608.0,0.3425311148166656,45.38,0.361644446849823,40.52,18,0.005
80,156120687008.0,0.3307651281356811,48.98,0.3743529617786407,43.49,18,0.005
90,175386917408.0,0.3212194144725799,51.18,0.3841928839683532,45.16,18,0.005
100,194653147808.0,0.3147224187850952,51.94,0.3849685490131378,45.56,18,0.005
101,194653147808.0,0.3177333474159241,52.16,0.3849685490131378,45.56,18,0.005
-1,73242272.0,3.238393545150757,18.32,3.1616992950439453,17.35,0,0.001
0,2270510432.0,2.197489023208618,25.9,2.142140865325928,24.3,0,0.001
10,24243192032.0,0.7575653195381165,61.08,0.7039391994476318,50.77,0,0.001
20,46215873632.0,0.6933765411376953,62.32,0.6538445949554443,52.19,0,0.001
30,68188555232.0,0.6078305840492249,66.1,0.5843158960342407,54.42,0,0.001
40,90161236832.0,0.4232558608055115,71.18,0.4728726148605346,57.98,0,0.001
50,112133918432.0,0.3049387633800506,74.36,0.4395743310451507,59.51,0,0.001
60,134106600032.0,0.2966826856136322,74.46,0.4355009198188782,59.79,0,0.001
70,156079281632.0,0.2851608693599701,75.24,0.4307073950767517,60.24,0,0.001
80,178051963232.0,0.2522226572036743,77.82,0.4217800498008728,61.44,0,0.001
90,200024644832.0,0.2154784500598907,79.58,0.4203933477401733,62.03,0,0.001
100,221997326432.0,0.1999347507953643,79.64,0.4294047951698303,62.14,0,0.001
101,221997326432.0,0.2064474672079086,79.12,0.4294047951698303,62.14,0,0.001
-1,73242728.0,3.305159568786621,19.08,3.17051649093628,18.06,1,0.001
0,2270524568.0,2.2113142013549805,26.5,2.147225379943848,24.45,1,0.001
10,24243342968.0,0.7482290267944336,59.82,0.7071712613105774,51.31,1,0.001
20,46216161368.0,0.6753408908843994,62.66,0.6491031646728516,52.68,1,0.001
30,68188979768.0,0.6021535992622375,66.08,0.5836471915245056,54.42,1,0.001
40,90161798168.0,0.3852302730083465,71.16,0.4698663353919983,57.98,1,0.001
50,112134616568.0,0.3002045154571533,73.94,0.4290302693843841,59.32,1,0.001
60,134107434968.0,0.29700767993927,74.66,0.4270458817481994,59.68,1,0.001
70,156080253368.0,0.2855522036552429,75.48,0.4220669865608215,59.86,1,0.001
80,178053071768.0,0.2191929072141647,77.6,0.4125420451164245,60.89,1,0.001
90,200025890168.0,0.2158421576023101,78.82,0.4213583469390869,61.77,1,0.001
100,221998708568.0,0.1979513019323349,78.72,0.4149317145347595,61.97,1,0.001
101,221998708568.0,0.2015247046947479,78.28,0.4149317145347595,61.97,1,0.001
-1,73223432.0,3.171060085296631,17.9,3.054607629776001,18.14,2,0.001
0,2269926392.0,2.216188430786133,25.62,2.130577325820923,24.26,2,0.001
10,24236955992.0,0.7461637258529663,60.12,0.6907926797866821,51.71,2,0.001
20,46203985592.0,0.6907351613044739,62.44,0.6375141143798828,52.98,2,0.001
30,68171015192.0,0.6163132786750793,65.0,0.569412350654602,54.66,2,0.001
40,90138044792.0,0.4102892279624939,70.92,0.4505805671215057,58.3,2,0.001
50,112105074392.0,0.3148196637630462,74.08,0.4222439229488373,59.57,2,0.001
60,134072103992.0,0.3120166659355163,74.02,0.4170263409614563,59.82,2,0.001
70,156039133592.0,0.2792935967445373,75.44,0.4143080115318298,60.33,2,0.001
80,178006163192.0,0.2587303221225738,76.88,0.416793942451477,61.6,2,0.001
90,199973192792.0,0.2086213380098343,78.0,0.421873927116394,62.31,2,0.001
100,221940222392.0,0.2199920713901519,78.06,0.4214011132717132,62.48,2,0.001
101,221940222392.0,0.2079857587814331,78.6,0.4214011132717132,62.48,2,0.001
-1,73215848.0,3.1472675800323486,19.4,3.1265571117401123,17.73,3,0.001
0,2269691288.0,2.154287099838257,26.52,2.160860538482666,24.21,3,0.001
10,24234445688.0,0.7436681985855103,60.16,0.7264313697814941,50.68,3,0.001
20,46199200088.0,0.6833363175392151,61.72,0.6734954118728638,52.22,3,0.001
30,68163954488.0,0.6102950572967529,64.48,0.601895272731781,54.23,3,0.001
40,90128708888.0,0.4109612703323364,70.16,0.4762389063835144,58.05,3,0.001
50,112093463288.0,0.3242349028587341,74.14,0.4285604059696197,59.79,3,0.001
60,134058217688.0,0.3099025785923004,75.06,0.426408976316452,59.93,3,0.001
70,156022972088.0,0.2837372422218323,74.52,0.4172984361648559,60.3,3,0.001
80,177987726488.0,0.2353732734918594,77.0,0.4109553098678589,61.62,3,0.001
90,199952480888.0,0.2103062272071838,77.68,0.4049479365348816,62.31,3,0.001
100,221917235288.0,0.2050065100193023,79.06,0.4030760526657104,62.41,3,0.001
101,221917235288.0,0.1996086686849594,79.12,0.4030760526657104,62.41,3,0.001
-1,73212392.0,3.1029152870178223,18.46,2.9872689247131348,18.13,4,0.001
0,2269584152.0,2.182356595993042,25.92,2.1030046939849854,24.39,4,0.001
10,24233301752.0,0.730851411819458,60.82,0.709330141544342,51.25,4,0.001
20,46197019352.0,0.6853877305984497,62.06,0.6554176807403564,52.97,4,0.001
30,68160736952.0,0.6135514974594116,65.36,0.5850898027420044,54.85,4,0.001
40,90124454552.0,0.39167320728302,70.54,0.4541566371917724,58.32,4,0.001
50,112088172152.0,0.3078798353672027,74.02,0.4188635647296905,59.7,4,0.001
60,134051889752.0,0.2863842248916626,73.86,0.4158709943294525,59.92,4,0.001
70,156015607352.0,0.2654780149459839,74.42,0.4150603711605072,60.14,4,0.001
80,177979324952.0,0.2388998866081237,76.72,0.3939604163169861,61.46,4,0.001
90,199943042552.0,0.1969245821237564,78.0,0.4033016264438629,61.91,4,0.001
100,221906760152.0,0.184588223695755,77.96,0.4033506214618683,62.03,4,0.001
101,221906760152.0,0.2065467238426208,78.86,0.4033506214618683,62.03,4,0.001
-1,73229852.0,3.1839966773986816,18.84,3.0972135066986084,17.74,5,0.001
0,2270125412.0,2.217148303985596,26.44,2.16143012046814,24.07,5,0.001
10,24239081012.0,0.7326518893241882,61.22,0.7148144245147705,51.26,5,0.001
20,46208036612.0,0.6631380319595337,63.38,0.6627387404441833,52.58,5,0.001
30,68176992212.0,0.5853137373924255,64.98,0.5923108458518982,54.52,5,0.001
40,90145947812.0,0.3824761211872101,71.78,0.4620432555675506,58.14,5,0.001
50,112114903412.0,0.3100396394729614,74.58,0.4354735910892486,59.76,5,0.001
60,134083859012.0,0.2771949768066406,75.3,0.4333067238330841,60.0,5,0.001
70,156052814612.0,0.2626967132091522,74.44,0.4302151799201965,60.39,5,0.001
80,178021770212.0,0.2240181267261505,76.86,0.4337701797485351,61.22,5,0.001
90,199990725812.0,0.2238167971372604,78.3,0.4225612282752991,61.92,5,0.001
100,221959681412.0,0.2075023204088211,78.56,0.4271729290485382,62.01,5,0.001
101,221959681412.0,0.2052194774150848,79.04,0.4271729290485382,62.01,5,0.001
-1,73229192.0,3.116951942443848,18.98,3.061510801315308,18.01,6,0.001
0,2270104952.0,2.178456544876098,26.06,2.178434133529663,24.05,6,0.001
10,24238862552.0,0.7240941524505615,59.38,0.7579724788665771,50.65,6,0.001
20,46207620152.0,0.6631565690040588,62.92,0.7051283121109009,52.39,6,0.001
30,68176377752.0,0.5836875438690186,64.96,0.635651707649231,54.48,6,0.001
40,90145135352.0,0.3915667831897735,70.82,0.4966475367546081,58.07,6,0.001
50,112113892952.0,0.3116187453269958,73.94,0.4446873664855957,59.87,6,0.001
60,134082650552.0,0.2775657176971435,75.24,0.4408228695392608,60.12,6,0.001
70,156051408152.0,0.2734230458736419,75.06,0.4315266609191894,60.4,6,0.001
80,178020165752.0,0.2454090267419815,77.16,0.412279725074768,61.68,6,0.001
90,199988923352.0,0.2366883456707,78.56,0.4040879905223846,62.58,6,0.001
100,221957680952.0,0.2166793197393417,79.08,0.4050590097904205,62.62,6,0.001
101,221957680952.0,0.2055676132440567,78.6,0.4050590097904205,62.62,6,0.001
-1,73217684.0,3.123526334762573,17.98,3.07402777671814,17.52,7,0.001
0,2269748204.0,2.1196413040161133,26.34,2.1228911876678467,23.99,7,0.001
10,24235053404.0,0.7196376323699951,59.22,0.7317203879356384,51.03,7,0.001
