Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
-1,102450192.0,1.495008945465088,67.56,1.1888868808746338,57.47,0,0.001,resnet18,GMP,cifar100,0.85
0,12396473232.0,0.7308925986289978,81.4,0.691895067691803,66.15,0,0.001,resnet18,GMP,cifar100,0.85
10,135336703632.0,0.3123318552970886,89.78,0.5802842378616333,70.93,0,0.001,resnet18,GMP,cifar100,0.85
20,258276934032.0,0.2267856299877166,92.4,0.5532779693603516,72.01,0,0.001,resnet18,GMP,cifar100,0.85
30,381217164432.0,0.2583492398262024,93.84,0.6436313390731812,72.34,0,0.001,resnet18,GMP,cifar100,0.85
40,504157394832.0,0.2046368718147277,95.54,0.649624228477478,72.51,0,0.001,resnet18,GMP,cifar100,0.85
50,627097625232.0,0.2426264137029647,96.44,0.6838573217391968,72.5,0,0.001,resnet18,GMP,cifar100,0.85
60,750037855632.0,0.1756493747234344,96.58,0.6477866768836975,72.63,0,0.001,resnet18,GMP,cifar100,0.85
70,872978086032.0,0.1847602576017379,97.04,0.6709025502204895,72.69,0,0.001,resnet18,GMP,cifar100,0.85
80,995918316432.0,0.1818554401397705,97.4,0.7900099158287048,72.85,0,0.001,resnet18,GMP,cifar100,0.85
90,1118858546832.0,0.2128252536058426,98.12,0.7579328417778015,73.05,0,0.001,resnet18,GMP,cifar100,0.85
100,1241798777232.0,0.1760423481464386,98.16,0.7489868998527527,72.82,0,0.001,resnet18,GMP,cifar100,0.85
101,1241798777232.0,0.1619521528482437,98.42,0.7489868402481079,72.82,0,0.001,resnet18,GMP,cifar100,0.85
-1,102406608.0,1.4288508892059326,64.9,1.1660796403884888,55.73,1,0.001,resnet18,GMP,cifar100,0.85
0,12391199568.0,0.710696280002594,82.56,0.692210853099823,66.47,1,0.001,resnet18,GMP,cifar100,0.85
10,135279129168.0,0.2457025796175003,90.24,0.5221946239471436,71.18,1,0.001,resnet18,GMP,cifar100,0.85
20,258167058768.0,0.2247292250394821,92.96,0.5381796956062317,71.91,1,0.001,resnet18,GMP,cifar100,0.85
30,381054988368.0,0.2096819877624511,94.22,0.5423147082328796,72.24,1,0.001,resnet18,GMP,cifar100,0.85
40,503942917968.0,0.2105673402547836,95.06,0.6287604570388794,72.3,1,0.001,resnet18,GMP,cifar100,0.85
50,626830847568.0,0.2032999545335769,95.96,0.6167598366737366,72.61,1,0.001,resnet18,GMP,cifar100,0.85
60,749718777168.0,0.1708847135305404,96.58,0.6434732675552368,72.56,1,0.001,resnet18,GMP,cifar100,0.85
70,872606706768.0,0.2049182504415512,96.96,0.7055625915527344,72.52,1,0.001,resnet18,GMP,cifar100,0.85
80,995494636368.0,0.1708132326602935,97.72,0.688261091709137,72.78,1,0.001,resnet18,GMP,cifar100,0.85
90,1118382565968.0,0.19137504696846,97.94,0.7434738278388977,72.7,1,0.001,resnet18,GMP,cifar100,0.85
100,1241270495568.0,0.1546991318464279,98.06,0.7034184336662292,72.79,1,0.001,resnet18,GMP,cifar100,0.85
101,1241270495568.0,0.1703650057315826,98.42,0.7034184336662292,72.79,1,0.001,resnet18,GMP,cifar100,0.85
-1,102468960.0,1.53468656539917,65.48,1.2111281156539917,56.7,2,0.001,resnet18,GMP,cifar100,0.85
0,12398744160.0,0.7549976706504822,83.02,0.6591427326202393,66.58,2,0.001,resnet18,GMP,cifar100,0.85
10,135361496160.0,0.2461693733930587,90.26,0.5613202452659607,71.12,2,0.001,resnet18,GMP,cifar100,0.85
20,258324248160.0,0.2619252502918243,92.68,0.6082140803337097,71.9,2,0.001,resnet18,GMP,cifar100,0.85
30,381287000160.0,0.2268437594175338,93.92,0.6334119439125061,72.22,2,0.001,resnet18,GMP,cifar100,0.85
40,504249752160.0,0.1897463202476501,95.4,0.6570513248443604,72.55,2,0.001,resnet18,GMP,cifar100,0.85
50,627212504160.0,0.2405443489551544,96.06,0.7248452305793762,72.52,2,0.001,resnet18,GMP,cifar100,0.85
60,750175256160.0,0.20296710729599,96.44,0.6950655579566956,72.91,2,0.001,resnet18,GMP,cifar100,0.85
70,873138008160.0,0.2145119309425354,97.04,0.7279078960418701,72.68,2,0.001,resnet18,GMP,cifar100,0.85
80,996100760160.0,0.2359978556632995,97.26,0.6844358444213867,72.69,2,0.001,resnet18,GMP,cifar100,0.85
90,1119063512160.0,0.2140087336301803,97.9,0.7633124589920044,72.9,2,0.001,resnet18,GMP,cifar100,0.85
100,1242026264160.0,0.1733216941356659,97.96,0.7533800601959229,72.74,2,0.001,resnet18,GMP,cifar100,0.85
101,1242026264160.0,0.1977459043264389,98.36,0.7533800601959229,72.74,2,0.001,resnet18,GMP,cifar100,0.85
-1,102431952.0,1.415703058242798,66.76,1.1763269901275637,56.5,3,0.001,resnet18,GMP,cifar100,0.85
0,12394266192.0,0.7280915379524231,81.94,0.7088280916213989,66.34,3,0.001,resnet18,GMP,cifar100,0.85
10,135312608592.0,0.2991090714931488,90.22,0.5223171710968018,71.04,3,0.001,resnet18,GMP,cifar100,0.85
20,258230950992.0,0.214428037405014,92.24,0.5444983243942261,71.7,3,0.001,resnet18,GMP,cifar100,0.85
30,381149293392.0,0.2099227160215377,93.86,0.5832967162132263,72.25,3,0.001,resnet18,GMP,cifar100,0.85
40,504067635792.0,0.2123828530311584,95.08,0.5985216498374939,72.65,3,0.001,resnet18,GMP,cifar100,0.85
50,626985978192.0,0.1963892579078674,95.52,0.5696428418159485,72.78,3,0.001,resnet18,GMP,cifar100,0.85
60,749904320592.0,0.2026595026254654,96.64,0.6104696393013,72.95,3,0.001,resnet18,GMP,cifar100,0.85
70,872822662992.0,0.2090316861867904,97.04,0.6161752939224243,73.18,3,0.001,resnet18,GMP,cifar100,0.85
80,995741005392.0,0.2169285714626312,97.62,0.6521340012550354,73.2,3,0.001,resnet18,GMP,cifar100,0.85
90,1118659347792.0,0.2171645611524582,97.64,0.755746603012085,73.36,3,0.001,resnet18,GMP,cifar100,0.85
100,1241577690192.0,0.1626232117414474,98.08,0.7081649899482727,73.14,3,0.001,resnet18,GMP,cifar100,0.85
101,1241577690192.0,0.1681462824344635,98.04,0.7081649899482727,73.14,3,0.001,resnet18,GMP,cifar100,0.85
-1,102425040.0,1.3618396520614624,69.78,1.179367184638977,58.54,4,0.001,resnet18,GMP,cifar100,0.85
0,12393429840.0,0.7114531993865967,82.5,0.7176000475883484,66.55,4,0.001,resnet18,GMP,cifar100,0.85
10,135303477840.0,0.2769671678543091,90.44,0.5871007442474365,70.94,4,0.001,resnet18,GMP,cifar100,0.85
20,258213525840.0,0.2469239085912704,92.98,0.5884729623794556,71.8,4,0.001,resnet18,GMP,cifar100,0.85
30,381123573840.0,0.2318754941225052,94.28,0.5586679577827454,72.37,4,0.001,resnet18,GMP,cifar100,0.85
40,504033621840.0,0.2297745048999786,95.02,0.6289600133895874,72.37,4,0.001,resnet18,GMP,cifar100,0.85
50,626943669840.0,0.2415232509374618,96.32,0.7362910509109497,72.48,4,0.001,resnet18,GMP,cifar100,0.85
60,749853717840.0,0.1793429404497146,97.08,0.6617615818977356,72.58,4,0.001,resnet18,GMP,cifar100,0.85
70,872763765840.0,0.1788137108087539,97.06,0.7213991284370422,72.76,4,0.001,resnet18,GMP,cifar100,0.85
80,995673813840.0,0.2059491574764251,97.66,0.7427548170089722,72.85,4,0.001,resnet18,GMP,cifar100,0.85
90,1118583861840.0,0.1843009144067764,97.82,0.809465765953064,72.83,4,0.001,resnet18,GMP,cifar100,0.85
100,1241493909840.0,0.1666110455989837,98.24,0.7474242448806763,72.74,4,0.001,resnet18,GMP,cifar100,0.85
101,1241493909840.0,0.1804403960704803,98.12,0.7474242448806763,72.74,4,0.001,resnet18,GMP,cifar100,0.85
-1,102322896.0,1.3624286651611328,65.9,1.1562254428863523,56.0,5,0.001,resnet18,GMP,cifar100,0.85
0,12381070416.0,0.7640259265899658,81.68,0.7025551795959473,66.14,5,0.001,resnet18,GMP,cifar100,0.85
10,135168545616.0,0.2696527540683746,90.2,0.5966570377349854,71.09,5,0.001,resnet18,GMP,cifar100,0.85
20,257956020816.0,0.2815181314945221,92.04,0.6471884846687317,71.85,5,0.001,resnet18,GMP,cifar100,0.85
30,380743496016.0,0.2393131107091903,93.72,0.5845493674278259,72.31,5,0.001,resnet18,GMP,cifar100,0.85
40,503530971216.0,0.2276704162359237,94.84,0.6500501036643982,72.47,5,0.001,resnet18,GMP,cifar100,0.85
50,626318446416.0,0.1981251686811447,95.96,0.6698267459869385,72.52,5,0.001,resnet18,GMP,cifar100,0.85
60,749105921616.0,0.2185632586479187,96.34,0.7440672516822815,72.57,5,0.001,resnet18,GMP,cifar100,0.85
70,871893396816.0,0.1952892541885376,97.06,0.7411388158798218,72.7,5,0.001,resnet18,GMP,cifar100,0.85
80,994680872016.0,0.1722200810909271,97.34,0.6976258158683777,72.7,5,0.001,resnet18,GMP,cifar100,0.85
90,1117468347216.0,0.175725445151329,97.74,0.7319053411483765,72.66,5,0.001,resnet18,GMP,cifar100,0.85
100,1240255822416.0,0.1572847962379455,98.06,0.7794665098190308,72.75,5,0.001,resnet18,GMP,cifar100,0.85
101,1240255822416.0,0.1620938628911972,98.08,0.7794665098190308,72.75,5,0.001,resnet18,GMP,cifar100,0.85
-1,102434736.0,1.6472262144088743,64.48,1.2957302331924438,54.95,6,0.001,resnet18,GMP,cifar100,0.85
0,12394603056.0,0.7177797555923462,82.12,0.6709362268447876,66.81,6,0.001,resnet18,GMP,cifar100,0.85
10,135316286256.0,0.3063226342201233,90.4,0.5633138418197632,71.1,6,0.001,resnet18,GMP,cifar100,0.85
20,258237969456.0,0.2951686382293701,91.96,0.6600915193557739,71.95,6,0.001,resnet18,GMP,cifar100,0.85
30,381159652656.0,0.229837954044342,94.06,0.5460812449455261,72.48,6,0.001,resnet18,GMP,cifar100,0.85
40,504081335856.0,0.2055433392524719,95.16,0.6392167806625366,72.64,6,0.001,resnet18,GMP,cifar100,0.85
50,627003019056.0,0.2111019045114517,95.88,0.6111321449279785,72.9,6,0.001,resnet18,GMP,cifar100,0.85
60,749924702256.0,0.215197816491127,96.44,0.6786577701568604,72.88,6,0.001,resnet18,GMP,cifar100,0.85
70,872846385456.0,0.1821027100086212,97.02,0.6713317036628723,73.11,6,0.001,resnet18,GMP,cifar100,0.85
80,995768068656.0,0.1772154867649078,97.58,0.7404292821884155,72.78,6,0.001,resnet18,GMP,cifar100,0.85
90,1118689751856.0,0.1709975600242614,98.26,0.7622854113578796,72.92,6,0.001,resnet18,GMP,cifar100,0.85
100,1241611435056.0,0.1604723185300827,98.4,0.7154121994972229,73.1,6,0.001,resnet18,GMP,cifar100,0.85
101,1241611435056.0,0.1782367825508117,98.02,0.7154121994972229,73.1,6,0.001,resnet18,GMP,cifar100,0.85
-1,102381024.0,1.5604639053344729,66.46,1.3038960695266724,56.51,7,0.001,resnet18,GMP,cifar100,0.85
0,12388103904.0,0.7071739435195923,83.42,0.6937824487686157,66.71,7,0.001,resnet18,GMP,cifar100,0.85
10,135245332704.0,0.2952331304550171,91.02,0.5982900857925415,71.18,7,0.001,resnet18,GMP,cifar100,0.85
20,258102561504.0,0.2241777628660202,92.54,0.6008060574531555,71.76,7,0.001,resnet18,GMP,cifar100,0.85
30,380959790304.0,0.2498617470264434,94.3,0.7260016202926636,72.03,7,0.001,resnet18,GMP,cifar100,0.85
40,503817019104.0,0.2261095345020294,95.6,0.6896536350250244,72.19,7,0.001,resnet18,GMP,cifar100,0.85
50,626674247904.0,0.2330637127161026,96.02,0.7637326121330261,72.44,7,0.001,resnet18,GMP,cifar100,0.85
60,749531476704.0,0.2366144657135009,96.86,0.7228373289108276,72.59,7,0.001,resnet18,GMP,cifar100,0.85
70,872388705504.0,0.2137172222137451,97.0,0.8065447807312012,72.58,7,0.001,resnet18,GMP,cifar100,0.85
80,995245934304.0,0.1891298592090606,97.74,0.7556039690971375,72.72,7,0.001,resnet18,GMP,cifar100,0.85
90,1118103163104.0,0.1842839419841766,97.88,0.8329263925552368,72.7,7,0.001,resnet18,GMP,cifar100,0.85
100,1240960391904.0,0.188873216509819,98.18,0.8183972239494324,72.61,7,0.001,resnet18,GMP,cifar100,0.85
101,1240960391904.0,0.1867115646600723,98.34,0.8183972239494324,72.61,7,0.001,resnet18,GMP,cifar100,0.85
-1,102398928.0,1.564629316329956,63.94,1.2969045639038086,55.13,8,0.001,resnet18,GMP,cifar100,0.85
0,12390270288.0,0.707780659198761,82.24,0.6916604042053223,66.5,8,0.001,resnet18,GMP,cifar100,0.85
10,135268983888.0,0.2762225270271301,90.28,0.5650139451026917,71.4,8,0.001,resnet18,GMP,cifar100,0.85
20,258147697488.0,0.1984740495681762,93.34,0.5555539131164551,72.02,8,0.001,resnet18,GMP,cifar100,0.85
30,381026411088.0,0.2519757449626922,93.86,0.6298986673355103,72.49,8,0.001,resnet18,GMP,cifar100,0.85
40,503905124688.0,0.2410390377044677,95.68,0.685739278793335,72.41,8,0.001,resnet18,GMP,cifar100,0.85
50,626783838288.0,0.2052089720964431,96.64,0.6862521767616272,72.87,8,0.001,resnet18,GMP,cifar100,0.85
60,749662551888.0,0.1887543201446533,97.16,0.6659592390060425,72.85,8,0.001,resnet18,GMP,cifar100,0.85
70,872541265488.0,0.1974176466464996,97.08,0.7045212388038635,73.07,8,0.001,resnet18,GMP,cifar100,0.85
80,995419979088.0,0.1908434331417083,97.44,0.7493809461593628,72.93,8,0.001,resnet18,GMP,cifar100,0.85
90,1118298692688.0,0.1827800422906875,98.26,0.7901214361190796,72.83,8,0.001,resnet18,GMP,cifar100,0.85
100,1241177406288.0,0.1695421636104583,98.5,0.8016254901885986,72.94,8,0.001,resnet18,GMP,cifar100,0.85
101,1241177406288.0,0.1717439591884613,98.18,0.8016254901885986,72.94,8,0.001,resnet18,GMP,cifar100,0.85
-1,102425424.0,1.5480231046676636,68.66,1.2468140125274658,57.31,9,0.001,resnet18,GMP,cifar100,0.85
0,12393476304.0,0.7349069714546204,83.16,0.6667356491088867,66.57,9,0.001,resnet18,GMP,cifar100,0.85
10,135303985104.0,0.2686443626880646,90.12,0.5461772084236145,70.83,9,0.001,resnet18,GMP,cifar100,0.85
20,258214493904.0,0.2360982000827789,92.78,0.5948882699012756,71.5,9,0.001,resnet18,GMP,cifar100,0.85
30,381125002704.0,0.2217256724834442,93.94,0.6654856204986572,71.99,9,0.001,resnet18,GMP,cifar100,0.85
40,504035511504.0,0.2125060111284256,95.5,0.6479328870773315,72.27,9,0.001,resnet18,GMP,cifar100,0.85
50,626946020304.0,0.1722823977470398,96.26,0.6382094025611877,72.51,9,0.001,resnet18,GMP,cifar100,0.85
60,749856529104.0,0.174262061715126,97.14,0.7000604867935181,72.58,9,0.001,resnet18,GMP,cifar100,0.85
70,872767037904.0,0.1764525473117828,97.1,0.7469769716262817,72.52,9,0.001,resnet18,GMP,cifar100,0.85
80,995677546704.0,0.1719958633184433,98.06,0.7448916435241699,72.65,9,0.001,resnet18,GMP,cifar100,0.85
90,1118588055504.0,0.1724569499492645,98.02,0.7445691823959351,72.88,9,0.001,resnet18,GMP,cifar100,0.85
100,1241498564304.0,0.192368671298027,98.36,0.8692805767059326,72.79,9,0.001,resnet18,GMP,cifar100,0.85
101,1241498564304.0,0.1978103816509246,98.34,0.8692805767059326,72.79,9,0.001,resnet18,GMP,cifar100,0.85
-1,102480048.0,1.4575886726379397,68.38,1.1800146102905271,57.35,10,0.001,resnet18,GMP,cifar100,0.85
0,12400085808.0,0.7445523142814636,82.22,0.7017592787742615,66.31,10,0.001,resnet18,GMP,cifar100,0.85
10,135376143408.0,0.2645492851734161,90.38,0.531588613986969,71.14,10,0.001,resnet18,GMP,cifar100,0.85
20,258352201008.0,0.2177031934261322,92.96,0.5853996872901917,71.69,10,0.001,resnet18,GMP,cifar100,0.85
30,381328258608.0,0.2094326764345169,93.96,0.6064770221710205,71.97,10,0.001,resnet18,GMP,cifar100,0.85
40,504304316208.0,0.1964070051908493,95.56,0.6184514760971069,72.3,10,0.001,resnet18,GMP,cifar100,0.85
50,627280373808.0,0.267400324344635,96.08,0.7422906756401062,72.51,10,0.001,resnet18,GMP,cifar100,0.85
60,750256431408.0,0.17960025370121,96.74,0.6578254103660583,72.71,10,0.001,resnet18,GMP,cifar100,0.85
70,873232489008.0,0.1871293783187866,97.6,0.6777103543281555,72.69,10,0.001,resnet18,GMP,cifar100,0.85
80,996208546608.0,0.1886751651763916,97.62,0.7515473961830139,72.68,10,0.001,resnet18,GMP,cifar100,0.85
90,1119184604208.0,0.189272791147232,98.16,0.7709363698959351,72.79,10,0.001,resnet18,GMP,cifar100,0.85
100,1242160661808.0,0.1588235199451446,98.44,0.7432742714881897,72.72,10,0.001,resnet18,GMP,cifar100,0.85
101,1242160661808.0,0.1591406911611557,97.98,0.7432742714881897,72.72,10,0.001,resnet18,GMP,cifar100,0.85
-1,102437232.0,1.4050757884979248,67.54,1.159341812133789,56.73,11,0.001,resnet18,GMP,cifar100,0.85
0,12394905072.0,0.7343270778656006,82.68,0.6789265871047974,66.32,11,0.001,resnet18,GMP,cifar100,0.85
10,135319583472.0,0.2847574651241302,90.36,0.6529449820518494,70.68,11,0.001,resnet18,GMP,cifar100,0.85
20,258244261872.0,0.2521813809871673,92.56,0.681060791015625,71.59,11,0.001,resnet18,GMP,cifar100,0.85
30,381168940272.0,0.2157378792762756,94.08,0.6701254844665527,72.09,11,0.001,resnet18,GMP,cifar100,0.85
40,504093618672.0,0.2530074715614319,95.18,0.7094113826751709,72.45,11,0.001,resnet18,GMP,cifar100,0.85
50,627018297072.0,0.194805160164833,96.48,0.7015899419784546,72.45,11,0.001,resnet18,GMP,cifar100,0.85
60,749942975472.0,0.2168233543634414,96.3,0.6704062819480896,72.66,11,0.001,resnet18,GMP,cifar100,0.85
70,872867653872.0,0.1952475309371948,96.78,0.7579989433288574,72.67,11,0.001,resnet18,GMP,cifar100,0.85
80,995792332272.0,0.2048054933547973,97.56,0.7612748742103577,72.6,11,0.001,resnet18,GMP,cifar100,0.85
90,1118717010672.0,0.1895497888326645,97.94,0.7994128465652466,72.53,11,0.001,resnet18,GMP,cifar100,0.85
100,1241641689072.0,0.1600379049777984,98.12,0.8720799684524536,72.59,11,0.001,resnet18,GMP,cifar100,0.85
101,1241641689072.0,0.209311380982399,98.08,0.8720799684524536,72.59,11,0.001,resnet18,GMP,cifar100,0.85
-1,102440832.0,1.5575034618377686,66.5,1.2752658128738403,55.92,12,0.001,resnet18,GMP,cifar100,0.85
0,12395340672.0,0.7134707570075989,83.28,0.6835992336273193,66.66,12,0.001,resnet18,GMP,cifar100,0.85
10,135324339072.0,0.2363898009061813,90.26,0.6131137013435364,70.74,12,0.001,resnet18,GMP,cifar100,0.85
20,258253337472.0,0.2332798838615417,93.72,0.6416974067687988,71.78,12,0.001,resnet18,GMP,cifar100,0.85
30,381182335872.0,0.2178609073162078,94.32,0.6872386932373047,72.2,12,0.001,resnet18,GMP,cifar100,0.85
40,504111334272.0,0.2216016799211502,95.24,0.6993741989135742,72.39,12,0.001,resnet18,GMP,cifar100,0.85
50,627040332672.0,0.2276375740766525,96.02,0.7165766358375549,72.55,12,0.001,resnet18,GMP,cifar100,0.85
60,749969331072.0,0.1967987120151519,96.3,0.6789140105247498,72.73,12,0.001,resnet18,GMP,cifar100,0.85
70,872898329472.0,0.1921363770961761,97.2,0.6954927444458008,72.94,12,0.001,resnet18,GMP,cifar100,0.85
80,995827327872.0,0.1879400759935379,97.42,0.7369428873062134,72.71,12,0.001,resnet18,GMP,cifar100,0.85
90,1118756326272.0,0.2134776264429092,98.0,0.7769441604614258,72.67,12,0.001,resnet18,GMP,cifar100,0.85
100,1241685324672.0,0.1770570427179336,98.0,0.8336289525032043,72.62,12,0.001,resnet18,GMP,cifar100,0.85
101,1241685324672.0,0.2034444361925125,97.72,0.8336289525032043,72.62,12,0.001,resnet18,GMP,cifar100,0.85
-1,102353856.0,1.4328542947769165,68.26,1.136746525764465,57.94,13,0.001,resnet18,GMP,cifar100,0.85
0,12384816576.0,0.6850700378417969,82.94,0.6976462602615356,66.68,13,0.001,resnet18,GMP,cifar100,0.85
10,135209443776.0,0.2652680575847626,90.12,0.4941179454326629,71.17,13,0.001,resnet18,GMP,cifar100,0.85
20,258034070976.0,0.2358032613992691,93.02,0.4573079645633697,72.18,13,0.001,resnet18,GMP,cifar100,0.85
30,380858698176.0,0.2061307728290558,93.84,0.5056637525558472,72.55,13,0.001,resnet18,GMP,cifar100,0.85
40,503683325376.0,0.227760910987854,95.66,0.5771698951721191,72.64,13,0.001,resnet18,GMP,cifar100,0.85
50,626507952576.0,0.1923623383045196,95.96,0.5753639936447144,72.84,13,0.001,resnet18,GMP,cifar100,0.85
60,749332579776.0,0.1958415508270263,96.18,0.5915979146957397,72.82,13,0.001,resnet18,GMP,cifar100,0.85
70,872157206976.0,0.1843812316656112,97.36,0.6384816765785217,72.86,13,0.001,resnet18,GMP,cifar100,0.85
80,994981834176.0,0.1999884098768234,97.94,0.7181965112686157,73.06,13,0.001,resnet18,GMP,cifar100,0.85
90,1117806461376.0,0.2000040709972381,98.26,0.7319449782371521,72.91,13,0.001,resnet18,GMP,cifar100,0.85
100,1240631088576.0,0.1829968690872192,98.02,0.6986590623855591,73.09,13,0.001,resnet18,GMP,cifar100,0.85
101,1240631088576.0,0.1898283660411834,98.12,0.6986591219902039,73.09,13,0.001,resnet18,GMP,cifar100,0.85
-1,102451776.0,1.534531593322754,68.12,1.2025877237319946,57.03,14,0.001,resnet18,GMP,cifar100,0.85
0,12396664896.0,0.7153288722038269,83.02,0.680982768535614,66.57,14,0.001,resnet18,GMP,cifar100,0.85
