layer_names,pr
conv1,0.0
layer1.0.conv1,0.6381836
layer1.0.conv2,0.63755965
layer1.0.conv3,0.52593994
layer1.0.shortcut.0,0.56677246
layer1.1.conv1,0.612854
layer1.1.conv2,0.7605523
layer1.1.conv3,0.8069458
layer2.0.conv1,0.39260864
layer2.0.conv2,0.53660077
layer2.0.conv3,0.3921051
layer2.0.shortcut.0,0.5476074
layer2.1.conv1,0.6988678
layer2.1.conv2,0.847229
layer2.1.conv3,0.83815
layer3.0.conv1,0.3697586
layer3.0.conv2,0.7381524
layer3.0.conv3,0.3563652
layer3.0.shortcut.0,0.6374588
layer3.1.conv1,1.0
layer3.1.conv2,1.0
layer3.1.conv3,1.0
layer4.0.conv1,0.95313454
layer4.0.conv2,0.9985924
layer4.0.conv3,0.99440575
layer4.0.shortcut.0,0.7751174
layer4.1.conv1,0.999794
layer4.1.conv2,0.99986607
layer4.1.conv3,0.99946785
linear,0.0
