Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,1.371983766555786,85.74,0.9405784010887146,67.37,0,0,GMP,resnet18,cifar100,0.8
0,15426059520.0,0.561289370059967,93.04,0.5138344168663025,72.0,0,0,GMP,resnet18,cifar100,0.8
10,169686654720.0,0.2075932770967483,96.16,0.4845125079154968,74.1,0,0,GMP,resnet18,cifar100,0.8
20,323947249920.0,0.1690508276224136,97.32,0.5308192372322083,74.6,0,0,GMP,resnet18,cifar100,0.8
30,478207845120.0,0.1382128894329071,97.66,0.5658206939697266,74.8,0,0,GMP,resnet18,cifar100,0.8
40,632468440320.0,0.1437286138534546,98.12,0.5869543552398682,74.72,0,0,GMP,resnet18,cifar100,0.8
50,786729035520.0,0.1293057650327682,98.7,0.6197189688682556,74.94,0,0,GMP,resnet18,cifar100,0.8
60,940989630720.0,0.1181745752692222,98.7,0.6364602446556091,74.92,0,0,GMP,resnet18,cifar100,0.8
70,1095250225920.0,0.1209530606865882,98.78,0.6665279269218445,75.05,0,0,GMP,resnet18,cifar100,0.8
80,1249510821120.0,0.1090825125575065,99.02,0.6514928340911865,74.9,0,0,GMP,resnet18,cifar100,0.8
90,1403771416320.0,0.1284510344266891,99.22,0.7216504812240601,74.82,0,0,GMP,resnet18,cifar100,0.8
100,1558032011520.0,0.1293899416923523,99.26,0.7278890609741211,74.84,0,0,GMP,resnet18,cifar100,0.8
101,1558032011520.0,0.1077893525362014,99.36,0.7278890609741211,74.84,0,0,GMP,resnet18,cifar100,0.8
-1,0.0,1.3582268953323364,85.52,0.9405784010887146,67.37,1,0,GMP,resnet18,cifar100,0.8
0,15426059520.0,0.6107594966888428,93.46,0.555121660232544,71.69,1,0,GMP,resnet18,cifar100,0.8
10,169686654720.0,0.214308813214302,96.38,0.441824734210968,73.79,1,0,GMP,resnet18,cifar100,0.8
20,323947249920.0,0.1751518249511718,96.84,0.5273544788360596,74.23,1,0,GMP,resnet18,cifar100,0.8
30,478207845120.0,0.1460284888744354,97.92,0.5165600776672363,74.48,1,0,GMP,resnet18,cifar100,0.8
40,632468440320.0,0.1428794413805008,98.1,0.5444302558898926,74.67,1,0,GMP,resnet18,cifar100,0.8
50,786729035520.0,0.160377949476242,98.72,0.5895957946777344,74.61,1,0,GMP,resnet18,cifar100,0.8
60,940989630720.0,0.127294510602951,98.74,0.5648043751716614,74.8,1,0,GMP,resnet18,cifar100,0.8
70,1095250225920.0,0.1282389163970947,98.88,0.6301840543746948,74.67,1,0,GMP,resnet18,cifar100,0.8
80,1249510821120.0,0.1189266368746757,99.0,0.5722260475158691,74.98,1,0,GMP,resnet18,cifar100,0.8
90,1403771416320.0,0.093063585460186,99.28,0.6054679155349731,75.02,1,0,GMP,resnet18,cifar100,0.8
100,1558032011520.0,0.1038460806012153,99.12,0.6457695364952087,74.96,1,0,GMP,resnet18,cifar100,0.8
101,1558032011520.0,0.1065249964594841,99.34,0.6457695960998535,74.96,1,0,GMP,resnet18,cifar100,0.8
-1,0.0,1.3320611715316772,86.14,0.9405784010887146,67.37,2,0,GMP,resnet18,cifar100,0.8
0,15426059520.0,0.5734894871711731,93.1,0.5309878587722778,71.62,2,0,GMP,resnet18,cifar100,0.8
10,169686654720.0,0.1961906403303146,95.84,0.4531637728214264,73.73,2,0,GMP,resnet18,cifar100,0.8
20,323947249920.0,0.1738839894533157,97.1,0.4849320948123932,74.25,2,0,GMP,resnet18,cifar100,0.8
30,478207845120.0,0.1628532409667968,97.32,0.5319091081619263,74.47,2,0,GMP,resnet18,cifar100,0.8
40,632468440320.0,0.1493774801492691,98.1,0.542506754398346,74.68,2,0,GMP,resnet18,cifar100,0.8
50,786729035520.0,0.1264174431562423,98.68,0.5670193433761597,74.63,2,0,GMP,resnet18,cifar100,0.8
60,940989630720.0,0.1240660026669502,98.96,0.5979642868041992,74.6,2,0,GMP,resnet18,cifar100,0.8
70,1095250225920.0,0.1065836623311042,99.08,0.5576929450035095,74.69,2,0,GMP,resnet18,cifar100,0.8
80,1249510821120.0,0.1194272488355636,98.98,0.6081092357635498,74.74,2,0,GMP,resnet18,cifar100,0.8
90,1403771416320.0,0.1117852851748466,99.28,0.5953577160835266,74.84,2,0,GMP,resnet18,cifar100,0.8
100,1558032011520.0,0.1045012846589088,99.38,0.6074075102806091,74.61,2,0,GMP,resnet18,cifar100,0.8
101,1558032011520.0,0.116955354809761,99.14,0.6074075698852539,74.61,2,0,GMP,resnet18,cifar100,0.8
