Epoch,test accuracy,training accuracy
0,42.9,42.611111111111114
1,51.84,51.48444444444444
2,58.66,58.19777777777778
3,65.8,66.53333333333333
4,69.57,69.31777777777778
5,75.25,74.70666666666666
6,77.08,77.82444444444444
7,77.91,78.39777777777778
8,80.95,82.60666666666667
9,81.06,82.77111111111111
10,81.49,83.23333333333333
11,83.36,85.48
12,82.77,85.74222222222222
13,85.41,87.28222222222222
14,85.47,87.78666666666666
15,85.87,89.06666666666666
16,85.66,88.78666666666666
17,86.45,89.85777777777778
18,86.15,89.7088888888889
19,87.37,91.04
20,87.47,91.85555555555555
21,87.74,91.6288888888889
22,87.6,91.68
23,87.39,91.85777777777778
24,88.41,92.95111111111112
25,88.35,92.56
26,88.29,93.2911111111111
27,87.54,92.73777777777778
28,88.68,94.21111111111111
29,89.75,95.26222222222222
30,88.97,94.32888888888888
31,89.65,95.71111111111111
32,88.54,94.24888888888889
33,88.67,95.12444444444445
34,89.11,95.47111111111111
35,88.36,95.0
36,89.54,95.97111111111111
37,89.6,96.33777777777777
38,89.79,96.31333333333333
39,90.28,96.97111111111111
40,89.89,96.45777777777778
41,90.44,97.14888888888889
42,90.54,97.49333333333334
43,90.16,97.36888888888889
44,90.26,97.24
45,90.52,97.94666666666667
46,90.01,97.52222222222223
47,90.9,97.74666666666667
48,90.58,98.10444444444444
49,90.7,98.45777777777778
50,90.59,98.36444444444444
51,90.68,98.26666666666667
52,90.6,98.04888888888888
53,90.42,97.9
54,90.47,98.08222222222223
55,90.36,98.48222222222222
56,90.98,98.52222222222223
57,91.01,98.58444444444444
58,90.51,98.43333333333334
59,90.01,97.83555555555556
60,91.03,98.77333333333333
61,90.39,98.36666666666666
62,90.5,98.34666666666666
63,90.69,98.84444444444445
64,90.88,98.92
65,91.35,99.02444444444444
66,91.25,99.16222222222223
67,91.1,98.99333333333334
