Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma
-1,60765068.0,3.484771490097046,13.26,3.4611411094665527,14.78,0,0.005
0,1883717108.0,2.2522308826446533,17.16,2.233626127243042,17.88,0,0.005
10,20113237508.0,0.254494845867157,91.12,0.2489909529685974,87.53,0,0.005
20,38342757908.0,0.2454844117164611,90.64,0.241908848285675,87.99,0,0.005
30,56572278308.0,0.2407662868499755,91.76,0.231517031788826,88.43,0,0.005
40,74801798708.0,0.1610435396432876,93.68,0.1936905533075332,89.46,0,0.005
50,93031319108.0,0.1275232434272766,94.32,0.1743869334459304,89.76,0,0.005
60,111260839508.0,0.1271545141935348,94.2,0.1765149384737014,89.79,0,0.005
70,129490359908.0,0.118008442223072,94.56,0.1817524880170822,89.8,0,0.005
80,147719880308.0,0.1064619868993759,94.52,0.1575633436441421,90.17,0,0.005
90,165949400708.0,0.086965762078762,95.34,0.1670852750539779,90.5,0,0.005
100,184178921108.0,0.0865503177046775,95.3,0.164883866906166,90.53,0,0.005
101,184178921108.0,0.0922343283891677,95.22,0.164883866906166,90.53,0,0.005
-1,60730364.0,3.588980197906494,18.36,3.55872106552124,18.98,1,0.005
0,1882641284.0,2.431227684020996,18.24,2.413055181503296,18.97,1,0.005
10,20101750484.0,0.251962810754776,89.52,0.2527665793895721,87.26,1,0.005
20,38320859684.0,0.2414692789316177,90.2,0.2446749806404113,87.68,1,0.005
30,56539968884.0,0.2304501235485077,90.88,0.2394235879182815,88.17,1,0.005
40,74759078084.0,0.1782829761505127,92.64,0.1969055831432342,89.28,1,0.005
50,92978187284.0,0.1309351623058319,93.54,0.1857974976301193,89.96,1,0.005
60,111197296484.0,0.1270760297775268,93.44,0.1751506030559539,90.04,1,0.005
70,129416405684.0,0.1225136592984199,93.44,0.1856967657804489,90.18,1,0.005
80,147635514884.0,0.1055617704987526,94.76,0.1842288672924041,90.6,1,0.005
90,165854624084.0,0.0876445993781089,94.12,0.1595078706741333,90.81,1,0.005
100,184073733284.0,0.0987366884946823,94.78,0.1598106175661087,90.8,1,0.005
101,184073733284.0,0.1054534539580345,94.88,0.1598106175661087,90.8,1,0.005
-1,60792140.0,3.4052484035491943,16.1,3.4348161220550537,15.98,2,0.005
0,1884556340.0,2.2611896991729736,18.56,2.2856638431549072,18.21,2,0.005
10,20122198340.0,0.2619413137435913,90.28,0.2589420974254608,87.1,2,0.005
20,38359840340.0,0.2536284327507019,90.4,0.2541146278381347,87.43,2,0.005
30,56597482340.0,0.2467406392097473,91.46,0.2469049245119094,87.88,2,0.005
40,74835124340.0,0.1777466088533401,92.7,0.2104172110557556,89.12,2,0.005
50,93072766340.0,0.1404559016227722,94.0,0.1886853873729705,89.73,2,0.005
60,111310408340.0,0.1245636194944381,94.22,0.1788083910942077,89.83,2,0.005
70,129548050340.0,0.1224312782287597,94.26,0.163699135184288,89.95,2,0.005
80,147785692340.0,0.1190042197704315,94.38,0.1636203974485397,90.33,2,0.005
90,166023334340.0,0.0991732701659202,95.22,0.1628718972206115,90.48,2,0.005
100,184260976340.0,0.0782116055488586,95.24,0.1686281561851501,90.47,2,0.005
101,184260976340.0,0.0965746641159057,95.38,0.1686281561851501,90.47,2,0.005
-1,60785684.0,3.492096185684204,19.22,3.514892339706421,18.91,3,0.005
0,1884356204.0,2.3488035202026367,19.48,2.378091335296631,18.94,3,0.005
10,20120061404.0,0.2502850294113159,90.56,0.2436844855546951,87.73,3,0.005
20,38355766604.0,0.2437014877796173,91.46,0.2467249631881714,88.04,3,0.005
30,56591471804.0,0.2328060120344162,90.88,0.2404273599386215,88.5,3,0.005
40,74827177004.0,0.1701379269361496,93.22,0.2047629505395889,89.4,3,0.005
50,93062882204.0,0.1319538056850433,93.84,0.1862846910953521,89.86,3,0.005
60,111298587404.0,0.1272023767232895,93.98,0.1745133250951767,89.9,3,0.005
70,129534292604.0,0.1114558577537536,94.26,0.1666280031204223,90.07,3,0.005
80,147769997804.0,0.0996704846620559,94.46,0.1511196047067642,90.42,3,0.005
90,166005703004.0,0.1002644225955009,95.04,0.1448782086372375,90.61,3,0.005
100,184241408204.0,0.0881089866161346,94.76,0.1456823348999023,90.67,3,0.005
101,184241408204.0,0.0926041603088378,94.92,0.1456823348999023,90.67,3,0.005
-1,60855740.0,3.742388486862183,14.8,3.770815134048462,15.24,4,0.005
0,1886527940.0,2.4791433811187744,18.64,2.506921529769897,18.18,4,0.005
10,20143249940.0,0.2620143592357635,90.36,0.2557859718799591,87.16,4,0.005
20,38399971940.0,0.2561400234699249,90.56,0.2495388835668563,87.55,4,0.005
30,56656693940.0,0.2393763065338134,91.68,0.2412558495998382,88.08,4,0.005
40,74913415940.0,0.1737118065357208,93.06,0.1936919540166854,89.12,4,0.005
50,93170137940.0,0.1307241022586822,93.52,0.1737473160028457,89.82,4,0.005
60,111426859940.0,0.1246522441506385,93.72,0.1686920970678329,89.94,4,0.005
70,129683581940.0,0.1247887760400772,93.8,0.1824068278074264,89.94,4,0.005
80,147940303940.0,0.1024240851402282,94.3,0.1799197643995285,90.19,4,0.005
90,166197025940.0,0.0866588577628135,94.56,0.1467464566230774,90.57,4,0.005
100,184453747940.0,0.0971022322773933,94.92,0.1501585394144058,90.5,4,0.005
101,184453747940.0,0.0849435254931449,94.76,0.1501585394144058,90.5,4,0.005
-1,60775124.0,3.526643991470337,16.66,3.5265562534332275,16.94,5,0.005
0,1884028844.0,2.4183337688446045,17.96,2.4223461151123047,18.18,5,0.005
10,20116566044.0,0.2623407542705536,90.26,0.2522960007190704,87.39,5,0.005
20,38349103244.0,0.25358647108078,90.92,0.2457175850868225,87.93,5,0.005
30,56581640444.0,0.2387854158878326,91.68,0.2352591305971145,88.29,5,0.005
40,74814177644.0,0.1652800887823104,92.94,0.20332932472229,89.36,5,0.005
50,93046714844.0,0.1332513839006424,93.48,0.1912044137716293,89.74,5,0.005
60,111279252044.0,0.1171285063028335,94.06,0.1716275364160537,89.85,5,0.005
70,129511789244.0,0.1132441833615303,94.46,0.1732274144887924,89.97,5,0.005
80,147744326444.0,0.1060791015625,94.8,0.1295882761478424,90.36,5,0.005
90,165976863644.0,0.1001302227377891,95.22,0.1416876465082168,90.53,5,0.005
100,184209400844.0,0.0829366147518158,94.98,0.140591412782669,90.59,5,0.005
101,184209400844.0,0.0842412263154983,95.08,0.140591412782669,90.59,5,0.005
-1,60805736.0,3.773648023605346,12.96,3.833085298538208,13.27,6,0.005
0,1884977816.0,2.5574607849121094,18.44,2.612114667892456,17.82,6,0.005
10,20126698616.0,0.2654779851436615,89.46,0.2485081404447555,86.41,6,0.005
20,38368419416.0,0.258303165435791,89.54,0.2431279718875885,87.0,6,0.005
