Name,Dense Accuracy,Pruned Accuracy
vgg19_normal_tiny_imagenet_seed_1_rf_level_3_test_acc_42.51.pth,42.51,41.53
vgg19_normal_tiny_imagenet_seed_4_rf_level_3_test_acc_42.99.pth,42.99,42.25
vgg19_normal_tiny_imagenet_seed_2_rf_level_3_test_acc_38.69.pth,38.69,37.12
vgg19_normal_tiny_imagenet_seed_3_rf_level_3_test_acc_39.37.pth,39.37,38.69
vgg19_normal_tiny_imagenet_seed_0_rf_level_3_test_acc_41.69.pth,41.69,40.87
