Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,0.048609871417284,99.52,0.2013821750879287,93.44,0,0,GMP,VGG19,cifar10,0.8
0,25977443520.0,0.0620724968612194,99.66,0.1990316361188888,93.57,0,0,GMP,VGG19,cifar10,0.8
10,285751878720.0,0.0455768406391143,99.7,0.210538312792778,93.51,0,0,GMP,VGG19,cifar10,0.8
20,545526313920.0,0.0445072799921035,99.8,0.2229862660169601,93.52,0,0,GMP,VGG19,cifar10,0.8
30,805300749120.0,0.043138638138771,99.66,0.221767172217369,93.54,0,0,GMP,VGG19,cifar10,0.8
40,1065075184320.0,0.0376096479594707,99.8,0.2479805052280426,93.66,0,0,GMP,VGG19,cifar10,0.8
50,1324849619520.0,0.0391164943575859,99.74,0.2025377303361892,93.67,0,0,GMP,VGG19,cifar10,0.8
60,1584624054720.0,0.0345288105309009,99.84,0.2118626683950424,93.61,0,0,GMP,VGG19,cifar10,0.8
70,1844398489920.0,0.0459640510380268,99.88,0.1949433237314224,93.63,0,0,GMP,VGG19,cifar10,0.8
80,2104172925120.0,0.0429774075746536,99.86,0.2273723036050796,93.61,0,0,GMP,VGG19,cifar10,0.8
90,2363947360320.0,0.0442640706896781,99.8,0.2380892783403396,93.56,0,0,GMP,VGG19,cifar10,0.8
100,2623721795520.0,0.0336308144032955,99.9,0.2174922078847885,93.56,0,0,GMP,VGG19,cifar10,0.8
101,2623721795520.0,0.0288072098046541,99.86,0.2174921929836273,93.56,0,0,GMP,VGG19,cifar10,0.8
-1,0.0,0.0530297644436359,99.62,0.2013821899890899,93.44,1,0,GMP,VGG19,cifar10,0.8
0,25977443520.0,0.0505858622491359,99.74,0.19710074365139,93.53,1,0,GMP,VGG19,cifar10,0.8
10,285751878720.0,0.0590769983828067,99.78,0.2170638591051101,93.45,1,0,GMP,VGG19,cifar10,0.8
20,545526313920.0,0.0389149002730846,99.84,0.2068861275911331,93.53,1,0,GMP,VGG19,cifar10,0.8
30,805300749120.0,0.0574478469789028,99.8,0.2245788276195526,93.47,1,0,GMP,VGG19,cifar10,0.8
40,1065075184320.0,0.0410710498690605,99.9,0.2234487384557724,93.51,1,0,GMP,VGG19,cifar10,0.8
50,1324849619520.0,0.0355438739061355,99.8,0.220089241862297,93.6,1,0,GMP,VGG19,cifar10,0.8
60,1584624054720.0,0.0356999933719635,99.72,0.2254917174577713,93.56,1,0,GMP,VGG19,cifar10,0.8
70,1844398489920.0,0.037831924855709,99.84,0.2427288889884948,93.43,1,0,GMP,VGG19,cifar10,0.8
80,2104172925120.0,0.0283271316438913,99.9,0.2237426489591598,93.62,1,0,GMP,VGG19,cifar10,0.8
90,2363947360320.0,0.0334681458771228,99.88,0.2428861707448959,93.72,1,0,GMP,VGG19,cifar10,0.8
100,2623721795520.0,0.0317264571785926,99.84,0.2426083534955978,93.64,1,0,GMP,VGG19,cifar10,0.8
101,2623721795520.0,0.0741386637091636,99.84,0.2426083534955978,93.64,1,0,GMP,VGG19,cifar10,0.8
-1,0.0,0.0526831969618797,99.76,0.2013821750879287,93.44,2,0,GMP,VGG19,cifar10,0.8
0,25977443520.0,0.0335476659238338,99.68,0.1796269714832306,93.54,2,0,GMP,VGG19,cifar10,0.8
10,285751878720.0,0.0465705282986164,99.66,0.1791799068450927,93.54,2,0,GMP,VGG19,cifar10,0.8
20,545526313920.0,0.0313332192599773,99.84,0.1974985301494598,93.43,2,0,GMP,VGG19,cifar10,0.8
30,805300749120.0,0.0299695264548063,99.82,0.1910931169986724,93.48,2,0,GMP,VGG19,cifar10,0.8
40,1065075184320.0,0.0430235527455806,99.74,0.2379996180534362,93.44,2,0,GMP,VGG19,cifar10,0.8
50,1324849619520.0,0.0521968491375446,99.8,0.2137582004070282,93.48,2,0,GMP,VGG19,cifar10,0.8
60,1584624054720.0,0.0262763798236846,99.92,0.2046199440956115,93.48,2,0,GMP,VGG19,cifar10,0.8
70,1844398489920.0,0.0407643541693687,99.72,0.2160969823598861,93.49,2,0,GMP,VGG19,cifar10,0.8
80,2104172925120.0,0.038762591779232,99.9,0.2067974060773849,93.59,2,0,GMP,VGG19,cifar10,0.8
90,2363947360320.0,0.039537526667118,99.86,0.2239463180303573,93.36,2,0,GMP,VGG19,cifar10,0.8
100,2623721795520.0,0.042904358357191,99.84,0.2182676047086715,93.43,2,0,GMP,VGG19,cifar10,0.8
101,2623721795520.0,0.0341632291674613,99.88,0.2182676047086715,93.43,2,0,GMP,VGG19,cifar10,0.8
