Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,2.284899473190308,58.02,2.257487773895264,47.34,0,0,LAMP,VGG19,cifar100,0.9
0,12727157760.0,0.6661453247070312,84.2,0.6506828665733337,64.11,0,0,LAMP,VGG19,cifar100,0.9
10,139998735360.0,0.2163508534431457,92.16,0.3676897585391998,68.41,0,0,LAMP,VGG19,cifar100,0.9
20,267270312960.0,0.1673192977905273,93.6,0.371823251247406,68.91,0,0,LAMP,VGG19,cifar100,0.9
30,394541890560.0,0.1581991314888,94.2,0.3980871438980102,69.48,0,0,LAMP,VGG19,cifar100,0.9
40,521813468160.0,0.1371639370918274,94.7,0.3943144977092743,69.8,0,0,LAMP,VGG19,cifar100,0.9
50,649085045760.0,0.1421127766370773,95.52,0.422931432723999,69.76,0,0,LAMP,VGG19,cifar100,0.9
60,776356623360.0,0.1216169893741607,95.96,0.4095031023025512,69.92,0,0,LAMP,VGG19,cifar100,0.9
70,903628200960.0,0.1355861723423004,96.16,0.4294479787349701,70.03,0,0,LAMP,VGG19,cifar100,0.9
80,1030899778560.0,0.1049544662237167,96.64,0.4386477172374725,70.03,0,0,LAMP,VGG19,cifar100,0.9
90,1158171356160.0,0.111717477440834,96.9,0.44406458735466,70.12,0,0,LAMP,VGG19,cifar100,0.9
100,1285442933760.0,0.1137426272034645,96.78,0.4556708037853241,70.23,0,0,LAMP,VGG19,cifar100,0.9
101,1285442933760.0,0.1085929200053215,97.02,0.4556708037853241,70.23,0,0,LAMP,VGG19,cifar100,0.9
-1,0.0,2.244827508926392,59.04,2.257487773895264,47.34,1,0,LAMP,VGG19,cifar100,0.9
0,12727157760.0,0.6492846012115479,84.38,0.6631274819374084,64.01,1,0,LAMP,VGG19,cifar100,0.9
10,139998735360.0,0.2236530482769012,91.94,0.3713493943214416,68.38,1,0,LAMP,VGG19,cifar100,0.9
20,267270312960.0,0.1595385819673538,92.8,0.3561340570449829,69.15,1,0,LAMP,VGG19,cifar100,0.9
30,394541890560.0,0.1595247089862823,94.38,0.3853676319122314,69.34,1,0,LAMP,VGG19,cifar100,0.9
40,521813468160.0,0.1206411272287368,94.9,0.3961191177368164,69.56,1,0,LAMP,VGG19,cifar100,0.9
50,649085045760.0,0.1362682878971099,95.16,0.4082688093185425,69.8,1,0,LAMP,VGG19,cifar100,0.9
60,776356623360.0,0.1144773066043853,95.14,0.4166077077388763,69.93,1,0,LAMP,VGG19,cifar100,0.9
70,903628200960.0,0.1256402879953384,96.12,0.4123263359069824,70.08,1,0,LAMP,VGG19,cifar100,0.9
80,1030899778560.0,0.1391754746437072,96.3,0.4347011148929596,70.2,1,0,LAMP,VGG19,cifar100,0.9
90,1158171356160.0,0.1124567091464996,96.66,0.4490517079830169,70.32,1,0,LAMP,VGG19,cifar100,0.9
100,1285442933760.0,0.1397296488285064,96.68,0.4688961207866668,70.26,1,0,LAMP,VGG19,cifar100,0.9
101,1285442933760.0,0.1150409951806068,96.84,0.4688960909843445,70.26,1,0,LAMP,VGG19,cifar100,0.9
-1,0.0,2.305630683898926,59.52,2.257487773895264,47.34,2,0,LAMP,VGG19,cifar100,0.9
0,12727157760.0,0.634154200553894,84.56,0.6373787522315979,64.04,2,0,LAMP,VGG19,cifar100,0.9
10,139998735360.0,0.2202209532260894,92.16,0.3731967508792877,68.42,2,0,LAMP,VGG19,cifar100,0.9
20,267270312960.0,0.1744960248470306,93.08,0.3493252694606781,69.18,2,0,LAMP,VGG19,cifar100,0.9
30,394541890560.0,0.1666418015956878,94.36,0.3662957549095154,69.48,2,0,LAMP,VGG19,cifar100,0.9
40,521813468160.0,0.1512206792831421,95.2,0.3908999860286712,69.81,2,0,LAMP,VGG19,cifar100,0.9
50,649085045760.0,0.1266945153474807,95.28,0.40461066365242,69.97,2,0,LAMP,VGG19,cifar100,0.9
60,776356623360.0,0.113881804049015,95.84,0.400102436542511,70.06,2,0,LAMP,VGG19,cifar100,0.9
70,903628200960.0,0.1081432029604911,96.32,0.4125128388404846,70.17,2,0,LAMP,VGG19,cifar100,0.9
80,1030899778560.0,0.1273602098226547,96.68,0.412434309720993,70.22,2,0,LAMP,VGG19,cifar100,0.9
90,1158171356160.0,0.1111079230904579,96.78,0.440446525812149,70.32,2,0,LAMP,VGG19,cifar100,0.9
100,1285442933760.0,0.1089054718613624,96.9,0.4417800307273865,70.4,2,0,LAMP,VGG19,cifar100,0.9
101,1285442933760.0,0.1015546917915344,96.58,0.4417800307273865,70.4,2,0,LAMP,VGG19,cifar100,0.9
