Name,Dense Accuracy,Pruned Accuracy
resnet50_normal_cifar10_seed_0_4_rf_level_1.pth,94.92,94.46
resnet50_normal_cifar10_seed_0_3_rf_level_1.pth,94.65,94.19
resnet50_normal_cifar10_seed_0_5_rf_level_1.pth,94.5,94.06
