layer_names,pr
conv1,tensor(0.)
layer1.0.conv1,tensor(8.9453e-05)
layer1.0.conv2,tensor(0.0009)
layer1.0.conv3,tensor(0.0004)
layer1.0.shortcut.0,tensor(0.0003)
layer1.1.conv1,tensor(0.0003)
layer1.1.conv2,tensor(0.0007)
layer1.1.conv3,tensor(0.0002)
layer1.2.conv1,tensor(0.0003)
layer1.2.conv2,tensor(0.0006)
layer1.2.conv3,tensor(0.0001)
layer2.0.conv1,tensor(0.0004)
layer2.0.conv2,tensor(0.0023)
layer2.0.conv3,tensor(0.0005)
layer2.0.shortcut.0,tensor(0.0006)
layer2.1.conv1,tensor(0.0009)
layer2.1.conv2,tensor(0.0026)
layer2.1.conv3,tensor(0.0007)
layer2.2.conv1,tensor(0.0010)
layer2.2.conv2,tensor(0.0035)
layer2.2.conv3,tensor(0.0011)
layer2.3.conv1,tensor(0.0016)
layer2.3.conv2,tensor(0.0059)
layer2.3.conv3,tensor(0.0028)
layer3.0.conv1,tensor(0.0019)
layer3.0.conv2,tensor(0.0123)
layer3.0.conv3,tensor(0.0053)
layer3.0.shortcut.0,tensor(0.0103)
layer3.1.conv1,tensor(0.0093)
layer3.1.conv2,tensor(0.0246)
layer3.1.conv3,tensor(0.0110)
layer3.2.conv1,tensor(0.0096)
layer3.2.conv2,tensor(0.0245)
layer3.2.conv3,tensor(0.0110)
layer3.3.conv1,tensor(0.0096)
layer3.3.conv2,tensor(0.0247)
layer3.3.conv3,tensor(0.0110)
layer3.4.conv1,tensor(0.0093)
layer3.4.conv2,tensor(0.0245)
layer3.4.conv3,tensor(0.0110)
layer3.5.conv1,tensor(0.0094)
layer3.5.conv2,tensor(0.0244)
layer3.5.conv3,tensor(0.0109)
layer4.0.conv1,tensor(0.0165)
layer4.0.conv2,tensor(0.0953)
layer4.0.conv3,tensor(0.0407)
layer4.0.shortcut.0,tensor(0.0833)
layer4.1.conv1,tensor(0.0444)
layer4.1.conv2,tensor(0.1003)
layer4.1.conv3,tensor(0.0446)
layer4.2.conv1,tensor(0.0446)
layer4.2.conv2,tensor(0.1003)
layer4.2.conv3,tensor(0.0446)
linear,tensor(0.)
