Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma
-1,72180064.0,1.2709506750106812,19.22,1.2051416635513306,20.11,0,0.005
0,2237581984.0,1.1885159015655518,29.04,1.126587986946106,28.66,0,0.005
10,23891601184.0,0.6563986539840698,61.36,0.6869973540306091,55.01,0,0.005
20,45545620384.0,0.5783495903015137,63.64,0.6592712998390198,55.81,0,0.005
30,67199639584.0,0.5064699053764343,64.28,0.6132907867431641,57.07,0,0.005
40,88853658784.0,0.3413763046264648,69.66,0.5842335224151611,60.42,0,0.005
50,110507677984.0,0.2872321307659149,72.6,0.5865117907524109,61.7,0,0.005
60,132161697184.0,0.2871025502681732,73.38,0.5939447283744812,61.89,0,0.005
70,153815716384.0,0.2780046164989471,73.98,0.6120917201042175,62.44,0,0.005
80,175469735584.0,0.2649244368076324,76.08,0.6416652202606201,63.56,0,0.005
90,197123754784.0,0.2439335584640503,77.52,0.6052317023277283,64.35,0,0.005
100,218777773984.0,0.2321724146604538,77.36,0.6284235715866089,64.3,0,0.005
101,218777773984.0,0.2281748801469802,78.14,0.6284235715866089,64.3,0,0.005
-1,71889424.0,1.108129858970642,23.64,1.0328909158706665,23.06,1,0.005
0,2228572144.0,1.0101701021194458,31.42,0.9429566264152528,30.32,1,0.005
10,23795399344.0,0.7208681106567383,60.54,0.7846642732620239,53.66,1,0.005
20,45362226544.0,0.6544284224510193,63.52,0.748966634273529,55.24,1,0.005
30,66929053744.0,0.5513149499893188,64.66,0.6951666474342346,56.8,1,0.005
40,88495880944.0,0.3314101099967956,70.12,0.6227085590362549,60.05,1,0.005
50,110062708144.0,0.2784274816513061,72.86,0.6438619494438171,61.49,1,0.005
60,131629535344.0,0.251192569732666,72.98,0.6418628692626953,61.74,1,0.005
70,153196362544.0,0.248395100235939,74.38,0.6528263688087463,61.84,1,0.005
80,174763189744.0,0.2552030086517334,76.74,0.6804553270339966,62.86,1,0.005
90,196330016944.0,0.2297948151826858,77.68,0.66541588306427,63.61,1,0.005
100,217896844144.0,0.2246642559766769,78.1,0.6801639795303345,63.71,1,0.005
101,217896844144.0,0.2149805575609207,77.4,0.6801639795303345,63.71,1,0.005
-1,72094432.0,1.198889136314392,21.88,1.2063590288162231,21.98,2,0.005
0,2234927392.0,1.056543469429016,29.98,1.0533840656280518,29.72,2,0.005
10,23863256992.0,0.6650976538658142,61.82,0.7447962760925293,54.56,2,0.005
20,45491586592.0,0.6036643385887146,62.92,0.7193952798843384,55.52,2,0.005
30,67119916192.0,0.5249311327934265,65.2,0.6812676787376404,57.1,2,0.005
