Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy,individual,sigma
30,139633435648.0,0.1494277417659759,1.7349142353850766e-06,95.36,0.1687088012695312,2.091514033963904e-06,91.31,46,0.0043
40,184628098048.0,0.1241614669561386,2.7830847102450207e-06,95.7,0.1335312128067016,2.96648590847326e-06,91.51,46,0.0043
50,229622760448.0,0.0987630039453506,4.171660293650348e-06,95.78,0.1270916908979416,3.792782763412106e-06,91.48,46,0.0043
60,274617422848.0,0.0981300473213195,4.141742920182878e-06,95.92,0.1240193471312522,3.978105723945191e-06,91.49,46,0.0043
70,319612085248.0,0.0938834324479103,3.382833028808818e-06,95.78,0.1190554201602935,4.4534513108374085e-06,91.51,46,0.0043
80,364606747648.0,0.0839221253991127,5.518817488336936e-06,96.12,0.1228212341666221,5.483714630827308e-06,91.7,46,0.0043
90,409601410048.0,0.0796300917863845,6.080415005271789e-06,96.08,0.1176912933588028,7.1923082032299135e-06,91.67,46,0.0043
-1,149993200.0,0.4133014976978302,2.183930291721481e-06,91.04,0.3717568516731262,2.059296775769326e-06,86.81,47,0.0043
0,4649789200.0,0.3182968497276306,1.3540824284064e-06,93.28,0.2891488075256347,1.9332317151565803e-06,89.4,47,0.0043
10,49647749200.0,0.1654616296291351,1.2930936463817488e-06,95.0,0.1759764701128006,1.5092250578163655e-06,91.13,47,0.0043
20,94645709200.0,0.1579448282718658,1.5403760471599526e-06,95.48,0.1723925471305847,1.5706389149272582e-06,91.22,47,0.0043
30,139643669200.0,0.1430061608552932,1.7791155642044032e-06,95.56,0.1611895710229873,1.6971058585113497e-06,91.24,47,0.0043
40,184641629200.0,0.1194439902901649,2.0306624719523825e-06,95.46,0.1390700936317443,2.4003281851037173e-06,91.36,47,0.0043
50,229639589200.0,0.1023056954145431,2.6838984013011213e-06,96.06,0.1272967159748077,3.23272774949146e-06,91.5,47,0.0043
60,274637549200.0,0.0948894545435905,2.9529130642913515e-06,95.58,0.120543822646141,3.4519237033237005e-06,91.49,47,0.0043
70,319635509200.0,0.093458704650402,3.550777137206751e-06,95.88,0.1190290451049804,3.779271082748892e-06,91.57,47,0.0043
80,364633469200.0,0.0867393240332603,5.4331280807673465e-06,96.1,0.1076019629836082,5.03649107486126e-06,91.7,47,0.0043
90,409631429200.0,0.0745358616113662,6.119846602814505e-06,96.22,0.1072864904999733,6.3035117818799336e-06,91.73,47,0.0043
-1,152686432.0,0.4318785667419433,1.0426927019580037e-06,86.12,0.3927692174911499,1.5130960946407868e-06,83.68,0,0.005
0,4733279392.0,0.3608165085315704,1.3658176385433762e-06,90.28,0.3433241546154022,1.5328668041547644e-06,86.89,0,0.005
10,50539208992.0,0.1913812905550003,8.277685310531524e-07,94.4,0.2100664675235748,1.0974300721500183e-06,90.53,0,0.005
20,96345138592.0,0.1805742084980011,1.035335458254849e-06,94.72,0.2025865763425827,1.134526428359095e-06,90.54,0,0.005
30,142151068192.0,0.1715212315320968,1.3160533853806555e-06,94.5,0.1878026723861694,1.1811604281319887e-06,90.56,0,0.005
40,187956997792.0,0.1321862936019897,2.608449221952469e-06,94.48,0.1700235903263092,1.6103208508866371e-06,90.66,0,0.005
50,233762927392.0,0.1113388836383819,2.829964387274231e-06,94.82,0.1496513485908508,2.2961071408644784e-06,90.75,0,0.005
60,279568856992.0,0.1102721542119979,3.2405312140326714e-06,94.5,0.1489757597446441,2.359178097322001e-06,90.83,0,0.005
70,325374786592.0,0.1019148603081703,2.347085683140904e-06,95.38,0.1484075784683227,2.614065351735917e-06,90.79,0,0.005
80,371180716192.0,0.0909439101815223,5.003238129575038e-06,95.12,0.1491229981184005,3.527873332132004e-06,90.84,0,0.005
90,416986645792.0,0.0852857455611229,4.37160952060367e-06,94.96,0.1410284787416458,4.403373623063089e-06,90.99,0,0.005
-1,152818000.0,0.578238844871521,2.260136170662008e-06,83.94,0.5323926210403442,3.226079570595175e-06,82.99,1,0.005
0,4737358000.0,0.4790087342262268,2.4267253593279747e-06,88.84,0.4446717202663421,2.852366833394626e-06,87.0,1,0.005
10,50582758000.0,0.1851107478141784,9.039217161443958e-07,93.94,0.1988651901483535,1.3383024679569644e-06,90.8,1,0.005
20,96428158000.0,0.1783225238323211,9.743079090185347e-07,94.28,0.1900158673524856,1.414510961694759e-06,90.85,1,0.005
30,142273558000.0,0.168926864862442,1.4987690519774333e-06,94.54,0.1810271441936493,1.5411267213494284e-06,90.9,1,0.005
40,188118958000.0,0.1324357837438583,2.1190517145441845e-06,94.64,0.1568995863199234,2.3810541733837454e-06,91.01,1,0.005
50,233964358000.0,0.1140525788068771,2.8852682589786127e-06,94.98,0.1419356614351272,3.3880562568811e-06,91.17,1,0.005
60,279809758000.0,0.110546737909317,3.7104498460394097e-06,94.62,0.1432771980762481,3.5347259199625114e-06,91.15,1,0.005
70,325655158000.0,0.1072916463017463,4.041321972181322e-06,94.7,0.1360518932342529,3.803713525485364e-06,91.12,1,0.005
80,371500558000.0,0.0928266793489456,5.059900104242843e-06,94.82,0.1268950700759887,5.06285869050771e-06,91.25,1,0.005
90,417345958000.0,0.0844073370099067,5.030884949519532e-06,95.5,0.1281775534152984,6.251124432310462e-06,91.44,1,0.005
-1,152807488.0,0.4930780529975891,1.3748849596595392e-06,83.58,0.4790176451206207,1.502175450696086e-06,82.2,2,0.005
0,4737032128.0,0.4190101623535156,1.428744440090668e-06,88.0,0.4221718907356262,1.6458895970572485e-06,84.96,2,0.005
10,50579278528.0,0.1974387913942337,1.1240855428695795e-06,94.34,0.2106896489858627,1.354399387309968e-06,90.58,2,0.005
20,96421524928.0,0.1889458745718002,1.1055846016461146e-06,94.48,0.1991645693778991,1.3769504221272657e-06,90.65,2,0.005
30,142263771328.0,0.1710386276245117,1.3640565157402309e-06,94.72,0.1831639111042022,1.5287082533177454e-06,90.71,2,0.005
40,188106017728.0,0.1355926692485809,2.0919669623253867e-06,94.98,0.1527458429336547,2.1582241060968954e-06,90.76,2,0.005
50,233948264128.0,0.115661896765232,2.607579290270224e-06,94.98,0.1418669521808624,2.894494627980748e-06,90.81,2,0.005
60,279790510528.0,0.113701544702053,2.506553528291988e-06,94.98,0.1396245062351226,3.0714375043316977e-06,90.83,2,0.005
70,325632756928.0,0.1131675839424133,2.4501036932633724e-06,95.02,0.139595940709114,3.299793206679169e-06,90.87,2,0.005
80,371475003328.0,0.094749130308628,3.828770786640234e-06,95.28,0.130462035536766,4.295181042834884e-06,90.97,2,0.005
90,417317249728.0,0.0821351781487464,4.674172942031873e-06,94.9,0.1300722360610962,5.23789594808477e-06,91.09,2,0.005
-1,152740144.0,0.7351056933403015,1.6529992308278452e-06,71.56,0.7140089273452759,1.7779332210920984e-06,72.63,3,0.005
0,4734944464.0,0.5008619427680969,1.4067378515392193e-06,83.18,0.4829317629337311,1.371782559544954e-06,82.55,3,0.005
10,50556987664.0,0.1987399011850357,1.5449078318852116e-06,94.78,0.2015027105808258,1.313337065766973e-06,90.56,3,0.005
20,96379030864.0,0.1866859793663025,9.651034815760795e-07,94.28,0.1890832036733627,1.4303340094556916e-06,90.51,3,0.005
30,142201074064.0,0.1733387261629104,1.8164104176321416e-06,94.82,0.1763621419668197,1.5921718841127586e-06,90.48,3,0.005
40,188023117264.0,0.1379350572824478,2.508930492695072e-06,94.98,0.1436970680952072,2.431258053547936e-06,90.53,3,0.005
50,233845160464.0,0.114272691309452,3.191782070643967e-06,93.82,0.1288882046937942,3.389739731574082e-06,90.72,3,0.005
60,279667203664.0,0.1157966330647468,3.692577820402221e-06,95.24,0.1306236237287521,3.476412530289963e-06,90.72,3,0.005
70,325489246864.0,0.1050519943237304,3.178172391926637e-06,94.92,0.1300921589136123,3.7254176277201614e-06,90.74,3,0.005
80,371311290064.0,0.1088832244277,4.1289363252872135e-06,95.18,0.1180487945675849,4.96771463076584e-06,90.86,3,0.005
90,417133333264.0,0.0897836685180664,6.502835276478436e-06,95.38,0.1197063848376274,6.083032985770842e-06,90.97,3,0.005
-1,152783392.0,0.5253037214279175,2.0913169009872945e-06,83.44,0.4858401715755462,1.9683664049807703e-06,82.41,4,0.005
0,4736285152.0,0.4304420053958893,1.8981299945153296e-06,88.66,0.3927364349365234,1.8621419712872007e-06,86.65,4,0.005
10,50571302752.0,0.1856359392404556,9.736447736941043e-07,94.24,0.2089243084192276,1.084250470739789e-06,90.66,4,0.005
20,96406320352.0,0.1753331869840622,1.2076004622940673e-06,94.62,0.2023853659629821,1.1073932455474278e-06,90.62,4,0.005
30,142241337952.0,0.1685186922550201,1.390790316690982e-06,94.28,0.189815878868103,1.1767031082854371e-06,90.77,4,0.005
40,188076355552.0,0.1346456855535507,1.542008135402284e-06,94.34,0.1765968799591064,1.708834020064387e-06,90.71,4,0.005
50,233911373152.0,0.1114546135067939,2.78980451184907e-06,94.7,0.1639241576194763,2.471459083608352e-06,90.83,4,0.005
60,279746390752.0,0.1151346191763877,2.7518794922798406e-06,94.64,0.1680178195238113,2.560950861152378e-06,90.86,4,0.005
70,325581408352.0,0.1074843257665634,3.886894774041139e-06,94.6,0.1727640330791473,2.7552887331694365e-06,90.91,4,0.005
80,371416425952.0,0.0994708836078643,4.584344424074516e-06,95.02,0.1584920138120651,3.924442808056483e-06,90.98,4,0.005
90,417251443552.0,0.0870397388935089,4.922203515889123e-06,95.2,0.160144954919815,5.267694177746307e-06,91.12,4,0.005
-1,152653760.0,0.5222298502922058,2.8044521513947984e-06,85.0,0.4696663916110992,2.84387101601169e-06,84.58,5,0.005
0,4732266560.0,0.4283387362957001,2.186203346354887e-06,89.2,0.3882552087306976,2.596500507934252e-06,87.56,5,0.005
10,50528394560.0,0.1843236833810806,9.46437410220824e-07,94.22,0.2036668509244918,1.2763911172442022e-06,90.29,5,0.005
20,96324522560.0,0.182299330830574,1.1314579069221509e-06,93.96,0.1956698596477508,1.2978008498976124e-06,90.46,5,0.005
30,142120650560.0,0.177483469247818,9.96344738268817e-07,94.28,0.186537817120552,1.4528313840855844e-06,90.57,5,0.005
40,187916778560.0,0.1369600892066955,2.012454160649213e-06,94.64,0.158065527677536,2.373127699684119e-06,90.77,5,0.005
50,233712906560.0,0.1198617815971374,2.177896021748893e-06,94.66,0.1448688209056854,3.7814020288351458e-06,90.96,5,0.005
60,279509034560.0,0.1111170426011085,2.232551651104586e-06,94.64,0.1428233385086059,4.014302703581052e-06,90.97,5,0.005
70,325305162560.0,0.1095612049102783,2.9492082376236795e-06,94.72,0.1409827768802642,4.371581326267915e-06,91.0,5,0.005
80,371101290560.0,0.0941294282674789,4.7176381485769525e-06,95.12,0.1373727917671203,6.058466169633903e-06,91.17,5,0.005
90,416897418560.0,0.0846986100077629,4.696608357335208e-06,95.32,0.1299810260534286,7.874758921389002e-06,91.28,5,0.005
-1,152883760.0,0.4372937083244324,1.8153360770156723e-06,89.12,0.4224647581577301,1.8067237306240715e-06,86.07,6,0.005
0,4739396560.0,0.3786242604255676,1.6581640238655382e-06,91.34,0.3614585995674133,1.6300765537380355e-06,88.12,6,0.005
10,50604524560.0,0.1900018900632858,7.852197541069472e-07,94.56,0.2081381529569625,1.2118159702367848e-06,90.53,6,0.005
20,96469652560.0,0.1811136454343795,1.25801977901574e-06,94.52,0.2026976943016052,1.219325213241973e-06,90.57,6,0.005
30,142334780560.0,0.1689676642417907,1.3450612641463522e-06,94.46,0.1931404918432235,1.28683188904688e-06,90.55,6,0.005
40,188199908560.0,0.1384849399328231,1.8800882344294223e-06,94.34,0.1727696657180786,1.8019263734458944e-06,90.7,6,0.005
50,234065036560.0,0.1174805834889411,2.088496785290772e-06,94.58,0.1603737622499466,2.5765568807401e-06,90.77,6,0.005
60,279930164560.0,0.1156389042735099,2.977790700242622e-06,94.98,0.1558033525943756,2.7581174890656257e-06,90.82,6,0.005
70,325795292560.0,0.1078878939151763,2.8876515898446087e-06,94.72,0.1586542725563049,2.931703420472332e-06,90.9,6,0.005
80,371660420560.0,0.0922485142946243,3.92042466046405e-06,95.08,0.1590575724840164,4.03525245928904e-06,90.95,6,0.005
90,417525548560.0,0.0834015309810638,4.6646359805890825e-06,95.54,0.1404168307781219,5.4028319027565885e-06,91.16,6,0.005
-1,153082576.0,0.5811711549758911,1.235334593729931e-06,74.86,0.5726052522659302,1.5525561138929334e-06,75.61,7,0.005
0,4745559856.0,0.4755251407623291,1.080068386727362e-06,83.38,0.4651875495910644,1.5091046634552183e-06,82.34,7,0.005
10,50670332656.0,0.2065800875425338,1.210658524541941e-06,94.72,0.2068510949611663,1.34487675040873e-06,90.65,7,0.005
20,96595105456.0,0.1974776983261108,1.3714128499486833e-06,94.54,0.1970673352479934,1.430749193787051e-06,90.57,7,0.005
30,142519878256.0,0.1821799129247665,1.3441095916277843e-06,94.74,0.1825782060623169,1.6193710052903043e-06,90.66,7,0.005
40,188444651056.0,0.1424901783466339,1.4772916756555787e-06,94.54,0.1449946612119674,2.3308289200940635e-06,90.8,7,0.005
50,234369423856.0,0.1180888712406158,2.5482565888523823e-06,94.94,0.1293873190879821,3.1903227863949724e-06,91.02,7,0.005
60,280294196656.0,0.1210190281271934,2.0210761704220204e-06,95.06,0.1261005848646164,3.32632544086664e-06,91.04,7,0.005
70,326218969456.0,0.1111746132373809,2.51038909482304e-06,94.86,0.125116690993309,3.624913915700745e-06,91.07,7,0.005
80,372143742256.0,0.0955991744995117,3.3101548524427926e-06,95.22,0.1156108900904655,4.696530140790856e-06,91.17,7,0.005
90,418068515056.0,0.0865876972675323,4.501792318478692e-06,95.4,0.1086844280362129,5.789067472505849e-06,91.24,7,0.005
-1,152852896.0,0.5797590017318726,1.5501592542932483e-06,82.2,0.5267873406410217,1.521285298622388e-06,81.76,8,0.005
0,4738439776.0,0.4440188407897949,1.7990372498388751e-06,88.06,0.4089788198471069,1.6508170119777787e-06,86.17,8,0.005
10,50594308576.0,0.1819637268781662,8.90073408754688e-07,94.08,0.1895516514778137,1.0367673439759528e-06,90.32,8,0.005
20,96450177376.0,0.1732674092054367,1.0060650765808532e-06,94.38,0.1836645752191543,1.0303886028850684e-06,90.27,8,0.005
30,142306046176.0,0.1650986075401306,1.2739103567582788e-06,93.74,0.1733535677194595,1.0540625225985425e-06,90.27,8,0.005
40,188161914976.0,0.1369810700416565,2.106049350913964e-06,94.42,0.1564999222755432,1.676854139986972e-06,90.54,8,0.005
50,234017783776.0,0.1156984120607376,2.871617198252352e-06,94.02,0.1381397545337677,2.421546241748729e-06,90.66,8,0.005
60,279873652576.0,0.1134602725505828,2.532527787479921e-06,94.42,0.1437044590711593,2.497520654287655e-06,90.67,8,0.005
70,325729521376.0,0.1125727444887161,2.811831336657633e-06,94.66,0.1402253061532974,2.742239530562074e-06,90.65,8,0.005
80,371585390176.0,0.095293253660202,3.204371296305908e-06,94.96,0.1371818035840988,3.695688747029635e-06,90.9,8,0.005
90,417441258976.0,0.0865561962127685,4.264793005859247e-06,94.64,0.1298346072435379,4.744922080135439e-06,91.1,8,0.005
-1,152770336.0,0.8460898399353027,1.8962421108881244e-06,67.04,0.8198256492614746,2.170175548599218e-06,68.55,9,0.005
0,4735880416.0,0.4248087108135223,1.2758318916894495e-06,86.16,0.3999332189559936,1.6067318711066036e-06,83.74,9,0.005
10,50566981216.0,0.1986674219369888,8.670371016705758e-07,94.18,0.1975293159484863,9.222431458510982e-07,90.12,9,0.005
20,96398082016.0,0.1930994242429733,1.1338760259604896e-06,94.22,0.1892689913511276,9.72608518168272e-07,90.15,9,0.005
30,142229182816.0,0.1737711578607559,8.79955734944815e-07,94.54,0.1765998899936676,1.0946314432658255e-06,90.23,9,0.005
40,188060283616.0,0.1380837708711624,2.3201346266432665e-06,94.64,0.15109783411026,1.7587641423233435e-06,90.32,9,0.005
50,233891384416.0,0.1193369254469871,2.235063675470883e-06,94.68,0.1315467059612274,2.466357727826108e-06,90.57,9,0.005
60,279722485216.0,0.1170661374926567,2.7065809717896627e-06,94.44,0.1276938319206237,2.634943484736141e-06,90.63,9,0.005
70,325553586016.0,0.1116464734077453,2.8686288260360016e-06,95.12,0.1286229789257049,2.8495876449596835e-06,90.67,9,0.005
80,371384686816.0,0.0954996272921562,3.1218592084769625e-06,94.88,0.1185538992285728,3.889861091010971e-06,90.9,9,0.005
90,417215787616.0,0.0856209248304367,4.543212526186835e-06,94.82,0.1182176023721695,5.11547068526852e-06,91.07,9,0.005
-1,152728768.0,0.5628632307052612,2.950074986074469e-06,85.76,0.5731603503227234,2.900610752476496e-06,83.82,10,0.005
0,4734591808.0,0.4514055848121643,2.069679794658441e-06,90.44,0.4632454514503479,2.30312571147806e-06,86.98,10,0.005
10,50553222208.0,0.196969136595726,1.201354393742804e-06,95.1,0.2082258909940719,1.0557801033428404e-06,90.51,10,0.005
20,96371852608.0,0.1825711131095886,1.2511763998190872e-06,94.7,0.2019858509302139,1.1045380006180494e-06,90.57,10,0.005
30,142190483008.0,0.171798437833786,1.7496776081316057e-06,95.1,0.1930417865514755,1.1691520285239676e-06,90.66,10,0.005
40,188009113408.0,0.1407315284013748,2.5986173568526283e-06,95.02,0.1762909293174743,1.6194574072869727e-06,90.75,10,0.005
50,233827743808.0,0.1169996559619903,3.693925009429222e-06,95.08,0.1590534895658493,2.167227876270772e-06,90.87,10,0.005
60,279646374208.0,0.1141823157668113,3.011889930348844e-06,95.32,0.1587337255477905,2.3079551283444744e-06,90.86,10,0.005
70,325465004608.0,0.1063506081700325,3.395814019313548e-06,95.0,0.1537620723247528,2.4825237687764456e-06,90.97,10,0.005
80,371283635008.0,0.0973302572965622,3.8254374885582365e-06,95.42,0.155842900276184,3.2343496059183963e-06,91.16,10,0.005
90,417102265408.0,0.0821275636553764,4.310557869757759e-06,95.82,0.1437085568904876,4.081763108843006e-06,91.3,10,0.005
-1,153153280.0,0.6639503240585327,1.232410909324244e-06,72.02,0.6358218193054199,1.057326812770043e-06,73.28,11,0.005
0,4747751680.0,0.4904930889606476,1.0144717634830158e-06,82.78,0.4686156213283539,1.1042046708098496e-06,82.13,11,0.005
10,50693735680.0,0.197998821735382,8.172105481207836e-07,94.06,0.2062329202890396,8.10524795724632e-07,90.54,11,0.005
20,96639719680.0,0.1851666271686554,9.440854000786204e-07,94.22,0.1972545087337494,8.722569759811449e-07,90.49,11,0.005
30,142585703680.0,0.1766748875379562,8.81659104834398e-07,94.62,0.1886307746171951,9.85479005066736e-07,90.48,11,0.005
40,188531687680.0,0.1390205770730972,1.8190270338891423e-06,94.3,0.1577797830104828,1.6928496506807278e-06,90.7,11,0.005
50,234477671680.0,0.1193663403391838,2.931698418251472e-06,94.14,0.1462116837501526,2.543929895182373e-06,90.95,11,0.005
60,280423655680.0,0.1173680946230888,2.424120566502097e-06,94.28,0.1423485726118087,2.725505282796803e-06,90.97,11,0.005
70,326369639680.0,0.1082382649183273,2.835292889358243e-06,94.42,0.1411368548870086,2.994958094859612e-06,90.99,11,0.005
80,372315623680.0,0.0900420993566513,2.79036885331152e-06,94.62,0.1378717720508575,4.045085461257258e-06,91.08,11,0.005
90,418261607680.0,0.0875732526183128,4.627493581210729e-06,94.34,0.13862906396389,5.062407581135631e-06,91.16,11,0.005
-1,152567392.0,0.5140067338943481,1.7051406757673249e-06,83.28,0.4996098577976227,1.3414213526630192e-06,82.35,12,0.005
0,4729589152.0,0.4034653007984161,1.4232138028091867e-06,88.56,0.4010663628578186,1.5890261693130014e-06,86.37,12,0.005
10,50499806752.0,0.1952331513166427,1.6396343198721295e-06,93.6,0.1964872479438781,1.6039136880863223e-06,90.46,12,0.005
20,96270024352.0,0.188044860959053,1.2779023563780356e-06,94.04,0.1871515959501266,1.633633019082481e-06,90.41,12,0.005
30,142040241952.0,0.1757699102163314,1.5439303524544812e-06,94.74,0.1736788153648376,1.757232098498207e-06,90.46,12,0.005
40,187810459552.0,0.1391038000583648,3.249747805966763e-06,94.32,0.1421671658754348,2.569015123299323e-06,90.69,12,0.005
50,233580677152.0,0.1162168905138969,2.691141389732365e-06,94.76,0.12545907497406,3.5978400774183683e-06,90.86,12,0.005
60,279350894752.0,0.1100289896130561,4.197062480670866e-06,94.62,0.1264979243278503,3.734582833203604e-06,90.84,12,0.005
70,325121112352.0,0.1070804446935653,4.140445525990799e-06,94.84,0.1228668764233589,3.9838960219640285e-06,90.88,12,0.005
80,370891329952.0,0.0923772305250167,4.165124209976057e-06,94.66,0.1144034042954444,5.201346993999323e-06,90.91,12,0.005
90,416661547552.0,0.0870211943984031,7.344472578552086e-06,95.48,0.1040680557489395,6.486734946520301e-06,90.97,12,0.005
-1,152953888.0,0.4588169455528259,1.5510353250647313e-06,88.46,0.4361292421817779,1.8064475852952453e-06,85.62,13,0.005
0,4741570528.0,0.393116146326065,1.422832724529144e-06,91.12,0.3789430856704712,1.6829579863042454e-06,87.86,13,0.005
10,50627736928.0,0.1918896436691284,1.137619960900338e-06,94.62,0.2035562545061111,1.2811386795874569e-06,90.23,13,0.005
20,96513903328.0,0.1856019049882888,1.1428505786170715e-06,94.34,0.1971363872289657,1.344654151580471e-06,90.32,13,0.005
30,142400069728.0,0.1714188605546951,1.2234251016707276e-06,94.54,0.1881018429994583,1.4554101426256238e-06,90.36,13,0.005
40,188286236128.0,0.13290636241436,1.4994751609265222e-06,94.52,0.1604045331478119,2.141447112080641e-06,90.43,13,0.005
50,234172402528.0,0.1124271601438522,3.2432023999717785e-06,94.56,0.1477237343788147,2.913410980909248e-06,90.71,13,0.005
60,280058568928.0,0.1116498261690139,2.291599230375141e-06,94.42,0.145295575261116,3.044213826797204e-06,90.73,13,0.005
70,325944735328.0,0.1015658378601074,3.403922391953529e-06,94.8,0.1468848586082458,3.301872766314773e-06,90.79,13,0.005
80,371830901728.0,0.0924355164170265,3.930736511392752e-06,95.22,0.1397376358509063,4.468112820177339e-06,90.85,13,0.005
90,417717068128.0,0.0848864689469337,6.740872777299956e-06,95.04,0.1412631422281265,5.561984380619833e-06,91.05,13,0.005
-1,152672224.0,0.6181532144546509,1.470654524382553e-06,80.74,0.6054233908653259,1.7562049379193925e-06,80.53,14,0.005
0,4732838944.0,0.4749581217765808,1.5262010037986329e-06,87.84,0.4707732200622558,1.819085582610569e-06,85.98,14,0.005
10,50534506144.0,0.1785492151975631,8.654102430227795e-07,93.86,0.1989629417657852,1.185344217446982e-06,90.52,14,0.005
20,96336173344.0,0.1789749562740326,1.2155887816334143e-06,93.98,0.1909066140651703,1.2307344832152012e-06,90.54,14,0.005
30,142137840544.0,0.1631107330322265,8.73079443408642e-07,93.78,0.1790352314710617,1.3697309668714297e-06,90.55,14,0.005
40,187939507744.0,0.1365383118391037,1.3931405646872008e-06,93.7,0.1530346572399139,2.000699396376149e-06,90.67,14,0.005
50,233741174944.0,0.1181584596633911,2.459782763253316e-06,94.12,0.1341131627559662,2.899722403526539e-06,90.78,14,0.005
60,279542842144.0,0.1144419610500335,2.107495902237133e-06,94.06,0.1330783665180206,3.0291157600004226e-06,90.78,14,0.005
70,325344509344.0,0.109742559492588,3.4748559301078785e-06,94.48,0.1281777173280716,3.309957037345157e-06,90.87,14,0.005
80,371146176544.0,0.0933979228138923,4.170648935541976e-06,94.68,0.1215458512306213,4.510081453190651e-06,91.02,14,0.005
90,416947843744.0,0.0922988876700401,4.43390217697015e-06,94.88,0.1231925189495086,5.711070116376504e-06,91.12,14,0.005
-1,152731024.0,0.5904106497764587,1.5581872503389604e-06,76.48,0.5766530632972717,1.7087068044929763e-06,76.41,15,0.005
0,4734661744.0,0.4273059964179992,1.8042048850475112e-06,85.26,0.4195452630519867,1.6553839259358938e-06,83.36,15,0.005
10,50553968944.0,0.18662029504776,9.871303063846426e-07,94.48,0.1857635229825973,1.041674408952531e-06,90.32,15,0.005
20,96373276144.0,0.1777544319629669,1.0661415217327883e-06,94.3,0.1775314658880233,1.0767992080218391e-06,90.28,15,0.005
30,142192583344.0,0.1670933812856674,9.86238205769041e-07,94.1,0.1666251271963119,1.20325421448797e-06,90.37,15,0.005
40,188011890544.0,0.1337335109710693,2.011420065173297e-06,94.54,0.1346561759710312,1.709485786705045e-06,90.49,15,0.005
50,233831197744.0,0.1184689626097679,2.5427555101487087e-06,94.66,0.1160090714693069,2.388245547990664e-06,90.58,15,0.005
60,279650504944.0,0.1130458787083625,3.10018162963388e-06,94.88,0.1132277250289917,2.487213805579813e-06,90.67,15,0.005
70,325469812144.0,0.1089158803224563,2.939091245934833e-06,94.24,0.1134464740753173,2.722141744015971e-06,90.79,15,0.005
80,371289119344.0,0.0931362211704254,4.7207404350047e-06,94.98,0.0990222096443176,3.733896619451116e-06,90.91,15,0.005
90,417108426544.0,0.090099886059761,4.504134267335758e-06,95.06,0.0985848158597946,4.786606041307096e-06,91.02,15,0.005
-1,152889952.0,0.5684123635292053,3.702912181324791e-06,84.04,0.5470272898674011,3.099581817878061e-06,82.42,16,0.005
0,4739588512.0,0.4747020304203033,2.8369654501148034e-06,90.22,0.4533519446849823,2.895827947213548e-06,87.08,16,0.005
10,50606574112.0,0.1928011924028396,1.2099073956051145e-06,94.56,0.2083648443222046,9.788989245862467e-07,90.45,16,0.005
20,96473559712.0,0.1823614835739135,1.2001547702311657e-06,94.2,0.2005686610937118,1.0368985385866836e-06,90.41,16,0.005
30,142340545312.0,0.173453152179718,1.1601023288676515e-06,94.46,0.1884829998016357,1.1482135278129135e-06,90.57,16,0.005
40,188207530912.0,0.1353223174810409,1.906202669488266e-06,94.68,0.1538441330194473,1.6956677200141712e-06,90.72,16,0.005
50,234074516512.0,0.1141886785626411,1.960056806638022e-06,94.24,0.1371533125638961,2.4337423383258283e-06,90.81,16,0.005
60,279941502112.0,0.1124425083398819,2.1751691292593023e-06,94.32,0.1361640691757202,2.549690179876052e-06,90.88,16,0.005
70,325808487712.0,0.111482948064804,3.30865054820606e-06,94.32,0.1266188472509384,2.8704457690764684e-06,90.99,16,0.005
80,371675473312.0,0.0987357795238494,3.430563992878888e-06,94.9,0.1188166961073875,3.708941221702844e-06,90.95,16,0.005
90,417542458912.0,0.0886059999465942,4.181761596555589e-06,94.76,0.1132245957851409,4.68191728941747e-06,91.12,16,0.005
-1,152847376.0,0.5219413042068481,1.7582661939741229e-06,85.02,0.48494952917099,2.3136888103181263e-06,83.61,17,0.005
0,4738268656.0,0.4023423194885254,1.798037715161627e-06,89.88,0.3783982992172241,1.975220129679656e-06,87.33,17,0.005
10,50592481456.0,0.1842173337936401,7.771041623527708e-07,94.92,0.188646137714386,8.632690082777117e-07,90.74,17,0.005
20,96446694256.0,0.1780454367399215,1.0359111684010711e-06,94.54,0.1855937093496322,9.04748162611213e-07,90.74,17,0.005
30,142300907056.0,0.1687889993190765,1.3374584568737191e-06,94.78,0.1780600845813751,1.0160380270463063e-06,90.63,17,0.005
40,188155119856.0,0.1355932652950287,2.143795427400619e-06,95.02,0.1586842089891433,1.8045351453110925e-06,90.68,17,0.005
50,234009332656.0,0.1163910254836082,2.694477643672144e-06,94.76,0.1369732469320297,2.7406879326008493e-06,90.62,17,0.005
60,279863545456.0,0.1114586070179939,2.3824381969461683e-06,95.22,0.1366782337427139,2.876643065974349e-06,90.58,17,0.005
70,325717758256.0,0.1109496653079986,3.844120328722056e-06,94.98,0.1351315826177597,3.145608388877008e-06,90.63,17,0.005
80,371571971056.0,0.0961031839251518,4.377594905236037e-06,95.16,0.1324663907289505,4.281921974325087e-06,90.83,17,0.005
90,417426183856.0,0.0855357944965362,4.518901732808445e-06,95.14,0.1280426979064941,5.365606284613023e-06,90.84,17,0.005
-1,152647696.0,0.6515712738037109,3.1230231343215564e-06,77.76,0.6107478737831116,2.742992137427791e-06,77.37,18,0.005
0,4732078576.0,0.485626071691513,2.5025169634318445e-06,86.8,0.4706597328186035,2.4337487047887407e-06,85.16,18,0.005
