Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy,individual,sigma
40,105785325184.0,0.2104263007640838,1.9929132122342708e-06,68.06,0.2248236685991287,3.046355459446204e-06,68.42,4,0.011
50,131565664384.0,0.1873899102210998,4.315877504268428e-06,69.84,0.2093909829854965,4.96347183798207e-06,70.52,4,0.011
60,157346003584.0,0.1894692331552505,5.312258053891128e-06,70.74,0.2073143273591995,5.32171361555811e-06,70.74,4,0.011
70,183126342784.0,0.1808046996593475,6.314152869890677e-06,71.06,0.2030495256185531,5.770643383584684e-06,71.26,4,0.011
80,208906681984.0,0.1615921705961227,6.330152700684266e-06,72.54,0.1976510286331176,7.760379048704635e-06,73.03,4,0.011
90,234687021184.0,0.148778423666954,8.857981811161153e-06,75.04,0.2010883092880249,9.654573659645392e-06,74.04,4,0.011
-1,86141872.0,0.7662115097045898,7.214989068415889e-07,26.34,0.7636806964874268,8.755851581554452e-07,28.63,5,0.011
0,2670398032.0,0.6520296335220337,7.299153708117956e-07,32.34,0.6479457020759583,8.154759711942461e-07,35.1,5,0.011
10,28512959632.0,0.2082765698432922,8.738987844481017e-07,67.18,0.231474682688713,1.1567349247343373e-06,69.1,5,0.011
20,54355521232.0,0.2044938057661056,7.530233006036724e-07,68.88,0.2281452268362045,1.2908118378618385e-06,69.84,5,0.011
30,80198082832.0,0.2072844952344894,1.2552532098197844e-06,69.34,0.2247208952903747,1.6308615613525037e-06,71.09,5,0.011
40,106040644432.0,0.1998524516820907,2.748019369391841e-06,72.42,0.2254059463739395,3.727439207068528e-06,73.11,5,0.011
50,131883206032.0,0.1854268908500671,5.347881597117521e-06,71.76,0.2187609821557998,7.018268206593348e-06,73.88,5,0.011
60,157725767632.0,0.1794560700654983,3.567718295016676e-06,72.84,0.2161759734153747,7.493091288779395e-06,73.92,5,0.011
70,183568329232.0,0.1802129596471786,5.635318757413188e-06,73.24,0.2182040065526962,8.518243703292683e-06,74.06,5,0.011
80,209410890832.0,0.1582197546958923,7.89814021118218e-06,74.46,0.2322469502687454,1.2457615412131418e-05,74.82,5,0.011
90,235253452432.0,0.1460299342870712,1.100118151953211e-05,75.92,0.2290530055761337,1.5395296941278502e-05,75.82,5,0.011
-1,85886944.0,0.6373603940010071,9.153078508461476e-07,25.12,0.6381905674934387,9.658772341936128e-07,25.97,6,0.011
0,2662495264.0,0.5254977941513062,7.840157536520564e-07,29.7,0.5291287899017334,9.642872100812383e-07,30.82,6,0.011
10,28428578464.0,0.1887077540159225,7.900214313849574e-07,61.82,0.1983455419540405,9.697192808744148e-07,62.86,6,0.011
20,54194661664.0,0.1890258938074112,8.50979461120005e-07,62.36,0.2019865363836288,1.0521644071559422e-06,64.03,6,0.011
30,79960744864.0,0.1922939270734787,8.97426730261941e-07,63.32,0.2080081701278686,1.161732825494255e-06,65.31,6,0.011
40,105726828064.0,0.2023608684539795,1.5758749896122026e-06,67.14,0.21641606092453,2.121941179211717e-06,68.19,6,0.011
50,131492911264.0,0.1941422075033188,2.8531555926747387e-06,68.94,0.2021369189023971,3.5052873954555253e-06,69.91,6,0.011
60,157258994464.0,0.1935424357652664,2.3739887637930224e-06,70.24,0.1984827369451522,3.7812342270626687e-06,70.13,6,0.011
70,183025077664.0,0.1885935962200164,2.483836624378455e-06,70.64,0.1892002373933792,4.354199973022332e-06,70.56,6,0.011
80,208791160864.0,0.1672986298799514,4.9715272325556725e-06,72.56,0.1773786842823028,6.721404588461155e-06,71.79,6,0.011
90,234557244064.0,0.1510599702596664,5.642497853841633e-06,73.14,0.1673500835895538,8.55704456625972e-06,72.91,6,0.011
-1,86131744.0,0.6285648941993713,1.506399712525308e-06,29.66,0.6157754063606262,1.8352379811403807e-06,30.39,7,0.011
0,2670084064.0,0.5522852540016174,1.4764124216526398e-06,34.3,0.5367181301116943,1.740956918183656e-06,34.73,7,0.011
10,28509607264.0,0.2215495854616165,9.858540579443795e-07,64.1,0.2396574467420578,1.2458079936550348e-06,65.26,7,0.011
20,54349130464.0,0.2339726388454437,1.6312789057337795e-06,65.84,0.237468734383583,1.2441814760677516e-06,66.09,7,0.011
30,80188653664.0,0.2136468887329101,1.709262846816273e-06,67.54,0.2331254482269287,1.2371908724162497e-06,67.7,7,0.011
40,106028176864.0,0.2015601396560669,1.7192908217111835e-06,70.46,0.2486799508333206,1.6190383576031309e-06,70.58,7,0.011
50,131867700064.0,0.1930517107248306,2.8180875233374536e-06,72.02,0.2621526420116424,2.4601818040537182e-06,72.34,7,0.011
60,157707223264.0,0.1879648715257644,2.5322678993688896e-06,73.0,0.2673972249031067,2.6749025892058853e-06,72.65,7,0.011
70,183546746464.0,0.1863735765218734,4.374905984150246e-06,73.0,0.2698095738887787,2.9268064736243105e-06,73.05,7,0.011
80,209386269664.0,0.1764250248670578,6.17653995504952e-06,74.54,0.2936522662639618,4.443528723641066e-06,74.18,7,0.011
90,235225792864.0,0.1553259789943695,4.130467004870297e-06,75.68,0.2964581549167633,5.820655587740475e-06,75.26,7,0.011
-1,86390032.0,0.5498813390731812,6.826168146290001e-07,41.3,0.5318887829780579,1.115220243264048e-06,42.85,8,0.011
0,2678090992.0,0.4928668439388275,9.348780167783844e-07,44.76,0.4645937979221344,1.0975329587381566e-06,47.52,8,0.011
10,28595100592.0,0.2280669212341308,1.2165255611762404e-06,66.04,0.2391843199729919,1.6775616131781137e-06,68.57,8,0.011
20,54512110192.0,0.2300307750701904,1.0745972076620092e-06,67.12,0.2409881204366684,1.8211977703685989e-06,68.89,8,0.011
30,80429119792.0,0.2316382825374603,1.7657732769293943e-06,67.46,0.2406361103057861,2.0172658423689427e-06,69.5,8,0.011
40,106346129392.0,0.2096863090991974,2.645293079694966e-06,70.46,0.2199159264564514,3.177220378347556e-06,72.05,8,0.011
50,132263138992.0,0.1870938837528228,3.739544808922801e-06,72.22,0.2013460397720337,4.772682132170303e-06,73.45,8,0.011
60,158180148592.0,0.1770096570253372,4.529227226157673e-06,72.78,0.2020896226167678,5.146564490132732e-06,73.69,8,0.011
70,184097158192.0,0.1796793639659881,4.58385420643026e-06,73.14,0.2002736777067184,5.7331026255269535e-06,74.02,8,0.011
80,210014167792.0,0.1661080718040466,6.122290415078169e-06,74.06,0.1871228963136673,8.364482710021548e-06,75.29,8,0.011
90,235931177392.0,0.1444047838449478,9.115201464737764e-06,76.64,0.2019640058279037,1.1972926586167889e-05,76.21,8,0.011
-1,86279920.0,0.7951185703277588,1.4263919183576943e-06,17.68,0.798171877861023,1.7731562138578738e-06,18.76,9,0.011
0,2674677520.0,0.6091064810752869,1.1480794910312395e-06,23.92,0.6098630428314209,1.851370939220942e-06,25.34,9,0.011
10,28558653520.0,0.2087446600198745,8.665082305014948e-07,60.54,0.2507588863372803,1.4338611435960047e-06,60.84,9,0.011
20,54442629520.0,0.2085610479116439,6.791874511691276e-07,62.56,0.2493191659450531,1.420324451828492e-06,62.09,9,0.011
30,80326605520.0,0.2028646022081375,1.2070097454852655e-06,63.38,0.2503186166286468,1.5578054899378913e-06,64.12,9,0.011
40,106210581520.0,0.2098360508680343,1.9536551008059178e-06,68.12,0.2539169490337372,2.537078671593917e-06,68.41,9,0.011
50,132094557520.0,0.1949810087680816,2.2037834241928067e-06,70.56,0.2526959776878357,3.976058906118851e-06,70.78,9,0.011
60,157978533520.0,0.1898135244846344,2.5859733341349056e-06,71.42,0.2549599111080169,4.270526915206574e-06,71.14,9,0.011
70,183862509520.0,0.1871403753757476,2.9304092095117085e-06,72.46,0.2582532167434692,4.9369455155101605e-06,71.77,9,0.011
80,209746485520.0,0.1698424518108368,5.498015525517985e-06,73.58,0.2795563340187073,7.048407951515401e-06,74.05,9,0.011
90,235630461520.0,0.1502829790115356,6.63999571770546e-06,75.6,0.2795210778713226,9.176595085591543e-06,75.42,9,0.011
-1,86466928.0,0.6825284957885742,9.866238315225928e-07,15.32,0.6483803391456604,1.3261795857033576e-06,16.81,10,0.011
0,2680474768.0,0.5456753373146057,7.969160833454225e-07,23.34,0.5134555697441101,1.337397634415538e-06,26.12,10,0.011
10,28620553168.0,0.225880742073059,1.426259018444398e-06,63.78,0.2390942573547363,1.7184014495796871e-06,64.17,10,0.011
20,54560631568.0,0.2394192963838577,1.5758675999677507e-06,63.92,0.2410757839679718,1.871299900813028e-06,65.21,10,0.011
30,80500709968.0,0.2373352348804474,1.993255409615813e-06,65.72,0.2395624965429306,2.028885319305118e-06,66.66,10,0.011
40,106440788368.0,0.2025447189807891,2.078028956020717e-06,68.46,0.2279506176710128,3.2983805340336403e-06,69.21,10,0.011
50,132380866768.0,0.1831291764974594,4.277276730135782e-06,69.76,0.2101909071207046,4.939200607623207e-06,70.61,10,0.011
60,158320945168.0,0.1765660494565963,5.247231001703767e-06,69.28,0.2147004306316375,5.235779099166393e-06,70.71,10,0.011
70,184261023568.0,0.1728166937828064,5.059127943241037e-06,69.9,0.2161094844341278,5.859652446815744e-06,71.08,10,0.011
80,210201101968.0,0.1496138274669647,5.87213162361877e-06,71.82,0.2168768495321273,7.666593774047215e-06,72.29,10,0.011
90,236141180368.0,0.140247493982315,8.469360182061791e-06,73.04,0.2203487455844879,9.285691703553312e-06,73.55,10,0.011
-1,86203504.0,0.5167011618614197,9.775770877240577e-07,35.46,0.5094485878944397,1.4151454479360837e-06,37.47,11,0.011
0,2672308624.0,0.4720632433891296,9.50286334955308e-07,38.44,0.4660674929618835,1.3762975186182302e-06,40.63,11,0.011
10,28533359824.0,0.2161980271339416,9.90498506325821e-07,63.9,0.2266934961080551,9.68255449151911e-07,65.08,11,0.011
20,54394411024.0,0.2108735740184784,1.0098078746523242e-06,63.88,0.2214804887771606,9.218155696544272e-07,66.46,11,0.011
30,80255462224.0,0.206688180565834,6.818098086114333e-07,66.44,0.2184071093797683,8.838923690746014e-07,68.11,11,0.011
40,106116513424.0,0.209653303027153,7.668078296774183e-07,70.0,0.2333376556634903,1.114058818529884e-06,70.98,11,0.011
50,131977564624.0,0.1965961754322052,1.593363322172081e-06,70.74,0.2441636323928833,1.846362692958792e-06,72.15,11,0.011
60,157838615824.0,0.1933749765157699,2.2912131498742383e-06,71.76,0.2437999099493026,2.0151230728515657e-06,72.31,11,0.011
70,183699667024.0,0.190505713224411,1.9745311874430627e-06,72.42,0.2437915802001953,2.2517915567732416e-06,72.54,11,0.011
80,209560718224.0,0.1718872189521789,2.9898315005993936e-06,73.1,0.2345169633626938,3.664218183985213e-06,73.6,11,0.011
90,235421769424.0,0.1562398672103881,3.883099907397991e-06,74.36,0.2495724856853485,5.657943802361842e-06,74.56,11,0.011
-1,86420608.0,1.0050604343414309,1.051633148563269e-06,14.16,0.9678555130958556,1.2528262232081031e-06,14.82,12,0.011
0,2679038848.0,0.7941576838493347,1.052162474479701e-06,17.46,0.7483798861503601,1.227426650984853e-06,17.81,12,0.011
10,28605221248.0,0.2105744928121566,9.306103265771526e-07,64.06,0.2410563826560974,1.045646286002011e-06,65.15,12,0.011
20,54531403648.0,0.2132617384195327,7.652152476111951e-07,65.0,0.2413626313209533,1.097429844776343e-06,66.08,12,0.011
30,80457586048.0,0.2193367779254913,8.072871082731581e-07,67.16,0.2482177019119262,1.256135192306829e-06,67.52,12,0.011
40,106383768448.0,0.212521806359291,1.505386990174884e-06,70.94,0.2607384920120239,2.0070392565685324e-06,70.42,12,0.011
50,132309950848.0,0.2033446133136749,1.976295152417152e-06,72.92,0.2619548141956329,2.948805786218145e-06,72.24,12,0.011
60,158236133248.0,0.1861127465963363,4.220835307933157e-06,73.26,0.262835144996643,3.091685812250944e-06,72.54,12,0.011
70,184162315648.0,0.1860465258359909,3.4595946090121288e-06,73.5,0.2596550583839416,3.429745902394643e-06,73.09,12,0.011
80,210088498048.0,0.1614857912063598,4.130768047616584e-06,74.64,0.2631975710391998,4.995406925445423e-06,74.59,12,0.011
90,236014680448.0,0.1589527130126953,4.954514679411659e-06,75.98,0.2626550495624542,6.433772341551958e-06,75.73,12,0.011
-1,86288464.0,0.6662728190422058,9.043156410371012e-07,25.02,0.6436167359352112,1.0695632681745335e-06,25.71,13,0.011
0,2674942384.0,0.59319007396698,8.949724019657879e-07,28.52,0.5649724006652832,1.0548252475928166e-06,30.31,13,0.011
10,28561481584.0,0.2231602668762207,9.19082310701924e-07,65.44,0.2305524200201034,1.258744191545702e-06,67.76,13,0.011
20,54448020784.0,0.2277696281671524,9.476781883677176e-07,65.96,0.229729950428009,1.306381136600976e-06,68.46,13,0.011
30,80334559984.0,0.2173344641923904,1.438594608771382e-06,68.14,0.2357658743858337,1.4694982155560863e-06,69.69,13,0.011
40,106221099184.0,0.2128638923168182,1.7859856598079205e-06,71.52,0.2557189762592315,2.4953760657808743e-06,71.74,13,0.011
50,132107638384.0,0.1907398700714111,3.4080842397088418e-06,73.44,0.2601813375949859,4.277712832845282e-06,72.71,13,0.011
60,157994177584.0,0.1895693242549896,3.866282895614859e-06,72.96,0.2639165222644806,4.7084981815714855e-06,72.83,13,0.011
70,183880716784.0,0.1829837262630462,3.21045376949769e-06,72.9,0.2693716287612915,5.38480117029394e-06,73.23,13,0.011
80,209767255984.0,0.1628080159425735,6.279434728639899e-06,74.42,0.2772289216518402,8.199881449399982e-06,74.33,13,0.011
90,235653795184.0,0.1425070017576217,8.099324986687861e-06,76.46,0.2781860530376434,1.0532966371101791e-05,75.48,13,0.011
-1,86098000.0,1.0858315229415894,9.427520808458212e-07,13.52,1.048804521560669,8.897780503502872e-07,13.6,14,0.011
0,2669038000.0,0.8212960362434387,9.178929190056806e-07,18.3,0.7774586081504822,9.144108048531052e-07,18.74,14,0.011
10,28498438000.0,0.2216736227273941,1.0732031796578667e-06,63.08,0.2373470664024353,1.1037849390049814e-06,64.38,14,0.011
20,54327838000.0,0.2263068407773971,1.585194468134432e-06,64.22,0.2396843135356903,1.1612410162342712e-06,65.23,14,0.011
30,80157238000.0,0.238024890422821,1.288318003389577e-06,65.82,0.2410812377929687,1.262324872186582e-06,66.33,14,0.011
40,105986638000.0,0.2091993689537048,3.5166810903319856e-06,69.76,0.2497713416814804,2.505570591893047e-06,69.42,14,0.011
50,131816038000.0,0.193762257695198,3.866618044412462e-06,71.58,0.2427525371313095,4.097427336091641e-06,71.15,14,0.011
60,157645438000.0,0.1895862966775894,3.826990450761514e-06,72.42,0.2450402379035949,4.4914081627212e-06,71.49,14,0.011
70,183474838000.0,0.1870601624250412,5.07603226651554e-06,72.08,0.2459993064403534,5.176141257834388e-06,71.66,14,0.011
80,209304238000.0,0.1608395129442215,5.3202024901111145e-06,74.4,0.2314507514238357,8.01866644906113e-06,72.61,14,0.011
90,235133638000.0,0.1428839415311813,1.24137459351914e-05,74.92,0.2493336498737335,1.0108269634656608e-05,73.44,14,0.011
-1,85969840.0,0.8677173852920532,1.608010734344134e-06,18.94,0.8370401263237,1.1222145985811949e-06,20.21,15,0.011
0,2665065040.0,0.7093745470046997,1.1273085647189871e-06,25.72,0.6846286654472351,1.1211097898922162e-06,27.91,15,0.011
10,28456017040.0,0.2183128148317337,8.153067483362975e-07,58.08,0.2356621026992797,9.897253221424762e-07,59.07,15,0.011
20,54246969040.0,0.2102051675319671,9.358358852296078e-07,59.98,0.2358631640672683,1.058082716554054e-06,61.46,15,0.011
30,80037921040.0,0.2063483595848083,1.094632466447365e-06,61.9,0.239303857088089,1.160461465588014e-06,64.06,15,0.011
40,105828873040.0,0.21165332198143,1.5192088085314026e-06,68.24,0.2391329407691955,1.817139605009288e-06,68.77,15,0.011
50,131619825040.0,0.1865561753511428,2.9565685508714523e-06,70.36,0.247140884399414,2.8434626528905937e-06,70.65,15,0.011
60,157410777040.0,0.1824491471052169,2.772927246041945e-06,69.56,0.2450506538152694,3.037657279492123e-06,71.04,15,0.011
70,183201729040.0,0.1796780675649643,4.1206053538189735e-06,69.74,0.2443040460348129,3.425412160140695e-06,71.55,15,0.011
80,208992681040.0,0.177725687623024,4.876428647548892e-06,71.24,0.2668708264827728,5.035190952185076e-06,72.59,15,0.011
90,234783633040.0,0.1436214298009872,4.929700935463188e-06,72.5,0.265722781419754,6.707575721520698e-06,73.54,15,0.011
-1,85885600.0,0.556207001209259,1.0253588698105889e-06,27.76,0.5264222621917725,1.2241492868270145e-06,30.32,16,0.011
0,2662453600.0,0.4642781019210815,8.913394253795559e-07,34.0,0.4432670474052429,1.3114906778355362e-06,36.46,16,0.011
10,28428133600.0,0.2185620218515396,8.63807940731931e-07,65.38,0.232646495103836,1.4454662959906273e-06,66.24,16,0.011
20,54193813600.0,0.2212467789649963,1.1022445960406912e-06,67.0,0.2329178005456924,1.5362255680884118e-06,67.1,16,0.011
30,79959493600.0,0.2019046694040298,1.1000425956808613e-06,67.5,0.2356637865304947,1.6023880107240984e-06,68.03,16,0.011
40,105725173600.0,0.2019276767969131,1.2933669495396316e-06,70.46,0.2337209731340408,2.4150438093784032e-06,70.32,16,0.011
50,131490853600.0,0.1813931316137313,3.805446112892241e-06,72.76,0.2348730713129043,3.6312885640654713e-06,72.18,16,0.011
60,157256533600.0,0.1816043257713318,3.490481049084337e-06,72.36,0.2364353239536285,3.80735377802921e-06,72.46,16,0.011
70,183022213600.0,0.1788194328546524,3.030136440429488e-06,72.82,0.2415917068719864,4.202042873657774e-06,72.81,16,0.011
80,208787893600.0,0.1537756770849228,5.015252099838108e-06,74.36,0.2482675462961197,5.715713996323757e-06,73.77,16,0.011
90,234553573600.0,0.1408156007528305,4.303542482375633e-06,75.58,0.2779037952423095,7.030028882581973e-06,74.95,16,0.011
-1,86220832.0,0.3836954236030578,1.485567850068037e-06,41.7,0.3813483119010925,1.416619284100307e-06,43.18,17,0.011
0,2672845792.0,0.3435907661914825,1.3980587709738757e-06,46.28,0.3492926359176636,1.3727609484703862e-06,46.85,17,0.011
10,28539095392.0,0.2299208790063858,2.0667744138336275e-06,64.18,0.2323747426271438,1.461713850403612e-06,64.81,17,0.011
20,54405344992.0,0.2248566299676895,1.3094779660605127e-06,65.48,0.2325187474489212,1.594848640706914e-06,65.41,17,0.011
30,80271594592.0,0.223717451095581,1.6545550352020657e-06,66.1,0.230114534497261,1.8091903939421168e-06,66.42,17,0.011
40,106137844192.0,0.2043226361274719,2.4874680093489587e-06,69.12,0.2231860607862472,3.0567114208679413e-06,68.99,17,0.011
50,132004093792.0,0.195038229227066,5.041602435085224e-06,71.02,0.2168755829334259,4.872740191785852e-06,70.59,17,0.011
60,157870343392.0,0.1842301040887832,3.0204450922610704e-06,71.56,0.2171461135149002,5.310165306582348e-06,70.77,17,0.011
70,183736592992.0,0.1823219209909439,4.953414645569865e-06,71.6,0.2117955535650253,6.041535471013049e-06,71.26,17,0.011
80,209602842592.0,0.1636859774589538,1.0376467798778322e-05,73.66,0.2130540013313293,8.529683327651583e-06,72.54,17,0.011
90,235469092192.0,0.1499855667352676,9.188614058075473e-06,74.6,0.217586487531662,1.065601554728346e-05,73.56,17,0.011
-1,86124592.0,0.4257794320583343,1.1233545365030295e-06,39.34,0.4349367320537567,1.203325609822059e-06,41.31,18,0.011
0,2669862352.0,0.3883293569087982,1.0846639497685828e-06,42.3,0.4043470621109009,1.2112357126170537e-06,43.91,18,0.011
10,28507239952.0,0.2365167140960693,1.3758502745986334e-06,61.22,0.2706725895404815,1.8041430394077904e-06,63.31,18,0.011
20,54344617552.0,0.2372877150774002,1.3427248859443353e-06,61.84,0.2676237225532532,2.1159162315598223e-06,64.42,18,0.011
30,80181995152.0,0.2369438856840133,1.9893343505827943e-06,64.16,0.2622249126434326,2.3914747089293087e-06,65.72,18,0.011
40,106019372752.0,0.2080204337835312,2.119396867783508e-06,67.38,0.2391079813241958,3.691863184940303e-06,68.7,18,0.011
50,131856750352.0,0.1773035675287246,3.5700991247722413e-06,70.1,0.21771340072155,4.95523318022606e-06,70.92,18,0.011
60,157694127952.0,0.173624187707901,3.704256187120336e-06,69.88,0.2167913764715194,5.205960405874066e-06,71.32,18,0.011
70,183531505552.0,0.1749785095453262,5.797847279609414e-06,70.68,0.211033210158348,5.681187758455053e-06,71.7,18,0.011
80,209368883152.0,0.1696342825889587,4.870390512223821e-06,71.86,0.2115223705768585,7.789473784214351e-06,73.17,18,0.011
90,235206260752.0,0.1367901563644409,6.659910923190182e-06,73.88,0.2183427065610885,9.25809217733331e-06,74.46,18,0.011
-1,86210416.0,0.5449928045272827,1.25856865906826e-06,27.86,0.5421931743621826,1.7517182868687089e-06,29.07,19,0.011
0,2672522896.0,0.4912106692790985,1.107528305510641e-06,33.4,0.4774608314037323,1.5682239791203756e-06,34.79,19,0.011
10,28535647696.0,0.235904112458229,1.0872157645280822e-06,61.52,0.26483353972435,1.2906544952784316e-06,62.83,19,0.011
20,54398772496.0,0.2409919500350952,1.3003409549128264e-06,62.68,0.262620747089386,1.4136373920337064e-06,64.28,19,0.011
30,80261897296.0,0.2346484065055847,1.209989136441436e-06,65.58,0.2648060917854309,1.6719875475246226e-06,66.15,19,0.011
40,106125022096.0,0.2133965492248535,2.188848384321318e-06,69.54,0.253756433725357,3.0014373351150425e-06,69.75,19,0.011
50,131988146896.0,0.1838600486516952,3.332989535920205e-06,71.48,0.2304775118827819,4.426731265994022e-06,71.73,19,0.011
