Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy,individual,sigma
30,122662497328.0,0.424742579460144,3.3674311339382257e-07,67.44,0.3927481472492218,3.883555450556742e-07,67.88,153,0.001
40,162188543728.0,0.3182300627231598,5.407692924563889e-07,85.8,0.295171856880188,6.829013727838174e-07,83.59,153,0.001
50,201714590128.0,0.2837575674057007,1.2597195109265158e-06,87.6,0.2935203015804291,1.8061450646200683e-06,84.77,153,0.001
60,241240636528.0,0.281785249710083,1.7044028481905116e-06,87.08,0.297196477651596,2.205532382504316e-06,84.51,153,0.001
70,280766682928.0,0.2831859886646271,2.3924278593767667e-06,87.1,0.3075730204582214,3.140845365123824e-06,84.18,153,0.001
80,320292729328.0,0.276385098695755,6.764827958249953e-06,86.0,0.3289848566055298,1.0096044206875376e-05,83.84,153,0.001
90,359818775728.0,0.2391425818204879,1.6959420463535935e-05,86.3,0.30384162068367,2.104611849063076e-05,84.09,153,0.001
-1,131661760.0,0.5776587724685669,2.295905829896583e-07,32.18,0.5547248125076294,2.8022097353641584e-07,32.13,154,0.001
0,4081514560.0,0.569932222366333,3.2329023724742e-07,32.44,0.5478699207305908,2.799945377773838e-07,32.93,154,0.001
10,43580042560.0,0.4542167782783508,2.817092479290295e-07,57.98,0.4376358985900879,3.363456926308573e-07,57.43,154,0.001
20,83078570560.0,0.4345166087150574,2.38231535831801e-07,63.06,0.4186919033527374,3.576732297005947e-07,62.04,154,0.001
30,122577098560.0,0.400968074798584,3.373349954927108e-07,70.7,0.3872895240783691,4.000576154794544e-07,69.18,154,0.001
40,162075626560.0,0.3099889755249023,5.633110617964121e-07,83.1,0.3123487830162048,8.115033551803208e-07,80.83,154,0.001
50,201574154560.0,0.2943260073661804,1.8783034647640309e-06,87.96,0.3031106889247894,2.286071321577765e-06,84.04,154,0.001
60,241072682560.0,0.2955723106861114,2.195476554334164e-06,88.5,0.3023228347301483,2.7661055810312973e-06,84.36,154,0.001
70,280571210560.0,0.2914028465747833,3.3713668017298914e-06,87.86,0.3000098764896393,3.77968285647512e-06,84.27,154,0.001
80,320069738560.0,0.2714523375034332,9.707237950351557e-06,86.9,0.2847761809825897,1.0901125278905964e-05,83.85,154,0.001
90,359568266560.0,0.2350171953439712,1.8300186638953164e-05,86.8,0.2612789571285248,2.0464403860387392e-05,83.59,154,0.001
-1,131698624.0,0.5702047348022461,2.718178961913509e-07,32.44,0.5592072606086731,2.666448040145042e-07,32.65,155,0.001
0,4082657344.0,0.5616201162338257,3.107089980858291e-07,33.0,0.5521053671836853,2.733317217007425e-07,33.43,155,0.001
10,43592244544.0,0.4487812519073486,2.42487288915072e-07,56.1,0.4461760520935058,3.603054778977821e-07,55.93,155,0.001
20,83101831744.0,0.4306700527667999,2.49224967774353e-07,61.38,0.4283226430416107,3.78432986281041e-07,60.68,155,0.001
30,122611418944.0,0.3985309898853302,3.208571968116303e-07,70.04,0.397819310426712,4.179594270681264e-07,68.27,155,0.001
40,162121006144.0,0.3043662309646606,7.003934570093406e-07,81.76,0.3171893954277038,8.242283229265013e-07,79.82,155,0.001
50,201630593344.0,0.2856256663799286,1.928751089508296e-06,87.06,0.3061397969722748,2.197717549279332e-06,83.22,155,0.001
60,241140180544.0,0.2809398472309112,2.4463859062962e-06,86.8,0.3035446405410766,2.606120233394904e-06,83.6,155,0.001
70,280649767744.0,0.2764039635658264,3.265595751145156e-06,87.44,0.2995394170284271,3.490516064630356e-06,83.85,155,0.001
80,320159354944.0,0.2571770846843719,1.0773175745271146e-05,86.12,0.2731704115867615,9.566370863467457e-06,83.82,155,0.001
90,359668942144.0,0.2191991060972213,1.91934741451405e-05,86.88,0.2312625050544738,1.8941649614134803e-05,83.86,155,0.001
-1,131707408.0,0.5945115685462952,2.1478653877693437e-07,32.06,0.5727899670600891,3.056601940443216e-07,32.24,156,0.001
0,4082929648.0,0.5873473882675171,2.92557302827845e-07,33.12,0.5649666786193848,3.015038601006381e-07,32.95,156,0.001
10,43595152048.0,0.4663185179233551,1.923028634109869e-07,54.38,0.4516177475452423,3.396966405944113e-07,54.93,156,0.001
20,83107374448.0,0.4447621703147888,2.996996499859961e-07,60.24,0.4322743415832519,3.610726366787276e-07,59.86,156,0.001
30,122619596848.0,0.4119501709938049,2.89456039581637e-07,68.76,0.3996565341949463,3.986335173067346e-07,68.71,156,0.001
40,162131819248.0,0.3024339377880096,5.038730819251214e-07,85.94,0.3049829006195068,6.710120601383096e-07,83.61,156,0.001
50,201644041648.0,0.2833666503429413,1.5205639556370445e-06,87.82,0.297197163105011,1.6827643776196055e-06,84.88,156,0.001
60,241156264048.0,0.283561110496521,1.93094842870778e-06,87.34,0.2979189157485962,2.0693823898909613e-06,84.85,156,0.001
70,280668486448.0,0.283593088388443,2.628258926051785e-06,87.12,0.2996574938297272,2.93330072054232e-06,84.62,156,0.001
80,320180708848.0,0.2780331075191498,6.277604370552581e-06,86.72,0.3006331324577331,9.146456250164192e-06,83.83,156,0.001
90,359692931248.0,0.2341955304145813,1.628923746466171e-05,87.04,0.2695831954479217,1.891703504952602e-05,83.94,156,0.001
-1,131680912.0,0.5911554098129272,2.1634724589603138e-07,32.38,0.5736390352249146,2.856438641174464e-07,32.68,157,0.001
0,4082108272.0,0.581942081451416,2.610959768389876e-07,33.06,0.5653041005134583,2.817611459704495e-07,33.67,157,0.001
10,43586381872.0,0.4597714841365814,2.324335497405628e-07,55.9,0.4485977590084076,3.724186399267637e-07,56.23,157,0.001
20,83090655472.0,0.4398511052131653,2.510174965664192e-07,61.1,0.4295057356357574,3.990958816757484e-07,60.78,157,0.001
30,122594929072.0,0.4067427515983581,3.536663371050963e-07,69.68,0.397120714187622,4.4554866462931386e-07,68.13,157,0.001
40,162099202672.0,0.3150169253349304,8.787952197053528e-07,83.6,0.31496062874794,8.985390422822093e-07,81.2,157,0.001
50,201603476272.0,0.2898566126823425,2.0575348571583163e-06,87.06,0.3021887242794037,2.52234167419374e-06,84.13,157,0.001
60,241107749872.0,0.2853585183620453,3.021708835149184e-06,88.08,0.3018102347850799,3.035691861441592e-06,84.29,157,0.001
70,280612023472.0,0.2857679426670074,3.547399728631717e-06,87.32,0.3041397631168365,4.1227162910217885e-06,84.26,157,0.001
80,320116297072.0,0.2669728398323059,1.1785417882492766e-05,86.82,0.2862268388271332,1.166040874522878e-05,84.03,157,0.001
90,359620570672.0,0.232113242149353,1.6944242815952748e-05,86.66,0.2654412090778351,2.2488247850560583e-05,83.99,157,0.001
-1,131561392.0,0.5552602410316467,2.9371847176662413e-07,31.54,0.5635429620742798,2.766292368505674e-07,31.35,158,0.001
0,4078403152.0,0.5470023155212402,2.574278710198996e-07,32.38,0.5561903119087219,2.784564685498481e-07,32.14,158,0.001
10,43546820752.0,0.4415528774261474,2.9813907076459145e-07,51.8,0.4530422687530517,3.3539632227075344e-07,52.54,158,0.001
20,83015238352.0,0.4244363605976105,2.63959151425297e-07,56.94,0.4360967874526977,3.506604286940274e-07,57.34,158,0.001
30,122483655952.0,0.3948290348052978,2.690588019049756e-07,65.62,0.4076058864593506,3.830995183307097e-07,65.12,158,0.001
40,161952073552.0,0.3038797676563263,4.018406798422802e-07,83.94,0.3203104138374328,6.318758209999942e-07,81.65,158,0.001
50,201420491152.0,0.2898681461811065,1.829664824981592e-06,87.4,0.3129461109638214,1.7209150655617125e-06,84.2,158,0.001
60,240888908752.0,0.2871073484420776,2.232985025329981e-06,87.64,0.3117951452732086,2.1017074232077e-06,84.22,158,0.001
70,280357326352.0,0.28767129778862,3.2670322980266064e-06,87.84,0.3117629289627075,2.8824663331761258e-06,84.27,158,0.001
80,319825743952.0,0.2793267071247101,8.540303497284185e-06,86.62,0.301255315542221,8.83164830156602e-06,83.98,158,0.001
90,359294161552.0,0.2541960775852203,1.7865295376395807e-05,86.6,0.2666890919208526,1.7584097804501653e-05,84.08,158,0.001
-1,131634784.0,0.5732280015945435,2.884978300699004e-07,31.64,0.5734244585037231,3.245974369292526e-07,31.74,159,0.001
0,4080678304.0,0.5652698874473572,2.817963604684337e-07,31.96,0.5661910176277161,3.222366729005444e-07,32.34,159,0.001
10,43571113504.0,0.4531019330024719,3.11791040985554e-07,53.46,0.4595917463302612,3.850463201615639e-07,53.13,159,0.001
20,83061548704.0,0.4344013333320617,2.795408704514557e-07,58.62,0.4417820572853088,3.976860227794532e-07,57.88,159,0.001
30,122551983904.0,0.4034115076065063,2.904485256749467e-07,66.32,0.411385178565979,4.317496404837584e-07,65.55,159,0.001
40,162042419104.0,0.3072523474693298,5.671423650710494e-07,83.22,0.3236975073814392,6.86965734075784e-07,81.2,159,0.001
50,201532854304.0,0.2961133420467376,1.4643358099419856e-06,85.76,0.3153242766857147,1.5427680182256154e-06,83.77,159,0.001
60,241023289504.0,0.2914369404315948,1.369022697872424e-06,85.9,0.3156059086322784,1.8543007627158656e-06,83.9,159,0.001
70,280513724704.0,0.2902949750423431,1.9802344013442053e-06,86.02,0.3163133561611175,2.47260481955891e-06,83.87,159,0.001
80,320004159904.0,0.2809973657131195,6.633009434153792e-06,86.02,0.3115281760692596,7.055677542666672e-06,83.47,159,0.001
90,359494595104.0,0.2436430305242538,1.2657204024435488e-05,85.8,0.2768124341964721,1.5027628251118584e-05,83.78,159,0.001
-1,131618176.0,0.6006899476051331,2.75218241085895e-07,30.08,0.5735569596290588,2.7710518679668894e-07,31.36,160,0.001
0,4080163456.0,0.5922040939331055,2.9795521072628617e-07,30.78,0.5655641555786133,2.727014702941233e-07,32.3,160,0.001
10,43565616256.0,0.4699130058288574,2.106626197928563e-07,54.32,0.446568489074707,3.107399493273988e-07,55.52,160,0.001
20,83051069056.0,0.4487988352775574,2.710327748900454e-07,61.12,0.426476776599884,3.300327762190136e-07,60.75,160,0.001
30,122536521856.0,0.414059430360794,2.1969616170736122e-07,70.02,0.3921196460723877,3.6550616755448573e-07,69.3,160,0.001
40,162021974656.0,0.3064412474632263,7.343456331909692e-07,86.16,0.2918420135974884,6.789863959966169e-07,83.61,160,0.001
50,201507427456.0,0.2843677103519439,1.592990088283841e-06,87.78,0.2790101170539856,1.933084377014893e-06,84.66,160,0.001
60,240992880256.0,0.2815786600112915,2.262190037072287e-06,88.06,0.2796970307826996,2.379184707024251e-06,84.58,160,0.001
70,280478333056.0,0.2786770761013031,2.825510591719649e-06,87.42,0.2814935445785522,3.257763864894514e-06,84.32,160,0.001
80,319963785856.0,0.2701686322689056,7.890113920439035e-06,85.88,0.2853728532791137,9.348403182229958e-06,83.36,160,0.001
90,359449238656.0,0.2318503111600875,1.7676928109722212e-05,86.46,0.2584947049617767,1.798400808183942e-05,83.57,160,0.001
-1,131726416.0,0.5751383304595947,2.838114312453399e-07,33.0,0.5723904371261597,3.372269929968752e-07,33.14,161,0.001
0,4083518896.0,0.5667749643325806,3.159176173994638e-07,33.2,0.564944863319397,3.318619121728261e-07,34.0,161,0.001
10,43601443696.0,0.4546598494052887,2.720904888064979e-07,54.52,0.4579533338546753,3.7206035585768404e-07,55.86,161,0.001
20,83119368496.0,0.4370171427726745,2.434838108911208e-07,60.4,0.4401022493839264,3.8800192214694107e-07,60.61,161,0.001
30,122637293296.0,0.4056553840637207,3.8830430071357124e-07,67.44,0.4099080860614776,4.248140328400041e-07,67.98,161,0.001
40,162155218096.0,0.3137626051902771,8.831286208987876e-07,83.74,0.3216074705123901,7.340893830587447e-07,81.98,161,0.001
50,201673142896.0,0.2910557091236114,1.9812705431832e-06,87.54,0.3008706271648407,1.8531990235715057e-06,84.95,161,0.001
60,241191067696.0,0.2909244298934936,2.301444965269184e-06,87.86,0.2983883619308471,2.2223518953978783e-06,84.95,161,0.001
70,280708992496.0,0.2807091474533081,2.832504605976282e-06,87.78,0.292854905128479,3.0046460324228974e-06,85.01,161,0.001
80,320226917296.0,0.2615880370140075,9.472808415011968e-06,86.58,0.267985463142395,9.006323125504423e-06,84.54,161,0.001
90,359744842096.0,0.2267828434705734,1.5072833775775509e-05,86.54,0.2398421168327331,1.7868758732220158e-05,84.48,161,0.001
-1,131729632.0,0.5843302607536316,3.092494011980307e-07,32.26,0.5678626894950867,3.442312959123228e-07,32.36,162,0.001
0,4083618592.0,0.5766079425811768,2.620229224703508e-07,33.14,0.5598588585853577,3.407834299196111e-07,33.02,162,0.001
10,43602508192.0,0.4543365836143493,3.314432035494974e-07,56.7,0.4459342062473297,3.562550716651458e-07,56.46,162,0.001
20,83121397792.0,0.4350236356258392,2.989648919538013e-07,62.06,0.4272192716598511,3.696592898450035e-07,61.58,162,0.001
30,122640287392.0,0.3996654450893402,3.385659113064321e-07,70.72,0.3953681886196136,3.986759793406236e-07,69.25,162,0.001
40,162159176992.0,0.3036082983016968,5.435294383460132e-07,84.74,0.3162892460823059,7.22082461379614e-07,81.92,162,0.001
50,201678066592.0,0.2923771142959595,1.7310404700765505e-06,87.16,0.3146384358406067,1.9022380683964e-06,84.03,162,0.001
60,241196956192.0,0.2887704372406006,1.7848033166956156e-06,87.54,0.3150829672813415,2.29940383178473e-06,84.01,162,0.001
70,280715845792.0,0.2879513204097748,2.720388238230953e-06,87.62,0.3135722279548645,3.1518702598987147e-06,83.96,162,0.001
80,320234735392.0,0.2684370875358581,8.113319381664041e-06,87.16,0.2986780107021332,9.078020411834586e-06,83.8,162,0.001
90,359753624992.0,0.2336122989654541,2.000811400648672e-05,86.76,0.2639882862567901,1.714384234219324e-05,83.99,162,0.001
-1,131594512.0,0.609169065952301,2.8253199957362085e-07,30.14,0.5743907690048218,2.800360618948617e-07,31.53,163,0.001
0,4079429872.0,0.5991500020027161,2.346737346670125e-07,31.32,0.5662049651145935,2.772635809833446e-07,32.21,163,0.001
10,43557783472.0,0.4794113039970398,2.6225885108033253e-07,50.48,0.452113538980484,3.3100641871897096e-07,53.46,163,0.001
20,83036137072.0,0.4588957726955414,2.926760487298452e-07,56.88,0.4331285953521728,3.5000596199097345e-07,58.19,163,0.001
30,122514490672.0,0.4271145761013031,3.127293268789799e-07,66.28,0.4013527333736419,3.85467757268998e-07,66.45,163,0.001
40,161992844272.0,0.3240410387516022,4.945591740579403e-07,83.48,0.3136984705924988,6.894928219480789e-07,81.45,163,0.001
50,201471197872.0,0.3040618598461151,1.648654574637476e-06,87.26,0.3115600645542145,1.761131329658383e-06,83.65,163,0.001
60,240949551472.0,0.2997119426727295,1.8030027604254428e-06,87.18,0.3138436079025268,2.175120243919082e-06,83.81,163,0.001
70,280427905072.0,0.2946468293666839,2.454393779771636e-06,86.92,0.3154034614562988,3.033198254343006e-06,83.97,163,0.001
80,319906258672.0,0.2893198132514953,8.660795174364466e-06,86.1,0.3209048211574554,9.497239261690991e-06,84.03,163,0.001
90,359384612272.0,0.2444241791963577,1.4491944966721348e-05,86.16,0.292463093996048,2.086604399664793e-05,84.29,163,0.001
-1,131685376.0,0.6170020699501038,2.5114169943663e-07,30.38,0.5816660523414612,3.107904262833472e-07,31.89,164,0.001
0,4082246656.0,0.6084519028663635,2.767126261460362e-07,31.04,0.5728583931922913,3.071266974075116e-07,32.73,164,0.001
10,43587859456.0,0.4771583974361419,2.963263625588297e-07,55.7,0.4487241208553314,3.8506661326209723e-07,57.18,164,0.001
20,83093472256.0,0.4557107388973236,2.857900938124658e-07,61.02,0.428264319896698,4.097481394182978e-07,61.99,164,0.001
30,122599085056.0,0.4200257658958435,3.6025801364303334e-07,69.38,0.3938836455345154,4.489148466291226e-07,69.27,164,0.001
40,162104697856.0,0.3221798241138458,5.931963187322253e-07,81.7,0.3138388693332672,8.255031502812926e-07,80.59,164,0.001
50,201610310656.0,0.2965781390666961,1.953339733518078e-06,85.82,0.3076666593551636,2.1752764496341115e-06,83.49,164,0.001
60,241115923456.0,0.2958971858024597,2.8864192245237064e-06,85.92,0.3079327344894409,2.628726178954821e-06,83.65,164,0.001
70,280621536256.0,0.2870807945728302,3.054854232686921e-06,85.76,0.309287279844284,3.583608304325025e-06,83.66,164,0.001
80,320127149056.0,0.2767661809921264,8.836366760078818e-06,85.38,0.3157479166984558,9.902445526677184e-06,83.67,164,0.001
90,359632761856.0,0.238282099366188,1.962145142897498e-05,85.9,0.2821486592292785,1.943960342032369e-05,84.18,164,0.001
-1,131623600.0,0.560708224773407,2.7702134275386925e-07,34.46,0.5539315342903137,2.916448806900007e-07,34.48,165,0.001
0,4080331600.0,0.5538923144340515,2.757831509825337e-07,35.46,0.5468278527259827,2.916579546763387e-07,35.37,165,0.001
10,43567411600.0,0.4463707208633423,2.77112519597722e-07,57.32,0.4455237686634063,3.432569144479203e-07,56.41,165,0.001
20,83054491600.0,0.4286300241947174,2.880176452890737e-07,62.06,0.4289069175720215,3.523914813285956e-07,61.07,165,0.001
30,122541571600.0,0.4000043869018554,3.0978549148130696e-07,70.04,0.4004318714141845,3.849894767427031e-07,68.01,165,0.001
40,162028651600.0,0.3092812597751617,6.202541271704831e-07,84.18,0.3141975998878479,6.863479597996047e-07,80.92,165,0.001
50,201515731600.0,0.2895786464214325,1.811785750760464e-06,87.18,0.2985008955001831,1.7339478972644429e-06,83.81,165,0.001
60,241002811600.0,0.2860430479049682,2.831647179846186e-06,87.8,0.2981378734111786,2.041774223471293e-06,83.8,165,0.001
70,280489891600.0,0.2800063788890838,2.381555077590747e-06,87.72,0.2972363233566284,2.7788930765382247e-06,83.86,165,0.001
80,319976971600.0,0.2676310241222381,8.353114935744088e-06,86.86,0.2935255169868469,7.983408067957498e-06,83.45,165,0.001
90,359464051600.0,0.2294551879167556,1.2162340681243222e-05,86.58,0.2677751183509826,1.626086850592401e-05,83.52,165,0.001
-1,131709616.0,0.582050621509552,2.042031326254801e-07,30.46,0.5719605088233948,2.387088215982658e-07,30.83,166,0.001
0,4082998096.0,0.574674665927887,1.9071667622938548e-07,31.56,0.5650761127471924,2.4272515020129504e-07,31.52,166,0.001
10,43595882896.0,0.4707050323486328,3.10982841256191e-07,49.58,0.4620214402675628,3.532810239903484e-07,50.88,166,0.001
20,83108767696.0,0.4532984495162964,2.469087405643222e-07,54.56,0.444597840309143,3.686800482682884e-07,55.87,166,0.001
30,122621652496.0,0.4239225387573242,3.651125837222935e-07,64.12,0.4153623282909393,4.093785719305744e-07,63.99,166,0.001
40,162134537296.0,0.3205934464931488,5.807313527839142e-07,84.2,0.3109642267227173,7.125997854018351e-07,82.54,166,0.001
50,201647422096.0,0.2742592990398407,1.7887740568767183e-06,87.66,0.2794660627841949,1.7154337683678025e-06,84.22,166,0.001
60,241160306896.0,0.2696344256401062,1.472278313485731e-06,87.42,0.2794477641582489,2.063279680442065e-06,84.06,166,0.001
70,280673191696.0,0.2671230733394623,1.974253109437996e-06,87.12,0.2836433947086334,2.855045522665023e-06,83.88,166,0.001
80,320186076496.0,0.2648652195930481,7.5012985689681955e-06,85.78,0.2928356826305389,8.719993275008164e-06,83.36,166,0.001
90,359698961296.0,0.2402001619338989,1.7436845155316405e-05,85.56,0.2784027755260467,1.7799411580199376e-05,83.41,166,0.001
-1,131646544.0,0.5819548964500427,2.502293057204952e-07,32.28,0.5731931328773499,3.018167831214669e-07,32.67,167,0.001
0,4081042864.0,0.5735424757003784,2.863455961232831e-07,33.04,0.5648481845855713,2.989692688970536e-07,33.44,167,0.001
10,43575006064.0,0.4520704746246338,2.9216135999377e-07,55.32,0.4495531916618347,3.6565995742421364e-07,55.44,167,0.001
20,83068969264.0,0.4334274530410766,3.1664731636738e-07,59.94,0.4309540688991546,3.794195322370797e-07,60.53,167,0.001
30,122562932464.0,0.4014941453933716,3.342019567753596e-07,69.36,0.3995623588562011,4.144573608755309e-07,68.23,167,0.001
40,162056895664.0,0.3088985383510589,5.977115620225959e-07,82.34,0.3198783695697784,7.309753300432931e-07,80.77,167,0.001
50,201550858864.0,0.2896308898925781,1.4378269952430855e-06,86.62,0.306888222694397,1.926310005728737e-06,83.9,167,0.001
60,241044822064.0,0.2861538231372833,2.5207393719028914e-06,87.48,0.3043343722820282,2.3201398562378017e-06,84.06,167,0.001
70,280538785264.0,0.2833603024482727,2.9103175620548427e-06,86.98,0.3023425638675689,3.138408601444098e-06,83.97,167,0.001
80,320032748464.0,0.2693139612674713,8.206943675759248e-06,85.82,0.2938871383666992,8.836543202050962e-06,83.51,167,0.001
90,359526711664.0,0.226156860589981,1.2927975149068516e-05,85.54,0.2745822370052337,1.702054578345269e-05,83.56,167,0.001
-1,131677792.0,0.6154835224151611,2.654731474649452e-07,31.08,0.5657134056091309,2.779982537504111e-07,32.98,168,0.001
0,4082011552.0,0.6062032580375671,2.714155584726541e-07,31.98,0.5578429698944092,2.791839222027193e-07,33.73,168,0.001
10,43585349152.0,0.4857428073883056,2.610601086416864e-07,53.64,0.4449632465839386,3.967622319578368e-07,55.64,168,0.001
20,83088686752.0,0.4655143022537231,2.7837822358378617e-07,59.5,0.4252387881278991,4.156420914114279e-07,60.52,168,0.001
30,122592024352.0,0.4299324154853821,3.419968379603233e-07,68.46,0.3910788595676422,4.554248960175755e-07,68.69,168,0.001
40,162095361952.0,0.3145847916603088,7.234568215608306e-07,84.84,0.3041394352912903,8.374501021535252e-07,82.46,168,0.001
50,201598699552.0,0.2850344181060791,2.3621737454959657e-06,87.6,0.3050850033760071,2.158580400646315e-06,83.98,168,0.001
60,241102037152.0,0.2856011986732483,3.976892003265675e-06,87.18,0.3067129552364349,2.5775611902645323e-06,84.07,168,0.001
70,280605374752.0,0.2815286517143249,4.10050461141509e-06,87.32,0.3151568472385406,3.564016424206784e-06,83.92,168,0.001
80,320108712352.0,0.2694909572601318,8.192952918761875e-06,86.52,0.332160085439682,1.052879906637827e-05,83.67,168,0.001
90,359612049952.0,0.2333559095859527,1.7809430573834106e-05,86.46,0.2992633283138275,2.063279680442065e-05,84.06,168,0.001
-1,131654992.0,0.5483670234680176,1.9474599355362448e-07,33.1,0.5667315721511841,2.804943051160081e-07,32.61,169,0.001
0,4081304752.0,0.5432179570198059,2.89385184260027e-07,34.22,0.5602521896362305,2.880512397496205e-07,33.34,169,0.001
10,43577802352.0,0.4472802877426147,2.1793840687678317e-07,52.88,0.4652051925659179,3.589841242046532e-07,52.94,169,0.001
20,83074299952.0,0.4306526780128479,2.73966747954546e-07,58.2,0.4489106237888336,3.804721018241253e-07,57.57,169,0.001
30,122570797552.0,0.4023078382015228,3.58446982318128e-07,66.78,0.4205697774887085,4.243167381901003e-07,65.06,169,0.001
40,162067295152.0,0.3116355240345001,6.257619133975822e-07,82.26,0.3307844698429107,8.145552783389576e-07,80.64,169,0.001
50,201563792752.0,0.2949334681034088,1.85860926649184e-06,86.16,0.3137022852897644,2.321194187970832e-06,83.54,169,0.001
60,241060290352.0,0.2923385798931122,3.024872967216652e-06,86.58,0.3124364018440246,2.8150593607279006e-06,83.65,169,0.001
70,280556787952.0,0.2900233268737793,3.420646407903405e-06,86.44,0.3101125061511993,3.81783684133552e-06,83.76,169,0.001
80,320053285552.0,0.2739960551261902,7.11036636857898e-06,86.14,0.2944350242614746,1.1014899428118952e-05,83.46,169,0.001
90,359549783152.0,0.2391168624162674,1.5244778296619188e-05,85.9,0.2553407847881317,2.095958188874647e-05,83.91,169,0.001
-1,131705584.0,0.5719095468521118,2.043941407237071e-07,32.38,0.5656309723854065,2.685118829504063e-07,33.07,170,0.001
0,4082873104.0,0.5635563135147095,2.6176044798376097e-07,33.08,0.5579679608345032,2.697456977784896e-07,33.75,170,0.001
10,43594548304.0,0.4497794806957245,3.372240371390945e-07,55.26,0.4457495510578155,3.547983737917093e-07,55.9,170,0.001
20,83106223504.0,0.4298363029956817,3.209021883776586e-07,61.1,0.426710307598114,3.7005708009019145e-07,60.59,170,0.001
30,122617898704.0,0.3976695239543915,3.315812477922009e-07,69.82,0.3942868113517761,4.157948012561974e-07,69.01,170,0.001
40,162129573904.0,0.3041276633739471,7.150466672101174e-07,84.96,0.3056358397006988,7.420883889608376e-07,82.8,170,0.001
50,201641249104.0,0.2863660454750061,1.9688184238475515e-06,87.64,0.3005461990833282,2.025529738602927e-06,84.58,170,0.001
60,241152924304.0,0.2846699357032776,2.6309708118787967e-06,87.28,0.3003292083740234,2.4065625439106952e-06,84.69,170,0.001
70,280664599504.0,0.2856709063053131,3.731525794137269e-06,87.24,0.3010700345039367,3.2492623631696915e-06,84.68,170,0.001
80,320176274704.0,0.2731329500675201,8.883927876013331e-06,86.84,0.294894129037857,9.611648238205817e-06,84.39,170,0.001
90,359687949904.0,0.2450737804174423,1.9923307263525203e-05,87.38,0.273632287979126,1.922327464853879e-05,84.49,170,0.001
-1,131722288.0,0.5743581652641296,2.392090152625315e-07,32.22,0.5555525422096252,3.113950697297696e-07,33.34,171,0.001
0,4083390928.0,0.5644263029098511,2.625787658416812e-07,33.1,0.5473114252090454,3.1012106660455174e-07,34.04,171,0.001
10,43600077328.0,0.4402121603488922,2.929826905528899e-07,57.16,0.4341889917850494,3.7031273336651793e-07,57.52,171,0.001
20,83116763728.0,0.4194971919059753,2.8257667850084545e-07,63.24,0.415432721376419,3.910305963472638e-07,62.43,171,0.001
30,122633450128.0,0.3857097625732422,3.500187233385077e-07,70.78,0.3841927051544189,4.255386443219322e-07,70.06,171,0.001
40,162150136528.0,0.3007076680660248,5.712829533877084e-07,83.78,0.3233557343482971,8.258382422354771e-07,81.41,171,0.001
50,201666822928.0,0.2937331795692444,1.320730802945036e-06,86.84,0.3296278417110443,2.194186208726024e-06,83.48,171,0.001
60,241183509328.0,0.2903157472610473,2.384556182732922e-06,86.98,0.3290531933307647,2.662010729181929e-06,83.63,171,0.001
70,280700195728.0,0.2868098020553589,2.8547960937430616e-06,86.86,0.3311965465545654,3.675972493510926e-06,83.78,171,0.001
80,320216882128.0,0.2671130001544952,8.847492608765606e-06,86.42,0.3150015473365783,1.1126177014375571e-05,83.85,171,0.001
90,359733568528.0,0.2352847307920456,1.7517066225991584e-05,86.7,0.2840331494808197,2.218444933532737e-05,83.97,171,0.001
-1,131722048.0,0.5587748289108276,2.855746288332739e-07,33.78,0.5674256682395935,3.0722196697752224e-07,33.54,172,0.001
0,4083383488.0,0.551520824432373,2.3082377254013409e-07,34.44,0.5602071285247803,3.011642206729448e-07,34.33,172,0.001
10,43599997888.0,0.4456211924552917,2.710269200179028e-07,55.94,0.4597986042499542,3.614863999246154e-07,55.26,172,0.001
20,83116612288.0,0.4280937314033508,2.777748875359976e-07,60.98,0.4431213438510895,3.774334231820832e-07,59.8,172,0.001
30,122633226688.0,0.398595929145813,3.197600335624884e-07,68.7,0.4143028557300567,4.113615261758241e-07,67.21,172,0.001
40,162149841088.0,0.3050963878631592,5.3528145826931e-07,84.08,0.3237212598323822,7.126218406483531e-07,82.13,172,0.001
50,201666455488.0,0.2855791449546814,1.887591224658536e-06,87.46,0.301472395658493,1.840267145780672e-06,84.83,172,0.001
60,241183069888.0,0.285198450088501,1.410858089911926e-06,87.34,0.2992860972881317,2.206140152338776e-06,84.8,172,0.001
70,280699684288.0,0.2817838490009308,2.716052676987601e-06,87.82,0.2943236529827118,3.0364392387127737e-06,84.62,172,0.001
80,320216298688.0,0.2616467177867889,7.516302048315993e-06,86.4,0.267011433839798,9.449476237932686e-06,83.86,172,0.001
90,359732913088.0,0.2245228737592697,1.7250657037948258e-05,85.8,0.2343565821647644,1.909270213218406e-05,83.75,172,0.001
-1,131638624.0,0.6031107306480408,3.663173799850483e-07,29.98,0.5815483927726746,3.654385807294602e-07,30.56,173,0.001
0,4080797344.0,0.5952461361885071,3.176241136770841e-07,30.78,0.5736216306686401,3.5109883356199134e-07,31.31,173,0.001
10,43572384544.0,0.475043773651123,3.0526132377417525e-07,52.6,0.460382342338562,3.539567501320562e-07,53.83,173,0.001
