layer_names,pr
conv1,0.0
layer1.0.conv1,0.55859375
layer1.0.conv2,0.64906144
layer1.0.conv3,0.70288086
layer1.0.shortcut.0,0.65966797
layer1.1.conv1,0.81689453
layer1.1.conv2,0.7885471
layer1.1.conv3,0.77557373
layer1.2.conv1,0.9002075
layer1.2.conv2,0.9368218
layer1.2.conv3,0.92510986
layer2.0.conv1,0.6800842
layer2.0.conv2,0.8279555
layer2.0.conv3,0.8220978
layer2.0.shortcut.0,0.8145218
layer2.1.conv1,0.951004
layer2.1.conv2,0.95480686
layer2.1.conv3,0.94725037
layer2.2.conv1,0.9419098
layer2.2.conv2,0.9532878
layer2.2.conv3,0.9707947
layer2.3.conv1,0.89689636
layer2.3.conv2,0.9081285
layer2.3.conv3,0.94721985
layer3.0.conv1,0.7548523
layer3.0.conv2,0.8617757
layer3.0.conv3,0.7860298
layer3.0.shortcut.0,0.8733139
layer3.1.conv1,0.9684868
layer3.1.conv2,0.97150165
layer3.1.conv3,0.92855835
layer3.2.conv1,0.9482002
layer3.2.conv2,0.9472758
layer3.2.conv3,0.87091446
layer3.3.conv1,0.92416763
layer3.3.conv2,0.93316483
layer3.3.conv3,0.8623276
layer3.4.conv1,0.8854294
layer3.4.conv2,0.8921424
layer3.4.conv3,0.8364525
layer3.5.conv1,0.79995346
layer3.5.conv2,0.89591134
layer3.5.conv3,0.8382454
layer4.0.conv1,0.5985031
layer4.0.conv2,0.84257084
layer4.0.conv3,0.8920231
layer4.0.shortcut.0,0.9738393
layer4.1.conv1,0.8879509
layer4.1.conv2,0.88387
layer4.1.conv3,0.91041946
layer4.2.conv1,0.92845917
layer4.2.conv2,0.9709494
layer4.2.conv3,0.94987106
linear,0.0
