Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,8.46909236907959,1.28,8.468145370483398,1.08,0,0,GMP,VGG19,cifar100,0.9
0,17558920800.0,3.501386880874634,4.24,3.541056632995605,3.08,0,0,GMP,VGG19,cifar100,0.9
10,193148128800.0,0.2969288229942322,11.8,0.5554572939872742,8.68,0,0,GMP,VGG19,cifar100,0.9
20,368737336800.0,0.1259046345949173,16.82,0.5361611843109131,12.45,0,0,GMP,VGG19,cifar100,0.9
30,544326544800.0,0.1702870875597,19.4,0.5517540574073792,13.64,0,0,GMP,VGG19,cifar100,0.9
40,719915752800.0,0.2141976505517959,22.08,0.5680520534515381,16.01,0,0,GMP,VGG19,cifar100,0.9
50,895504960800.0,0.3181382119655609,29.2,0.606593668460846,21.76,0,0,GMP,VGG19,cifar100,0.9
60,1071094168800.0,0.392671674489975,42.98,0.6968798041343689,30.85,0,0,GMP,VGG19,cifar100,0.9
70,1246683376800.0,0.4211930930614471,56.92,0.7114807367324829,41.74,0,0,GMP,VGG19,cifar100,0.9
80,1422272584800.0,0.4087280333042145,68.98,0.7075116634368896,50.95,0,0,GMP,VGG19,cifar100,0.9
90,1597861792800.0,0.4050303399562835,78.9,0.7045422792434692,56.75,0,0,GMP,VGG19,cifar100,0.9
100,1773451000800.0,0.3308696150779724,83.64,0.7050327062606812,60.61,0,0,GMP,VGG19,cifar100,0.9
101,1773451000800.0,0.3286873996257782,83.8,0.7050327062606812,60.61,0,0,GMP,VGG19,cifar100,0.9
-1,0.0,8.44303035736084,1.06,8.468145370483398,1.08,1,0,GMP,VGG19,cifar100,0.9
0,17558920800.0,3.513644933700561,3.22,3.48455548286438,2.79,1,0,GMP,VGG19,cifar100,0.9
10,193148128800.0,0.296345442533493,14.82,0.5719896554946899,10.27,1,0,GMP,VGG19,cifar100,0.9
20,368737336800.0,0.1209352388978004,19.7,0.5156341791152954,14.14,1,0,GMP,VGG19,cifar100,0.9
30,544326544800.0,0.1488224416971206,21.02,0.5535917282104492,15.86,1,0,GMP,VGG19,cifar100,0.9
40,719915752800.0,0.2182850241661071,24.9,0.5547834038734436,18.25,1,0,GMP,VGG19,cifar100,0.9
50,895504960800.0,0.3147544264793396,30.72,0.6054207682609558,23.57,1,0,GMP,VGG19,cifar100,0.9
60,1071094168800.0,0.3792663812637329,43.56,0.6501015424728394,33.11,1,0,GMP,VGG19,cifar100,0.9
70,1246683376800.0,0.432243674993515,57.5,0.6976415514945984,42.94,1,0,GMP,VGG19,cifar100,0.9
80,1422272584800.0,0.424516499042511,70.96,0.7372369170188904,51.5,1,0,GMP,VGG19,cifar100,0.9
90,1597861792800.0,0.3968521058559418,78.24,0.741454005241394,57.01,1,0,GMP,VGG19,cifar100,0.9
100,1773451000800.0,0.3673280477523803,84.02,0.8153483867645264,60.65,1,0,GMP,VGG19,cifar100,0.9
101,1773451000800.0,0.3743884265422821,83.16,0.8153483271598816,60.65,1,0,GMP,VGG19,cifar100,0.9
-1,0.0,8.44176959991455,1.04,8.468145370483398,1.08,2,0,GMP,VGG19,cifar100,0.9
0,17558920800.0,3.456955909729004,3.06,3.5433056354522705,2.24,2,0,GMP,VGG19,cifar100,0.9
10,193148128800.0,0.3133300840854645,13.28,0.6468847393989563,9.5,2,0,GMP,VGG19,cifar100,0.9
20,368737336800.0,0.1245926022529602,20.06,0.5745773315429688,13.78,2,0,GMP,VGG19,cifar100,0.9
30,544326544800.0,0.1604946851730346,23.74,0.5988438129425049,16.93,2,0,GMP,VGG19,cifar100,0.9
40,719915752800.0,0.2305917739868164,25.48,0.6165537238121033,18.67,2,0,GMP,VGG19,cifar100,0.9
50,895504960800.0,0.3275801241397857,32.82,0.6424569487571716,24.16,2,0,GMP,VGG19,cifar100,0.9
60,1071094168800.0,0.3861915469169616,44.94,0.6892176270484924,32.91,2,0,GMP,VGG19,cifar100,0.9
70,1246683376800.0,0.4289597272872925,58.38,0.737978994846344,42.82,2,0,GMP,VGG19,cifar100,0.9
80,1422272584800.0,0.4360095858573913,68.92,0.7505548000335693,50.89,2,0,GMP,VGG19,cifar100,0.9
90,1597861792800.0,0.3966235220432281,78.22,0.7426242828369141,56.82,2,0,GMP,VGG19,cifar100,0.9
100,1773451000800.0,0.3495548069477081,83.16,0.7259764671325684,60.34,2,0,GMP,VGG19,cifar100,0.9
101,1773451000800.0,0.3606315851211548,83.02,0.7259764671325684,60.34,2,0,GMP,VGG19,cifar100,0.9
