layer_names,pr
features.0,0.0
features.4,0.11884223
features.8,0.11393229
features.11,0.20370144
features.15,0.21833971
features.18,0.23096381
features.21,0.48260838
features.24,0.67013043
features.28,0.99037933
features.31,0.9976959
features.34,0.9972962
features.37,0.9965842
features.40,0.9811647
features.43,0.93775177
features.46,0.9166243
features.49,0.9222641
classifier,0.0
