Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,199401216.0,0.4440380930900574,95.3,0.443377822637558,91.26,0,0.005,LAMP,resnet18,cifar10,0.85
0,24127547136.0,0.1812111437320709,98.1,0.1999605745077133,93.02,0,0.005,LAMP,resnet18,cifar10,0.85
10,263409006336.0,0.0923998281359672,98.52,0.1454046070575714,93.32,0,0.005,LAMP,resnet18,cifar10,0.85
20,502690465536.0,0.0667580887675285,98.78,0.1415164619684219,93.4,0,0.005,LAMP,resnet18,cifar10,0.85
30,741971924736.0,0.0645176991820335,98.74,0.1680801212787628,93.45,0,0.005,LAMP,resnet18,cifar10,0.85
40,981253383936.0,0.048259187489748,98.88,0.1597903370857238,93.64,0,0.005,LAMP,resnet18,cifar10,0.85
50,1220534843136.0,0.0575215965509414,99.0,0.133844569325447,93.65,0,0.005,LAMP,resnet18,cifar10,0.85
60,1459816302336.0,0.0415411330759525,99.08,0.1797448098659515,93.71,0,0.005,LAMP,resnet18,cifar10,0.85
70,1699097761536.0,0.0432127863168716,99.1,0.1626197397708892,93.7,0,0.005,LAMP,resnet18,cifar10,0.85
80,1938379220736.0,0.036590751260519,99.16,0.1849445402622223,93.72,0,0.005,LAMP,resnet18,cifar10,0.85
90,2177660679936.0,0.0294652506709098,99.4,0.1899341344833374,93.65,0,0.005,LAMP,resnet18,cifar10,0.85
100,2416942139136.0,0.0462331399321556,99.28,0.1665103286504745,93.68,0,0.005,LAMP,resnet18,cifar10,0.85
101,2416942139136.0,0.0486312396824359,99.5,0.1665103286504745,93.68,0,0.005,LAMP,resnet18,cifar10,0.85
-1,199685760.0,0.5539600849151611,93.86,0.5048683285713196,89.53,1,0.005,LAMP,resnet18,cifar10,0.85
0,24161976960.0,0.2049722522497177,97.82,0.212410569190979,93.02,1,0.005,LAMP,resnet18,cifar10,0.85
10,263784888960.0,0.0886564329266548,98.38,0.1306072473526001,93.07,1,0.005,LAMP,resnet18,cifar10,0.85
20,503407800960.0,0.0682195425033569,98.26,0.1229470521211624,93.25,1,0.005,LAMP,resnet18,cifar10,0.85
30,743030712960.0,0.0513449572026729,98.36,0.1365299075841903,93.4,1,0.005,LAMP,resnet18,cifar10,0.85
40,982653624960.0,0.0539584271609783,98.62,0.151584193110466,93.47,1,0.005,LAMP,resnet18,cifar10,0.85
50,1222276536960.0,0.0563930869102478,98.84,0.1451490372419357,93.53,1,0.005,LAMP,resnet18,cifar10,0.85
60,1461899448960.0,0.0413364246487617,98.86,0.1533105224370956,93.51,1,0.005,LAMP,resnet18,cifar10,0.85
70,1701522360960.0,0.0445340648293495,99.06,0.1528132408857345,93.51,1,0.005,LAMP,resnet18,cifar10,0.85
80,1941145272960.0,0.04268404468894,99.12,0.1598405689001083,93.46,1,0.005,LAMP,resnet18,cifar10,0.85
