Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,2.377405166625977,59.02,2.240362882614136,53.0,0,0,LAMP,resnet50,cifar100,0.8
0,44979686400.0,0.5558496713638306,90.34,0.5140746831893921,71.71,0,0,LAMP,resnet50,cifar100,0.8
10,494776550400.0,0.1774655878543853,94.86,0.3804603219032287,74.26,0,0,LAMP,resnet50,cifar100,0.8
20,944573414400.0,0.1222691461443901,96.78,0.3782535195350647,75.08,0,0,LAMP,resnet50,cifar100,0.8
30,1394370278400.0,0.1252541989088058,97.48,0.424421489238739,75.37,0,0,LAMP,resnet50,cifar100,0.8
40,1844167142400.0,0.117112323641777,98.04,0.4182046353816986,75.44,0,0,LAMP,resnet50,cifar100,0.8
50,2293964006400.0,0.1282745748758316,98.54,0.4403782486915588,75.75,0,0,LAMP,resnet50,cifar100,0.8
60,2743760870400.0,0.1121156215667724,98.68,0.5025153160095215,75.68,0,0,LAMP,resnet50,cifar100,0.8
70,3193557734400.0,0.0986333489418029,98.9,0.5031213760375977,75.7,0,0,LAMP,resnet50,cifar100,0.8
80,3643354598400.0,0.1013197675347328,98.94,0.4911759197711944,75.61,0,0,LAMP,resnet50,cifar100,0.8
90,4093151462400.0,0.0721763521432876,98.92,0.4898386001586914,75.75,0,0,LAMP,resnet50,cifar100,0.8
100,4542948326400.0,0.0841387808322906,98.94,0.4876219928264618,75.83,0,0,LAMP,resnet50,cifar100,0.8
101,4542948326400.0,0.0844070091843605,99.48,0.4876220226287842,75.83,0,0,LAMP,resnet50,cifar100,0.8
-1,0.0,2.3820784091949463,60.42,2.240362882614136,53.0,1,0,LAMP,resnet50,cifar100,0.8
0,44979686400.0,0.5217011570930481,90.5,0.5181030035018921,71.32,1,0,LAMP,resnet50,cifar100,0.8
10,494776550400.0,0.1609948873519897,95.82,0.3648481070995331,74.42,1,0,LAMP,resnet50,cifar100,0.8
20,944573414400.0,0.1304513663053512,96.86,0.3850398659706116,75.26,1,0,LAMP,resnet50,cifar100,0.8
30,1394370278400.0,0.1068858131766319,97.62,0.3699983656406402,75.51,1,0,LAMP,resnet50,cifar100,0.8
40,1844167142400.0,0.1107874661684036,97.88,0.4230931997299194,75.41,1,0,LAMP,resnet50,cifar100,0.8
50,2293964006400.0,0.1081774681806564,98.6,0.4320202767848968,75.51,1,0,LAMP,resnet50,cifar100,0.8
60,2743760870400.0,0.1041629165410995,98.94,0.4383992850780487,75.79,1,0,LAMP,resnet50,cifar100,0.8
70,3193557734400.0,0.0967141985893249,98.76,0.4682702124118805,75.81,1,0,LAMP,resnet50,cifar100,0.8
80,3643354598400.0,0.1097025200724601,99.04,0.4964300692081451,75.73,1,0,LAMP,resnet50,cifar100,0.8
90,4093151462400.0,0.1056838855147361,99.3,0.514700710773468,75.75,1,0,LAMP,resnet50,cifar100,0.8
100,4542948326400.0,0.072523608803749,99.38,0.5191745162010193,75.7,1,0,LAMP,resnet50,cifar100,0.8
101,4542948326400.0,0.0799116268754005,99.32,0.5191745162010193,75.7,1,0,LAMP,resnet50,cifar100,0.8
-1,0.0,2.405081272125244,59.5,2.240362882614136,53.0,2,0,LAMP,resnet50,cifar100,0.8
0,44979686400.0,0.5875074863433838,89.98,0.5375509262084961,71.68,2,0,LAMP,resnet50,cifar100,0.8
10,494776550400.0,0.1998596489429474,95.68,0.4188041985034942,74.25,2,0,LAMP,resnet50,cifar100,0.8
20,944573414400.0,0.122596375644207,96.7,0.486750990152359,74.86,2,0,LAMP,resnet50,cifar100,0.8
30,1394370278400.0,0.1455418318510055,97.76,0.4617437720298767,75.45,2,0,LAMP,resnet50,cifar100,0.8
40,1844167142400.0,0.1097826436161995,98.2,0.4874701499938965,75.62,2,0,LAMP,resnet50,cifar100,0.8
50,2293964006400.0,0.0960882306098938,98.64,0.4851028323173523,75.57,2,0,LAMP,resnet50,cifar100,0.8
60,2743760870400.0,0.1054600179195404,98.7,0.4892424941062927,75.63,2,0,LAMP,resnet50,cifar100,0.8
70,3193557734400.0,0.0926001295447349,98.78,0.4953908622264862,75.75,2,0,LAMP,resnet50,cifar100,0.8
80,3643354598400.0,0.0912913158535957,98.78,0.5615684986114502,75.9,2,0,LAMP,resnet50,cifar100,0.8
90,4093151462400.0,0.0837379992008209,99.4,0.543572187423706,75.83,2,0,LAMP,resnet50,cifar100,0.8
100,4542948326400.0,0.0875301286578178,99.2,0.4956110417842865,75.9,2,0,LAMP,resnet50,cifar100,0.8
101,4542948326400.0,0.0858250632882118,99.18,0.4956110417842865,75.9,2,0,LAMP,resnet50,cifar100,0.8
