layer_names,pr
conv1,tensor(0.)
layer1.0.conv1,tensor(0.0001)
layer1.0.conv2,tensor(0.0012)
layer1.0.conv3,tensor(0.0006)
layer1.0.shortcut.0,tensor(0.0005)
layer1.1.conv1,tensor(0.0006)
layer1.1.conv2,tensor(0.0015)
layer1.1.conv3,tensor(0.0007)
layer1.2.conv1,tensor(0.0006)
layer1.2.conv2,tensor(0.0015)
layer1.2.conv3,tensor(0.0007)
layer2.0.conv1,tensor(0.0012)
layer2.0.conv2,tensor(0.0057)
layer2.0.conv3,tensor(0.0024)
layer2.0.shortcut.0,tensor(0.0044)
layer2.1.conv1,tensor(0.0023)
layer2.1.conv2,tensor(0.0049)
layer2.1.conv3,tensor(0.0022)
layer2.2.conv1,tensor(0.0020)
layer2.2.conv2,tensor(0.0042)
layer2.2.conv3,tensor(0.0019)
layer2.3.conv1,tensor(0.0019)
layer2.3.conv2,tensor(0.0043)
layer2.3.conv3,tensor(0.0019)
layer3.0.conv1,tensor(0.0033)
layer3.0.conv2,tensor(0.0181)
layer3.0.conv3,tensor(0.0068)
layer3.0.shortcut.0,tensor(0.0173)
layer3.1.conv1,tensor(0.0090)
layer3.1.conv2,tensor(0.0181)
layer3.1.conv3,tensor(0.0069)
layer3.2.conv1,tensor(0.0073)
layer3.2.conv2,tensor(0.0161)
layer3.2.conv3,tensor(0.0072)
layer3.3.conv1,tensor(0.0086)
layer3.3.conv2,tensor(0.0218)
layer3.3.conv3,tensor(0.0096)
layer3.4.conv1,tensor(0.0089)
layer3.4.conv2,tensor(0.0233)
layer3.4.conv3,tensor(0.0105)
layer3.5.conv1,tensor(0.0092)
layer3.5.conv2,tensor(0.0236)
layer3.5.conv3,tensor(0.0105)
layer4.0.conv1,tensor(0.0164)
layer4.0.conv2,tensor(0.0954)
layer4.0.conv3,tensor(0.0432)
layer4.0.shortcut.0,tensor(0.0880)
layer4.1.conv1,tensor(0.0436)
layer4.1.conv2,tensor(0.0967)
layer4.1.conv3,tensor(0.0436)
layer4.2.conv1,tensor(0.0436)
layer4.2.conv2,tensor(0.0992)
layer4.2.conv3,tensor(0.0439)
linear,tensor(0.)
