Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
-1,158257944.0,0.5977643132209778,88.98,0.6818209290504456,82.53,0,0.001,VGG19,GMP,cifar10,0.9
0,19149211224.0,0.0873539596796035,99.78,0.1357138156890869,93.3,0,0.001,VGG19,GMP,cifar10,0.9
10,209058744024.0,0.0387522652745246,99.68,0.1252285093069076,93.4,0,0.001,VGG19,GMP,cifar10,0.9
20,398968276824.0,0.037173394113779,99.62,0.1429088562726974,93.45,0,0.001,VGG19,GMP,cifar10,0.9
30,588877809624.0,0.0420722104609012,99.74,0.1532995849847793,93.59,0,0.001,VGG19,GMP,cifar10,0.9
40,778787342424.0,0.034927986562252,99.62,0.1570179313421249,93.59,0,0.001,VGG19,GMP,cifar10,0.9
50,968696875224.0,0.0274069719016551,99.7,0.1771183907985687,93.52,0,0.001,VGG19,GMP,cifar10,0.9
60,1158606408024.0,0.0345749855041503,99.74,0.1595021188259124,93.54,0,0.001,VGG19,GMP,cifar10,0.9
70,1348515940824.0,0.0378992073237896,99.82,0.173228845000267,93.6,0,0.001,VGG19,GMP,cifar10,0.9
80,1538425473624.0,0.0371442511677742,99.8,0.1675691455602646,93.59,0,0.001,VGG19,GMP,cifar10,0.9
90,1728335006424.0,0.036040972918272,99.82,0.2117876410484314,93.5,0,0.001,VGG19,GMP,cifar10,0.9
100,1918244539224.0,0.032983336597681,99.82,0.1728003919124603,93.71,0,0.001,VGG19,GMP,cifar10,0.9
101,1918244539224.0,0.0313270613551139,99.76,0.1728003919124603,93.71,0,0.001,VGG19,GMP,cifar10,0.9
-1,158321208.0,0.582632303237915,88.44,0.6372449398040771,82.76,1,0.001,VGG19,GMP,cifar10,0.9
0,19156866168.0,0.096943512558937,99.46,0.1642506569623947,93.26,1,0.001,VGG19,GMP,cifar10,0.9
10,209142315768.0,0.038677904754877,99.64,0.1698068231344223,93.57,1,0.001,VGG19,GMP,cifar10,0.9
20,399127765368.0,0.0319582484662532,99.8,0.1681414991617202,93.56,1,0.001,VGG19,GMP,cifar10,0.9
30,589113214968.0,0.044142510741949,99.86,0.1849329769611358,93.61,1,0.001,VGG19,GMP,cifar10,0.9
40,779098664568.0,0.0283668339252471,99.86,0.1808418482542038,93.5,1,0.001,VGG19,GMP,cifar10,0.9
50,969084114168.0,0.0279597677290439,99.76,0.2172421663999557,93.6,1,0.001,VGG19,GMP,cifar10,0.9
60,1159069563768.0,0.0437788516283035,99.7,0.2002896815538406,93.56,1,0.001,VGG19,GMP,cifar10,0.9
70,1349055013368.0,0.0302444510161876,99.86,0.2355868369340896,93.57,1,0.001,VGG19,GMP,cifar10,0.9
80,1539040462968.0,0.0318349413573741,99.82,0.1912639588117599,93.61,1,0.001,VGG19,GMP,cifar10,0.9
90,1729025912568.0,0.0183521956205368,99.86,0.1971282362937927,93.59,1,0.001,VGG19,GMP,cifar10,0.9
100,1919011362168.0,0.0348900221288204,99.88,0.2104498594999313,93.64,1,0.001,VGG19,GMP,cifar10,0.9
101,1919011362168.0,0.0292068980634212,99.86,0.2104498744010925,93.64,1,0.001,VGG19,GMP,cifar10,0.9
-1,158237292.0,0.622115433216095,87.56,0.6607308983802795,82.61,2,0.001,VGG19,GMP,cifar10,0.9
0,19146712332.0,0.0862825289368629,99.68,0.1318275332450866,93.25,2,0.001,VGG19,GMP,cifar10,0.9
10,209031462732.0,0.0439552180469036,99.58,0.1388012021780014,93.44,2,0.001,VGG19,GMP,cifar10,0.9
20,398916213132.0,0.040923174470663,99.64,0.1519990116357803,93.32,2,0.001,VGG19,GMP,cifar10,0.9
30,588800963532.0,0.0421174876391887,99.62,0.1490548402070999,93.43,2,0.001,VGG19,GMP,cifar10,0.9
40,778685713932.0,0.0400830022990703,99.68,0.1425982415676117,93.49,2,0.001,VGG19,GMP,cifar10,0.9
50,968570464332.0,0.0443573184311389,99.78,0.1503591984510421,93.51,2,0.001,VGG19,GMP,cifar10,0.9
60,1158455214732.0,0.032931100577116,99.68,0.1618351191282272,93.53,2,0.001,VGG19,GMP,cifar10,0.9
70,1348339965132.0,0.0321855805814266,99.68,0.1629699021577835,93.5,2,0.001,VGG19,GMP,cifar10,0.9
80,1538224715532.0,0.0372624211013317,99.7,0.1811282783746719,93.47,2,0.001,VGG19,GMP,cifar10,0.9
90,1728109465932.0,0.0335857346653938,99.88,0.1753497868776321,93.45,2,0.001,VGG19,GMP,cifar10,0.9
100,1917994216332.0,0.0275297947227954,99.76,0.1848158091306686,93.4,2,0.001,VGG19,GMP,cifar10,0.9
101,1917994216332.0,0.0441622734069824,99.78,0.1848158091306686,93.4,2,0.001,VGG19,GMP,cifar10,0.9
-1,158252208.0,0.5957623720169067,88.16,0.6592908501625061,82.49,3,0.001,VGG19,GMP,cifar10,0.9
0,19148517168.0,0.0859428793191909,99.54,0.1445759683847427,93.3,3,0.001,VGG19,GMP,cifar10,0.9
10,209051166768.0,0.0349216014146804,99.64,0.1499540209770202,93.52,3,0.001,VGG19,GMP,cifar10,0.9
20,398953816368.0,0.0350661315023899,99.7,0.1807087808847427,93.44,3,0.001,VGG19,GMP,cifar10,0.9
30,588856465968.0,0.0357841700315475,99.8,0.1612842381000518,93.54,3,0.001,VGG19,GMP,cifar10,0.9
40,778759115568.0,0.0322475507855415,99.62,0.2086027562618255,93.45,3,0.001,VGG19,GMP,cifar10,0.9
50,968661765168.0,0.0341596044600009,99.78,0.1644033044576645,93.53,3,0.001,VGG19,GMP,cifar10,0.9
60,1158564414768.0,0.0357007980346679,99.9,0.2008846253156662,93.59,3,0.001,VGG19,GMP,cifar10,0.9
70,1348467064368.0,0.031921811401844,99.68,0.1869855225086212,93.51,3,0.001,VGG19,GMP,cifar10,0.9
80,1538369713968.0,0.0500933118164539,99.86,0.2066724151372909,93.56,3,0.001,VGG19,GMP,cifar10,0.9
90,1728272363568.0,0.028420653194189,99.86,0.1982468068599701,93.65,3,0.001,VGG19,GMP,cifar10,0.9
100,1918175013168.0,0.0235910788178443,99.74,0.1974785923957824,93.64,3,0.001,VGG19,GMP,cifar10,0.9
101,1918175013168.0,0.0278802663087844,99.8,0.1974785923957824,93.64,3,0.001,VGG19,GMP,cifar10,0.9
-1,158319972.0,0.6250276565551758,88.14,0.7028476595878601,81.82,4,0.001,VGG19,GMP,cifar10,0.9
0,19156716612.0,0.0913902670145034,99.6,0.1426712423563003,93.35,4,0.001,VGG19,GMP,cifar10,0.9
10,209140683012.0,0.0398845635354518,99.58,0.1387263685464859,93.48,4,0.001,VGG19,GMP,cifar10,0.9
20,399124649412.0,0.0424874387681484,99.72,0.1336481273174286,93.47,4,0.001,VGG19,GMP,cifar10,0.9
30,589108615812.0,0.0540005639195442,99.76,0.1551655977964401,93.52,4,0.001,VGG19,GMP,cifar10,0.9
40,779092582212.0,0.0396622009575367,99.84,0.1700357347726822,93.5,4,0.001,VGG19,GMP,cifar10,0.9
50,969076548612.0,0.0381326116621494,99.78,0.1789725422859192,93.62,4,0.001,VGG19,GMP,cifar10,0.9
60,1159060515012.0,0.0271855760365724,99.84,0.1834127753973007,93.66,4,0.001,VGG19,GMP,cifar10,0.9
70,1349044481412.0,0.0401095151901245,99.88,0.1673553138971328,93.51,4,0.001,VGG19,GMP,cifar10,0.9
80,1539028447812.0,0.0295680183917284,99.78,0.1751918494701385,93.54,4,0.001,VGG19,GMP,cifar10,0.9
90,1729012414212.0,0.0287269819527864,99.82,0.1895775496959686,93.49,4,0.001,VGG19,GMP,cifar10,0.9
100,1918996380612.0,0.0362685024738311,99.86,0.1882132887840271,93.61,4,0.001,VGG19,GMP,cifar10,0.9
101,1918996380612.0,0.0438585206866264,99.76,0.1882133036851883,93.61,4,0.001,VGG19,GMP,cifar10,0.9
-1,158270760.0,0.5641043186187744,89.26,0.652613639831543,82.39,5,0.001,VGG19,GMP,cifar10,0.9
0,19150761960.0,0.0811263024806976,99.58,0.1318263858556747,93.36,5,0.001,VGG19,GMP,cifar10,0.9
10,209075673960.0,0.0382161512970924,99.62,0.1317148357629776,93.51,5,0.001,VGG19,GMP,cifar10,0.9
20,399000585960.0,0.0287755243480205,99.76,0.1523645222187042,93.57,5,0.001,VGG19,GMP,cifar10,0.9
30,588925497960.0,0.0466661378741264,99.56,0.1663385480642318,93.51,5,0.001,VGG19,GMP,cifar10,0.9
40,778850409960.0,0.0410538874566555,99.84,0.1611490696668625,93.54,5,0.001,VGG19,GMP,cifar10,0.9
50,968775321960.0,0.0342069827020168,99.64,0.1671770066022873,93.41,5,0.001,VGG19,GMP,cifar10,0.9
60,1158700233960.0,0.0450847744941711,99.76,0.1707741618156433,93.53,5,0.001,VGG19,GMP,cifar10,0.9
70,1348625145960.0,0.0329499989748001,99.84,0.1756209880113601,93.44,5,0.001,VGG19,GMP,cifar10,0.9
80,1538550057960.0,0.03358631208539,99.76,0.1772417724132537,93.45,5,0.001,VGG19,GMP,cifar10,0.9
90,1728474969960.0,0.0265278574079275,99.9,0.172681987285614,93.57,5,0.001,VGG19,GMP,cifar10,0.9
100,1918399881960.0,0.0320887491106987,99.78,0.1743492931127548,93.58,5,0.001,VGG19,GMP,cifar10,0.9
101,1918399881960.0,0.0365262068808078,99.84,0.1743492931127548,93.58,5,0.001,VGG19,GMP,cifar10,0.9
-1,158318172.0,0.599503755569458,89.1,0.6706101298332214,82.46,6,0.001,VGG19,GMP,cifar10,0.9
0,19156498812.0,0.0924508050084114,99.5,0.1374411731958389,93.28,6,0.001,VGG19,GMP,cifar10,0.9
10,209138305212.0,0.0414375215768814,99.56,0.1316506266593933,93.48,6,0.001,VGG19,GMP,cifar10,0.9
20,399120111612.0,0.0315060652792453,99.74,0.1360190063714981,93.43,6,0.001,VGG19,GMP,cifar10,0.9
30,589101918012.0,0.0422459654510021,99.64,0.1673261672258377,93.44,6,0.001,VGG19,GMP,cifar10,0.9
40,779083724412.0,0.0442079380154609,99.76,0.1558852791786193,93.49,6,0.001,VGG19,GMP,cifar10,0.9
50,969065530812.0,0.0356572158634662,99.8,0.1676019579172134,93.47,6,0.001,VGG19,GMP,cifar10,0.9
60,1159047337212.0,0.0468329600989818,99.74,0.1610838919878006,93.47,6,0.001,VGG19,GMP,cifar10,0.9
70,1349029143612.0,0.0354525297880172,99.74,0.163128450512886,93.64,6,0.001,VGG19,GMP,cifar10,0.9
80,1539010950012.0,0.0393129326403141,99.8,0.2057476043701172,93.6,6,0.001,VGG19,GMP,cifar10,0.9
90,1728992756412.0,0.027618434280157,99.8,0.1763059943914413,93.52,6,0.001,VGG19,GMP,cifar10,0.9
100,1918974562812.0,0.0285883154720067,99.72,0.1839560866355896,93.49,6,0.001,VGG19,GMP,cifar10,0.9
101,1918974562812.0,0.0263268649578094,99.88,0.1839560866355896,93.49,6,0.001,VGG19,GMP,cifar10,0.9
-1,158246040.0,0.6022519469261169,89.56,0.659841001033783,83.01,7,0.001,VGG19,GMP,cifar10,0.9
0,19147770840.0,0.0949782356619834,99.42,0.1420978158712387,93.29,7,0.001,VGG19,GMP,cifar10,0.9
10,209043018840.0,0.0437719635665416,99.6,0.1482037603855133,93.49,7,0.001,VGG19,GMP,cifar10,0.9
20,398938266840.0,0.0327325388789176,99.62,0.1557046622037887,93.43,7,0.001,VGG19,GMP,cifar10,0.9
30,588833514840.0,0.0321780443191528,99.64,0.1626471728086471,93.41,7,0.001,VGG19,GMP,cifar10,0.9
40,778728762840.0,0.0398939400911331,99.78,0.1828469187021255,93.44,7,0.001,VGG19,GMP,cifar10,0.9
50,968624010840.0,0.0460163839161396,99.74,0.178867369890213,93.44,7,0.001,VGG19,GMP,cifar10,0.9
60,1158519258840.0,0.0296287052333354,99.76,0.1932981014251709,93.44,7,0.001,VGG19,GMP,cifar10,0.9
