Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
-1,0.0,0.8824502229690552,85.78,0.8186218738555908,84.02,0,0,GMP,resnet50,cifar10,0.9
0,24498192000.0,0.2577543556690216,98.02,0.2644007802009582,92.48,0,0,GMP,resnet50,cifar10,0.9
10,269480112000.0,0.0782746598124504,98.82,0.113740861415863,93.1,0,0,GMP,resnet50,cifar10,0.9
20,514462032000.0,0.0484664216637611,99.1,0.1167952343821525,93.43,0,0,GMP,resnet50,cifar10,0.9
30,759443952000.0,0.0513900443911552,99.24,0.1244710981845855,93.5,0,0,GMP,resnet50,cifar10,0.9
40,1004425872000.0,0.0366372130811214,99.62,0.1161359995603561,93.63,0,0,GMP,resnet50,cifar10,0.9
50,1249407792000.0,0.0364212095737457,99.48,0.1045366376638412,93.69,0,0,GMP,resnet50,cifar10,0.9
60,1494389712000.0,0.0313299633562564,99.52,0.1142202317714691,93.75,0,0,GMP,resnet50,cifar10,0.9
70,1739371632000.0,0.02769011631608,99.6,0.1472637802362442,93.79,0,0,GMP,resnet50,cifar10,0.9
80,1984353552000.0,0.0264700725674629,99.7,0.1330688446760177,93.75,0,0,GMP,resnet50,cifar10,0.9
90,2229335472000.0,0.0262986794114112,99.72,0.1504257470369339,93.8,0,0,GMP,resnet50,cifar10,0.9
100,2474317392000.0,0.0312791876494884,99.74,0.149625539779663,93.82,0,0,GMP,resnet50,cifar10,0.9
101,2474317392000.0,0.0350153371691703,99.74,0.1496255546808242,93.82,0,0,GMP,resnet50,cifar10,0.9
-1,0.0,0.8952060341835022,86.5,0.8186218738555908,84.02,1,0,GMP,resnet50,cifar10,0.9
0,24498192000.0,0.250184029340744,98.36,0.2268822193145752,92.84,1,0,GMP,resnet50,cifar10,0.9
10,269480112000.0,0.0750455260276794,98.88,0.1024512127041816,93.02,1,0,GMP,resnet50,cifar10,0.9
20,514462032000.0,0.0563869550824165,99.0,0.1093908622860908,93.3,1,0,GMP,resnet50,cifar10,0.9
30,759443952000.0,0.0439675375819206,99.42,0.0996618717908859,93.49,1,0,GMP,resnet50,cifar10,0.9
40,1004425872000.0,0.0370865389704704,99.36,0.0916564017534256,93.59,1,0,GMP,resnet50,cifar10,0.9
50,1249407792000.0,0.037989318370819,99.44,0.1076573729515075,93.68,1,0,GMP,resnet50,cifar10,0.9
60,1494389712000.0,0.0342953577637672,99.66,0.1120314002037048,93.72,1,0,GMP,resnet50,cifar10,0.9
70,1739371632000.0,0.0302104968577623,99.66,0.1085191890597343,93.72,1,0,GMP,resnet50,cifar10,0.9
80,1984353552000.0,0.0285198967903852,99.8,0.1163538545370101,93.8,1,0,GMP,resnet50,cifar10,0.9
90,2229335472000.0,0.0327529832720756,99.7,0.1336861997842788,93.89,1,0,GMP,resnet50,cifar10,0.9
100,2474317392000.0,0.0280533675104379,99.84,0.1261992752552032,93.86,1,0,GMP,resnet50,cifar10,0.9
101,2474317392000.0,0.0285115409642457,99.76,0.126199334859848,93.86,1,0,GMP,resnet50,cifar10,0.9
-1,0.0,0.863369882106781,88.04,0.8186218738555908,84.02,2,0,GMP,resnet50,cifar10,0.9
0,24498192000.0,0.2618081867694855,98.4,0.2382353097200393,92.6,2,0,GMP,resnet50,cifar10,0.9
10,269480112000.0,0.0775327458977699,98.76,0.1139066070318222,93.14,2,0,GMP,resnet50,cifar10,0.9
20,514462032000.0,0.0484052374958992,99.1,0.103519432246685,93.44,2,0,GMP,resnet50,cifar10,0.9
30,759443952000.0,0.0437002293765544,99.38,0.1038423180580139,93.52,2,0,GMP,resnet50,cifar10,0.9
40,1004425872000.0,0.0546247363090515,99.54,0.1031102091073989,93.68,2,0,GMP,resnet50,cifar10,0.9
50,1249407792000.0,0.0474446192383766,99.68,0.1099242717027664,93.68,2,0,GMP,resnet50,cifar10,0.9
60,1494389712000.0,0.0389614440500736,99.74,0.1081005930900573,93.88,2,0,GMP,resnet50,cifar10,0.9
70,1739371632000.0,0.026864068582654,99.72,0.1234884038567543,93.86,2,0,GMP,resnet50,cifar10,0.9
80,1984353552000.0,0.0304334592074155,99.74,0.1186453104019165,93.96,2,0,GMP,resnet50,cifar10,0.9
90,2229335472000.0,0.0289799217134714,99.82,0.1078462824225425,93.95,2,0,GMP,resnet50,cifar10,0.9
100,2474317392000.0,0.0350982174277305,99.8,0.1202099472284317,93.93,2,0,GMP,resnet50,cifar10,0.9
101,2474317392000.0,0.0230758804827928,99.7,0.1202099546790123,93.93,2,0,GMP,resnet50,cifar10,0.9
-1,0.0,0.8547810912132263,87.46,0.8186218738555908,84.02,3,0,GMP,resnet50,cifar10,0.9
0,24498192000.0,0.2536071538925171,98.34,0.2578516602516174,92.43,3,0,GMP,resnet50,cifar10,0.9
10,269480112000.0,0.0807230472564697,98.96,0.1017986163496971,93.12,3,0,GMP,resnet50,cifar10,0.9
20,514462032000.0,0.0556892044842243,98.92,0.0844893008470535,93.3,3,0,GMP,resnet50,cifar10,0.9
