Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
-1,126085792.0,0.5039965510368347,60.44,0.4934639930725097,60.17,0,0.003,resnet18,GMP,cifar10,0.9
0,15256380832.0,0.4225114285945892,75.58,0.4187156856060028,73.45,0,0.003,resnet18,GMP,cifar10,0.9
10,166559331232.0,0.2225421816110611,93.6,0.2322326749563217,89.92,0,0.003,resnet18,GMP,cifar10,0.9
20,317862281632.0,0.184024304151535,92.42,0.172208622097969,89.08,0,0.003,resnet18,GMP,cifar10,0.9
30,469165232032.0,0.1422839909791946,93.28,0.1320999264717102,89.62,0,0.003,resnet18,GMP,cifar10,0.9
40,620468182432.0,0.119873009622097,93.9,0.159084603190422,90.29,0,0.003,resnet18,GMP,cifar10,0.9
50,771771132832.0,0.0987099334597587,95.06,0.2271879166364669,90.72,0,0.003,resnet18,GMP,cifar10,0.9
60,923074083232.0,0.1103052049875259,95.84,0.2261515855789184,91.11,0,0.003,resnet18,GMP,cifar10,0.9
70,1074377033632.0,0.1366949677467346,96.16,0.2959929704666137,91.17,0,0.003,resnet18,GMP,cifar10,0.9
80,1225679984032.0,0.1557781547307968,96.64,0.2044281065464019,91.53,0,0.003,resnet18,GMP,cifar10,0.9
90,1376982934432.0,0.1059023290872573,97.28,0.1923163384199142,91.72,0,0.003,resnet18,GMP,cifar10,0.9
100,1528285884832.0,0.0969535335898399,97.7,0.1938751488924026,91.83,0,0.003,resnet18,GMP,cifar10,0.9
101,1528285884832.0,0.0932501778006553,97.3,0.193875178694725,91.83,0,0.003,resnet18,GMP,cifar10,0.9
-1,126130000.0,0.5124680399894714,57.16,0.5098421573638916,56.35,1,0.003,resnet18,GMP,cifar10,0.9
0,15261730000.0,0.4344342648983001,70.12,0.4384710788726806,68.76,1,0.003,resnet18,GMP,cifar10,0.9
10,166617730000.0,0.2319750636816024,94.84,0.2398681342601776,90.07,1,0.003,resnet18,GMP,cifar10,0.9
20,317973730000.0,0.1866635531187057,93.2,0.1941964775323867,88.78,1,0.003,resnet18,GMP,cifar10,0.9
30,469329730000.0,0.1933031529188156,92.92,0.2126326858997345,89.04,1,0.003,resnet18,GMP,cifar10,0.9
40,620685730000.0,0.1022801548242569,94.26,0.1803078055381775,90.01,1,0.003,resnet18,GMP,cifar10,0.9
50,772041730000.0,0.1208384782075882,95.38,0.2229779064655304,90.55,1,0.003,resnet18,GMP,cifar10,0.9
60,923397730000.0,0.0936601981520652,95.38,0.1902055591344833,91.14,1,0.003,resnet18,GMP,cifar10,0.9
70,1074753730000.0,0.1080348044633865,96.02,0.1747568994760513,91.38,1,0.003,resnet18,GMP,cifar10,0.9
80,1226109730000.0,0.1185896545648574,96.76,0.2073601931333542,91.66,1,0.003,resnet18,GMP,cifar10,0.9
90,1377465730000.0,0.0835865512490272,97.46,0.1978287994861602,91.8,1,0.003,resnet18,GMP,cifar10,0.9
100,1528821730000.0,0.0762686356902122,97.34,0.1931176632642746,91.96,1,0.003,resnet18,GMP,cifar10,0.9
101,1528821730000.0,0.0929985046386718,97.04,0.1931177377700805,91.96,1,0.003,resnet18,GMP,cifar10,0.9
-1,126117040.0,0.5564429759979248,49.84,0.5106412172317505,51.17,2,0.003,resnet18,GMP,cifar10,0.9
0,15260161840.0,0.4743111431598663,67.2,0.4389643669128418,66.58,2,0.003,resnet18,GMP,cifar10,0.9
10,166600609840.0,0.2335944473743438,94.04,0.2432751506567001,89.17,2,0.003,resnet18,GMP,cifar10,0.9
20,317941057840.0,0.1803995370864868,93.28,0.2155368477106094,88.22,2,0.003,resnet18,GMP,cifar10,0.9
30,469281505840.0,0.1199666261672973,93.3,0.1756101697683334,89.0,2,0.003,resnet18,GMP,cifar10,0.9
40,620621953840.0,0.1276679039001464,94.4,0.1812508553266525,89.63,2,0.003,resnet18,GMP,cifar10,0.9
50,771962401840.0,0.1032402440905571,95.62,0.171985313296318,90.35,2,0.003,resnet18,GMP,cifar10,0.9
60,923302849840.0,0.1294968724250793,96.38,0.2837021350860595,90.52,2,0.003,resnet18,GMP,cifar10,0.9
70,1074643297840.0,0.0844537764787674,96.7,0.2413696944713592,90.88,2,0.003,resnet18,GMP,cifar10,0.9
80,1225983745840.0,0.1097781211137771,96.62,0.3111917674541473,90.97,2,0.003,resnet18,GMP,cifar10,0.9
90,1377324193840.0,0.1364467740058899,97.24,0.3850591778755188,91.11,2,0.003,resnet18,GMP,cifar10,0.9
100,1528664641840.0,0.1023759171366691,97.74,0.3454857170581817,91.43,2,0.003,resnet18,GMP,cifar10,0.9
101,1528664641840.0,0.1048217564821243,97.62,0.3454857170581817,91.43,2,0.003,resnet18,GMP,cifar10,0.9
-1,125946112.0,0.5241751074790955,49.42,0.525871753692627,50.32,3,0.003,resnet18,GMP,cifar10,0.9
0,15239479552.0,0.4381122589111328,65.84,0.4475518465042114,64.58,3,0.003,resnet18,GMP,cifar10,0.9
10,166374813952.0,0.2242147773504257,93.7,0.250748723745346,89.02,3,0.003,resnet18,GMP,cifar10,0.9
20,317510148352.0,0.1863788962364196,92.5,0.1997216492891311,88.37,3,0.003,resnet18,GMP,cifar10,0.9
