layer_names,pr
conv1,0.0
layer1.0.conv1,0.63023543
layer1.0.conv2,0.5562608
layer1.1.conv1,0.51950413
layer1.1.conv2,0.5431044
layer2.0.conv1,0.49183485
layer2.0.conv2,0.5851983
layer2.0.shortcut.0,0.51501465
layer2.1.conv1,0.79560685
layer2.1.conv2,0.8307834
layer3.0.conv1,0.53516644
layer3.0.conv2,0.5827484
layer3.0.shortcut.0,0.38412476
layer3.1.conv1,0.7381456
layer3.1.conv2,0.75323486
layer4.0.conv1,0.5789473
layer4.0.conv2,0.64212036
layer4.0.shortcut.0,0.48114777
layer4.1.conv1,0.6459965
layer4.1.conv2,0.9248081
linear,0.0
