Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy,individual,sigma,Pruner,Architecture,Dataset,Pruning Rate
50,220260830176.0,0.0578489527106285,6.172158009576378e-06,97.88,0.1499867886304855,6.1837008615839295e-06,92.7,14,0.001,LAMP,resnet18,cifar10,0.9
60,263421018976.0,0.0618869960308074,9.730098099680616e-06,97.82,0.1477120518684387,6.524684067699127e-06,92.73,14,0.001,LAMP,resnet18,cifar10,0.9
70,306581207776.0,0.0661051347851753,8.121050086629111e-06,98.02,0.1504730880260467,6.862157988507533e-06,92.75,14,0.001,LAMP,resnet18,cifar10,0.9
80,349741396576.0,0.0556786619126796,8.127608452923596e-06,97.9,0.1483644694089889,8.331006938533392e-06,92.73,14,0.001,LAMP,resnet18,cifar10,0.9
90,392901585376.0,0.0519957318902015,1.03103320725495e-05,98.22,0.1577148139476776,8.932011951401364e-06,92.8,14,0.001,LAMP,resnet18,cifar10,0.9
-1,143791552.0,0.9092140793800354,4.724394784716424e-06,79.54,0.8081464171409607,3.619060862547485e-06,80.02,15,0.001,LAMP,resnet18,cifar10,0.9
0,4457538112.0,0.5065408945083618,2.8279200705583207e-06,91.46,0.447630763053894,2.3426216557709267e-06,88.14,15,0.001,LAMP,resnet18,cifar10,0.9
10,47595003712.0,0.1161136478185653,5.858041276951553e-06,97.14,0.1351601779460907,3.5258917705505155e-06,92.07,15,0.001,LAMP,resnet18,cifar10,0.9
20,90732469312.0,0.1065170168876648,3.011713261003024e-06,97.28,0.129653513431549,3.6410215216164943e-06,92.21,15,0.001,LAMP,resnet18,cifar10,0.9
30,133869934912.0,0.1022813767194747,5.501164196175523e-06,97.4,0.1193914785981178,3.908350663550664e-06,92.32,15,0.001,LAMP,resnet18,cifar10,0.9
40,177007400512.0,0.0718137547373771,8.29015152703505e-06,97.7,0.1158521249890327,5.395900643634377e-06,92.63,15,0.001,LAMP,resnet18,cifar10,0.9
50,220144866112.0,0.0637713372707367,8.548977348254994e-06,97.48,0.1044935882091522,7.023831130936742e-06,92.76,15,0.001,LAMP,resnet18,cifar10,0.9
60,263282331712.0,0.0617959983646869,8.257322406279854e-06,97.84,0.1080403998494148,7.213719527499052e-06,92.78,15,0.001,LAMP,resnet18,cifar10,0.9
70,306419797312.0,0.064727172255516,1.1178067325090524e-05,98.02,0.1097497716546058,7.746426490484737e-06,92.79,15,0.001,LAMP,resnet18,cifar10,0.9
80,349557262912.0,0.0572126917541027,1.0961981388390996e-05,97.94,0.1064181625843048,9.716983186081052e-06,92.92,15,0.001,LAMP,resnet18,cifar10,0.9
90,392694728512.0,0.0530384927988052,1.1370453648851251e-05,98.34,0.112442523241043,1.1444303709140511e-05,92.98,15,0.001,LAMP,resnet18,cifar10,0.9
-1,143880496.0,1.020029902458191,4.366895609564381e-06,76.42,0.9378805756568908,3.271255081926938e-06,76.61,16,0.001,LAMP,resnet18,cifar10,0.9
0,4460295376.0,0.4677292704582214,2.407107785984408e-06,91.64,0.4143204391002655,2.187209247495048e-06,88.33,16,0.001,LAMP,resnet18,cifar10,0.9
10,47624444176.0,0.1187665164470672,3.994391590822488e-06,96.88,0.1479577273130417,3.82597272619023e-06,92.1,16,0.001,LAMP,resnet18,cifar10,0.9
20,90788592976.0,0.111499086022377,4.538020220934413e-06,97.48,0.1393270641565323,4.1605626392993145e-06,92.21,16,0.001,LAMP,resnet18,cifar10,0.9
30,133952741776.0,0.1012423932552337,4.378033281682292e-06,97.1,0.1354012936353683,4.364991127658868e-06,92.38,16,0.001,LAMP,resnet18,cifar10,0.9
40,177116890576.0,0.0698332339525222,7.529934464400867e-06,97.5,0.1284853816032409,5.929096914769616e-06,92.59,16,0.001,LAMP,resnet18,cifar10,0.9
50,220281039376.0,0.0633625537157058,8.438319127890281e-06,97.76,0.1201265975832939,7.345340236497577e-06,92.65,16,0.001,LAMP,resnet18,cifar10,0.9
60,263445188176.0,0.0635153800249099,8.065404472290538e-06,98.0,0.1173979118466377,7.835142241674475e-06,92.69,16,0.001,LAMP,resnet18,cifar10,0.9
70,306609336976.0,0.055307999253273,7.567657576146303e-06,98.2,0.12085772305727,8.182576493709348e-06,92.69,16,0.001,LAMP,resnet18,cifar10,0.9
80,349773485776.0,0.0570425912737846,1.2259517461643554e-05,98.18,0.1144046932458877,9.60777106229216e-06,92.83,16,0.001,LAMP,resnet18,cifar10,0.9
90,392937634576.0,0.0599915459752082,1.2522352335508913e-05,98.36,0.1268569380044937,1.0927047696895896e-05,92.84,16,0.001,LAMP,resnet18,cifar10,0.9
-1,143818576.0,0.9377914667129515,3.095893362115021e-06,79.3,0.8776183128356934,3.593568180804141e-06,78.24,17,0.001,LAMP,resnet18,cifar10,0.9
0,4458375856.0,0.5013028383255005,2.6065513338835444e-06,91.4,0.4445657134056091,2.6669317776395478e-06,88.4,17,0.001,LAMP,resnet18,cifar10,0.9
10,47603948656.0,0.1060588657855987,4.377518052933738e-06,97.06,0.1661195009946823,3.865451162710087e-06,92.01,17,0.001,LAMP,resnet18,cifar10,0.9
20,90749521456.0,0.1071638613939285,6.039071195118595e-06,97.3,0.1587717682123184,4.236168024362996e-06,92.15,17,0.001,LAMP,resnet18,cifar10,0.9
30,133895094256.0,0.103469431400299,5.731884357373929e-06,97.54,0.1544346660375595,4.59163629784598e-06,92.29,17,0.001,LAMP,resnet18,cifar10,0.9
40,177040667056.0,0.0706960633397102,5.305344529915601e-06,97.78,0.1442776918411255,6.1175333030405454e-06,92.56,17,0.001,LAMP,resnet18,cifar10,0.9
50,220186239856.0,0.0616959780454635,8.235417226387653e-06,97.8,0.1431640684604644,7.343828656303231e-06,92.61,17,0.001,LAMP,resnet18,cifar10,0.9
60,263331812656.0,0.0603232681751251,7.638590432179626e-06,97.84,0.1386022120714187,7.732055564702023e-06,92.65,17,0.001,LAMP,resnet18,cifar10,0.9
70,306477385456.0,0.0575945079326629,1.0044946066045668e-05,97.86,0.1393152475357055,8.132585207931697e-06,92.73,17,0.001,LAMP,resnet18,cifar10,0.9
80,349622958256.0,0.0510480850934982,9.744952876644676e-06,98.2,0.1364188939332962,9.722981303639244e-06,92.87,17,0.001,LAMP,resnet18,cifar10,0.9
90,392768531056.0,0.0542990453541278,1.0862643648579253e-05,98.2,0.1410121619701385,1.0749135981313884e-05,92.96,17,0.001,LAMP,resnet18,cifar10,0.9
-1,143911936.0,0.8677574396133423,4.252583039487945e-06,81.94,0.8090925216674805,4.576961600832874e-06,80.42,18,0.001,LAMP,resnet18,cifar10,0.9
0,4461270016.0,0.5023060441017151,3.660674110506079e-06,91.4,0.4454755485057831,3.5699483760254225e-06,88.39,18,0.001,LAMP,resnet18,cifar10,0.9
10,47634850816.0,0.1147500053048133,4.213134161545895e-06,97.36,0.1562532633543014,4.342084594100015e-06,92.18,18,0.001,LAMP,resnet18,cifar10,0.9
20,90808431616.0,0.1043825671076774,4.061098479724024e-06,97.22,0.149672582745552,4.45320074504707e-06,92.19,18,0.001,LAMP,resnet18,cifar10,0.9
30,133982012416.0,0.0887019410729408,5.4288384490064345e-06,97.18,0.1420381665229797,4.756439011543989e-06,92.34,18,0.001,LAMP,resnet18,cifar10,0.9
40,177155593216.0,0.0640782937407493,6.163927537272684e-06,97.66,0.1312569975852966,6.068426500860369e-06,92.63,18,0.001,LAMP,resnet18,cifar10,0.9
50,220329174016.0,0.0629033371806144,7.300038760149619e-06,97.84,0.1235899999737739,7.611394721607212e-06,92.71,18,0.001,LAMP,resnet18,cifar10,0.9
60,263502754816.0,0.0630368068814277,6.830970050941687e-06,97.88,0.1293968111276626,7.622737030033022e-06,92.69,18,0.001,LAMP,resnet18,cifar10,0.9
70,306676335616.0,0.0698248893022537,7.914076377346646e-06,98.0,0.1302012801170349,7.966610610310454e-06,92.71,18,0.001,LAMP,resnet18,cifar10,0.9
80,349849916416.0,0.0531928800046443,9.025204235513227e-06,98.22,0.1326136738061905,9.386348210682629e-06,92.79,18,0.001,LAMP,resnet18,cifar10,0.9
90,393023497216.0,0.0560861825942993,1.0977287274727132e-05,98.32,0.1339266002178192,1.0191858564212453e-05,92.86,18,0.001,LAMP,resnet18,cifar10,0.9
-1,143895376.0,0.9052088856697084,3.7389140743471216e-06,79.6,0.7815020084381104,3.441117542024585e-06,79.96,19,0.001,LAMP,resnet18,cifar10,0.9
0,4460756656.0,0.5060423016548157,2.6581992642604746e-06,91.6,0.4177232980728149,2.5502567950752564e-06,88.36,19,0.001,LAMP,resnet18,cifar10,0.9
10,47629369456.0,0.1240653842687606,4.895123765891185e-06,97.32,0.1574898809194564,4.136211373406695e-06,92.17,19,0.001,LAMP,resnet18,cifar10,0.9
20,90797982256.0,0.1142830178141594,5.41521103514242e-06,97.58,0.1544484794139862,4.372149760456523e-06,92.29,19,0.001,LAMP,resnet18,cifar10,0.9
30,133966595056.0,0.1083825752139091,5.829730525874766e-06,97.1,0.1501982510089874,4.7320572775788605e-06,92.38,19,0.001,LAMP,resnet18,cifar10,0.9
40,177135207856.0,0.0690527334809303,6.512058007501764e-06,97.88,0.1398310363292694,6.028366442478728e-06,92.66,19,0.001,LAMP,resnet18,cifar10,0.9
50,220303820656.0,0.0636316314339637,8.896703548089135e-06,97.78,0.131296619772911,7.682039722567424e-06,92.8,19,0.001,LAMP,resnet18,cifar10,0.9
60,263472433456.0,0.0677421316504478,9.51953734329436e-06,97.86,0.1327959448099136,7.899437150626909e-06,92.87,19,0.001,LAMP,resnet18,cifar10,0.9
70,306641046256.0,0.0678900480270385,1.1079029718530364e-05,97.9,0.1287662535905838,8.747033461986575e-06,92.84,19,0.001,LAMP,resnet18,cifar10,0.9
80,349809659056.0,0.0595673657953739,9.764256901689803e-06,98.24,0.1260238736867904,1.081510436051758e-05,92.94,19,0.001,LAMP,resnet18,cifar10,0.9
90,392978271856.0,0.0609917156398296,1.207003151648678e-05,98.24,0.1278282850980758,1.2124127351853533e-05,93.03,19,0.001,LAMP,resnet18,cifar10,0.9
-1,143719792.0,0.9156776070594788,4.140399141761009e-06,80.74,0.8110364079475403,3.708894155352027e-06,79.39,20,0.001,LAMP,resnet18,cifar10,0.9
0,4455313552.0,0.4887433052062988,2.8797187496820698e-06,92.38,0.4228125214576721,2.637016677908832e-06,88.5,20,0.001,LAMP,resnet18,cifar10,0.9
10,47571251152.0,0.1154190003871917,5.425278686743695e-06,97.18,0.1794492751359939,3.6618234844354447e-06,92.08,20,0.001,LAMP,resnet18,cifar10,0.9
20,90687188752.0,0.1093661338090896,5.024412075727014e-06,97.52,0.172932967543602,3.6922704111930216e-06,92.18,20,0.001,LAMP,resnet18,cifar10,0.9
30,133803126352.0,0.0987655818462371,4.872573299508076e-06,97.28,0.1658163964748382,3.994788585259812e-06,92.38,20,0.001,LAMP,resnet18,cifar10,0.9
40,176919063952.0,0.0699169635772705,7.030449978628894e-06,97.88,0.1566306352615356,5.145620434632292e-06,92.65,20,0.001,LAMP,resnet18,cifar10,0.9
50,220035001552.0,0.0580980069935321,7.145581548684277e-06,97.72,0.1598551124334335,6.187057806528173e-06,92.78,20,0.001,LAMP,resnet18,cifar10,0.9
60,263150939152.0,0.0626417994499206,6.37847324469476e-06,97.86,0.1643837541341781,6.193537501530955e-06,92.77,20,0.001,LAMP,resnet18,cifar10,0.9
70,306266876752.0,0.0572560615837574,8.293810424220283e-06,98.0,0.1528922021389007,6.640278570557712e-06,92.81,20,0.001,LAMP,resnet18,cifar10,0.9
80,349382814352.0,0.0536379739642143,9.392673746333458e-06,98.32,0.1778644621372223,7.7909353422001e-06,92.92,20,0.001,LAMP,resnet18,cifar10,0.9
90,392498751952.0,0.0547586791217327,1.0252999345539138e-05,98.24,0.1594197750091552,9.312826477980709e-06,92.98,20,0.001,LAMP,resnet18,cifar10,0.9
-1,143907088.0,0.8123342394828796,3.7000247630203376e-06,81.96,0.6929093599319458,3.321810709167039e-06,81.31,21,0.001,LAMP,resnet18,cifar10,0.9
0,4461119728.0,0.4732295572757721,2.7920859793084678e-06,91.06,0.3965060114860534,2.4783305434539216e-06,88.34,21,0.001,LAMP,resnet18,cifar10,0.9
10,47633246128.0,0.119004838168621,5.216443241806701e-06,96.82,0.1440514028072357,4.442422323336359e-06,92.11,21,0.001,LAMP,resnet18,cifar10,0.9
20,90805372528.0,0.1030465960502624,5.599178621196188e-06,97.1,0.1431078016757965,4.501034709392116e-06,92.24,21,0.001,LAMP,resnet18,cifar10,0.9
30,133977498928.0,0.0956625342369079,4.889599040325265e-06,97.24,0.1398247927427292,4.830892521567876e-06,92.34,21,0.001,LAMP,resnet18,cifar10,0.9
40,177149625328.0,0.0777133777737617,5.796654477308039e-06,97.38,0.1224267929792404,6.462034889409551e-06,92.69,21,0.001,LAMP,resnet18,cifar10,0.9
50,220321751728.0,0.0636389181017875,8.065560905379243e-06,98.14,0.1265247613191604,7.889594598964322e-06,92.72,21,0.001,LAMP,resnet18,cifar10,0.9
60,263493878128.0,0.0640662312507629,7.844765605113935e-06,98.0,0.1209825128316879,8.129209163598716e-06,92.75,21,0.001,LAMP,resnet18,cifar10,0.9
70,306666004528.0,0.0649354159832,6.890726126584923e-06,98.12,0.1170578747987747,8.551312930649146e-06,92.76,21,0.001,LAMP,resnet18,cifar10,0.9
80,349838130928.0,0.0538613051176071,1.176248406409286e-05,98.26,0.1215082108974456,1.030509429256199e-05,92.86,21,0.001,LAMP,resnet18,cifar10,0.9
90,393010257328.0,0.0482531897723674,8.789104867901187e-06,98.44,0.1237428039312362,1.1774508493545e-05,92.98,21,0.001,LAMP,resnet18,cifar10,0.9
-1,143879632.0,0.8115467429161072,3.652094164863229e-06,83.26,0.7331299185752869,3.449279347478296e-06,81.44,22,0.001,LAMP,resnet18,cifar10,0.9
0,4460268592.0,0.4534919559955597,2.7009723453375045e-06,92.92,0.3960591852664947,2.5386427751072915e-06,88.93,22,0.001,LAMP,resnet18,cifar10,0.9
10,47624158192.0,0.114879697561264,4.283116595615866e-06,97.18,0.1655897349119186,4.581739631248638e-06,91.99,22,0.001,LAMP,resnet18,cifar10,0.9
20,90788047792.0,0.1122788712382316,4.667834218707867e-06,97.18,0.1596396118402481,4.726843144453596e-06,92.1,22,0.001,LAMP,resnet18,cifar10,0.9
30,133951937392.0,0.0935157984495163,4.382714450912317e-06,97.8,0.1599131524562835,4.987587999494281e-06,92.18,22,0.001,LAMP,resnet18,cifar10,0.9
40,177115826992.0,0.0782163813710212,5.871566827408969e-06,97.72,0.1546026468276977,5.894868081668392e-06,92.62,22,0.001,LAMP,resnet18,cifar10,0.9
50,220279716592.0,0.0598858930170536,8.683190571900923e-06,98.08,0.1460088193416595,7.072540483932244e-06,92.64,22,0.001,LAMP,resnet18,cifar10,0.9
60,263443606192.0,0.0625637471675872,7.755381375318393e-06,98.12,0.145216017961502,7.1788103923609015e-06,92.67,22,0.001,LAMP,resnet18,cifar10,0.9
70,306607495792.0,0.056755032390356,8.576376785640605e-06,98.22,0.1459921002388,7.680028829781804e-06,92.72,22,0.001,LAMP,resnet18,cifar10,0.9
80,349771385392.0,0.0531588792800903,9.07132834981894e-06,98.44,0.1447932720184326,9.08868696569698e-06,92.82,22,0.001,LAMP,resnet18,cifar10,0.9
90,392935274992.0,0.0520367808640003,8.557813089282718e-06,98.34,0.1482448279857635,1.0074441888718866e-05,92.89,22,0.001,LAMP,resnet18,cifar10,0.9
-1,143890048.0,0.9186739325523376,4.350199105829233e-06,80.54,0.8673614859580994,3.581515557016246e-06,78.86,23,0.001,LAMP,resnet18,cifar10,0.9
0,4460591488.0,0.4393347799777984,2.5894416921801167e-06,92.34,0.3797216415405273,2.628299398566014e-06,88.88,23,0.001,LAMP,resnet18,cifar10,0.9
10,47627605888.0,0.1143085584044456,4.999870270694373e-06,97.04,0.156865581870079,3.960931280744262e-06,92.19,23,0.001,LAMP,resnet18,cifar10,0.9
20,90794620288.0,0.1155385375022888,4.5832275645807385e-06,97.12,0.151976853609085,4.055628778587561e-06,92.29,23,0.001,LAMP,resnet18,cifar10,0.9
30,133961634688.0,0.091357447206974,4.950979018758517e-06,97.64,0.1390428841114044,4.49554818260367e-06,92.41,23,0.001,LAMP,resnet18,cifar10,0.9
40,177128649088.0,0.0765580534934997,7.006410669418983e-06,97.62,0.1244191452860832,6.221237981662853e-06,92.67,23,0.001,LAMP,resnet18,cifar10,0.9
50,220295663488.0,0.0558071322739124,7.63183652452426e-06,97.62,0.1239686086773872,7.372814707196085e-06,92.85,23,0.001,LAMP,resnet18,cifar10,0.9
60,263462677888.0,0.0627976283431053,1.000139400275657e-05,97.8,0.1182655170559883,7.80414484324865e-06,92.86,23,0.001,LAMP,resnet18,cifar10,0.9
70,306629692288.0,0.0534492172300815,9.094042070501018e-06,97.86,0.1233109459280967,7.956828085298184e-06,92.93,23,0.001,LAMP,resnet18,cifar10,0.9
80,349796706688.0,0.0542414337396621,7.945132892928086e-06,97.78,0.1290867179632187,9.415506610821469e-06,92.96,23,0.001,LAMP,resnet18,cifar10,0.9
90,392963721088.0,0.0574869737029075,1.0706445209507365e-05,98.38,0.116982989013195,1.1573294614208862e-05,92.89,23,0.001,LAMP,resnet18,cifar10,0.9
-1,143880880.0,1.0673998594284058,3.818251570919529e-06,76.4,0.9635613560676576,3.5370217119634617e-06,76.87,24,0.001,LAMP,resnet18,cifar10,0.9
0,4460307280.0,0.50386643409729,3.054496573895449e-06,91.68,0.4278291463851928,2.433433110127225e-06,88.22,24,0.001,LAMP,resnet18,cifar10,0.9
10,47624571280.0,0.1218709051609039,4.287042884243419e-06,97.36,0.1434794217348098,3.328869524921174e-06,92.49,24,0.001,LAMP,resnet18,cifar10,0.9
20,90788835280.0,0.1106763258576393,5.058741862740135e-06,97.14,0.1384754627943039,3.487568164928234e-06,92.48,24,0.001,LAMP,resnet18,cifar10,0.9
30,133953099280.0,0.0942949131131172,5.071626219432801e-06,97.4,0.1358215659856796,3.758466618819512e-06,92.57,24,0.001,LAMP,resnet18,cifar10,0.9
40,177117363280.0,0.0690065324306488,6.2543267631554045e-06,97.94,0.1273971199989318,4.910536063107429e-06,92.85,24,0.001,LAMP,resnet18,cifar10,0.9
50,220281627280.0,0.0614098608493804,9.528885129839182e-06,98.18,0.1361865550279617,5.602890723821474e-06,92.89,24,0.001,LAMP,resnet18,cifar10,0.9
60,263445891280.0,0.0563739165663719,8.673916454426944e-06,97.96,0.1376543939113617,5.865515959158074e-06,92.92,24,0.001,LAMP,resnet18,cifar10,0.9
70,306610155280.0,0.0586582198739051,7.842776540201157e-06,97.8,0.1350384801626205,6.092519470257685e-06,92.95,24,0.001,LAMP,resnet18,cifar10,0.9
80,349774419280.0,0.0665749758481979,9.317815056419931e-06,98.2,0.1524869501590728,6.951156592549523e-06,92.88,24,0.001,LAMP,resnet18,cifar10,0.9
90,392938683280.0,0.052831906825304,1.2320127098064404e-05,98.16,0.1397891193628311,7.941842341097072e-06,93.08,24,0.001,LAMP,resnet18,cifar10,0.9
-1,143864368.0,0.9790899157524108,4.007710231235251e-06,77.6,0.8939129114151001,3.4405568385409424e-06,77.25,25,0.001,LAMP,resnet18,cifar10,0.9
0,4459795408.0,0.5008088946342468,3.084257514274213e-06,91.12,0.4312558174133301,2.283393769175745e-06,88.08,25,0.001,LAMP,resnet18,cifar10,0.9
10,47619105808.0,0.1119313240051269,4.227443696436239e-06,97.24,0.1423262506723404,3.847178959404118e-06,91.94,25,0.001,LAMP,resnet18,cifar10,0.9
20,90778416208.0,0.1025534123182296,5.645752025884576e-06,97.0,0.1402961611747741,4.10037137044128e-06,92.12,25,0.001,LAMP,resnet18,cifar10,0.9
30,133937726608.0,0.1021467074751854,2.953595185317681e-06,97.26,0.1370074152946472,4.505326160142431e-06,92.22,25,0.001,LAMP,resnet18,cifar10,0.9
40,177097037008.0,0.0712233409285545,4.916033503832296e-06,97.52,0.1265038400888443,5.732674708269769e-06,92.63,25,0.001,LAMP,resnet18,cifar10,0.9
50,220256347408.0,0.0578852780163288,6.594191290787421e-06,97.74,0.1231168955564498,7.1716885940986685e-06,92.88,25,0.001,LAMP,resnet18,cifar10,0.9
60,263415657808.0,0.0606474801898002,7.800541425240226e-06,97.92,0.1232444643974304,7.520980943809263e-06,92.86,25,0.001,LAMP,resnet18,cifar10,0.9
70,306574968208.0,0.0646664947271347,1.0104738066729624e-05,98.0,0.1213036254048347,8.040450666157994e-06,92.85,25,0.001,LAMP,resnet18,cifar10,0.9
80,349734278608.0,0.0548143908381462,1.0255691449856386e-05,98.06,0.1206244155764579,9.837408470048103e-06,92.88,25,0.001,LAMP,resnet18,cifar10,0.9
90,392893589008.0,0.0558906756341457,1.0644445865182206e-05,98.04,0.1292322427034378,1.0690486305975355e-05,92.91,25,0.001,LAMP,resnet18,cifar10,0.9
-1,143773600.0,0.8080335855484009,3.1310216854762984e-06,83.02,0.6919769048690796,3.1239085274137324e-06,82.42,26,0.001,LAMP,resnet18,cifar10,0.9
0,4456981600.0,0.4745064675807953,2.233447276012157e-06,92.62,0.383543848991394,2.292713816132164e-06,88.97,26,0.001,LAMP,resnet18,cifar10,0.9
10,47589061600.0,0.1161866039037704,5.606014383374713e-06,96.76,0.1547787189483642,3.6578981053025927e-06,92.12,26,0.001,LAMP,resnet18,cifar10,0.9
20,90721141600.0,0.1077902317047119,4.407479536894243e-06,97.02,0.1486630290746688,3.957758508477127e-06,92.26,26,0.001,LAMP,resnet18,cifar10,0.9
30,133853221600.0,0.0952894166111946,4.85103464598069e-06,97.22,0.142540842294693,4.304518824937986e-06,92.45,26,0.001,LAMP,resnet18,cifar10,0.9
40,176985301600.0,0.0828163549304008,6.8364838625711855e-06,97.78,0.1314554959535598,5.939361471973825e-06,92.69,26,0.001,LAMP,resnet18,cifar10,0.9
50,220117381600.0,0.0590249560773372,9.033742571773471e-06,97.72,0.135410875082016,7.44587759982096e-06,92.86,26,0.001,LAMP,resnet18,cifar10,0.9
60,263249461600.0,0.0595213212072849,9.13244548428338e-06,97.8,0.1293023973703384,7.784837180224713e-06,92.91,26,0.001,LAMP,resnet18,cifar10,0.9
70,306381541600.0,0.0566288270056247,1.0803378245327622e-05,97.9,0.1266850233078003,8.348576557182241e-06,92.92,26,0.001,LAMP,resnet18,cifar10,0.9
80,349513621600.0,0.0557314977049827,1.0945616850221995e-05,97.96,0.1296602338552475,1.013579276332166e-05,93.01,26,0.001,LAMP,resnet18,cifar10,0.9
90,392645701600.0,0.0493989698588848,1.2611254533112516e-05,98.02,0.1263630241155624,1.1991820429102518e-05,92.99,26,0.001,LAMP,resnet18,cifar10,0.9
-1,143938384.0,0.8655195832252502,3.731958713615313e-06,79.0,0.7814295291900635,2.8092106276744744e-06,79.77,27,0.001,LAMP,resnet18,cifar10,0.9
0,4462089904.0,0.4824142456054687,2.3977038381417515e-06,91.28,0.4198658466339111,2.1947419099888066e-06,88.51,27,0.001,LAMP,resnet18,cifar10,0.9
10,47643605104.0,0.1158473864197731,4.334197910793591e-06,97.16,0.1666453033685684,3.248099574193475e-06,92.35,27,0.001,LAMP,resnet18,cifar10,0.9
20,90825120304.0,0.1105876266956329,4.962258117302554e-06,97.34,0.1627981066703796,3.492979431030108e-06,92.43,27,0.001,LAMP,resnet18,cifar10,0.9
30,134006635504.0,0.0953565239906311,4.195272140350426e-06,97.04,0.1561467200517654,3.7949207580822986e-06,92.54,27,0.001,LAMP,resnet18,cifar10,0.9
40,177188150704.0,0.0754469633102417,5.656137545884121e-06,97.6,0.1449125856161117,5.075041826785309e-06,92.75,27,0.001,LAMP,resnet18,cifar10,0.9
50,220369665904.0,0.0650067329406738,7.352708962571341e-06,97.56,0.1541741639375686,5.93115601077443e-06,92.87,27,0.001,LAMP,resnet18,cifar10,0.9
60,263551181104.0,0.0628978908061981,6.315377959253965e-06,97.74,0.1482812166213989,6.12777512287721e-06,92.91,27,0.001,LAMP,resnet18,cifar10,0.9
70,306732696304.0,0.0600233748555183,6.165591457829578e-06,97.78,0.1469753384590149,6.563503120560199e-06,92.91,27,0.001,LAMP,resnet18,cifar10,0.9
80,349914211504.0,0.0583231784403324,8.899730346456636e-06,98.28,0.1460268050432205,8.034979146032128e-06,92.95,27,0.001,LAMP,resnet18,cifar10,0.9
90,393095726704.0,0.0560484752058982,9.725914424052462e-06,98.3,0.1469310671091079,9.47342959989328e-06,93.05,27,0.001,LAMP,resnet18,cifar10,0.9
-1,143922592.0,0.908629834651947,3.773033995457809e-06,79.72,0.8597745299339294,3.437618488533189e-06,78.49,28,0.001,LAMP,resnet18,cifar10,0.9
0,4461600352.0,0.4891732633113861,2.9349635042308364e-06,91.94,0.4417672157287597,2.347193458263064e-06,88.38,28,0.001,LAMP,resnet18,cifar10,0.9
10,47638377952.0,0.1204739958047866,4.230728336551692e-06,97.02,0.1533492654561996,3.1298607154894853e-06,92.04,28,0.001,LAMP,resnet18,cifar10,0.9
20,90815155552.0,0.1010967940092086,3.451525344644324e-06,97.18,0.1465756595134735,3.2990444651659345e-06,92.19,28,0.001,LAMP,resnet18,cifar10,0.9
30,133991933152.0,0.095616690814495,4.180736596026691e-06,97.5,0.1399965733289718,3.5890161598217678e-06,92.26,28,0.001,LAMP,resnet18,cifar10,0.9
40,177168710752.0,0.0768950060009956,5.667983259627363e-06,97.86,0.1168460473418235,5.054746452515246e-06,92.66,28,0.001,LAMP,resnet18,cifar10,0.9
50,220345488352.0,0.0621485747396945,7.68834706832422e-06,97.78,0.1183664873242378,6.073853455745848e-06,92.83,28,0.001,LAMP,resnet18,cifar10,0.9
60,263522265952.0,0.0639852583408355,7.100028142303927e-06,97.6,0.1168941333889961,6.345788278849796e-06,92.89,28,0.001,LAMP,resnet18,cifar10,0.9
70,306699043552.0,0.0602105371654033,9.715835403767414e-06,97.68,0.1233293786644935,6.586382369277999e-06,92.88,28,0.001,LAMP,resnet18,cifar10,0.9
80,349875821152.0,0.0564975701272487,9.123287782131229e-06,98.4,0.116750344634056,8.658579645270947e-06,93.04,28,0.001,LAMP,resnet18,cifar10,0.9
90,393052598752.0,0.0561144649982452,1.2107194379495922e-05,98.26,0.1185300424695015,9.674079592514316e-06,93.15,28,0.001,LAMP,resnet18,cifar10,0.9
-1,143909008.0,0.945282220840454,3.88907574233599e-06,79.34,0.8300342559814453,3.413343847569194e-06,80.27,29,0.001,LAMP,resnet18,cifar10,0.9
0,4461179248.0,0.5301098227500916,2.342054358450696e-06,91.72,0.4496726989746094,2.351976490899688e-06,88.58,29,0.001,LAMP,resnet18,cifar10,0.9
10,47633881648.0,0.1258133947849273,4.038924089400098e-06,97.06,0.1558779031038284,3.501172159303678e-06,92.15,29,0.001,LAMP,resnet18,cifar10,0.9
20,90806584048.0,0.1135819479823112,4.475253717828309e-06,97.32,0.1526781618595123,3.4926038097182754e-06,92.34,29,0.001,LAMP,resnet18,cifar10,0.9
30,133979286448.0,0.0955257266759872,4.814577096112771e-06,97.28,0.1477277725934982,3.8418233998527285e-06,92.37,29,0.001,LAMP,resnet18,cifar10,0.9
40,177151988848.0,0.0676103606820106,5.393396804720396e-06,97.76,0.1353195458650589,5.005929779144935e-06,92.5,29,0.001,LAMP,resnet18,cifar10,0.9
50,220324691248.0,0.060289092361927,7.577997621410759e-06,97.66,0.1386120021343231,6.14147711530677e-06,92.64,29,0.001,LAMP,resnet18,cifar10,0.9
60,263497393648.0,0.062067974358797,4.866164090344682e-06,98.04,0.1367760896682739,6.219631814019522e-06,92.69,29,0.001,LAMP,resnet18,cifar10,0.9
70,306670096048.0,0.0681722536683082,7.77594596002018e-06,98.16,0.1346746981143951,6.589566055481555e-06,92.68,29,0.001,LAMP,resnet18,cifar10,0.9
