layer_names,pr
conv1,0.0
layer1.0.conv1,0.74698895
layer1.0.conv2,0.645128
layer1.1.conv1,0.6502007
layer1.1.conv2,0.7104221
layer2.0.conv1,0.6319173
layer2.0.conv2,0.71518964
layer2.0.shortcut.0,0.5794678
layer2.1.conv1,0.8408
layer2.1.conv2,0.845676
layer3.0.conv1,0.67311263
layer3.0.conv2,0.7327084
layer3.0.shortcut.0,0.5397949
layer3.1.conv1,0.82021755
layer3.1.conv2,0.82329816
layer4.0.conv1,0.70745254
layer4.0.conv2,0.75573814
layer4.0.shortcut.0,0.6249008
layer4.1.conv1,0.7698449
layer4.1.conv2,0.9687398
linear,0.0
