Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
-1,172393536.0,0.5142307281494141,71.9,0.5182980298995972,70.2,0,0.001,resnet18,GMP,cifar10,0.85
0,20859617856.0,0.4381880760192871,88.76,0.4467433094978332,84.67,0,0.001,resnet18,GMP,cifar10,0.85
10,227731861056.0,0.2073837369680404,97.48,0.2115432918071746,92.39,0,0.001,resnet18,GMP,cifar10,0.85
20,434604104256.0,0.1171686425805091,97.56,0.1520945280790329,92.54,0,0.001,resnet18,GMP,cifar10,0.85
30,641476347456.0,0.079128049314022,97.96,0.1575170457363128,92.73,0,0.001,resnet18,GMP,cifar10,0.85
40,848348590656.0,0.0773376151919364,98.34,0.1559600979089737,92.86,0,0.001,resnet18,GMP,cifar10,0.85
50,1055220833856.0,0.0666960850358009,98.66,0.167466327548027,92.92,0,0.001,resnet18,GMP,cifar10,0.85
60,1262093077056.0,0.0569456592202186,98.76,0.183158129453659,93.07,0,0.001,resnet18,GMP,cifar10,0.85
70,1468965320256.0,0.0566349737346172,99.02,0.1713882684707641,93.2,0,0.001,resnet18,GMP,cifar10,0.85
80,1675837563456.0,0.0692819207906723,99.1,0.1857033967971801,93.33,0,0.001,resnet18,GMP,cifar10,0.85
90,1882709806656.0,0.045305922627449,99.26,0.1763263195753097,93.29,0,0.001,resnet18,GMP,cifar10,0.85
100,2089582049856.0,0.041319441050291,99.2,0.1913122832775116,93.45,0,0.001,resnet18,GMP,cifar10,0.85
101,2089582049856.0,0.0498712174594402,99.3,0.1913122832775116,93.45,0,0.001,resnet18,GMP,cifar10,0.85
-1,172474032.0,0.5690487623214722,69.98,0.5220018029212952,70.36,1,0.001,resnet18,GMP,cifar10,0.85
0,20869357872.0,0.4593565762042999,89.7,0.4265997409820556,85.79,1,0.001,resnet18,GMP,cifar10,0.85
10,227838196272.0,0.2209930270910263,97.44,0.2319529950618744,92.31,1,0.001,resnet18,GMP,cifar10,0.85
20,434807034672.0,0.1211240589618682,97.52,0.1327884048223495,92.58,1,0.001,resnet18,GMP,cifar10,0.85
30,641775873072.0,0.0864776819944381,97.82,0.1310432404279709,92.72,1,0.001,resnet18,GMP,cifar10,0.85
40,848744711472.0,0.0661430060863494,98.1,0.1372264772653579,92.86,1,0.001,resnet18,GMP,cifar10,0.85
50,1055713549872.0,0.0657517462968826,98.42,0.1634145230054855,93.06,1,0.001,resnet18,GMP,cifar10,0.85
60,1262682388272.0,0.0596322380006313,98.84,0.1601478010416031,93.04,1,0.001,resnet18,GMP,cifar10,0.85
70,1469651226672.0,0.0516556464135646,98.84,0.1786389201879501,93.08,1,0.001,resnet18,GMP,cifar10,0.85
80,1676620065072.0,0.041852418333292,99.02,0.1598141342401504,93.43,1,0.001,resnet18,GMP,cifar10,0.85
90,1883588903472.0,0.0449827909469604,99.04,0.1753482222557068,93.35,1,0.001,resnet18,GMP,cifar10,0.85
100,2090557741872.0,0.0611515939235687,99.0,0.1958201229572296,93.3,1,0.001,resnet18,GMP,cifar10,0.85
101,2090557741872.0,0.0515481941401958,99.12,0.1958201229572296,93.3,1,0.001,resnet18,GMP,cifar10,0.85
-1,172472592.0,0.5312159061431885,71.7,0.5191259980201721,70.69,2,0.001,resnet18,GMP,cifar10,0.85
0,20869183632.0,0.4459113776683807,88.36,0.4360299408435821,84.63,2,0.001,resnet18,GMP,cifar10,0.85
10,227836294032.0,0.2193692028522491,97.4,0.2091885507106781,92.65,2,0.001,resnet18,GMP,cifar10,0.85
20,434803404432.0,0.1235227733850479,97.48,0.1207266971468925,92.5,2,0.001,resnet18,GMP,cifar10,0.85
30,641770514832.0,0.0798041820526123,97.82,0.1415026485919952,92.64,2,0.001,resnet18,GMP,cifar10,0.85
40,848737625232.0,0.0687205716967582,97.96,0.1283518970012664,92.83,2,0.001,resnet18,GMP,cifar10,0.85
50,1055704735632.0,0.0584067441523075,98.6,0.1585185378789901,92.94,2,0.001,resnet18,GMP,cifar10,0.85
60,1262671846032.0,0.0672750771045684,98.52,0.1592197716236114,92.92,2,0.001,resnet18,GMP,cifar10,0.85
70,1469638956432.0,0.0660470724105835,98.7,0.1682532429695129,93.09,2,0.001,resnet18,GMP,cifar10,0.85
80,1676606066832.0,0.0717890858650207,98.84,0.1569374203681945,93.19,2,0.001,resnet18,GMP,cifar10,0.85
90,1883573177232.0,0.048586431890726,98.74,0.1617968082427978,93.27,2,0.001,resnet18,GMP,cifar10,0.85
100,2090540287632.0,0.0435786060988903,99.24,0.2036421447992324,93.34,2,0.001,resnet18,GMP,cifar10,0.85
101,2090540287632.0,0.0549666434526443,99.34,0.203642189502716,93.34,2,0.001,resnet18,GMP,cifar10,0.85
-1,172423728.0,0.555006742477417,70.76,0.528360903263092,69.51,3,0.001,resnet18,GMP,cifar10,0.85
0,20863271088.0,0.4521634578704834,89.2,0.4388332366943359,85.54,3,0.001,resnet18,GMP,cifar10,0.85
10,227771744688.0,0.2131272256374359,97.06,0.2091958820819854,92.49,3,0.001,resnet18,GMP,cifar10,0.85
20,434680218288.0,0.1187862232327461,97.22,0.1243447363376617,92.66,3,0.001,resnet18,GMP,cifar10,0.85
30,641588691888.0,0.0786268860101699,97.68,0.1083582192659378,92.88,3,0.001,resnet18,GMP,cifar10,0.85
40,848497165488.0,0.0700281038880348,98.24,0.1208871006965637,93.0,3,0.001,resnet18,GMP,cifar10,0.85
50,1055405639088.0,0.0805564671754837,98.36,0.1197499483823776,93.21,3,0.001,resnet18,GMP,cifar10,0.85
60,1262314112688.0,0.0528605543076992,98.76,0.1265271306037902,93.31,3,0.001,resnet18,GMP,cifar10,0.85
70,1469222586288.0,0.0503033734858036,98.96,0.1346986889839172,93.4,3,0.001,resnet18,GMP,cifar10,0.85
80,1676131059888.0,0.0482010729610919,98.98,0.1577501744031906,93.5,3,0.001,resnet18,GMP,cifar10,0.85
90,1883039533488.0,0.0538562275469303,99.0,0.1264841109514236,93.55,3,0.001,resnet18,GMP,cifar10,0.85
100,2089948007088.0,0.0563106015324592,99.26,0.1508875787258148,93.6,3,0.001,resnet18,GMP,cifar10,0.85
101,2089948007088.0,0.0542956031858921,99.3,0.1508875787258148,93.6,3,0.001,resnet18,GMP,cifar10,0.85
-1,172454544.0,0.5361062288284302,72.18,0.5264297723770142,70.52,4,0.001,resnet18,GMP,cifar10,0.85
0,20866999824.0,0.44021737575531,89.3,0.441203624010086,85.37,4,0.001,resnet18,GMP,cifar10,0.85
10,227812452624.0,0.2076016664505005,97.24,0.2027201652526855,92.64,4,0.001,resnet18,GMP,cifar10,0.85
20,434757905424.0,0.1222041994333267,97.48,0.1287184804677963,92.74,4,0.001,resnet18,GMP,cifar10,0.85
30,641703358224.0,0.0938561335206031,98.06,0.1287448108196258,92.76,4,0.001,resnet18,GMP,cifar10,0.85
40,848648811024.0,0.0728379860520362,97.72,0.1391419023275375,92.88,4,0.001,resnet18,GMP,cifar10,0.85
50,1055594263824.0,0.0655387416481971,98.6,0.1636029332876205,92.98,4,0.001,resnet18,GMP,cifar10,0.85
60,1262539716624.0,0.0509112402796745,98.72,0.1554547697305679,93.11,4,0.001,resnet18,GMP,cifar10,0.85
70,1469485169424.0,0.0532527938485145,98.86,0.181585818529129,93.1,4,0.001,resnet18,GMP,cifar10,0.85
80,1676430622224.0,0.0523287095129489,99.16,0.1888998746871948,93.16,4,0.001,resnet18,GMP,cifar10,0.85
90,1883376075024.0,0.0353373661637306,98.92,0.158869132399559,93.29,4,0.001,resnet18,GMP,cifar10,0.85
100,2090321527824.0,0.042556207627058,99.2,0.186109647154808,93.31,4,0.001,resnet18,GMP,cifar10,0.85
101,2090321527824.0,0.0444023385643959,99.22,0.1861096173524856,93.31,4,0.001,resnet18,GMP,cifar10,0.85
-1,172505760.0,0.5269401669502258,70.84,0.5226244926452637,69.71,5,0.001,resnet18,GMP,cifar10,0.85
0,20873196960.0,0.4383743405342102,88.72,0.4415556788444519,84.85,5,0.001,resnet18,GMP,cifar10,0.85
10,227880108960.0,0.2158448249101638,97.46,0.2028959542512893,92.65,5,0.001,resnet18,GMP,cifar10,0.85
20,434887020960.0,0.1342006623744964,97.4,0.1327674388885498,92.72,5,0.001,resnet18,GMP,cifar10,0.85
30,641893932960.0,0.0787449404597282,98.0,0.1144386902451515,92.95,5,0.001,resnet18,GMP,cifar10,0.85
40,848900844960.0,0.0638709291815757,98.44,0.1370180398225784,93.07,5,0.001,resnet18,GMP,cifar10,0.85
50,1055907756960.0,0.0822807177901268,98.56,0.1612118780612945,93.15,5,0.001,resnet18,GMP,cifar10,0.85
60,1262914668960.0,0.0583945736289024,98.96,0.1743306368589401,93.36,5,0.001,resnet18,GMP,cifar10,0.85
70,1469921580960.0,0.0578300915658474,99.06,0.1530272364616394,93.4,5,0.001,resnet18,GMP,cifar10,0.85
80,1676928492960.0,0.0530836470425128,99.16,0.1714992225170135,93.53,5,0.001,resnet18,GMP,cifar10,0.85
90,1883935404960.0,0.0557040721178054,99.38,0.1864312291145324,93.5,5,0.001,resnet18,GMP,cifar10,0.85
100,2090942316960.0,0.0570220239460468,99.08,0.1923636347055435,93.51,5,0.001,resnet18,GMP,cifar10,0.85
101,2090942316960.0,0.0436989329755306,99.24,0.1923636347055435,93.51,5,0.001,resnet18,GMP,cifar10,0.85
-1,172489008.0,0.5314304232597351,70.48,0.5354107618331909,68.57,6,0.001,resnet18,GMP,cifar10,0.85
0,20871169968.0,0.4494273066520691,87.88,0.4601818025112152,83.98,6,0.001,resnet18,GMP,cifar10,0.85
10,227857979568.0,0.2162962406873703,97.2,0.2149782925844192,92.43,6,0.001,resnet18,GMP,cifar10,0.85
20,434844789168.0,0.1233813390135765,97.42,0.1345010250806808,92.6,6,0.001,resnet18,GMP,cifar10,0.85
30,641831598768.0,0.0801063477993011,97.92,0.1388996243476867,92.77,6,0.001,resnet18,GMP,cifar10,0.85
40,848818408368.0,0.0594665855169296,98.34,0.1427664905786514,92.96,6,0.001,resnet18,GMP,cifar10,0.85
50,1055805217968.0,0.0601100623607635,98.42,0.1857306361198425,93.04,6,0.001,resnet18,GMP,cifar10,0.85
60,1262792027568.0,0.0538414679467678,98.66,0.1536816358566284,93.18,6,0.001,resnet18,GMP,cifar10,0.85
70,1469778837168.0,0.0587143972516059,98.8,0.2032218128442764,93.32,6,0.001,resnet18,GMP,cifar10,0.85
80,1676765646768.0,0.0440032482147216,99.04,0.1662193685770034,93.49,6,0.001,resnet18,GMP,cifar10,0.85
90,1883752456368.0,0.0468191131949424,99.14,0.1846425086259842,93.45,6,0.001,resnet18,GMP,cifar10,0.85
100,2090739265968.0,0.0381708927452564,99.08,0.1950258761644363,93.52,6,0.001,resnet18,GMP,cifar10,0.85
101,2090739265968.0,0.0439287461340427,99.04,0.1950259506702423,93.52,6,0.001,resnet18,GMP,cifar10,0.85
-1,172475088.0,0.5262802839279175,71.98,0.5138052701950073,70.62,7,0.001,resnet18,GMP,cifar10,0.85
0,20869485648.0,0.4367591142654419,88.42,0.4327106177806854,85.22,7,0.001,resnet18,GMP,cifar10,0.85
10,227839591248.0,0.2135228663682937,97.2,0.217202678322792,92.54,7,0.001,resnet18,GMP,cifar10,0.85
20,434809696848.0,0.118520550429821,97.56,0.1200619414448738,92.71,7,0.001,resnet18,GMP,cifar10,0.85
30,641779802448.0,0.0883718878030777,97.82,0.1064274609088897,92.8,7,0.001,resnet18,GMP,cifar10,0.85
40,848749908048.0,0.0645650476217269,98.32,0.1012835279107093,92.99,7,0.001,resnet18,GMP,cifar10,0.85
50,1055720013648.0,0.0565780475735664,98.8,0.1273600459098816,93.11,7,0.001,resnet18,GMP,cifar10,0.85
60,1262690119248.0,0.0635428130626678,98.6,0.1482923030853271,93.25,7,0.001,resnet18,GMP,cifar10,0.85
70,1469660224848.0,0.0536538809537887,98.92,0.1608829349279403,93.2,7,0.001,resnet18,GMP,cifar10,0.85
80,1676630330448.0,0.0531903952360153,99.08,0.1426513940095901,93.4,7,0.001,resnet18,GMP,cifar10,0.85
90,1883600436048.0,0.0527000091969966,99.22,0.1488537192344665,93.56,7,0.001,resnet18,GMP,cifar10,0.85
100,2090570541648.0,0.0496555976569652,99.18,0.1749921590089798,93.48,7,0.001,resnet18,GMP,cifar10,0.85
101,2090570541648.0,0.0492275692522525,99.14,0.174992173910141,93.48,7,0.001,resnet18,GMP,cifar10,0.85
-1,172586400.0,0.5120274424552917,71.14,0.5231188535690308,69.74,8,0.001,resnet18,GMP,cifar10,0.85
0,20882954400.0,0.4249007999897003,88.76,0.4440848231315613,84.88,8,0.001,resnet18,GMP,cifar10,0.85
10,227986634400.0,0.2235716730356216,97.1,0.2224966287612915,92.65,8,0.001,resnet18,GMP,cifar10,0.85
20,435090314400.0,0.1235097646713256,97.14,0.1448696404695511,92.62,8,0.001,resnet18,GMP,cifar10,0.85
30,642193994400.0,0.0906413048505783,97.94,0.1675379425287246,92.75,8,0.001,resnet18,GMP,cifar10,0.85
40,849297674400.0,0.0690894946455955,98.04,0.1451049000024795,93.08,8,0.001,resnet18,GMP,cifar10,0.85
50,1056401354400.0,0.0544706657528877,98.14,0.1722252964973449,93.16,8,0.001,resnet18,GMP,cifar10,0.85
60,1263505034400.0,0.0661980584263801,98.62,0.1754744499921798,93.32,8,0.001,resnet18,GMP,cifar10,0.85
70,1470608714400.0,0.049599539488554,98.8,0.1988600343465805,93.47,8,0.001,resnet18,GMP,cifar10,0.85
80,1677712394400.0,0.0860397443175315,98.92,0.1949745714664459,93.5,8,0.001,resnet18,GMP,cifar10,0.85
90,1884816074400.0,0.0532500557601451,99.02,0.1890688240528106,93.47,8,0.001,resnet18,GMP,cifar10,0.85
100,2091919754400.0,0.0683278292417526,99.3,0.1805479824542999,93.49,8,0.001,resnet18,GMP,cifar10,0.85
101,2091919754400.0,0.0709874555468559,99.2,0.1805479824542999,93.49,8,0.001,resnet18,GMP,cifar10,0.85
-1,172526448.0,0.4973816871643066,73.68,0.5100914835929871,71.47,9,0.001,resnet18,GMP,cifar10,0.85
0,20875700208.0,0.4260646104812622,88.78,0.4395812749862671,85.31,9,0.001,resnet18,GMP,cifar10,0.85
10,227907437808.0,0.2122824341058731,97.64,0.19956636428833,92.72,9,0.001,resnet18,GMP,cifar10,0.85
20,434939175408.0,0.1184862777590751,97.5,0.1426701247692108,92.55,9,0.001,resnet18,GMP,cifar10,0.85
30,641970913008.0,0.0887309536337852,97.68,0.1610689461231231,92.75,9,0.001,resnet18,GMP,cifar10,0.85
40,849002650608.0,0.0649453476071357,98.32,0.1594972312450409,92.82,9,0.001,resnet18,GMP,cifar10,0.85
50,1056034388208.0,0.0577680319547653,98.7,0.1694671958684921,92.95,9,0.001,resnet18,GMP,cifar10,0.85
60,1263066125808.0,0.0565626509487628,98.66,0.1958277076482772,93.13,9,0.001,resnet18,GMP,cifar10,0.85
70,1470097863408.0,0.0561835952103138,98.98,0.1882224828004837,93.2,9,0.001,resnet18,GMP,cifar10,0.85
80,1677129601008.0,0.0438367165625095,98.92,0.1827799677848816,93.38,9,0.001,resnet18,GMP,cifar10,0.85
90,1884161338608.0,0.0466776899993419,99.2,0.1983204036951065,93.38,9,0.001,resnet18,GMP,cifar10,0.85
100,2091193076208.0,0.0468661710619926,99.22,0.2239438742399215,93.42,9,0.001,resnet18,GMP,cifar10,0.85
101,2091193076208.0,0.0605508983135223,98.98,0.2239438891410827,93.42,9,0.001,resnet18,GMP,cifar10,0.85
-1,172532976.0,0.5106292963027954,72.56,0.5157976150512695,70.93,10,0.001,resnet18,GMP,cifar10,0.85
0,20876490096.0,0.4300776720046997,88.72,0.4401173591613769,85.31,10,0.001,resnet18,GMP,cifar10,0.85
10,227916061296.0,0.2114942669868469,97.18,0.2153960019350052,92.53,10,0.001,resnet18,GMP,cifar10,0.85
20,434955632496.0,0.1212490200996398,97.3,0.1362161785364151,92.69,10,0.001,resnet18,GMP,cifar10,0.85
30,641995203696.0,0.0855148211121559,97.66,0.1451697200536728,92.65,10,0.001,resnet18,GMP,cifar10,0.85
40,849034774896.0,0.0699301734566688,98.36,0.1458902955055236,92.86,10,0.001,resnet18,GMP,cifar10,0.85
50,1056074346096.0,0.071674458682537,98.4,0.1390657126903534,93.04,10,0.001,resnet18,GMP,cifar10,0.85
60,1263113917296.0,0.0605538189411163,98.6,0.1366763412952423,93.06,10,0.001,resnet18,GMP,cifar10,0.85
70,1470153488496.0,0.0593741312623024,98.98,0.1556288599967956,93.14,10,0.001,resnet18,GMP,cifar10,0.85
80,1677193059696.0,0.0736227333545684,98.78,0.165885642170906,93.2,10,0.001,resnet18,GMP,cifar10,0.85
90,1884232630896.0,0.0556018054485321,99.12,0.1639594435691833,93.33,10,0.001,resnet18,GMP,cifar10,0.85
100,2091272202096.0,0.0597903467714786,99.2,0.1860842853784561,93.45,10,0.001,resnet18,GMP,cifar10,0.85
101,2091272202096.0,0.0552612952888011,99.2,0.1860843151807785,93.45,10,0.001,resnet18,GMP,cifar10,0.85
-1,172607568.0,0.5272958278656006,70.08,0.5145328044891357,69.27,11,0.001,resnet18,GMP,cifar10,0.85
0,20885515728.0,0.4429349899291992,87.5,0.4411745071411133,84.44,11,0.001,resnet18,GMP,cifar10,0.85
10,228014597328.0,0.2128384411334991,97.64,0.2357559651136398,92.4,11,0.001,resnet18,GMP,cifar10,0.85
20,435143678928.0,0.1196851655840873,97.18,0.1640399545431137,92.58,11,0.001,resnet18,GMP,cifar10,0.85
30,642272760528.0,0.085894376039505,97.7,0.1374848335981369,92.75,11,0.001,resnet18,GMP,cifar10,0.85
40,849401842128.0,0.064691461622715,98.12,0.1668285280466079,92.85,11,0.001,resnet18,GMP,cifar10,0.85
50,1056530923728.0,0.0730914622545242,98.44,0.1682313233613968,93.16,11,0.001,resnet18,GMP,cifar10,0.85
60,1263660005328.0,0.0703518241643905,98.58,0.176424503326416,93.18,11,0.001,resnet18,GMP,cifar10,0.85
70,1470789086928.0,0.0566489212214946,98.7,0.1826054602861404,93.3,11,0.001,resnet18,GMP,cifar10,0.85
80,1677918168528.0,0.0598711818456649,98.9,0.1943205893039703,93.31,11,0.001,resnet18,GMP,cifar10,0.85
90,1885047250128.0,0.0481638014316558,99.24,0.1878831386566162,93.21,11,0.001,resnet18,GMP,cifar10,0.85
100,2092176331728.0,0.0670482963323593,99.42,0.196663960814476,93.32,11,0.001,resnet18,GMP,cifar10,0.85
101,2092176331728.0,0.0502455681562423,99.22,0.196663960814476,93.32,11,0.001,resnet18,GMP,cifar10,0.85
-1,172605984.0,0.5230105519294739,73.14,0.5075689554214478,71.17,12,0.001,resnet18,GMP,cifar10,0.85
0,20885324064.0,0.4348645806312561,90.46,0.4263695776462555,86.01,12,0.001,resnet18,GMP,cifar10,0.85
10,228012504864.0,0.2090581655502319,97.14,0.2026252895593643,92.61,12,0.001,resnet18,GMP,cifar10,0.85
20,435139685664.0,0.1245260015130043,96.9,0.1447975188493728,92.68,12,0.001,resnet18,GMP,cifar10,0.85
30,642266866464.0,0.102940447628498,97.62,0.172733336687088,92.63,12,0.001,resnet18,GMP,cifar10,0.85
40,849394047264.0,0.0804897025227546,98.0,0.1649665832519531,92.87,12,0.001,resnet18,GMP,cifar10,0.85
50,1056521228064.0,0.0639249086380004,98.58,0.1628891825675964,93.14,12,0.001,resnet18,GMP,cifar10,0.85
60,1263648408864.0,0.0611743740737438,98.7,0.165832057595253,93.2,12,0.001,resnet18,GMP,cifar10,0.85
70,1470775589664.0,0.0627868920564651,98.56,0.1687039881944656,93.32,12,0.001,resnet18,GMP,cifar10,0.85
80,1677902770464.0,0.0637039765715599,99.02,0.1583472639322281,93.38,12,0.001,resnet18,GMP,cifar10,0.85
90,1885029951264.0,0.0534692481160163,99.16,0.1780526489019394,93.45,12,0.001,resnet18,GMP,cifar10,0.85
100,2092157132064.0,0.0622309781610965,99.12,0.1840336173772812,93.46,12,0.001,resnet18,GMP,cifar10,0.85
101,2092157132064.0,0.0515503175556659,99.08,0.1840336322784423,93.46,12,0.001,resnet18,GMP,cifar10,0.85
-1,172440480.0,0.5348348617553711,73.16,0.5173434615135193,71.6,13,0.001,resnet18,GMP,cifar10,0.85
0,20865298080.0,0.4454943835735321,90.52,0.4326532185077667,86.71,13,0.001,resnet18,GMP,cifar10,0.85
