layer_names,pr
conv1,0.0
layer1.0.conv1,0.59350586
layer1.0.conv2,0.640408
layer1.0.conv3,0.71325684
layer1.0.shortcut.0,0.56848145
layer1.1.conv1,1.0
layer1.1.conv2,1.0
layer1.1.conv3,1.0
layer1.2.conv1,1.0
layer1.2.conv2,1.0
layer1.2.conv3,1.0
layer2.0.conv1,0.67800903
layer2.0.conv2,0.5926378
layer2.0.conv3,0.6029663
layer2.0.shortcut.0,0.72978973
layer2.1.conv1,0.83354187
layer2.1.conv2,0.87278914
layer2.1.conv3,0.87841797
layer2.2.conv1,0.6407471
layer2.2.conv2,0.54659015
layer2.2.conv3,0.6147766
layer2.3.conv1,0.73109436
layer2.3.conv2,0.842414
layer2.3.conv3,0.84628296
layer3.0.conv1,0.46382904
layer3.0.conv2,0.59487236
layer3.0.conv3,0.54436874
layer3.0.shortcut.0,0.6775608
layer3.1.conv1,0.88507843
layer3.1.conv2,0.9001567
layer3.1.conv3,0.8120842
layer3.2.conv1,0.8458061
layer3.2.conv2,0.8694848
layer3.2.conv3,0.7602272
layer3.3.conv1,0.7807274
layer3.3.conv2,0.844479
layer3.3.conv3,0.7513275
layer3.4.conv1,0.6371803
layer3.4.conv2,0.6343452
layer3.4.conv3,0.5937805
layer3.5.conv1,0.54304504
layer3.5.conv2,0.65485466
layer3.5.conv3,0.61133575
layer4.0.conv1,0.3555584
layer4.0.conv2,0.5629336
layer4.0.conv3,0.6711197
layer4.0.shortcut.0,0.84612703
layer4.1.conv1,0.66237354
layer4.1.conv2,0.6038445
layer4.1.conv3,0.6990614
layer4.2.conv1,0.71038723
layer4.2.conv2,0.77873313
layer4.2.conv3,0.779727
linear,0.0
