Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
-1,183309700.0,2.5906827449798584,45.0,2.638495922088623,35.87,0,0.005,VGG19,GMP,cifar100,0.8
0,22180473700.0,0.549677312374115,93.02,0.5063415169715881,68.17,0,0.005,VGG19,GMP,cifar100,0.8
10,242152113700.0,0.1882003545761108,97.28,0.2726656794548034,71.29,0,0.005,VGG19,GMP,cifar100,0.8
20,462123753700.0,0.1193168461322784,97.68,0.2657435834407806,71.56,0,0.005,VGG19,GMP,cifar100,0.8
30,682095393700.0,0.1014660522341728,98.1,0.2812190353870392,71.8,0,0.005,VGG19,GMP,cifar100,0.8
40,902067033700.0,0.0818195044994354,98.18,0.2967990338802337,71.93,0,0.005,VGG19,GMP,cifar100,0.8
50,1122038673700.0,0.0744251608848571,98.44,0.3103319704532623,71.9,0,0.005,VGG19,GMP,cifar100,0.8
60,1342010313700.0,0.0802957117557525,98.66,0.325505256652832,72.06,0,0.005,VGG19,GMP,cifar100,0.8
70,1561981953700.0,0.0856343656778335,98.72,0.3248369693756103,72.34,0,0.005,VGG19,GMP,cifar100,0.8
80,1781953593700.0,0.0617017224431037,98.64,0.3402926027774811,72.29,0,0.005,VGG19,GMP,cifar100,0.8
90,2001925233700.0,0.0737697482109069,98.74,0.3524056673049927,72.32,0,0.005,VGG19,GMP,cifar100,0.8
100,2221896873700.0,0.0582498982548713,98.56,0.3652653098106384,72.17,0,0.005,VGG19,GMP,cifar100,0.8
101,2221896873700.0,0.078934222459793,98.98,0.3652653098106384,72.17,0,0.005,VGG19,GMP,cifar100,0.8
-1,183438244.0,2.507765054702759,48.42,2.5560224056243896,36.86,1,0.005,VGG19,GMP,cifar100,0.8
0,22196027524.0,0.5385013818740845,93.64,0.5294929146766663,68.35,1,0.005,VGG19,GMP,cifar100,0.8
10,242321920324.0,0.1613061875104904,97.24,0.2672279775142669,71.68,1,0.005,VGG19,GMP,cifar100,0.8
20,462447813124.0,0.136219248175621,98.0,0.2540850341320038,71.95,1,0.005,VGG19,GMP,cifar100,0.8
30,682573705924.0,0.0887206271290779,98.08,0.2703658044338226,71.96,1,0.005,VGG19,GMP,cifar100,0.8
40,902699598724.0,0.0779256895184516,98.6,0.282807856798172,72.09,1,0.005,VGG19,GMP,cifar100,0.8
50,1122825491524.0,0.0758204385638237,98.46,0.285312294960022,72.13,1,0.005,VGG19,GMP,cifar100,0.8
60,1342951384324.0,0.0823314413428306,98.54,0.3056073486804962,72.13,1,0.005,VGG19,GMP,cifar100,0.8
70,1563077277124.0,0.067835122346878,98.82,0.3184451460838318,72.15,1,0.005,VGG19,GMP,cifar100,0.8
80,1783203169924.0,0.0647258833050727,98.82,0.3254914879798889,72.32,1,0.005,VGG19,GMP,cifar100,0.8
90,2003329062724.0,0.0644209012389183,99.12,0.3243203163146972,72.25,1,0.005,VGG19,GMP,cifar100,0.8
100,2223454955524.0,0.0656438618898391,99.14,0.3321042060852051,72.22,1,0.005,VGG19,GMP,cifar100,0.8
101,2223454955524.0,0.0626713633537292,99.02,0.3321042060852051,72.22,1,0.005,VGG19,GMP,cifar100,0.8
-1,183337780.0,2.81662392616272,44.04,2.8398985862731934,35.31,2,0.005,VGG19,GMP,cifar100,0.8
0,22183871380.0,0.5583446025848389,92.8,0.51322340965271,68.16,2,0.005,VGG19,GMP,cifar100,0.8
10,242189207380.0,0.1807091683149337,97.3,0.2780566811561584,71.69,2,0.005,VGG19,GMP,cifar100,0.8
20,462194543380.0,0.1207735314965248,97.6,0.2858271300792694,71.9,2,0.005,VGG19,GMP,cifar100,0.8
30,682199879380.0,0.0867553800344467,97.78,0.2863692939281463,72.07,2,0.005,VGG19,GMP,cifar100,0.8
40,902205215380.0,0.0833806470036506,98.42,0.3040748536586761,72.02,2,0.005,VGG19,GMP,cifar100,0.8
50,1122210551380.0,0.0795434862375259,98.66,0.3217934370040893,72.15,2,0.005,VGG19,GMP,cifar100,0.8
60,1342215887380.0,0.0774239674210548,98.46,0.3372289836406708,72.23,2,0.005,VGG19,GMP,cifar100,0.8
70,1562221223380.0,0.0664341747760772,98.68,0.3514286875724792,72.31,2,0.005,VGG19,GMP,cifar100,0.8
80,1782226559380.0,0.0725086256861686,98.56,0.3650566041469574,72.24,2,0.005,VGG19,GMP,cifar100,0.8
90,2002231895380.0,0.0670227035880088,98.94,0.3743969202041626,72.22,2,0.005,VGG19,GMP,cifar100,0.8
100,2222237231380.0,0.0644448846578598,98.86,0.375234454870224,72.28,2,0.005,VGG19,GMP,cifar100,0.8
101,2222237231380.0,0.0673819780349731,98.98,0.375234454870224,72.28,2,0.005,VGG19,GMP,cifar100,0.8
-1,183387112.0,2.687828302383423,47.52,2.7581398487091064,36.56,3,0.005,VGG19,GMP,cifar100,0.8
0,22189840552.0,0.573325514793396,92.78,0.5380890369415283,67.77,3,0.005,VGG19,GMP,cifar100,0.8
10,242254374952.0,0.1832375228404998,97.34,0.2820682227611542,71.44,3,0.005,VGG19,GMP,cifar100,0.8
20,462318909352.0,0.1180519387125969,97.88,0.2664492726325989,71.95,3,0.005,VGG19,GMP,cifar100,0.8
30,682383443752.0,0.0992173179984092,97.88,0.2800978422164917,72.03,3,0.005,VGG19,GMP,cifar100,0.8
40,902447978152.0,0.0947944596409797,98.48,0.2792992889881134,72.17,3,0.005,VGG19,GMP,cifar100,0.8
50,1122512512552.0,0.081878013908863,98.32,0.2879166603088379,72.16,3,0.005,VGG19,GMP,cifar100,0.8
60,1342577046952.0,0.0839819833636283,98.78,0.2978323400020599,72.27,3,0.005,VGG19,GMP,cifar100,0.8
70,1562641581352.0,0.0729379877448082,98.7,0.3071983456611633,72.36,3,0.005,VGG19,GMP,cifar100,0.8
80,1782706115752.0,0.0781597569584846,98.86,0.3232120275497436,72.5,3,0.005,VGG19,GMP,cifar100,0.8
90,2002770650152.0,0.0670153200626373,98.82,0.3228312134742737,72.39,3,0.005,VGG19,GMP,cifar100,0.8
100,2222835184552.0,0.0732354372739791,99.16,0.3329758048057556,72.29,3,0.005,VGG19,GMP,cifar100,0.8
101,2222835184552.0,0.06151008233428,98.58,0.3329758048057556,72.29,3,0.005,VGG19,GMP,cifar100,0.8
-1,183401104.0,2.6135001182556152,46.08,2.701500177383423,35.73,4,0.005,VGG19,GMP,cifar100,0.8
0,22191533584.0,0.5281307101249695,93.14,0.5017871260643005,67.8,4,0.005,VGG19,GMP,cifar100,0.8
10,242272858384.0,0.1766479462385177,97.36,0.2536514699459076,71.47,4,0.005,VGG19,GMP,cifar100,0.8
20,462354183184.0,0.1220302432775497,98.14,0.2388738244771957,72.03,4,0.005,VGG19,GMP,cifar100,0.8
30,682435507984.0,0.094622291624546,98.16,0.2505473494529724,72.13,4,0.005,VGG19,GMP,cifar100,0.8
40,902516832784.0,0.0828261151909828,98.04,0.2606486976146698,72.13,4,0.005,VGG19,GMP,cifar100,0.8
50,1122598157584.0,0.0780064091086387,98.66,0.2743244171142578,72.3,4,0.005,VGG19,GMP,cifar100,0.8
60,1342679482384.0,0.0734981372952461,98.74,0.2832234799861908,72.33,4,0.005,VGG19,GMP,cifar100,0.8
70,1562760807184.0,0.0640553012490272,98.74,0.2907772064208984,72.46,4,0.005,VGG19,GMP,cifar100,0.8
80,1782842131984.0,0.0709840208292007,98.72,0.2978667914867401,72.39,4,0.005,VGG19,GMP,cifar100,0.8
90,2002923456784.0,0.079551950097084,98.78,0.3057380318641662,72.31,4,0.005,VGG19,GMP,cifar100,0.8
100,2223004781584.0,0.0745381489396095,98.76,0.3101972043514251,72.44,4,0.005,VGG19,GMP,cifar100,0.8
101,2223004781584.0,0.0659829676151275,98.74,0.3101972043514251,72.44,4,0.005,VGG19,GMP,cifar100,0.8
-1,183451912.0,2.6784090995788574,46.78,2.726458072662353,36.2,5,0.005,VGG19,GMP,cifar100,0.8
0,22197681352.0,0.5277374386787415,93.18,0.5004643797874451,68.4,5,0.005,VGG19,GMP,cifar100,0.8
10,242339975752.0,0.1809393763542175,97.38,0.2841765582561493,71.55,5,0.005,VGG19,GMP,cifar100,0.8
