Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma
-1,96028880.0,1.0082006454467771,23.32,1.0292357206344604,22.88,0,0.005
0,11619494480.0,0.3379727005958557,55.96,0.3471755981445312,56.28,0,0.005
10,126854150480.0,0.1914896517992019,67.76,0.2140882313251495,68.34,0,0.005
20,242088806480.0,0.1812748908996582,74.88,0.263730525970459,74.49,0,0.005
30,357323462480.0,0.2476971298456192,80.64,0.333381712436676,78.54,0,0.005
40,472558118480.0,0.1891303062438964,84.84,0.3243336677551269,81.99,0,0.005
50,587792774480.0,0.2705345451831817,88.46,0.2577379941940307,84.69,0,0.005
60,703027430480.0,0.1870381981134414,89.9,0.2558433413505554,86.25,0,0.005
70,818262086480.0,0.2269444912672042,91.44,0.3313228785991668,86.75,0,0.005
80,933496742480.0,0.2706128358840942,92.16,0.3513582944869995,87.69,0,0.005
90,1048731398480.0,0.2293061912059784,93.92,0.3463627099990845,88.22,0,0.005
100,1163966054480.0,0.2764930725097656,94.44,0.2618415057659149,88.73,0,0.005
101,1163966054480.0,0.2518783211708069,93.92,0.2618414759635925,88.73,0,0.005
-1,96000992.0,0.9559838771820068,21.88,0.9984211325645448,21.44,1,0.005
0,11616120032.0,0.3222462236881256,51.22,0.3504400849342346,52.77,1,0.005
10,126817310432.0,0.2006003260612487,68.1,0.2738470435142517,68.34,1,0.005
20,242018500832.0,0.2220512330532074,74.96,0.308935135602951,74.59,1,0.005
30,357219691232.0,0.3322030305862427,79.5,0.2999280095100403,78.51,1,0.005
40,472420881632.0,0.3623756468296051,84.92,0.2913333475589752,81.79,1,0.005
50,587622072032.0,0.2730712294578552,87.0,0.3184333741664886,84.36,1,0.005
60,702823262432.0,0.1739433258771896,88.84,0.2718563079833984,85.56,1,0.005
70,818024452832.0,0.2675492167472839,91.1,0.3967797756195068,86.65,1,0.005
80,933225643232.0,0.2823758423328399,92.08,0.2969639301300049,87.62,1,0.005
90,1048426833632.0,0.2503393292427063,93.38,0.3157711029052734,87.93,1,0.005
100,1163628024032.0,0.3254099190235138,93.92,0.3430165648460388,88.56,1,0.005
101,1163628024032.0,0.3497151434421539,93.68,0.3430165648460388,88.56,1,0.005
-1,96212624.0,1.0538978576660156,21.52,1.073127031326294,21.73,2,0.005
0,11641727504.0,0.3941538631916046,51.74,0.4259816408157348,53.13,2,0.005
10,127096876304.0,0.193165048956871,68.22,0.250560998916626,68.58,2,0.005
20,242552025104.0,0.2453231066465377,75.04,0.2646236419677734,75.3,2,0.005
30,358007173904.0,0.1541483253240585,80.38,0.2230513244867324,78.96,2,0.005
40,473462322704.0,0.2463312447071075,84.54,0.2164106518030166,81.99,2,0.005
50,588917471504.0,0.3137310445308685,86.96,0.3847253024578094,83.87,2,0.005
60,704372620304.0,0.2700561285018921,88.6,0.322610855102539,85.58,2,0.005
70,819827769104.0,0.2724747061729431,90.42,0.2119098901748657,86.66,2,0.005
80,935282917904.0,0.147505298256874,91.96,0.2078152894973755,87.32,2,0.005
90,1050738066704.0,0.2802257835865021,92.56,0.3390379548072815,88.0,2,0.005
100,1166193215504.0,0.2321658134460449,93.62,0.3600596189498901,88.17,2,0.005
101,1166193215504.0,0.2122432142496109,93.9,0.3600596189498901,88.17,2,0.005
-1,96171152.0,1.1078718900680542,17.36,1.0875436067581177,18.11,3,0.005
0,11636709392.0,0.3631550967693329,49.08,0.3975960612297058,49.31,3,0.005
10,127042091792.0,0.1865240037441253,69.3,0.2403641939163208,69.23,3,0.005
20,242447474192.0,0.2020673155784607,76.14,0.2585707902908325,75.28,3,0.005
30,357852856592.0,0.181603193283081,81.64,0.2378461807966232,80.11,3,0.005
40,473258238992.0,0.1930634528398513,85.5,0.3092553615570068,83.13,3,0.005
50,588663621392.0,0.2704437375068664,87.8,0.3391523063182831,85.04,3,0.005
60,704069003792.0,0.2245166003704071,89.78,0.3257264494895935,86.25,3,0.005
70,819474386192.0,0.172045812010765,91.68,0.2890908122062683,87.37,3,0.005
