Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
90,359476898224.0,0.2321222126483917,1.478607828175882e-05,86.52,0.2565245330333709,1.5735666238470003e-05,84.49,118,0.001,resnet18,GMP,cifar10,0.9
-1,131708128.0,0.5829014778137207,2.6132948960366775e-07,32.4,0.5684304237365723,2.929185427547054e-07,33.18,119,0.001,resnet18,GMP,cifar10,0.9
0,4082951968.0,0.5732531547546387,2.131218792555956e-07,33.32,0.5602689385414124,2.9270330514918896e-07,33.95,119,0.001,resnet18,GMP,cifar10,0.9
10,43595390368.0,0.457925796508789,3.299599313777435e-07,56.0,0.4507542252540588,3.517712059419864e-07,56.53,119,0.001,resnet18,GMP,cifar10,0.9
20,83107828768.0,0.4393931925296783,3.099395087247103e-07,61.54,0.4329008162021637,3.708289000314835e-07,61.13,119,0.001,resnet18,GMP,cifar10,0.9
30,122620267168.0,0.4079632461071014,3.076994516959531e-07,69.9,0.4025016725063324,4.084686793248693e-07,68.49,119,0.001,resnet18,GMP,cifar10,0.9
40,162132705568.0,0.3103432059288025,5.196711754251737e-07,85.1,0.3105186522006988,7.599592208862305e-07,82.02,119,0.001,resnet18,GMP,cifar10,0.9
50,201645143968.0,0.2822227478027344,1.4220556749933166e-06,87.64,0.2977761626243591,1.9757244444917887e-06,83.47,119,0.001,resnet18,GMP,cifar10,0.9
60,241157582368.0,0.278923362493515,1.6586751598879346e-06,87.26,0.3000586926937103,2.3914792564028176e-06,83.57,119,0.001,resnet18,GMP,cifar10,0.9
70,280670020768.0,0.2773218154907226,2.686258994799573e-06,87.06,0.3047155737876892,3.255851197536685e-06,83.69,119,0.001,resnet18,GMP,cifar10,0.9
80,320182459168.0,0.2735242843627929,7.037197065073997e-06,85.96,0.3152920007705688,9.715669875731692e-06,83.38,119,0.001,resnet18,GMP,cifar10,0.9
90,359694897568.0,0.2297543883323669,1.3653030691784808e-05,85.62,0.2877534627914428,1.9899558537872508e-05,83.69,119,0.001,resnet18,GMP,cifar10,0.9
-1,131667136.0,0.5635867714881897,2.693736007586267e-07,33.02,0.5672627687454224,3.070541083616263e-07,32.82,120,0.001,resnet18,GMP,cifar10,0.9
0,4081681216.0,0.5553990006446838,2.5884804699671804e-07,33.78,0.5596626400947571,3.053232262573147e-07,33.47,120,0.001,resnet18,GMP,cifar10,0.9
10,43581822016.0,0.4430476129055023,2.5939482384274015e-07,52.74,0.4537460505962372,3.706146571857971e-07,53.13,120,0.001,resnet18,GMP,cifar10,0.9
20,83081962816.0,0.4249773323535919,3.050778047963832e-07,57.9,0.436250627040863,3.8933362134230265e-07,57.92,120,0.001,resnet18,GMP,cifar10,0.9
30,122582103616.0,0.3944097459316253,2.9093951070535695e-07,66.1,0.4065238237380981,4.2648611042750417e-07,65.86,120,0.001,resnet18,GMP,cifar10,0.9
40,162082244416.0,0.299861192703247,5.471451913763303e-07,84.36,0.313760370016098,7.451291708093777e-07,81.7,120,0.001,resnet18,GMP,cifar10,0.9
50,201582385216.0,0.2848994433879852,1.234826413565315e-06,86.56,0.3053944408893585,1.7829893295129295e-06,83.32,120,0.001,resnet18,GMP,cifar10,0.9
60,241082526016.0,0.2844690680503845,1.6690285065124044e-06,86.42,0.3071861267089844,2.116001496688113e-06,83.35,120,0.001,resnet18,GMP,cifar10,0.9
70,280582666816.0,0.2858667373657226,2.109885826939717e-06,86.02,0.3109810352325439,2.8514793939393712e-06,83.47,120,0.001,resnet18,GMP,cifar10,0.9
80,320082807616.0,0.2831724286079407,6.41401811662945e-06,86.12,0.3108689785003662,8.18195712781744e-06,83.22,120,0.001,resnet18,GMP,cifar10,0.9
90,359582948416.0,0.2446934878826141,1.3623538507090416e-05,85.46,0.2794483304023742,1.7944588762475178e-05,83.28,120,0.001,resnet18,GMP,cifar10,0.9
-1,131714944.0,0.5907270908355713,1.940937579547608e-07,31.96,0.5694110989570618,2.807483099331876e-07,32.96,121,0.001,resnet18,GMP,cifar10,0.9
0,4083163264.0,0.582996666431427,2.0253587251772842e-07,32.88,0.5614909529685974,2.809290720051649e-07,33.68,121,0.001,resnet18,GMP,cifar10,0.9
10,43597646464.0,0.4637591540813446,2.9099521725584054e-07,54.9,0.4464383125305176,3.713849139330705e-07,56.56,121,0.001,resnet18,GMP,cifar10,0.9
20,83112129664.0,0.4449053406715393,2.813147546021355e-07,61.26,0.4270656406879425,3.895398208442202e-07,61.72,121,0.001,resnet18,GMP,cifar10,0.9
30,122626612864.0,0.4098128974437713,2.928093465470738e-07,69.88,0.3944066166877746,4.3073782762803603e-07,69.41,121,0.001,resnet18,GMP,cifar10,0.9
40,162141096064.0,0.3148104548454284,5.179263666832412e-07,85.08,0.3082388043403625,7.668655825909809e-07,83.07,121,0.001,resnet18,GMP,cifar10,0.9
50,201655579264.0,0.2930549681186676,2.111624326062156e-06,87.9,0.2986657321453094,2.023426077357726e-06,84.97,121,0.001,resnet18,GMP,cifar10,0.9
60,241170062464.0,0.28879314661026,2.096709749821457e-06,87.52,0.2981897592544555,2.5231945528503275e-06,84.79,121,0.001,resnet18,GMP,cifar10,0.9
70,280684545664.0,0.2924910485744476,3.955688498535892e-06,87.38,0.2992849349975586,3.546174639268429e-06,84.57,121,0.001,resnet18,GMP,cifar10,0.9
80,320199028864.0,0.2734163403511047,1.0688854672480376e-05,86.48,0.2893289029598236,1.0609735909383744e-05,84.18,121,0.001,resnet18,GMP,cifar10,0.9
90,359713512064.0,0.2445521652698516,1.8920311049441807e-05,86.42,0.2576551139354706,2.0804425730602816e-05,84.39,121,0.001,resnet18,GMP,cifar10,0.9
-1,131647072.0,0.5705116987228394,2.325375447753686e-07,31.12,0.5685992240905762,3.0228173386603885e-07,31.03,122,0.001,resnet18,GMP,cifar10,0.9
0,4081059232.0,0.5638095140457153,2.967336456549674e-07,32.08,0.5616102814674377,3.0114716764728655e-07,31.8,122,0.001,resnet18,GMP,cifar10,0.9
10,43575180832.0,0.4572722911834717,2.894743715842196e-07,51.82,0.461412250995636,3.458764012975735e-07,52.37,122,0.001,resnet18,GMP,cifar10,0.9
20,83069302432.0,0.4400507509708404,2.3556783901312886e-07,57.22,0.4449814856052398,3.640111287950276e-07,57.11,122,0.001,resnet18,GMP,cifar10,0.9
30,122563424032.0,0.411558598279953,2.851350870969327e-07,65.44,0.4170738756656647,3.961563663779089e-07,64.61,122,0.001,resnet18,GMP,cifar10,0.9
40,162057545632.0,0.3124853372573852,4.267306508154434e-07,81.94,0.3284170925617218,6.909690455358941e-07,80.49,122,0.001,resnet18,GMP,cifar10,0.9
50,201551667232.0,0.2911798059940338,1.2105147106922232e-06,86.58,0.3120799362659454,1.6765986856626114e-06,83.9,122,0.001,resnet18,GMP,cifar10,0.9
60,241045788832.0,0.2879993319511413,1.101476527765044e-06,87.78,0.3121700584888458,2.01995248971798e-06,84.07,122,0.001,resnet18,GMP,cifar10,0.9
70,280539910432.0,0.2865222096443176,2.1687108073820127e-06,87.6,0.3126740455627441,2.761458745226264e-06,84.16,122,0.001,resnet18,GMP,cifar10,0.9
80,320034032032.0,0.2836525440216064,7.3113019425363746e-06,86.68,0.3069782257080078,8.726666237635072e-06,83.77,122,0.001,resnet18,GMP,cifar10,0.9
90,359528153632.0,0.2410838007926941,1.5380499462480657e-05,86.34,0.2726809382438659,1.946180418599397e-05,83.96,122,0.001,resnet18,GMP,cifar10,0.9
-1,131681920.0,0.5873225331306458,2.996303010149859e-07,30.94,0.5745850205421448,2.867933233119402e-07,31.7,123,0.001,resnet18,GMP,cifar10,0.9
0,4082139520.0,0.5773952007293701,2.567434762568155e-07,33.0,0.5662106871604919,2.862957160232327e-07,32.43,123,0.001,resnet18,GMP,cifar10,0.9
10,43586715520.0,0.4499754607677459,2.737941429131752e-07,56.92,0.4490639269351959,3.634143581621174e-07,56.52,123,0.001,resnet18,GMP,cifar10,0.9
20,83091291520.0,0.42904132604599,3.193689224190166e-07,62.64,0.4300776422023773,3.837277233742498e-07,61.61,123,0.001,resnet18,GMP,cifar10,0.9
30,122595867520.0,0.3918459713459015,2.803878658141912e-07,70.52,0.3984211981296539,4.217916114157561e-07,68.58,123,0.001,resnet18,GMP,cifar10,0.9
40,162100443520.0,0.3028624653816223,5.972927965558483e-07,81.58,0.3330622315406799,7.942323350107472e-07,79.06,123,0.001,resnet18,GMP,cifar10,0.9
50,201605019520.0,0.2946467697620392,1.8579678453534143e-06,86.38,0.3308216631412506,2.092592239932856e-06,83.48,123,0.001,resnet18,GMP,cifar10,0.9
60,241109595520.0,0.29302778840065,2.520332373023848e-06,86.78,0.3304474353790283,2.5021870442287764e-06,83.88,123,0.001,resnet18,GMP,cifar10,0.9
70,280614171520.0,0.2873671352863312,2.512686705813394e-06,86.9,0.3273615837097168,3.357519517521723e-06,84.12,123,0.001,resnet18,GMP,cifar10,0.9
80,320118747520.0,0.2801593542098999,7.461744644388091e-06,86.4,0.317908763885498,9.279674486606382e-06,84.03,123,0.001,resnet18,GMP,cifar10,0.9
90,359623323520.0,0.2404507398605346,1.4493779417534824e-05,85.9,0.2843504250049591,1.8447359252604656e-05,84.09,123,0.001,resnet18,GMP,cifar10,0.9
-1,131613808.0,0.5975677371025085,3.197550597633381e-07,31.38,0.5705914497375488,2.988895744238107e-07,32.27,124,0.001,resnet18,GMP,cifar10,0.9
0,4080028048.0,0.5894399881362915,2.7302831995257293e-07,32.2,0.5624619722366333,2.994443946136016e-07,33.13,124,0.001,resnet18,GMP,cifar10,0.9
10,43564170448.0,0.4706803560256958,3.181469594437658e-07,56.4,0.4468701183795929,3.761676055091812e-07,57.08,124,0.001,resnet18,GMP,cifar10,0.9
20,83048312848.0,0.4498448967933655,3.0560488539777e-07,62.22,0.4275210797786712,3.965717212395248e-07,62.01,124,0.001,resnet18,GMP,cifar10,0.9
30,122532455248.0,0.4166880846023559,2.941705758985336e-07,69.54,0.3948128223419189,4.3991047959934804e-07,68.72,124,0.001,resnet18,GMP,cifar10,0.9
40,162016597648.0,0.3229455053806305,6.222686579349102e-07,82.72,0.3182664811611175,9.124699431595218e-07,81.33,124,0.001,resnet18,GMP,cifar10,0.9
50,201500740048.0,0.2974423766136169,1.789792804629542e-06,87.1,0.3099497854709625,2.5426575120945927e-06,84.52,124,0.001,resnet18,GMP,cifar10,0.9
60,240984882448.0,0.2926691770553589,2.818538405335857e-06,87.32,0.3094824552536011,3.062948280785349e-06,84.62,124,0.001,resnet18,GMP,cifar10,0.9
70,280469024848.0,0.2866452634334564,3.86408282793127e-06,87.14,0.3102909922599792,4.152580459049204e-06,84.56,124,0.001,resnet18,GMP,cifar10,0.9
80,319953167248.0,0.268641859292984,9.896627489069942e-06,85.9,0.3132995069026947,1.198308018501848e-05,84.05,124,0.001,resnet18,GMP,cifar10,0.9
90,359437309648.0,0.2269912213087082,1.7449752704123966e-05,86.92,0.2718548476696014,2.3053748009260744e-05,84.38,124,0.001,resnet18,GMP,cifar10,0.9
-1,131711584.0,0.5881261825561523,2.7252102086094965e-07,31.8,0.5697485208511353,3.44061334089929e-07,32.63,125,0.001,resnet18,GMP,cifar10,0.9
0,4083059104.0,0.5781959295272827,2.972322761252144e-07,32.54,0.5611836314201355,3.395441012798983e-07,33.5,125,0.001,resnet18,GMP,cifar10,0.9
10,43596534304.0,0.4583740830421448,2.9410585966616054e-07,56.86,0.4468700289726257,3.679099052078527e-07,56.51,125,0.001,resnet18,GMP,cifar10,0.9
20,83110009504.0,0.4392660856246948,2.9576273163911537e-07,62.18,0.4292381107807159,3.853431849165645e-07,61.29,125,0.001,resnet18,GMP,cifar10,0.9
30,122623484704.0,0.406693696975708,2.727692560711148e-07,69.68,0.399705171585083,4.245395075486158e-07,68.71,125,0.001,resnet18,GMP,cifar10,0.9
40,162136959904.0,0.322035938501358,5.633671662508277e-07,82.76,0.3301348090171814,8.009470775505179e-07,80.3,125,0.001,resnet18,GMP,cifar10,0.9
50,201650435104.0,0.3037560284137726,1.784487949407776e-06,86.12,0.3240372240543365,2.1488938273250824e-06,83.46,125,0.001,resnet18,GMP,cifar10,0.9
60,241163910304.0,0.3000198304653168,1.8619737147673727e-06,86.9,0.3233785629272461,2.6277821234543808e-06,83.61,125,0.001,resnet18,GMP,cifar10,0.9
70,280677385504.0,0.298063725233078,3.7054346648801584e-06,86.74,0.3228664100170135,3.5816367471852573e-06,83.75,125,0.001,resnet18,GMP,cifar10,0.9
80,320190860704.0,0.2708056271076202,1.1486825314932505e-05,86.0,0.3078044950962066,1.0725994798121974e-05,83.71,125,0.001,resnet18,GMP,cifar10,0.9
90,359704335904.0,0.2286608219146728,1.596054426045157e-05,86.1,0.2637536525726318,2.0682904505520128e-05,83.92,125,0.001,resnet18,GMP,cifar10,0.9
-1,131571760.0,0.5824000835418701,2.8340650715108495e-07,31.02,0.5758674144744873,3.41034819939523e-07,31.34,126,0.001,resnet18,GMP,cifar10,0.9
0,4078724560.0,0.5748399496078491,3.0563131758754025e-07,31.88,0.5691384077072144,3.42595683378022e-07,32.23,126,0.001,resnet18,GMP,cifar10,0.9
10,43550252560.0,0.4616104364395141,2.634286033753597e-07,52.62,0.4622852802276611,3.4657813330341014e-07,53.95,126,0.001,resnet18,GMP,cifar10,0.9
20,83021780560.0,0.4431353211402893,2.31564612818147e-07,58.24,0.444290816783905,3.633979872574855e-07,58.58,126,0.001,resnet18,GMP,cifar10,0.9
30,122493308560.0,0.4117539525032043,3.0053720934120065e-07,66.86,0.4144202172756195,4.010514658148168e-07,65.58,126,0.001,resnet18,GMP,cifar10,0.9
40,161964836560.0,0.3206285536289215,4.838165637011116e-07,81.22,0.3309027254581451,7.144072924347711e-07,79.31,126,0.001,resnet18,GMP,cifar10,0.9
50,201436364560.0,0.2980139255523681,2.0759375729539897e-06,85.84,0.3125686645507812,1.823272668843856e-06,83.04,126,0.001,resnet18,GMP,cifar10,0.9
60,240907892560.0,0.2930650413036346,1.4003638852955191e-06,86.18,0.3114262223243713,2.162136297556572e-06,83.3,126,0.001,resnet18,GMP,cifar10,0.9
70,280379420560.0,0.287434309720993,2.472619598847814e-06,86.88,0.3087385296821594,2.9494954105757643e-06,83.46,126,0.001,resnet18,GMP,cifar10,0.9
80,319850948560.0,0.2684957087039947,8.723749488126487e-06,85.44,0.3054249882698059,8.95210905582644e-06,83.05,126,0.001,resnet18,GMP,cifar10,0.9
90,359322476560.0,0.234515905380249,1.4882765754009595e-05,86.5,0.279892086982727,1.978993350348901e-05,83.49,126,0.001,resnet18,GMP,cifar10,0.9
-1,131785504.0,0.576988697052002,2.824509692800348e-07,31.26,0.5671924352645874,2.834646011251607e-07,32.33,127,0.001,resnet18,GMP,cifar10,0.9
0,4085350624.0,0.5699253082275391,2.563486987128272e-07,31.68,0.5591714978218079,2.7861725016009586e-07,33.15,127,0.001,resnet18,GMP,cifar10,0.9
10,43621001824.0,0.4536204636096954,2.532145515488083e-07,54.8,0.4501316845417022,3.778748691729561e-07,55.58,127,0.001,resnet18,GMP,cifar10,0.9
20,83156653024.0,0.4363991320133209,3.139146826924844e-07,60.26,0.4325806498527527,4.008103360320092e-07,60.85,127,0.001,resnet18,GMP,cifar10,0.9
30,122692304224.0,0.4057945013046264,3.656429043985554e-07,69.04,0.4030395448207855,4.420954269335198e-07,68.3,127,0.001,resnet18,GMP,cifar10,0.9
40,162227955424.0,0.3130102157592773,6.851750526948308e-07,84.3,0.3088554739952087,7.995880650923937e-07,82.59,127,0.001,resnet18,GMP,cifar10,0.9
50,201763606624.0,0.2821695208549499,1.5350228750321548e-06,87.84,0.2771454453468323,1.986997631320264e-06,84.86,127,0.001,resnet18,GMP,cifar10,0.9
60,241299257824.0,0.2772099077701568,1.9521892227203352e-06,87.32,0.2742534577846527,2.38368807004008e-06,84.89,127,0.001,resnet18,GMP,cifar10,0.9
70,280834909024.0,0.2738509476184845,3.653632802524953e-06,87.14,0.2721884250640869,3.31837418343639e-06,84.52,127,0.001,resnet18,GMP,cifar10,0.9
80,320370560224.0,0.2657190263271332,9.969247912522404e-06,85.7,0.2718792855739593,1.020002855511848e-05,83.7,127,0.001,resnet18,GMP,cifar10,0.9
90,359906211424.0,0.2398874312639236,1.8003140212385915e-05,85.78,0.242209792137146,2.160649091820233e-05,84.08,127,0.001,resnet18,GMP,cifar10,0.9
-1,131724736.0,0.5616322755813599,3.760553681786405e-07,33.6,0.5697092413902283,3.165693556184124e-07,33.3,128,0.001,resnet18,GMP,cifar10,0.9
0,4083466816.0,0.5553597807884216,3.211536352409894e-07,34.9,0.5626929402351379,3.160135690905008e-07,34.07,128,0.001,resnet18,GMP,cifar10,0.9
10,43600887616.0,0.4434545040130615,2.678722239579656e-07,56.22,0.4553070366382599,3.358111086981808e-07,55.34,128,0.001,resnet18,GMP,cifar10,0.9
20,83118308416.0,0.4254984259605407,2.723055843034672e-07,61.22,0.4374003410339355,3.5233099993092765e-07,60.03,128,0.001,resnet18,GMP,cifar10,0.9
30,122635729216.0,0.3943824470043182,3.001607353780855e-07,69.2,0.4069034457206726,3.85322152851586e-07,67.07,128,0.001,resnet18,GMP,cifar10,0.9
40,162153150016.0,0.3044151663780212,5.516123451343447e-07,82.42,0.3180340528488159,7.380806437140564e-07,80.08,128,0.001,resnet18,GMP,cifar10,0.9
50,201670570816.0,0.2793741226196289,1.9010230971616693e-06,86.56,0.2994802296161651,1.9599087863753084e-06,83.17,128,0.001,resnet18,GMP,cifar10,0.9
60,241187991616.0,0.2776960730552673,2.088012934109429e-06,86.18,0.2990658581256866,2.3649552076676628e-06,83.43,128,0.001,resnet18,GMP,cifar10,0.9
70,280705412416.0,0.2742843329906463,3.5095454222755507e-06,87.04,0.3002635836601257,3.2416069188911933e-06,83.34,128,0.001,resnet18,GMP,cifar10,0.9
80,320222833216.0,0.2738213241100311,9.869014320429416e-06,86.3,0.3023640513420105,9.852388757281004e-06,83.48,128,0.001,resnet18,GMP,cifar10,0.9
90,359740254016.0,0.2320261895656585,1.945700751093682e-05,86.14,0.2708098888397217,2.021752334258053e-05,83.49,128,0.001,resnet18,GMP,cifar10,0.9
-1,131702704.0,0.5777403712272644,3.472937635251583e-07,30.72,0.5781466960906982,2.873301525596617e-07,30.85,129,0.001,resnet18,GMP,cifar10,0.9
0,4082783824.0,0.5708693265914917,2.279748798628134e-07,31.22,0.5709604024887085,2.857986487470044e-07,31.5,129,0.001,resnet18,GMP,cifar10,0.9
10,43593595024.0,0.4636898338794708,2.849721170150588e-07,50.34,0.4654563367366791,3.228930722798396e-07,51.23,129,0.001,resnet18,GMP,cifar10,0.9
20,83104406224.0,0.4473119080066681,2.5267152636843093e-07,56.08,0.4475233256816864,3.380204702807532e-07,56.05,129,0.001,resnet18,GMP,cifar10,0.9
30,122615217424.0,0.418225347995758,2.4059033876255853e-07,64.72,0.4166328310966491,3.735647453595448e-07,63.66,129,0.001,resnet18,GMP,cifar10,0.9
40,162126028624.0,0.3117924034595489,6.567944410562632e-07,84.22,0.3098966777324676,7.535111308243359e-07,82.05,129,0.001,resnet18,GMP,cifar10,0.9
50,201636839824.0,0.274699717760086,1.7812955093177152e-06,87.96,0.2809897363185882,2.023257820837898e-06,84.37,129,0.001,resnet18,GMP,cifar10,0.9
60,241147651024.0,0.2692649066448211,1.7304599850831437e-06,87.32,0.2799358665943146,2.419970542177907e-06,84.35,129,0.001,resnet18,GMP,cifar10,0.9
70,280658462224.0,0.2681116759777069,2.7354960820957785e-06,87.16,0.2821843326091766,3.301425977042527e-06,84.14,129,0.001,resnet18,GMP,cifar10,0.9
80,320169273424.0,0.2563435733318329,7.344003734033322e-06,86.78,0.2857685089111328,9.562563718645832e-06,83.84,129,0.001,resnet18,GMP,cifar10,0.9
90,359680084624.0,0.226122111082077,1.75424156623194e-05,86.82,0.2582725882530212,2.0241792299202643e-05,84.06,129,0.001,resnet18,GMP,cifar10,0.9
-1,131624608.0,0.5805206894874573,2.687787628019578e-07,30.6,0.5620120167732239,3.06404700722851e-07,31.07,130,0.001,resnet18,GMP,cifar10,0.9
0,4080362848.0,0.5713784098625183,2.56002664400512e-07,31.02,0.5543060898780823,3.0735452583030565e-07,31.88,130,0.001,resnet18,GMP,cifar10,0.9
10,43567745248.0,0.4482247531414032,2.943118886378216e-07,56.24,0.4386764764785766,3.67513649734974e-07,56.05,130,0.001,resnet18,GMP,cifar10,0.9
20,83055127648.0,0.4274636507034302,2.886177128402778e-07,61.82,0.4190753996372223,3.792524978507572e-07,61.4,130,0.001,resnet18,GMP,cifar10,0.9
30,122542510048.0,0.3923525512218475,3.2875885835892404e-07,69.98,0.385920763015747,4.199144143512968e-07,69.39,130,0.001,resnet18,GMP,cifar10,0.9
40,162029892448.0,0.2977234423160553,7.178202281465929e-07,84.78,0.3083764612674713,7.648328050890996e-07,81.87,130,0.001,resnet18,GMP,cifar10,0.9
50,201517274848.0,0.279979258775711,2.521377837183536e-06,86.76,0.3111976683139801,2.060415908999857e-06,83.46,130,0.001,resnet18,GMP,cifar10,0.9
60,241004657248.0,0.280627965927124,1.6750850591051858e-06,87.18,0.3127204179763794,2.474304665156524e-06,83.49,130,0.001,resnet18,GMP,cifar10,0.9
70,280492039648.0,0.2775472998619079,3.1325885174737778e-06,86.64,0.3182846009731293,3.352787643962074e-06,83.43,130,0.001,resnet18,GMP,cifar10,0.9
80,319979422048.0,0.2697653472423553,1.0401709914731327e-05,86.36,0.3189736604690552,9.850532478594689e-06,83.54,130,0.001,resnet18,GMP,cifar10,0.9
90,359466804448.0,0.2290025055408477,1.9838902517221868e-05,86.2,0.2886597514152527,2.0096602384001017e-05,83.87,130,0.001,resnet18,GMP,cifar10,0.9
-1,131599360.0,0.5635428428649902,2.987388825204107e-07,32.16,0.5691026449203491,3.517401694352884e-07,32.04,131,0.001,resnet18,GMP,cifar10,0.9
0,4079580160.0,0.5562078952789307,2.61942773249757e-07,32.7,0.5622047781944275,3.496824376725272e-07,32.8,131,0.001,resnet18,GMP,cifar10,0.9
10,43559388160.0,0.4451831877231598,2.483795071839268e-07,53.12,0.4558015763759613,3.8131796031848353e-07,54.15,131,0.001,resnet18,GMP,cifar10,0.9
20,83039196160.0,0.4271023273468017,2.762765234365361e-07,58.7,0.437914103269577,3.966277404288121e-07,58.92,131,0.001,resnet18,GMP,cifar10,0.9
30,122519004160.0,0.3964475095272064,2.9938271950413764e-07,67.26,0.4074536859989166,4.413579404172197e-07,66.94,131,0.001,resnet18,GMP,cifar10,0.9
40,161998812160.0,0.3045057952404022,5.668774178957392e-07,82.66,0.3190854489803314,7.696600050621782e-07,80.47,131,0.001,resnet18,GMP,cifar10,0.9
50,201478620160.0,0.2881454527378082,1.7486689785073397e-06,86.54,0.3066499829292297,1.8648428294909536e-06,83.56,131,0.001,resnet18,GMP,cifar10,0.9
60,240958428160.0,0.2916359603404999,1.985743210752844e-06,86.68,0.3062885999679565,2.2315139176498637e-06,83.7,131,0.001,resnet18,GMP,cifar10,0.9
70,280438236160.0,0.2860959768295288,2.784792059173924e-06,86.74,0.3038868308067322,3.0468272598227486e-06,84.09,131,0.001,resnet18,GMP,cifar10,0.9
80,319918044160.0,0.2725997865200043,7.977153472893406e-06,86.48,0.283203512430191,9.226486326952e-06,83.84,131,0.001,resnet18,GMP,cifar10,0.9
90,359397852160.0,0.2389097511768341,1.6080541172414087e-05,85.76,0.2572913765907287,1.903750126075465e-05,83.87,131,0.001,resnet18,GMP,cifar10,0.9
-1,131718976.0,0.5787454843521118,2.416280153738626e-07,30.56,0.5857229232788086,2.8433794341253815e-07,30.45,132,0.001,resnet18,GMP,cifar10,0.9
0,4083288256.0,0.5728158950805664,2.5409096338080417e-07,31.1,0.5784964561462402,2.8471364998949866e-07,31.07,132,0.001,resnet18,GMP,cifar10,0.9
10,43598981056.0,0.4568539261817932,2.66407198523666e-07,51.22,0.4687983393669128,3.63179111673162e-07,52.13,132,0.001,resnet18,GMP,cifar10,0.9
20,83114673856.0,0.4398874938488006,3.243693527110736e-07,56.96,0.450529545545578,3.800458046043787e-07,57.21,132,0.001,resnet18,GMP,cifar10,0.9
30,122630366656.0,0.4069881737232208,2.801049845402304e-07,65.84,0.4195271730422973,4.150797110469284e-07,65.42,132,0.001,resnet18,GMP,cifar10,0.9
40,162146059456.0,0.3013548254966736,5.037072696723044e-07,83.6,0.3201134204864502,6.240268248802749e-07,81.32,132,0.001,resnet18,GMP,cifar10,0.9
50,201661752256.0,0.2815220952033996,1.2820302117688698e-06,86.88,0.2978313863277435,1.4401927046492349e-06,84.41,132,0.001,resnet18,GMP,cifar10,0.9
60,241177445056.0,0.2790162265300751,1.316125462835771e-06,86.96,0.2960488498210907,1.7456990235587e-06,84.66,132,0.001,resnet18,GMP,cifar10,0.9
70,280693137856.0,0.2819494903087616,2.438581759633962e-06,86.78,0.2922644019126892,2.37972267314035e-06,84.64,132,0.001,resnet18,GMP,cifar10,0.9
80,320208830656.0,0.2773688435554504,7.574361461593071e-06,86.26,0.2718321681022644,7.106192697392544e-06,84.39,132,0.001,resnet18,GMP,cifar10,0.9
90,359724523456.0,0.2382978945970535,1.2427221008692868e-05,85.74,0.233778104186058,1.4342403119371738e-05,84.6,132,0.001,resnet18,GMP,cifar10,0.9
-1,131636320.0,0.615243136882782,3.481803503291303e-07,31.1,0.5792608857154846,3.633079188603006e-07,32.02,133,0.001,resnet18,GMP,cifar10,0.9
0,4080725920.0,0.6079083681106567,2.537435079830175e-07,31.66,0.571411669254303,3.553540466327832e-07,32.79,133,0.001,resnet18,GMP,cifar10,0.9
10,43571621920.0,0.4854143857955932,3.086837523369468e-07,54.42,0.4556167125701904,3.8401032043111627e-07,55.91,133,0.001,resnet18,GMP,cifar10,0.9
20,83062517920.0,0.4640575349330902,3.401710557682236e-07,60.12,0.4361363351345062,4.070111288001499e-07,60.67,133,0.001,resnet18,GMP,cifar10,0.9
30,122553413920.0,0.4286839067935943,3.484519197627378e-07,68.46,0.403188943862915,4.470131784728437e-07,67.7,133,0.001,resnet18,GMP,cifar10,0.9
40,162044309920.0,0.3276029825210571,7.507431405429088e-07,81.3,0.3194651305675506,7.959197887430491e-07,80.01,133,0.001,resnet18,GMP,cifar10,0.9
50,201535205920.0,0.2978414297103882,1.6094310240077905e-06,86.76,0.3025313913822174,2.021145746766706e-06,83.75,133,0.001,resnet18,GMP,cifar10,0.9
60,241026101920.0,0.2938054502010345,2.412770527371322e-06,86.92,0.3000112175941467,2.4067021513474174e-06,83.86,133,0.001,resnet18,GMP,cifar10,0.9
70,280516997920.0,0.2872753441333771,3.4095455703209154e-06,86.76,0.2988879680633545,3.300189746369142e-06,84.03,133,0.001,resnet18,GMP,cifar10,0.9
80,320007893920.0,0.2844382524490356,7.132044629543088e-06,86.38,0.3054148852825165,9.313322152593171e-06,83.35,133,0.001,resnet18,GMP,cifar10,0.9
90,359498789920.0,0.2352175563573837,1.775792770786211e-05,86.16,0.2738826274871826,1.9020080799236894e-05,83.55,133,0.001,resnet18,GMP,cifar10,0.9
-1,131671600.0,0.6066485047340393,3.337738121445e-07,29.64,0.5718408823013306,3.732633331310353e-07,31.01,134,0.001,resnet18,GMP,cifar10,0.9
0,4081819600.0,0.5968095064163208,3.945737319099863e-07,30.58,0.5631716251373291,3.624227815635095e-07,31.9,134,0.001,resnet18,GMP,cifar10,0.9
10,43583299600.0,0.4649254381656647,2.793750866203482e-07,56.24,0.4388978481292724,3.586192462989857e-07,56.93,134,0.001,resnet18,GMP,cifar10,0.9
20,83084779600.0,0.4458121061325073,3.106463566382445e-07,62.18,0.4192416965961456,3.752099644316331e-07,62.1,134,0.001,resnet18,GMP,cifar10,0.9
