Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual
-1,0.0,1.7458866834640503,11.6,1.725406050682068,11.96,0
0,12548411520.0,0.4150972068309784,67.34,0.4386312365531921,66.19,0
10,138032526720.0,0.233665332198143,78.88,0.2550381422042846,76.91,0
20,263516641920.0,0.2088184356689453,83.34,0.2348497807979583,81.46,0
30,389000757120.0,0.2595922946929931,87.52,0.4064412117004394,84.12,0
40,514484872320.0,0.2191458791494369,90.88,0.3404946029186249,86.32,0
50,639968987520.0,0.2758188247680664,92.28,0.4016183018684387,87.55,0
60,765453102720.0,0.2537425756454468,93.42,0.342049241065979,88.68,0
70,890937217920.0,0.1892823874950409,94.54,0.3114273250102997,89.46,0
80,1016421333120.0,0.1868347972631454,95.34,0.2536080479621887,89.84,0
90,1141905448320.0,0.1495639085769653,96.16,0.2741039097309112,90.21,0
100,1267389563520.0,0.1177574694156646,96.88,0.2789715528488159,90.38,0
101,1267389563520.0,0.1015346869826316,96.68,0.2789715528488159,90.38,0
-1,0.0,1.727738380432129,11.3,1.725406050682068,11.96,1
0,12548411520.0,0.3656131327152252,69.16,0.3858152031898498,67.08,1
10,138032526720.0,0.18927563726902,78.8,0.2298323214054107,76.79,1
20,263516641920.0,0.2107357233762741,83.24,0.2851375937461853,80.98,1
30,389000757120.0,0.2420621216297149,87.12,0.2331157922744751,84.31,1
40,514484872320.0,0.2158979922533035,90.32,0.2290852963924408,86.43,1
50,639968987520.0,0.3430763185024261,92.42,0.3427543044090271,87.77,1
60,765453102720.0,0.2212027907371521,93.98,0.2011474370956421,88.97,1
70,890937217920.0,0.2569591403007507,94.52,0.2405646592378616,89.4,1
80,1016421333120.0,0.2415546178817749,95.28,0.2682701349258423,89.92,1
90,1141905448320.0,0.1810294538736343,96.36,0.3836407661437988,89.97,1
100,1267389563520.0,0.261069506406784,96.68,0.3184808194637298,90.42,1
101,1267389563520.0,0.2684957683086395,96.46,0.3184807896614074,90.42,1
-1,0.0,1.747020602226257,11.42,1.725406050682068,11.96,2
0,12548411520.0,0.3800171613693237,68.28,0.4015004932880401,67.16,2
10,138032526720.0,0.2111366391181945,79.12,0.2497859001159668,77.14,2
20,263516641920.0,0.2444660067558288,83.04,0.2579258978366852,81.37,2
30,389000757120.0,0.2455848008394241,87.64,0.20465749502182,84.42,2
40,514484872320.0,0.2999550104141235,90.2,0.3290858268737793,86.03,2
50,639968987520.0,0.2143406569957733,91.9,0.3518135547637939,87.6,2
60,765453102720.0,0.139082670211792,93.82,0.28834068775177,88.7,2
70,890937217920.0,0.2443380206823349,94.42,0.3717460036277771,89.21,2
80,1016421333120.0,0.1491605788469314,95.4,0.2643360197544098,89.78,2
90,1141905448320.0,0.1654521375894546,96.0,0.265784353017807,90.05,2
100,1267389563520.0,0.0912154763936996,96.62,0.2934024930000305,90.34,2
101,1267389563520.0,0.1384505778551101,96.52,0.2934024930000305,90.34,2
-1,0.0,1.7897733449935913,10.7,1.725406050682068,11.96,3
