Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy,individual,sigma,Architecture,Pruner,Dataset,Pruning Rate
-1,375829648.0,0.107145756483078,99.54,0.1815133690834045,94.3,0,0.001,resnet50,GMP,cifar10,0.8
0,45475387408.0,0.0459671430289745,99.88,0.1151610538363456,94.94,0,0.001,resnet50,GMP,cifar10,0.8
10,496470965008.0,0.0231878198683261,99.78,0.1361491680145263,95.02,0,0.001,resnet50,GMP,cifar10,0.8
20,947466542608.0,0.0255189705640077,99.92,0.1164746508002281,94.88,0,0.001,resnet50,GMP,cifar10,0.8
30,1398462120208.0,0.0206212811172008,99.96,0.1364428400993347,94.89,0,0.001,resnet50,GMP,cifar10,0.8
40,1849457697808.0,0.0237606614828109,99.94,0.1223559156060218,94.94,0,0.001,resnet50,GMP,cifar10,0.8
50,2300453275408.0,0.0123881949111819,99.96,0.1362416595220565,94.93,0,0.001,resnet50,GMP,cifar10,0.8
60,2751448853008.0,0.0101671917364001,100.0,0.1295509189367294,94.98,0,0.001,resnet50,GMP,cifar10,0.8
70,3202444430608.0,0.0147180641070008,99.96,0.1447350829839706,94.95,0,0.001,resnet50,GMP,cifar10,0.8
80,3653440008208.0,0.0078091090545058,99.96,0.1395353376865387,94.97,0,0.001,resnet50,GMP,cifar10,0.8
90,4104435585808.0,0.0119309378787875,99.98,0.1290725767612457,94.91,0,0.001,resnet50,GMP,cifar10,0.8
100,4555431163408.0,0.0104867340996861,99.88,0.1301261484622955,94.94,0,0.001,resnet50,GMP,cifar10,0.8
101,4555431163408.0,0.0103487139567732,99.94,0.1301261335611343,94.94,0,0.001,resnet50,GMP,cifar10,0.8
-1,375946960.0,0.099199540913105,99.76,0.1938827186822891,94.4,1,0.001,resnet50,GMP,cifar10,0.8
0,45489582160.0,0.0457314439117908,99.86,0.1257885843515396,94.79,1,0.001,resnet50,GMP,cifar10,0.8
10,496625934160.0,0.02678476087749,99.94,0.1295132935047149,94.89,1,0.001,resnet50,GMP,cifar10,0.8
20,947762286160.0,0.0163600910454988,99.92,0.1525003910064697,94.81,1,0.001,resnet50,GMP,cifar10,0.8
30,1398898638160.0,0.0139627363532781,99.88,0.1532959640026092,94.93,1,0.001,resnet50,GMP,cifar10,0.8
40,1850034990160.0,0.0125569999217987,99.94,0.1617575138807296,94.98,1,0.001,resnet50,GMP,cifar10,0.8
50,2301171342160.0,0.0135519439354538,99.96,0.1551989912986755,94.88,1,0.001,resnet50,GMP,cifar10,0.8
60,2752307694160.0,0.0181869268417358,99.94,0.1590689122676849,94.92,1,0.001,resnet50,GMP,cifar10,0.8
70,3203444046160.0,0.0129837151616811,99.94,0.1756912469863891,94.9,1,0.001,resnet50,GMP,cifar10,0.8
80,3654580398160.0,0.0126816565170884,99.96,0.1440518349409103,94.85,1,0.001,resnet50,GMP,cifar10,0.8
90,4105716750160.0,0.0116635300219058,99.96,0.1589867621660232,94.85,1,0.001,resnet50,GMP,cifar10,0.8
100,4556853102160.0,0.0128257162868976,99.98,0.1600175201892852,94.79,1,0.001,resnet50,GMP,cifar10,0.8
101,4556853102160.0,0.0092767011374235,99.96,0.1600176244974136,94.79,1,0.001,resnet50,GMP,cifar10,0.8
-1,376000192.0,0.0780710652470588,99.7,0.1730598360300064,94.36,2,0.001,resnet50,GMP,cifar10,0.8
0,45496023232.0,0.0431681461632251,99.92,0.1359861940145492,94.82,2,0.001,resnet50,GMP,cifar10,0.8
10,496696253632.0,0.0201588440686464,99.98,0.1307488679885864,94.94,2,0.001,resnet50,GMP,cifar10,0.8
20,947896484032.0,0.0166343413293361,99.94,0.1187356263399124,94.96,2,0.001,resnet50,GMP,cifar10,0.8
30,1399096714432.0,0.0162249505519866,99.96,0.1294456571340561,94.93,2,0.001,resnet50,GMP,cifar10,0.8
40,1850296944832.0,0.0125040775164961,99.94,0.1262820363044738,95.01,2,0.001,resnet50,GMP,cifar10,0.8
50,2301497175232.0,0.0122356852516531,99.98,0.1337923854589462,94.84,2,0.001,resnet50,GMP,cifar10,0.8
60,2752697405632.0,0.0137224458158016,99.94,0.1230310797691345,94.99,2,0.001,resnet50,GMP,cifar10,0.8
70,3203897636032.0,0.0168290175497531,100.0,0.1460171788930893,94.83,2,0.001,resnet50,GMP,cifar10,0.8
80,3655097866432.0,0.0264218170195817,99.96,0.1985092610120773,94.79,2,0.001,resnet50,GMP,cifar10,0.8
90,4106298096832.0,0.0284440889954566,99.98,0.1384454071521759,94.97,2,0.001,resnet50,GMP,cifar10,0.8
100,4557498327232.0,0.0113817555829882,100.0,0.1416995227336883,94.91,2,0.001,resnet50,GMP,cifar10,0.8
101,4557498327232.0,0.0141102708876132,100.0,0.1416995525360107,94.91,2,0.001,resnet50,GMP,cifar10,0.8
-1,375910816.0,0.0986045598983764,99.74,0.1772221475839615,94.35,3,0.001,resnet50,GMP,cifar10,0.8
